office,district,candidate,party,reporting_level,jurisdiction,votes
U.S. Senator,,Total,,county,Humboldt,3982
U.S. Senator,,Roxanne Conlin,,county,Ida,422
U.S. Senator,,Chuck Grassley,,county,Ida,2194
U.S. Senator,,John Heiderscheit,,county,Ida,53
U.S. Senator,,Write-in,,county,Ida,0
U.S. Senator,,Over Votes,,county,Ida,0
U.S. Senator,,Under Votes,,county,Ida,39
U.S. Senator,,Total,,county,Ida,2708
U.S. Senator,,Roxanne Conlin,,county,Iowa,1673
U.S. Senator,,Chuck Grassley,,county,Iowa,4673
U.S. Senator,,John Heiderscheit,,county,Iowa,169
U.S. Senator,,Write-in,,county,Iowa,15
U.S. Senator,,Over Votes,,county,Iowa,1
U.S. Senator,,Under Votes,,county,Iowa,87
U.S. Senator,,Total,,county,Iowa,6618
U.S. Senator,,Roxanne Conlin,,county,Jackson,2605
U.S. Senator,,Chuck Grassley,,county,Jackson,4561
U.S. Senator,,John Heiderscheit,,county,Jackson,224
U.S. Senator,,Write-in,,county,Jackson,2
U.S. Senator,,Over Votes,,county,Jackson,4
U.S. Senator,,Under Votes,,county,Jackson,172
U.S. Senator,,Total,,county,Jackson,7568
U.S. Senator,,Roxanne Conlin,,county,Jasper,5031
U.S. Senator,,Chuck Grassley,,county,Jasper,9614
U.S. Senator,,John Heiderscheit,,county,Jasper,306
U.S. Senator,,Write-in,,county,Jasper,16
U.S. Senator,,Over Votes,,county,Jasper,7
U.S. Senator,,Under Votes,,county,Jasper,138
U.S. Senator,,Total,,county,Jasper,15112
U.S. Senator,,Roxanne Conlin,,county,Jefferson,2987
U.S. Senator,,Chuck Grassley,,county,Jefferson,3429
U.S. Senator,,John Heiderscheit,,county,Jefferson,233
U.S. Senator,,Write-in,,county,Jefferson,9
U.S. Senator,,Over Votes,,county,Jefferson,0
U.S. Senator,,Under Votes,,county,Jefferson,197
U.S. Senator,,Total,,county,Jefferson,6855
U.S. Senator,,Roxanne Conlin,,county,Johnson,26047
U.S. Senator,,Chuck Grassley,,county,Johnson,24347
U.S. Senator,,John Heiderscheit,,county,Johnson,1187
U.S. Senator,,Write-in,,county,Johnson,75
U.S. Senator,,Over Votes,,county,Johnson,40
U.S. Senator,,Under Votes,,county,Johnson,2159
U.S. Senator,,Total,,county,Johnson,53855
U.S. Senator,,Roxanne Conlin,,county,Jones,2268
U.S. Senator,,Chuck Grassley,,county,Jones,5236
U.S. Senator,,John Heiderscheit,,county,Jones,203
U.S. Senator,,Write-in,,county,Jones,3
U.S. Senator,,Over Votes,,county,Jones,1
U.S. Senator,,Under Votes,,county,Jones,81
U.S. Senator,,Total,,county,Jones,7792
U.S. Senator,,Roxanne Conlin,,county,Keokuk,915
U.S. Senator,,Chuck Grassley,,county,Keokuk,2832
U.S. Senator,,John Heiderscheit,,county,Keokuk,110
U.S. Senator,,Write-in,,county,Keokuk,6
U.S. Senator,,Over Votes,,county,Keokuk,3
U.S. Senator,,Under Votes,,county,Keokuk,98
U.S. Senator,,Total,,county,Keokuk,3964
U.S. Senator,,Roxanne Conlin,,county,Kossuth,1928
U.S. Senator,,Chuck Grassley,,county,Kossuth,4688
U.S. Senator,,John Heiderscheit,,county,Kossuth,135
U.S. Senator,,Write-in,,county,Kossuth,2
U.S. Senator,,Over Votes,,county,Kossuth,4
U.S. Senator,,Under Votes,,county,Kossuth,84
U.S. Senator,,Total,,county,Kossuth,6841
U.S. Senator,,Roxanne Conlin,,county,Lee,5276
U.S. Senator,,Chuck Grassley,,county,Lee,6050
U.S. Senator,,John Heiderscheit,,county,Lee,427
U.S. Senator,,Write-in,,county,Lee,5
U.S. Senator,,Over Votes,,county,Lee,5
U.S. Senator,,Under Votes,,county,Lee,183
U.S. Senator,,Total,,county,Lee,11946
U.S. Senator,,Roxanne Conlin,,county,Linn,29764
U.S. Senator,,Chuck Grassley,,county,Linn,48488
U.S. Senator,,John Heiderscheit,,county,Linn,1782
U.S. Senator,,Write-in,,county,Linn,48
U.S. Senator,,Over Votes,,county,Linn,9
U.S. Senator,,Under Votes,,county,Linn,541
U.S. Senator,,Total,,county,Linn,80632
U.S. Senator,,Roxanne Conlin,,county,Louisa,859
U.S. Senator,,Chuck Grassley,,county,Louisa,2411
U.S. Senator,,John Heiderscheit,,county,Louisa,95
U.S. Senator,,Write-in,,county,Louisa,1
U.S. Senator,,Over Votes,,county,Louisa,1
U.S. Senator,,Under Votes,,county,Louisa,52
U.S. Senator,,Total,,county,Louisa,3419
U.S. Senator,,Roxanne Conlin,,county,Lucas,967
U.S. Senator,,Chuck Grassley,,county,Lucas,2470
U.S. Senator,,John Heiderscheit,,county,Lucas,96
U.S. Senator,,Write-in,,county,Lucas,5
U.S. Senator,,Over Votes,,county,Lucas,2
U.S. Senator,,Under Votes,,county,Lucas,81
U.S. Senator,,Total,,county,Lucas,3621
U.S. Senator,,Roxanne Conlin,,county,Lyon,620
U.S. Senator,,Chuck Grassley,,county,Lyon,4269
U.S. Senator,,John Heiderscheit,,county,Lyon,106
U.S. Senator,,Write-in,,county,Lyon,0
U.S. Senator,,Over Votes,,county,Lyon,0
U.S. Senator,,Under Votes,,county,Lyon,206
U.S. Senator,,Total,,county,Lyon,5201
U.S. Senator,,Roxanne Conlin,,county,Madison,1810
U.S. Senator,,Chuck Grassley,,county,Madison,4753
U.S. Senator,,John Heiderscheit,,county,Madison,173
U.S. Senator,,Write-in,,county,Madison,7
U.S. Senator,,Over Votes,,county,Madison,2
U.S. Senator,,Under Votes,,county,Madison,126
U.S. Senator,,Total,,county,Madison,6871
U.S. Senator,,Roxanne Conlin,,county,Mahaska,1866
U.S. Senator,,Chuck Grassley,,county,Mahaska,6376
U.S. Senator,,John Heiderscheit,,county,Mahaska,162
U.S. Senator,,Write-in,,county,Mahaska,8
U.S. Senator,,Over Votes,,county,Mahaska,1
U.S. Senator,,Under Votes,,county,Mahaska,92
U.S. Senator,,Total,,county,Mahaska,8505
U.S. Senator,,Roxanne Conlin,,county,Marion,3409
U.S. Senator,,Chuck Grassley,,county,Marion,9326
U.S. Senator,,John Heiderscheit,,county,Marion,280
U.S. Senator,,Write-in,,county,Marion,21
U.S. Senator,,Over Votes,,county,Marion,3
U.S. Senator,,Under Votes,,county,Marion,87
U.S. Senator,,Total,,county,Marion,13126
U.S. Senator,,Roxanne Conlin,,county,Marshall,4836
U.S. Senator,,Chuck Grassley,,county,Marshall,9026
U.S. Senator,,John Heiderscheit,,county,Marshall,341
U.S. Senator,,Write-in,,county,Marshall,12
U.S. Senator,,Over Votes,,county,Marshall,5
U.S. Senator,,Under Votes,,county,Marshall,230
U.S. Senator,,Total,,county,Marshall,14450
U.S. Senator,,Roxanne Conlin,,county,Mills,1068
U.S. Senator,,Chuck Grassley,,county,Mills,3633
U.S. Senator,,John Heiderscheit,,county,Mills,120
U.S. Senator,,Write-in,,county,Mills,2
U.S. Senator,,Over Votes,,county,Mills,2
U.S. Senator,,Under Votes,,county,Mills,131
U.S. Senator,,Total,,county,Mills,4956
U.S. Senator,,Roxanne Conlin,,county,Mitchell,1274
U.S. Senator,,Chuck Grassley,,county,Mitchell,3121
U.S. Senator,,John Heiderscheit,,county,Mitchell,87
U.S. Senator,,Write-in,,county,Mitchell,3
U.S. Senator,,Over Votes,,county,Mitchell,2
U.S. Senator,,Under Votes,,county,Mitchell,74
U.S. Senator,,Total,,county,Mitchell,4561
U.S. Senator,,Roxanne Conlin,,county,Monona,881
U.S. Senator,,Chuck Grassley,,county,Monona,2578
U.S. Senator,,John Heiderscheit,,county,Monona,59
U.S. Senator,,Write-in,,county,Monona,1
U.S. Senator,,Over Votes,,county,Monona,2
U.S. Senator,,Under Votes,,county,Monona,84
U.S. Senator,,Total,,county,Monona,3605
U.S. Senator,,Roxanne Conlin,,county,Monroe,827
U.S. Senator,,Chuck Grassley,,county,Monroe,1983
U.S. Senator,,John Heiderscheit,,county,Monroe,66
U.S. Senator,,Write-in,,county,Monroe,6
U.S. Senator,,Over Votes,,county,Monroe,0
U.S. Senator,,Under Votes,,county,Monroe,49
U.S. Senator,,Total,,county,Monroe,2931
U.S. Senator,,Roxanne Conlin,,county,Montgomery,722
U.S. Senator,,Chuck Grassley,,county,Montgomery,2824
U.S. Senator,,John Heiderscheit,,county,Montgomery,98
U.S. Senator,,Write-in,,county,Montgomery,0
U.S. Senator,,Over Votes,,county,Montgomery,1
U.S. Senator,,Under Votes,,county,Montgomery,66
U.S. Senator,,Total,,county,Montgomery,3711
U.S. Senator,,Roxanne Conlin,,county,Muscatine,4872
U.S. Senator,,Chuck Grassley,,county,Muscatine,7974
U.S. Senator,,John Heiderscheit,,county,Muscatine,377
U.S. Senator,,Write-in,,county,Muscatine,6
U.S. Senator,,Over Votes,,county,Muscatine,6
U.S. Senator,,Under Votes,,county,Muscatine,194
U.S. Senator,,Total,,county,Muscatine,13429
U.S. Senator,,Roxanne Conlin,,county,O'Brien,831
U.S. Senator,,Chuck Grassley,,county,O'Brien,4556
U.S. Senator,,John Heiderscheit,,county,O'Brien,93
U.S. Senator,,Write-in,,county,O'Brien,1
U.S. Senator,,Over Votes,,county,O'Brien,0
U.S. Senator,,Under Votes,,county,O'Brien,73
U.S. Senator,,Total,,county,O'Brien,5554
U.S. Senator,,Roxanne Conlin,,county,Osceola,323
U.S. Senator,,Chuck Grassley,,county,Osceola,2013
U.S. Senator,,John Heiderscheit,,county,Osceola,66
U.S. Senator,,Write-in,,county,Osceola,2
U.S. Senator,,Over Votes,,county,Osceola,0
U.S. Senator,,Under Votes,,county,Osceola,92
U.S. Senator,,Total,,county,Osceola,2496
U.S. Senator,,Roxanne Conlin,,county,Page,945
U.S. Senator,,Chuck Grassley,,county,Page,3751
U.S. Senator,,John Heiderscheit,,county,Page,105
U.S. Senator,,Write-in,,county,Page,0
U.S. Senator,,Over Votes,,county,Page,1
U.S. Senator,,Under Votes,,county,Page,53
U.S. Senator,,Total,,county,Page,4855
U.S. Senator,,Roxanne Conlin,,county,Palo Alto,1139
U.S. Senator,,Chuck Grassley,,county,Palo Alto,2653
U.S. Senator,,John Heiderscheit,,county,Palo Alto,93
U.S. Senator,,Write-in,,county,Palo Alto,0
U.S. Senator,,Over Votes,,county,Palo Alto,0
U.S. Senator,,Under Votes,,county,Palo Alto,101
U.S. Senator,,Total,,county,Palo Alto,3986
U.S. Senator,,Roxanne Conlin,,county,Plymouth,1422
U.S. Senator,,Chuck Grassley,,county,Plymouth,7219
U.S. Senator,,John Heiderscheit,,county,Plymouth,146
U.S. Senator,,Write-in,,county,Plymouth,4
U.S. Senator,,Over Votes,,county,Plymouth,1
U.S. Senator,,Under Votes,,county,Plymouth,103
U.S. Senator,,Total,,county,Plymouth,8895
U.S. Senator,,Roxanne Conlin,,county,Pocahontas,654
U.S. Senator,,Chuck Grassley,,county,Pocahontas,2296
