office,district,candidate,party,reporting_level,jurisdiction,votes
United States Senator,,Richard J. Moore,Libertarian Party,county,BUTLER,36
United States Senator,,Write-In Votes,,county,BUTLER,11
United States Senator,,Totals,,county,BUTLER,4906
United States Senator,,Tom Harkin,Democratic Party,county,CALHOUN,2047
United States Senator,,Greg Ganske,Republican Party,county,CALHOUN,1911
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,CALHOUN,44
United States Senator,,Richard J. Moore,Libertarian Party,county,CALHOUN,43
United States Senator,,Write-In Votes,,county,CALHOUN,3
United States Senator,,Totals,,county,CALHOUN,4048
United States Senator,,Tom Harkin,Democratic Party,county,CARROLL,3992
United States Senator,,Greg Ganske,Republican Party,county,CARROLL,3317
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,CARROLL,69
United States Senator,,Richard J. Moore,Libertarian Party,county,CARROLL,61
United States Senator,,Write-In Votes,,county,CARROLL,5
United States Senator,,Totals,,county,CARROLL,7444
United States Senator,,Tom Harkin,Democratic Party,county,CASS,2306
United States Senator,,Greg Ganske,Republican Party,county,CASS,3044
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,CASS,38
United States Senator,,Richard J. Moore,Libertarian Party,county,CASS,24
United States Senator,,Write-In Votes,,county,CASS,2
United States Senator,,Totals,,county,CASS,5414
United States Senator,,Tom Harkin,Democratic Party,county,CEDAR,3423
United States Senator,,Greg Ganske,Republican Party,county,CEDAR,2892
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,CEDAR,77
United States Senator,,Richard J. Moore,Libertarian Party,county,CEDAR,62
United States Senator,,Write-In Votes,,county,CEDAR,4
United States Senator,,Totals,,county,CEDAR,6458
United States Senator,,Tom Harkin,Democratic Party,county,CERRO GORDO,9406
United States Senator,,Greg Ganske,Republican Party,county,CERRO GORDO,6295
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,CERRO GORDO,330
United States Senator,,Richard J. Moore,Libertarian Party,county,CERRO GORDO,170
United States Senator,,Write-In Votes,,county,CERRO GORDO,19
United States Senator,,Totals,,county,CERRO GORDO,16220
United States Senator,,Tom Harkin,Democratic Party,county,CHEROKEE,2509
United States Senator,,Greg Ganske,Republican Party,county,CHEROKEE,2199
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,CHEROKEE,84
United States Senator,,Richard J. Moore,Libertarian Party,county,CHEROKEE,38
United States Senator,,Write-In Votes,,county,CHEROKEE,0
United States Senator,,Totals,,county,CHEROKEE,4830
United States Senator,,Tom Harkin,Democratic Party,county,CHICKASAW,3028
United States Senator,,Greg Ganske,Republican Party,county,CHICKASAW,1920
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,CHICKASAW,80
United States Senator,,Richard J. Moore,Libertarian Party,county,CHICKASAW,47
United States Senator,,Write-In Votes,,county,CHICKASAW,21
United States Senator,,Totals,,county,CHICKASAW,5096
United States Senator,,Tom Harkin,Democratic Party,county,CLARKE,2269
United States Senator,,Greg Ganske,Republican Party,county,CLARKE,1385
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,CLARKE,42
United States Senator,,Richard J. Moore,Libertarian Party,county,CLARKE,48
United States Senator,,Write-In Votes,,county,CLARKE,1
United States Senator,,Totals,,county,CLARKE,3745
United States Senator,,Tom Harkin,Democratic Party,county,CLAY,2822
United States Senator,,Greg Ganske,Republican Party,county,CLAY,2772
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,CLAY,60
United States Senator,,Richard J. Moore,Libertarian Party,county,CLAY,49
United States Senator,,Write-In Votes,,county,CLAY,3
United States Senator,,Totals,,county,CLAY,5706
United States Senator,,Tom Harkin,Democratic Party,county,CLAYTON,3861
United States Senator,,Greg Ganske,Republican Party,county,CLAYTON,2864
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,CLAYTON,110
United States Senator,,Richard J. Moore,Libertarian Party,county,CLAYTON,59
United States Senator,,Write-In Votes,,county,CLAYTON,1
United States Senator,,Totals,,county,CLAYTON,6895
United States Senator,,Tom Harkin,Democratic Party,county,CLINTON,9581
United States Senator,,Greg Ganske,Republican Party,county,CLINTON,6309
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,CLINTON,145
United States Senator,,Richard J. Moore,Libertarian Party,county,CLINTON,148
United States Senator,,Write-In Votes,,county,CLINTON,4
United States Senator,,Totals,,county,CLINTON,16187
United States Senator,,Tom Harkin,Democratic Party,county,CRAWFORD,2275
United States Senator,,Greg Ganske,Republican Party,county,CRAWFORD,2285
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,CRAWFORD,28
United States Senator,,Richard J. Moore,Libertarian Party,county,CRAWFORD,17
United States Senator,,Write-In Votes,,county,CRAWFORD,1
United States Senator,,Totals,,county,CRAWFORD,4606
United States Senator,,Tom Harkin,Democratic Party,county,DALLAS,8165
United States Senator,,Greg Ganske,Republican Party,county,DALLAS,7978
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,DALLAS,134
United States Senator,,Richard J. Moore,Libertarian Party,county,DALLAS,130
United States Senator,,Write-In Votes,,county,DALLAS,10
United States Senator,,Totals,,county,DALLAS,16417
United States Senator,,Tom Harkin,Democratic Party,county,DAVIS,1714
United States Senator,,Greg Ganske,Republican Party,county,DAVIS,1270
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,DAVIS,30
United States Senator,,Richard J. Moore,Libertarian Party,county,DAVIS,30
United States Senator,,Write-In Votes,,county,DAVIS,4
United States Senator,,Totals,,county,DAVIS,3048
United States Senator,,Tom Harkin,Democratic Party,county,DECATUR,1618
United States Senator,,Greg Ganske,Republican Party,county,DECATUR,1222
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,DECATUR,30
United States Senator,,Richard J. Moore,Libertarian Party,county,DECATUR,44
United States Senator,,Write-In Votes,,county,DECATUR,2
United States Senator,,Totals,,county,DECATUR,2916
United States Senator,,Tom Harkin,Democratic Party,county,DELAWARE,3096
United States Senator,,Greg Ganske,Republican Party,county,DELAWARE,3148
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,DELAWARE,29
United States Senator,,Richard J. Moore,Libertarian Party,county,DELAWARE,47
United States Senator,,Write-In Votes,,county,DELAWARE,0
United States Senator,,Totals,,county,DELAWARE,6320
United States Senator,,Tom Harkin,Democratic Party,county,DES MOINES,9080
United States Senator,,Greg Ganske,Republican Party,county,DES MOINES,5662
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,DES MOINES,164
United States Senator,,Richard J. Moore,Libertarian Party,county,DES MOINES,189
United States Senator,,Write-In Votes,,county,DES MOINES,4
United States Senator,,Totals,,county,DES MOINES,15099
United States Senator,,Tom Harkin,Democratic Party,county,DICKINSON,3397
United States Senator,,Greg Ganske,Republican Party,county,DICKINSON,3133
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,DICKINSON,64
United States Senator,,Richard J. Moore,Libertarian Party,county,DICKINSON,49
United States Senator,,Write-In Votes,,county,DICKINSON,2
United States Senator,,Totals,,county,DICKINSON,6645
United States Senator,,Tom Harkin,Democratic Party,county,DUBUQUE,19383
United States Senator,,Greg Ganske,Republican Party,county,DUBUQUE,12237
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,DUBUQUE,379
United States Senator,,Richard J. Moore,Libertarian Party,county,DUBUQUE,223
United States Senator,,Write-In Votes,,county,DUBUQUE,22
United States Senator,,Totals,,county,DUBUQUE,32244
United States Senator,,Tom Harkin,Democratic Party,county,EMMET,1855
United States Senator,,Greg Ganske,Republican Party,county,EMMET,1395
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,EMMET,42
United States Senator,,Richard J. Moore,Libertarian Party,county,EMMET,34
United States Senator,,Write-In Votes,,county,EMMET,0
United States Senator,,Totals,,county,EMMET,3326
United States Senator,,Tom Harkin,Democratic Party,county,FAYETTE,4238
United States Senator,,Greg Ganske,Republican Party,county,FAYETTE,3339
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,FAYETTE,64
United States Senator,,Richard J. Moore,Libertarian Party,county,FAYETTE,38
United States Senator,,Write-In Votes,,county,FAYETTE,5
United States Senator,,Totals,,county,FAYETTE,7684
United States Senator,,Tom Harkin,Democratic Party,county,FLOYD,3187
United States Senator,,Greg Ganske,Republican Party,county,FLOYD,2135
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,FLOYD,96
United States Senator,,Richard J. Moore,Libertarian Party,county,FLOYD,53
United States Senator,,Write-In Votes,,county,FLOYD,16
United States Senator,,Totals,,county,FLOYD,5487
United States Senator,,Tom Harkin,Democratic Party,county,FRANKLIN,2082
United States Senator,,Greg Ganske,Republican Party,county,FRANKLIN,1906
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,FRANKLIN,43
United States Senator,,Richard J. Moore,Libertarian Party,county,FRANKLIN,62
United States Senator,,Write-In Votes,,county,FRANKLIN,1
United States Senator,,Totals,,county,FRANKLIN,4094
United States Senator,,Tom Harkin,Democratic Party,county,FREMONT,1056
United States Senator,,Greg Ganske,Republican Party,county,FREMONT,1495
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,FREMONT,23
United States Senator,,Richard J. Moore,Libertarian Party,county,FREMONT,16
United States Senator,,Write-In Votes,,county,FREMONT,0
United States Senator,,Totals,,county,FREMONT,2590
United States Senator,,Tom Harkin,Democratic Party,county,GREENE,2306
United States Senator,,Greg Ganske,Republican Party,county,GREENE,1556
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,GREENE,32
United States Senator,,Richard J. Moore,Libertarian Party,county,GREENE,27
United States Senator,,Write-In Votes,,county,GREENE,0
United States Senator,,Totals,,county,GREENE,3921
United States Senator,,Tom Harkin,Democratic Party,county,GRUNDY,1972
United States Senator,,Greg Ganske,Republican Party,county,GRUNDY,2705
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,GRUNDY,34
United States Senator,,Richard J. Moore,Libertarian Party,county,GRUNDY,22
United States Senator,,Write-In Votes,,county,GRUNDY,4
United States Senator,,Totals,,county,GRUNDY,4737
United States Senator,,Tom Harkin,Democratic Party,county,GUTHRIE,2350
United States Senator,,Greg Ganske,Republican Party,county,GUTHRIE,1901
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,GUTHRIE,28
United States Senator,,Richard J. Moore,Libertarian Party,county,GUTHRIE,36
United States Senator,,Write-In Votes,,county,GUTHRIE,2
United States Senator,,Totals,,county,GUTHRIE,4317
United States Senator,,Tom Harkin,Democratic Party,county,HAMILTON,3283
United States Senator,,Greg Ganske,Republican Party,county,HAMILTON,2750
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,HAMILTON,60
United States Senator,,Richard J. Moore,Libertarian Party,county,HAMILTON,66
United States Senator,,Write-In Votes,,county,HAMILTON,3
United States Senator,,Totals,,county,HAMILTON,6162
United States Senator,,Tom Harkin,Democratic Party,county,HANCOCK,2036
United States Senator,,Greg Ganske,Republican Party,county,HANCOCK,2018
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,HANCOCK,69
United States Senator,,Richard J. Moore,Libertarian Party,county,HANCOCK,46
United States Senator,,Write-In Votes,,county,HANCOCK,2
United States Senator,,Totals,,county,HANCOCK,4171
United States Senator,,Tom Harkin,Democratic Party,county,HARDIN,3613
United States Senator,,Greg Ganske,Republican Party,county,HARDIN,3217
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,HARDIN,68
United States Senator,,Richard J. Moore,Libertarian Party,county,HARDIN,56
United States Senator,,Write-In Votes,,county,HARDIN,6
United States Senator,,Totals,,county,HARDIN,6960
United States Senator,,Tom Harkin,Democratic Party,county,HARRISON,2128
United States Senator,,Greg Ganske,Republican Party,county,HARRISON,2711
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,HARRISON,52
United States Senator,,Richard J. Moore,Libertarian Party,county,HARRISON,38
United States Senator,,Write-In Votes,,county,HARRISON,5
United States Senator,,Totals,,county,HARRISON,4934
United States Senator,,Tom Harkin,Democratic Party,county,HENRY,3500
United States Senator,,Greg Ganske,Republican Party,county,HENRY,3146
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,HENRY,84
United States Senator,,Richard J. Moore,Libertarian Party,county,HENRY,56
United States Senator,,Write-In Votes,,county,HENRY,3
United States Senator,,Totals,,county,HENRY,6789
United States Senator,,Tom Harkin,Democratic Party,county,HOWARD,1920
United States Senator,,Greg Ganske,Republican Party,county,HOWARD,1320
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,HOWARD,40
United States Senator,,Richard J. Moore,Libertarian Party,county,HOWARD,28
United States Senator,,Write-In Votes,,county,HOWARD,7
United States Senator,,Totals,,county,HOWARD,3315
United States Senator,,Tom Harkin,Democratic Party,county,HUMBOLDT,1834
United States Senator,,Greg Ganske,Republican Party,county,HUMBOLDT,1771
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,HUMBOLDT,26
United States Senator,,Richard J. Moore,Libertarian Party,county,HUMBOLDT,29
United States Senator,,Write-In Votes,,county,HUMBOLDT,1
United States Senator,,Totals,,county,HUMBOLDT,3661
United States Senator,,Tom Harkin,Democratic Party,county,IDA,1304
United States Senator,,Greg Ganske,Republican Party,county,IDA,1255
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,IDA,45
United States Senator,,Richard J. Moore,Libertarian Party,county,IDA,17
United States Senator,,Write-In Votes,,county,IDA,0
United States Senator,,Totals,,county,IDA,2621
United States Senator,,Tom Harkin,Democratic Party,county,IOWA,2960
United States Senator,,Greg Ganske,Republican Party,county,IOWA,2701
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,IOWA,77
United States Senator,,Richard J. Moore,Libertarian Party,county,IOWA,58
United States Senator,,Write-In Votes,,county,IOWA,1
United States Senator,,Totals,,county,IOWA,5797
United States Senator,,Tom Harkin,Democratic Party,county,JACKSON,3753
United States Senator,,Greg Ganske,Republican Party,county,JACKSON,2531
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,JACKSON,69
United States Senator,,Richard J. Moore,Libertarian Party,county,JACKSON,45
United States Senator,,Write-In Votes,,county,JACKSON,3
United States Senator,,Totals,,county,JACKSON,6401
United States Senator,,Tom Harkin,Democratic Party,county,JASPER,8500
United States Senator,,Greg Ganske,Republican Party,county,JASPER,5947
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,JASPER,104
United States Senator,,Richard J. Moore,Libertarian Party,county,JASPER,108
United States Senator,,Write-In Votes,,county,JASPER,4
United States Senator,,Totals,,county,JASPER,14663
United States Senator,,Tom Harkin,Democratic Party,county,JEFFERSON,3119
United States Senator,,Greg Ganske,Republican Party,county,JEFFERSON,2414
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,JEFFERSON,164
United States Senator,,Richard J. Moore,Libertarian Party,county,JEFFERSON,205
United States Senator,,Write-In Votes,,county,JEFFERSON,4
United States Senator,,Totals,,county,JEFFERSON,5906
United States Senator,,Tom Harkin,Democratic Party,county,JOHNSON,24965
United States Senator,,Greg Ganske,Republican Party,county,JOHNSON,12315
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,JOHNSON,960
United States Senator,,Richard J. Moore,Libertarian Party,county,JOHNSON,360
United States Senator,,Write-In Votes,,county,JOHNSON,19
United States Senator,,Totals,,county,JOHNSON,38619
United States Senator,,Tom Harkin,Democratic Party,county,JONES,3983
United States Senator,,Greg Ganske,Republican Party,county,JONES,3085
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,JONES,100
United States Senator,,Richard J. Moore,Libertarian Party,county,JONES,72
United States Senator,,Write-In Votes,,county,JONES,2
United States Senator,,Totals,,county,JONES,7242
United States Senator,,Tom Harkin,Democratic Party,county,KEOKUK,1978
United States Senator,,Greg Ganske,Republican Party,county,KEOKUK,1864
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,KEOKUK,16
United States Senator,,Richard J. Moore,Libertarian Party,county,KEOKUK,24
United States Senator,,Write-In Votes,,county,KEOKUK,2
United States Senator,,Totals,,county,KEOKUK,3884
United States Senator,,Tom Harkin,Democratic Party,county,KOSSUTH,4206
United States Senator,,Greg Ganske,Republican Party,county,KOSSUTH,3232
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,KOSSUTH,100
United States Senator,,Richard J. Moore,Libertarian Party,county,KOSSUTH,68
United States Senator,,Write-In Votes,,county,KOSSUTH,4
United States Senator,,Totals,,county,KOSSUTH,7610
United States Senator,,Tom Harkin,Democratic Party,county,LEE,8093
United States Senator,,Greg Ganske,Republican Party,county,LEE,4670
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,LEE,147
United States Senator,,Richard J. Moore,Libertarian Party,county,LEE,303
United States Senator,,Write-In Votes,,county,LEE,8
United States Senator,,Totals,,county,LEE,13221
United States Senator,,Tom Harkin,Democratic Party,county,LINN,41380
United States Senator,,Greg Ganske,Republican Party,county,LINN,30436
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,LINN,761
United States Senator,,Richard J. Moore,Libertarian Party,county,LINN,694
United States Senator,,Write-In Votes,,county,LINN,51
United States Senator,,Totals,,county,LINN,73322
United States Senator,,Tom Harkin,Democratic Party,county,LOUISA,1783
United States Senator,,Greg Ganske,Republican Party,county,LOUISA,1559
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,LOUISA,49
United States Senator,,Richard J. Moore,Libertarian Party,county,LOUISA,48
United States Senator,,Write-In Votes,,county,LOUISA,4
United States Senator,,Totals,,county,LOUISA,3443
United States Senator,,Tom Harkin,Democratic Party,county,LUCAS,1707
United States Senator,,Greg Ganske,Republican Party,county,LUCAS,1399
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,LUCAS,20
United States Senator,,Richard J. Moore,Libertarian Party,county,LUCAS,38
United States Senator,,Write-In Votes,,county,LUCAS,1
United States Senator,,Totals,,county,LUCAS,3165
United States Senator,,Tom Harkin,Democratic Party,county,LYON,1271
United States Senator,,Greg Ganske,Republican Party,county,LYON,2933
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,LYON,30
United States Senator,,Richard J. Moore,Libertarian Party,county,LYON,10
United States Senator,,Write-In Votes,,county,LYON,1
United States Senator,,Totals,,county,LYON,4245
United States Senator,,Tom Harkin,Democratic Party,county,MADISON,2960
United States Senator,,Greg Ganske,Republican Party,county,MADISON,2790
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,MADISON,44
United States Senator,,Richard J. Moore,Libertarian Party,county,MADISON,46
United States Senator,,Write-In Votes,,county,MADISON,2
United States Senator,,Totals,,county,MADISON,5842
United States Senator,,Tom Harkin,Democratic Party,county,MAHASKA,3124
United States Senator,,Greg Ganske,Republican Party,county,MAHASKA,4005
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,MAHASKA,40
United States Senator,,Richard J. Moore,Libertarian Party,county,MAHASKA,41
United States Senator,,Write-In Votes,,county,MAHASKA,4
United States Senator,,Totals,,county,MAHASKA,7214
United States Senator,,Tom Harkin,Democratic Party,county,MARION,5437
United States Senator,,Greg Ganske,Republican Party,county,MARION,5819
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,MARION,60
United States Senator,,Richard J. Moore,Libertarian Party,county,MARION,63
United States Senator,,Write-In Votes,,county,MARION,12
United States Senator,,Totals,,county,MARION,11391
United States Senator,,Tom Harkin,Democratic Party,county,MARSHALL,7908
United States Senator,,Greg Ganske,Republican Party,county,MARSHALL,6047
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,MARSHALL,132
United States Senator,,Richard J. Moore,Libertarian Party,county,MARSHALL,92
United States Senator,,Write-In Votes,,county,MARSHALL,7
United States Senator,,Totals,,county,MARSHALL,14186
United States Senator,,Tom Harkin,Democratic Party,county,MILLS,1547
United States Senator,,Greg Ganske,Republican Party,county,MILLS,2609
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,MILLS,36
United States Senator,,Richard J. Moore,Libertarian Party,county,MILLS,36
United States Senator,,Write-In Votes,,county,MILLS,2
United States Senator,,Totals,,county,MILLS,4230
United States Senator,,Tom Harkin,Democratic Party,county,MITCHELL,2019
United States Senator,,Greg Ganske,Republican Party,county,MITCHELL,1584
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,MITCHELL,50
United States Senator,,Richard J. Moore,Libertarian Party,county,MITCHELL,45
United States Senator,,Write-In Votes,,county,MITCHELL,5
United States Senator,,Totals,,county,MITCHELL,3703
United States Senator,,Tom Harkin,Democratic Party,county,MONONA,1883
United States Senator,,Greg Ganske,Republican Party,county,MONONA,1492
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,MONONA,58
United States Senator,,Richard J. Moore,Libertarian Party,county,MONONA,57
United States Senator,,Write-In Votes,,county,MONONA,3
United States Senator,,Totals,,county,MONONA,3493
United States Senator,,Tom Harkin,Democratic Party,county,MONROE,1566
United States Senator,,Greg Ganske,Republican Party,county,MONROE,1099
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,MONROE,30
United States Senator,,Richard J. Moore,Libertarian Party,county,MONROE,25
United States Senator,,Write-In Votes,,county,MONROE,2
United States Senator,,Totals,,county,MONROE,2722
United States Senator,,Tom Harkin,Democratic Party,county,MONTGOMERY,1230
United States Senator,,Greg Ganske,Republican Party,county,MONTGOMERY,2213
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,MONTGOMERY,38
United States Senator,,Richard J. Moore,Libertarian Party,county,MONTGOMERY,29
United States Senator,,Write-In Votes,,county,MONTGOMERY,2
United States Senator,,Totals,,county,MONTGOMERY,3512
United States Senator,,Tom Harkin,Democratic Party,county,MUSCATINE,5972
United States Senator,,Greg Ganske,Republican Party,county,MUSCATINE,4988
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,MUSCATINE,137
United States Senator,,Richard J. Moore,Libertarian Party,county,MUSCATINE,117
United States Senator,,Write-In Votes,,county,MUSCATINE,3
United States Senator,,Totals,,county,MUSCATINE,11217
United States Senator,,Tom Harkin,Democratic Party,county,O'BRIEN,1936
United States Senator,,Greg Ganske,Republican Party,county,O'BRIEN,3258
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,O'BRIEN,43
United States Senator,,Richard J. Moore,Libertarian Party,county,O'BRIEN,29
United States Senator,,Write-In Votes,,county,O'BRIEN,4
United States Senator,,Totals,,county,O'BRIEN,5270
United States Senator,,Tom Harkin,Democratic Party,county,OSCEOLA,783
United States Senator,,Greg Ganske,Republican Party,county,OSCEOLA,1441
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,OSCEOLA,32
United States Senator,,Richard J. Moore,Libertarian Party,county,OSCEOLA,18
United States Senator,,Write-In Votes,,county,OSCEOLA,0
United States Senator,,Totals,,county,OSCEOLA,2274
United States Senator,,Tom Harkin,Democratic Party,county,PAGE,1779
United States Senator,,Greg Ganske,Republican Party,county,PAGE,3114
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,PAGE,33
United States Senator,,Richard J. Moore,Libertarian Party,county,PAGE,26
United States Senator,,Write-In Votes,,county,PAGE,3
United States Senator,,Totals,,county,PAGE,4955
United States Senator,,Tom Harkin,Democratic Party,county,PALO ALTO,2003
United States Senator,,Greg Ganske,Republican Party,county,PALO ALTO,1415
United States Senator,,Timothy A. Harthan,Iowa Green Party,county,PALO ALTO,100
United States Senator,,Richard J. Moore,Libertarian Party,county,PALO ALTO,18
United States Senator,,Write-In Votes,,county,PALO ALTO,0
United States Senator,,Totals,,county,PALO ALTO,3536
United States Senator,,Tom Harkin,Democratic Party,county,PLYMOUTH,3307
