office,district,candidate,party,reporting_level,jurisdiction,votes
State Senate,26,Don Mason,Democratic,county,Buena Vista,944
State Senate,26,Don Mason,Democratic,county,Carroll,1098
State Senate,26,Don Mason,Democratic,county,Crawford,153
State Senate,26,Don Mason,Democratic,county,Sac,805
State Senate,26,Steve Kettering,Republican,county,Buena Vista,1256
State Senate,26,Steve Kettering,Republican,county,Carroll,1405
State Senate,26,Steve Kettering,Republican,county,Crawford,366
State Senate,26,Steve Kettering,Republican,county,Sac,1434
State Senate,26,Write-In,,county,Buena Vista,1
State Senate,26,Write-In,,county,Carroll,4
State Senate,26,Write-In,,county,Crawford,0
State Senate,26,Write-In,,county,Sac,0
