office,district,candidate,party,reporting_level,jurisdiction,votes
U.S. Senate,,Write-In Votes,Democratic,county,DAVIS,0
U.S. Senate,,Totals,Democratic,county,DAVIS,978
U.S. Senate,,Tom Harkin,Democratic,county,DECATUR,258
U.S. Senate,,Write-In Votes,Democratic,county,DECATUR,3
U.S. Senate,,Totals,Democratic,county,DECATUR,261
U.S. Senate,,Tom Harkin,Democratic,county,DELAWARE,281
U.S. Senate,,Write-In Votes,Democratic,county,DELAWARE,0
U.S. Senate,,Totals,Democratic,county,DELAWARE,281
U.S. Senate,,Tom Harkin,Democratic,county,DES MOINES,1798
U.S. Senate,,Write-In Votes,Democratic,county,DES MOINES,8
U.S. Senate,,Totals,Democratic,county,DES MOINES,1806
U.S. Senate,,Tom Harkin,Democratic,county,DICKINSON,835
U.S. Senate,,Write-In Votes,Democratic,county,DICKINSON,0
U.S. Senate,,Totals,Democratic,county,DICKINSON,835
U.S. Senate,,Tom Harkin,Democratic,county,DUBUQUE,4181
U.S. Senate,,Write-In Votes,Democratic,county,DUBUQUE,24
U.S. Senate,,Totals,Democratic,county,DUBUQUE,4205
U.S. Senate,,Tom Harkin,Democratic,county,EMMET,170
U.S. Senate,,Write-In Votes,Democratic,county,EMMET,0
U.S. Senate,,Totals,Democratic,county,EMMET,170
U.S. Senate,,Tom Harkin,Democratic,county,FAYETTE,571
U.S. Senate,,Write-In Votes,Democratic,county,FAYETTE,0
U.S. Senate,,Totals,Democratic,county,FAYETTE,571
U.S. Senate,,Tom Harkin,Democratic,county,FLOYD,166
U.S. Senate,,Write-In Votes,Democratic,county,FLOYD,7
U.S. Senate,,Totals,Democratic,county,FLOYD,173
U.S. Senate,,Tom Harkin,Democratic,county,FRANKLIN,262
U.S. Senate,,Write-In Votes,Democratic,county,FRANKLIN,0
U.S. Senate,,Totals,Democratic,county,FRANKLIN,262
U.S. Senate,,Tom Harkin,Democratic,county,FREMONT,174
U.S. Senate,,Write-In Votes,Democratic,county,FREMONT,1
U.S. Senate,,Totals,Democratic,county,FREMONT,175
U.S. Senate,,Tom Harkin,Democratic,county,GREENE,374
U.S. Senate,,Write-In Votes,Democratic,county,GREENE,0
U.S. Senate,,Totals,Democratic,county,GREENE,374
U.S. Senate,,Tom Harkin,Democratic,county,GRUNDY,134
U.S. Senate,,Write-In Votes,Democratic,county,GRUNDY,1
U.S. Senate,,Totals,Democratic,county,GRUNDY,135
U.S. Senate,,Tom Harkin,Democratic,county,GUTHRIE,208
U.S. Senate,,Write-In Votes,Democratic,county,GUTHRIE,5
U.S. Senate,,Totals,Democratic,county,GUTHRIE,213
U.S. Senate,,Tom Harkin,Democratic,county,HAMILTON,314
U.S. Senate,,Write-In Votes,Democratic,county,HAMILTON,1
U.S. Senate,,Totals,Democratic,county,HAMILTON,315
U.S. Senate,,Tom Harkin,Democratic,county,HANCOCK,181
U.S. Senate,,Write-In Votes,Democratic,county,HANCOCK,1
U.S. Senate,,Totals,Democratic,county,HANCOCK,182
U.S. Senate,,Tom Harkin,Democratic,county,HARDIN,282
U.S. Senate,,Write-In Votes,Democratic,county,HARDIN,1
U.S. Senate,,Totals,Democratic,county,HARDIN,283
U.S. Senate,,Tom Harkin,Democratic,county,HARRISON,228
U.S. Senate,,Write-In Votes,Democratic,county,HARRISON,2
U.S. Senate,,Totals,Democratic,county,HARRISON,230
U.S. Senate,,Tom Harkin,Democratic,county,HENRY,178
U.S. Senate,,Write-In Votes,Democratic,county,HENRY,2
U.S. Senate,,Totals,Democratic,county,HENRY,180
U.S. Senate,,Tom Harkin,Democratic,county,HOWARD,158
U.S. Senate,,Write-In Votes,Democratic,county,HOWARD,0
U.S. Senate,,Totals,Democratic,county,HOWARD,158
U.S. Senate,,Tom Harkin,Democratic,county,HUMBOLDT,159
U.S. Senate,,Write-In Votes,Democratic,county,HUMBOLDT,0
U.S. Senate,,Totals,Democratic,county,HUMBOLDT,159
U.S. Senate,,Tom Harkin,Democratic,county,IDA,135
U.S. Senate,,Write-In Votes,Democratic,county,IDA,0
U.S. Senate,,Totals,Democratic,county,IDA,135
U.S. Senate,,Tom Harkin,Democratic,county,IOWA,200
U.S. Senate,,Write-In Votes,Democratic,county,IOWA,0
U.S. Senate,,Totals,Democratic,county,IOWA,200
U.S. Senate,,Tom Harkin,Democratic,county,JACKSON,843
U.S. Senate,,Write-In Votes,Democratic,county,JACKSON,2
U.S. Senate,,Totals,Democratic,county,JACKSON,845
U.S. Senate,,Tom Harkin,Democratic,county,JASPER,2273
U.S. Senate,,Write-In Votes,Democratic,county,JASPER,3
U.S. Senate,,Totals,Democratic,county,JASPER,2276
U.S. Senate,,Tom Harkin,Democratic,county,JEFFERSON,164
U.S. Senate,,Write-In Votes,Democratic,county,JEFFERSON,1
U.S. Senate,,Totals,Democratic,county,JEFFERSON,165
U.S. Senate,,Tom Harkin,Democratic,county,JOHNSON,963
U.S. Senate,,Write-In Votes,Democratic,county,JOHNSON,5
U.S. Senate,,Totals,Democratic,county,JOHNSON,968
U.S. Senate,,Tom Harkin,Democratic,county,JONES,426
U.S. Senate,,Write-In Votes,Democratic,county,JONES,4
U.S. Senate,,Totals,Democratic,county,JONES,430
U.S. Senate,,Tom Harkin,Democratic,county,KEOKUK,271
U.S. Senate,,Write-In Votes,Democratic,county,KEOKUK,0
U.S. Senate,,Totals,Democratic,county,KEOKUK,271
U.S. Senate,,Tom Harkin,Democratic,county,KOSSUTH,1375
U.S. Senate,,Write-In Votes,Democratic,county,KOSSUTH,9
U.S. Senate,,Totals,Democratic,county,KOSSUTH,1384
U.S. Senate,,Tom Harkin,Democratic,county,LEE,3042
U.S. Senate,,Write-In Votes,Democratic,county,LEE,18
U.S. Senate,,Totals,Democratic,county,LEE,3060
U.S. Senate,,Tom Harkin,Democratic,county,LINN,3424
U.S. Senate,,Write-In Votes,Democratic,county,LINN,30
U.S. Senate,,Totals,Democratic,county,LINN,3454
U.S. Senate,,Tom Harkin,Democratic,county,LOUISA,132
U.S. Senate,,Write-In Votes,Democratic,county,LOUISA,1
U.S. Senate,,Totals,Democratic,county,LOUISA,133
U.S. Senate,,Tom Harkin,Democratic,county,LUCAS,119
U.S. Senate,,Write-In Votes,Democratic,county,LUCAS,1
U.S. Senate,,Totals,Democratic,county,LUCAS,120
U.S. Senate,,Tom Harkin,Democratic,county,LYON,147
U.S. Senate,,Write-In Votes,Democratic,county,LYON,2
U.S. Senate,,Totals,Democratic,county,LYON,149
U.S. Senate,,Tom Harkin,Democratic,county,MADISON,588
U.S. Senate,,Write-In Votes,Democratic,county,MADISON,2
U.S. Senate,,Totals,Democratic,county,MADISON,590
U.S. Senate,,Tom Harkin,Democratic,county,MAHASKA,209
U.S. Senate,,Write-In Votes,Democratic,county,MAHASKA,0
U.S. Senate,,Totals,Democratic,county,MAHASKA,209
U.S. Senate,,Tom Harkin,Democratic,county,MARION,818
U.S. Senate,,Write-In Votes,Democratic,county,MARION,3
U.S. Senate,,Totals,Democratic,county,MARION,821
U.S. Senate,,Tom Harkin,Democratic,county,MARSHALL,436
U.S. Senate,,Write-In Votes,Democratic,county,MARSHALL,3
U.S. Senate,,Totals,Democratic,county,MARSHALL,439
U.S. Senate,,Tom Harkin,Democratic,county,MILLS,192
U.S. Senate,,Write-In Votes,Democratic,county,MILLS,3
U.S. Senate,,Totals,Democratic,county,MILLS,195
U.S. Senate,,Tom Harkin,Democratic,county,MITCHELL,161
U.S. Senate,,Write-In Votes,Democratic,county,MITCHELL,0
U.S. Senate,,Totals,Democratic,county,MITCHELL,161
U.S. Senate,,Tom Harkin,Democratic,county,MONONA,208
U.S. Senate,,Write-In Votes,Democratic,county,MONONA,0
U.S. Senate,,Totals,Democratic,county,MONONA,208
U.S. Senate,,Tom Harkin,Democratic,county,MONROE,197
U.S. Senate,,Write-In Votes,Democratic,county,MONROE,1
U.S. Senate,,Totals,Democratic,county,MONROE,198
U.S. Senate,,Tom Harkin,Democratic,county,MONTGOMERY,155
U.S. Senate,,Write-In Votes,Democratic,county,MONTGOMERY,0
U.S. Senate,,Totals,Democratic,county,MONTGOMERY,155
U.S. Senate,,Tom Harkin,Democratic,county,MUSCATINE,341
U.S. Senate,,Write-In Votes,Democratic,county,MUSCATINE,5
U.S. Senate,,Totals,Democratic,county,MUSCATINE,346
U.S. Senate,,Tom Harkin,Democratic,county,O'BRIEN,164
U.S. Senate,,Write-In Votes,Democratic,county,O'BRIEN,0
U.S. Senate,,Totals,Democratic,county,O'BRIEN,164
U.S. Senate,,Tom Harkin,Democratic,county,OSCEOLA,90
U.S. Senate,,Write-In Votes,Democratic,county,OSCEOLA,0
U.S. Senate,,Totals,Democratic,county,OSCEOLA,90
U.S. Senate,,Tom Harkin,Democratic,county,PAGE,238
U.S. Senate,,Write-In Votes,Democratic,county,PAGE,2
U.S. Senate,,Totals,Democratic,county,PAGE,240
U.S. Senate,,Tom Harkin,Democratic,county,PALO ALTO,578
U.S. Senate,,Write-In Votes,Democratic,county,PALO ALTO,0
U.S. Senate,,Totals,Democratic,county,PALO ALTO,578
U.S. Senate,,Tom Harkin,Democratic,county,PLYMOUTH,149
U.S. Senate,,Write-In Votes,Democratic,county,PLYMOUTH,0
U.S. Senate,,Totals,Democratic,county,PLYMOUTH,149
U.S. Senate,,Tom Harkin,Democratic,county,POCAHONTAS,120
U.S. Senate,,Write-In Votes,Democratic,county,POCAHONTAS,0
U.S. Senate,,Totals,Democratic,county,POCAHONTAS,120
U.S. Senate,,Tom Harkin,Democratic,county,POLK,17637
U.S. Senate,,Write-In Votes,Democratic,county,POLK,170
U.S. Senate,,Totals,Democratic,county,POLK,17807
U.S. Senate,,Tom Harkin,Democratic,county,POTTAWATTAMIE,1182
U.S. Senate,,Write-In Votes,Democratic,county,POTTAWATTAMIE,9
U.S. Senate,,Totals,Democratic,county,POTTAWATTAMIE,1191
U.S. Senate,,Tom Harkin,Democratic,county,POWESHIEK,441
U.S. Senate,,Write-In Votes,Democratic,county,POWESHIEK,0
U.S. Senate,,Totals,Democratic,county,POWESHIEK,441
U.S. Senate,,Tom Harkin,Democratic,county,RINGGOLD,178
U.S. Senate,,Write-In Votes,Democratic,county,RINGGOLD,0
U.S. Senate,,Totals,Democratic,county,RINGGOLD,178
U.S. Senate,,Tom Harkin,Democratic,county,SAC,84
U.S. Senate,,Write-In Votes,Democratic,county,SAC,0
U.S. Senate,,Totals,Democratic,county,SAC,84
U.S. Senate,,Tom Harkin,Democratic,county,SCOTT,3895
U.S. Senate,,Write-In Votes,Democratic,county,SCOTT,23
U.S. Senate,,Totals,Democratic,county,SCOTT,3918
U.S. Senate,,Tom Harkin,Democratic,county,SHELBY,456
U.S. Senate,,Write-In Votes,Democratic,county,SHELBY,1
U.S. Senate,,Totals,Democratic,county,SHELBY,457
U.S. Senate,,Tom Harkin,Democratic,county,SIOUX,154
U.S. Senate,,Write-In Votes,Democratic,county,SIOUX,0
U.S. Senate,,Totals,Democratic,county,SIOUX,154
U.S. Senate,,Tom Harkin,Democratic,county,STORY,3338
U.S. Senate,,Write-In Votes,Democratic,county,STORY,23
U.S. Senate,,Totals,Democratic,county,STORY,3361
U.S. Senate,,Tom Harkin,Democratic,county,TAMA,232
U.S. Senate,,Write-In Votes,Democratic,county,TAMA,0
U.S. Senate,,Totals,Democratic,county,TAMA,232
U.S. Senate,,Tom Harkin,Democratic,county,TAYLOR,137
U.S. Senate,,Write-In Votes,Democratic,county,TAYLOR,1
U.S. Senate,,Totals,Democratic,county,TAYLOR,138
U.S. Senate,,Tom Harkin,Democratic,county,UNION,216
U.S. Senate,,Write-In Votes,Democratic,county,UNION,1
U.S. Senate,,Totals,Democratic,county,UNION,217
U.S. Senate,,Tom Harkin,Democratic,county,VAN BUREN,168
U.S. Senate,,Write-In Votes,Democratic,county,VAN BUREN,0
U.S. Senate,,Totals,Democratic,county,VAN BUREN,168
U.S. Senate,,Tom Harkin,Democratic,county,WAPELLO,4175
U.S. Senate,,Write-In Votes,Democratic,county,WAPELLO,51
U.S. Senate,,Totals,Democratic,county,WAPELLO,4226
U.S. Senate,,Tom Harkin,Democratic,county,WARREN,1492
U.S. Senate,,Write-In Votes,Democratic,county,WARREN,6
U.S. Senate,,Totals,Democratic,county,WARREN,1498
U.S. Senate,,Tom Harkin,Democratic,county,WASHINGTON,191
U.S. Senate,,Write-In Votes,Democratic,county,WASHINGTON,0
U.S. Senate,,Totals,Democratic,county,WASHINGTON,191
U.S. Senate,,Tom Harkin,Democratic,county,WAYNE,368
U.S. Senate,,Write-In Votes,Democratic,county,WAYNE,9
U.S. Senate,,Totals,Democratic,county,WAYNE,377
U.S. Senate,,Tom Harkin,Democratic,county,WEBSTER,1749
U.S. Senate,,Write-In Votes,Democratic,county,WEBSTER,6
U.S. Senate,,Totals,Democratic,county,WEBSTER,1755
U.S. Senate,,Tom Harkin,Democratic,county,WINNEBAGO,174
U.S. Senate,,Write-In Votes,Democratic,county,WINNEBAGO,2
U.S. Senate,,Totals,Democratic,county,WINNEBAGO,176
U.S. Senate,,Tom Harkin,Democratic,county,WINNESHIEK,266
U.S. Senate,,Write-In Votes,Democratic,county,WINNESHIEK,2
U.S. Senate,,Totals,Democratic,county,WINNESHIEK,268
U.S. Senate,,Tom Harkin,Democratic,county,WOODBURY,697
U.S. Senate,,Write-In Votes,Democratic,county,WOODBURY,10
U.S. Senate,,Totals,Democratic,county,WOODBURY,707
U.S. Senate,,Tom Harkin,Democratic,county,WORTH,195
U.S. Senate,,Write-In Votes,Democratic,county,WORTH,0
U.S. Senate,,Totals,Democratic,county,WORTH,195
U.S. Senate,,Tom Harkin,Democratic,county,WRIGHT,198
U.S. Senate,,Write-In Votes,Democratic,county,WRIGHT,0
U.S. Senate,,Totals,Democratic,county,WRIGHT,198
U.S. Senate,,Tom Harkin,Democratic,racewide,Totals,83505
U.S. Senate,,Write-In Votes,Democratic,racewide,Totals,555
U.S. Senate,,Totals,Democratic,racewide,Totals,84060
U.S. Senate,,Write-In Votes,Iowa Green Party,county,ADAIR,0
U.S. Senate,,Totals,Iowa Green Party,county,ADAIR,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,ADAMS,0
U.S. Senate,,Totals,Iowa Green Party,county,ADAMS,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,ALLAMAKEE,2
U.S. Senate,,Totals,Iowa Green Party,county,ALLAMAKEE,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,APPANOOSE,0
U.S. Senate,,Totals,Iowa Green Party,county,APPANOOSE,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,AUDUBON,0
U.S. Senate,,Totals,Iowa Green Party,county,AUDUBON,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,BENTON,0
U.S. Senate,,Totals,Iowa Green Party,county,BENTON,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,BLACK HAWK,3
U.S. Senate,,Totals,Iowa Green Party,county,BLACK HAWK,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,BOONE,0
U.S. Senate,,Totals,Iowa Green Party,county,BOONE,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,BREMER,0
U.S. Senate,,Totals,Iowa Green Party,county,BREMER,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,BUCHANAN,0
U.S. Senate,,Totals,Iowa Green Party,county,BUCHANAN,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,BUENA VISTA,0
U.S. Senate,,Totals,Iowa Green Party,county,BUENA VISTA,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,BUTLER,0
U.S. Senate,,Totals,Iowa Green Party,county,BUTLER,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,CALHOUN,0
U.S. Senate,,Totals,Iowa Green Party,county,CALHOUN,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,CARROLL,0
U.S. Senate,,Totals,Iowa Green Party,county,CARROLL,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,CASS,0
U.S. Senate,,Totals,Iowa Green Party,county,CASS,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,CEDAR,0
U.S. Senate,,Totals,Iowa Green Party,county,CEDAR,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,CERRO GORDO,3
U.S. Senate,,Totals,Iowa Green Party,county,CERRO GORDO,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,CHEROKEE,0
U.S. Senate,,Totals,Iowa Green Party,county,CHEROKEE,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,CHICKASAW,0
U.S. Senate,,Totals,Iowa Green Party,county,CHICKASAW,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,CLARKE,0
U.S. Senate,,Totals,Iowa Green Party,county,CLARKE,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,CLAY,0
U.S. Senate,,Totals,Iowa Green Party,county,CLAY,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,CLAYTON,1
U.S. Senate,,Totals,Iowa Green Party,county,CLAYTON,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,CLINTON,0
U.S. Senate,,Totals,Iowa Green Party,county,CLINTON,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,CRAWFORD,0
U.S. Senate,,Totals,Iowa Green Party,county,CRAWFORD,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,DALLAS,0
U.S. Senate,,Totals,Iowa Green Party,county,DALLAS,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,DAVIS,0
U.S. Senate,,Totals,Iowa Green Party,county,DAVIS,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,DECATUR,0
U.S. Senate,,Totals,Iowa Green Party,county,DECATUR,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,DELAWARE,0
U.S. Senate,,Totals,Iowa Green Party,county,DELAWARE,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,DES MOINES,0
U.S. Senate,,Totals,Iowa Green Party,county,DES MOINES,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,DICKINSON,0
U.S. Senate,,Totals,Iowa Green Party,county,DICKINSON,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,DUBUQUE,3
U.S. Senate,,Totals,Iowa Green Party,county,DUBUQUE,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,EMMET,0
U.S. Senate,,Totals,Iowa Green Party,county,EMMET,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,FAYETTE,0
U.S. Senate,,Totals,Iowa Green Party,county,FAYETTE,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,FLOYD,0
U.S. Senate,,Totals,Iowa Green Party,county,FLOYD,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,FRANKLIN,0
U.S. Senate,,Totals,Iowa Green Party,county,FRANKLIN,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,FREMONT,0
U.S. Senate,,Totals,Iowa Green Party,county,FREMONT,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,GREENE,0
U.S. Senate,,Totals,Iowa Green Party,county,GREENE,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,GRUNDY,0
U.S. Senate,,Totals,Iowa Green Party,county,GRUNDY,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,GUTHRIE,0
U.S. Senate,,Totals,Iowa Green Party,county,GUTHRIE,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,HAMILTON,0
U.S. Senate,,Totals,Iowa Green Party,county,HAMILTON,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,HANCOCK,0
U.S. Senate,,Totals,Iowa Green Party,county,HANCOCK,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,HARDIN,0
U.S. Senate,,Totals,Iowa Green Party,county,HARDIN,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,HARRISON,0
U.S. Senate,,Totals,Iowa Green Party,county,HARRISON,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,HENRY,0
U.S. Senate,,Totals,Iowa Green Party,county,HENRY,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,HOWARD,0
U.S. Senate,,Totals,Iowa Green Party,county,HOWARD,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,HUMBOLDT,0
U.S. Senate,,Totals,Iowa Green Party,county,HUMBOLDT,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,IDA,0
U.S. Senate,,Totals,Iowa Green Party,county,IDA,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,IOWA,4
U.S. Senate,,Totals,Iowa Green Party,county,IOWA,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,JACKSON,0
U.S. Senate,,Totals,Iowa Green Party,county,JACKSON,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,JASPER,1
U.S. Senate,,Totals,Iowa Green Party,county,JASPER,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,JEFFERSON,2
U.S. Senate,,Totals,Iowa Green Party,county,JEFFERSON,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,JOHNSON,8
U.S. Senate,,Totals,Iowa Green Party,county,JOHNSON,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,JONES,0
U.S. Senate,,Totals,Iowa Green Party,county,JONES,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,KEOKUK,0
U.S. Senate,,Totals,Iowa Green Party,county,KEOKUK,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,KOSSUTH,1
U.S. Senate,,Totals,Iowa Green Party,county,KOSSUTH,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,LEE,1
U.S. Senate,,Totals,Iowa Green Party,county,LEE,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,LINN,13
U.S. Senate,,Totals,Iowa Green Party,county,LINN,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,LOUISA,0
U.S. Senate,,Totals,Iowa Green Party,county,LOUISA,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,LUCAS,0
U.S. Senate,,Totals,Iowa Green Party,county,LUCAS,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,LYON,0
U.S. Senate,,Totals,Iowa Green Party,county,LYON,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,MADISON,0
U.S. Senate,,Totals,Iowa Green Party,county,MADISON,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,MAHASKA,0
U.S. Senate,,Totals,Iowa Green Party,county,MAHASKA,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,MARION,0
U.S. Senate,,Totals,Iowa Green Party,county,MARION,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,MARSHALL,0
U.S. Senate,,Totals,Iowa Green Party,county,MARSHALL,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,MILLS,0
U.S. Senate,,Totals,Iowa Green Party,county,MILLS,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,MITCHELL,0
U.S. Senate,,Totals,Iowa Green Party,county,MITCHELL,
U.S. Senate,,Write-In Votes,Iowa Green Party,county,MONONA,0
U.S. Senate,,Totals,Iowa Green Party,county,MONONA,
