county,precinct,office,district,party,candidate,votes,absentee,election_day
Cherokee,1-Cherokee Ward 1,U.S. Senate,,REP,Chuck Grassley,387,151,236
Cherokee,2-Cherokee Ward 2,U.S. Senate,,REP,Chuck Grassley,344,109,235
Cherokee,3-Cherokee Ward 3,U.S. Senate,,REP,Chuck Grassley,355,141,214
Cherokee,4-Cherokee,U.S. Senate,,REP,Chuck Grassley,588,168,420
Cherokee,5-Aurelia,U.S. Senate,,REP,Chuck Grassley,561,112,449
Cherokee,6 - Quimby,U.S. Senate,,REP,Chuck Grassley,405,114,291
Cherokee,7 - Marcus,U.S. Senate,,REP,Chuck Grassley,698,167,531
Cherokee,1-Cherokee Ward 1,U.S. Senate,,DEM,Michael Franken,185,86,99
Cherokee,2-Cherokee Ward 2,U.S. Senate,,DEM,Michael Franken,165,75,90
Cherokee,3-Cherokee Ward 3,U.S. Senate,,DEM,Michael Franken,193,108,85
Cherokee,4-Cherokee,U.S. Senate,,DEM,Michael Franken,149,75,74
Cherokee,5-Aurelia,U.S. Senate,,DEM,Michael Franken,184,64,120
Cherokee,6 - Quimby,U.S. Senate,,DEM,Michael Franken,91,32,59
Cherokee,7 - Marcus,U.S. Senate,,DEM,Michael Franken,192,96,96
Cherokee,1-Cherokee Ward 1,U.S. Senate,,,Write-in,0,0,0
Cherokee,2-Cherokee Ward 2,U.S. Senate,,,Write-in,0,0,0
Cherokee,3-Cherokee Ward 3,U.S. Senate,,,Write-in,2,1,1
Cherokee,4-Cherokee,U.S. Senate,,,Write-in,0,0,0
Cherokee,5-Aurelia,U.S. Senate,,,Write-in,0,0,0
Cherokee,6 - Quimby,U.S. Senate,,,Write-in,1,0,1
Cherokee,7 - Marcus,U.S. Senate,,,Write-in,0,0,0
Cherokee,1-Cherokee Ward 1,U.S. House,4,REP,Randy Feenstra,399,154,245
Cherokee,2-Cherokee Ward 2,U.S. House,4,REP,Randy Feenstra,351,111,240
Cherokee,3-Cherokee Ward 3,U.S. House,4,REP,Randy Feenstra,376,149,227
Cherokee,4-Cherokee,U.S. House,4,REP,Randy Feenstra,601,170,431
Cherokee,5-Aurelia,U.S. House,4,REP,Randy Feenstra,569,114,455
Cherokee,6 - Quimby,U.S. House,4,REP,Randy Feenstra,401,113,288
Cherokee,7 - Marcus,U.S. House,4,REP,Randy Feenstra,705,166,539
Cherokee,1-Cherokee Ward 1,U.S. House,4,DEM,Ryan Melton,155,74,81
Cherokee,2-Cherokee Ward 2,U.S. House,4,DEM,Ryan Melton,139,67,72
Cherokee,3-Cherokee Ward 3,U.S. House,4,DEM,Ryan Melton,159,95,64
Cherokee,4-Cherokee,U.S. House,4,DEM,Ryan Melton,130,70,60
Cherokee,5-Aurelia,U.S. House,4,DEM,Ryan Melton,150,57,93
Cherokee,6 - Quimby,U.S. House,4,DEM,Ryan Melton,78,27,51
Cherokee,7 - Marcus,U.S. House,4,DEM,Ryan Melton,164,88,76
Cherokee,1-Cherokee Ward 1,U.S. House,4,LBC,Bryan Jack Holder,10,5,5
Cherokee,2-Cherokee Ward 2,U.S. House,4,LBC,Bryan Jack Holder,15,8,7
Cherokee,3-Cherokee Ward 3,U.S. House,4,LBC,Bryan Jack Holder,11,3,8
Cherokee,4-Cherokee,U.S. House,4,LBC,Bryan Jack Holder,5,1,4
Cherokee,5-Aurelia,U.S. House,4,LBC,Bryan Jack Holder,17,3,14
Cherokee,6 - Quimby,U.S. House,4,LBC,Bryan Jack Holder,7,3,4
Cherokee,7 - Marcus,U.S. House,4,LBC,Bryan Jack Holder,8,2,6
Cherokee,1-Cherokee Ward 1,U.S. House,4,,Write-in,0,0,0
Cherokee,2-Cherokee Ward 2,U.S. House,4,,Write-in,0,0,0
Cherokee,3-Cherokee Ward 3,U.S. House,4,,Write-in,0,0,0
Cherokee,4-Cherokee,U.S. House,4,,Write-in,0,0,0
Cherokee,5-Aurelia,U.S. House,4,,Write-in,0,0,0
Cherokee,6 - Quimby,U.S. House,4,,Write-in,2,0,2
Cherokee,7 - Marcus,U.S. House,4,,Write-in,0,0,0
Cherokee,1-Cherokee Ward 1,Governor,,REP,Kim Reynolds and Adam Gregg,426,169,257
Cherokee,2-Cherokee Ward 2,Governor,,REP,Kim Reynolds and Adam Gregg,379,121,258
Cherokee,3-Cherokee Ward 3,Governor,,REP,Kim Reynolds and Adam Gregg,392,157,235
Cherokee,4-Cherokee,Governor,,REP,Kim Reynolds and Adam Gregg,619,173,446
Cherokee,5-Aurelia,Governor,,REP,Kim Reynolds and Adam Gregg,596,120,476
Cherokee,6 - Quimby,Governor,,REP,Kim Reynolds and Adam Gregg,426,117,309
Cherokee,7 - Marcus,Governor,,REP,Kim Reynolds and Adam Gregg,741,177,564
