county,precinct,office,district,party,candidate,votes,absentee,election_day
Jefferson,Blackhawk-Polk-Packwood,U.S. Senate,,DEM,Michael Franken,80,42,38
Jefferson,Buchanan,U.S. Senate,,DEM,Michael Franken,100,71,29
Jefferson,Center-Cedar-Round-Prairie-Maharishi Vedic City,U.S. Senate,,DEM,Michael Franken,488,358,130
Jefferson,Des Moines-Liberty-Libertyville,U.S. Senate,,DEM,Michael Franken,71,19,52
Jefferson,Fairfield 1st Ward,U.S. Senate,,DEM,Michael Franken,501,346,155
Jefferson,Fairfield Ward 2,U.S. Senate,,DEM,Michael Franken,673,511,162
Jefferson,Fairfield Ward 3,U.S. Senate,,DEM,Michael Franken,281,166,115
Jefferson,Fairfield 4th Ward,U.S. Senate,,DEM,Michael Franken,496,336,160
Jefferson,Fairfield Ward 5,U.S. Senate,,DEM,Michael Franken,344,201,143
Jefferson,Lockridge-City of Lockridge,U.S. Senate,,DEM,Michael Franken,42,3,39
Jefferson,Locust Grove-Batavia,U.S. Senate,,DEM,Michael Franken,66,21,45
Jefferson,Penn-Walnut-Pleasant Plain-Coppock,U.S. Senate,,DEM,Michael Franken,72,37,35
Jefferson,Blackhawk-Polk-Packwood,U.S. Senate,,REP,Chuck Grassley,278,47,231
Jefferson,Buchanan,U.S. Senate,,REP,Chuck Grassley,189,53,136
Jefferson,Center-Cedar-Round-Prairie-Maharishi Vedic City,U.S. Senate,,REP,Chuck Grassley,521,179,342
Jefferson,Des Moines-Liberty-Libertyville,U.S. Senate,,REP,Chuck Grassley,338,44,294
Jefferson,Fairfield 1st Ward,U.S. Senate,,REP,Chuck Grassley,345,138,207
Jefferson,Fairfield Ward 2,U.S. Senate,,REP,Chuck Grassley,139,63,76
Jefferson,Fairfield Ward 3,U.S. Senate,,REP,Chuck Grassley,228,59,169
Jefferson,Fairfield 4th Ward,U.S. Senate,,REP,Chuck Grassley,220,97,123
Jefferson,Fairfield Ward 5,U.S. Senate,,REP,Chuck Grassley,403,137,266
Jefferson,Lockridge-City of Lockridge,U.S. Senate,,REP,Chuck Grassley,189,23,166
Jefferson,Locust Grove-Batavia,U.S. Senate,,REP,Chuck Grassley,200,25,175
Jefferson,Penn-Walnut-Pleasant Plain-Coppock,U.S. Senate,,REP,Chuck Grassley,213,30,183
Jefferson,Blackhawk-Polk-Packwood,U.S. Senate,,,Write-in,0,0,0
Jefferson,Buchanan,U.S. Senate,,,Write-in,0,0,0
Jefferson,Center-Cedar-Round-Prairie-Maharishi Vedic City,U.S. Senate,,,Write-in,6,2,4
Jefferson,Des Moines-Liberty-Libertyville,U.S. Senate,,,Write-in,0,0,0
Jefferson,Fairfield 1st Ward,U.S. Senate,,,Write-in,3,1,2
Jefferson,Fairfield Ward 2,U.S. Senate,,,Write-in,0,0,0
Jefferson,Fairfield Ward 3,U.S. Senate,,,Write-in,1,0,1
Jefferson,Fairfield 4th Ward,U.S. Senate,,,Write-in,2,1,1
Jefferson,Fairfield Ward 5,U.S. Senate,,,Write-in,0,0,0
Jefferson,Lockridge-City of Lockridge,U.S. Senate,,,Write-in,0,0,0
Jefferson,Locust Grove-Batavia,U.S. Senate,,,Write-in,0,0,0
Jefferson,Penn-Walnut-Pleasant Plain-Coppock,U.S. Senate,,,Write-in,0,0,0
Jefferson,Blackhawk-Polk-Packwood,U.S. House,1,DEM,Christina Bohannan,82,42,40
Jefferson,Buchanan,U.S. House,1,DEM,Christina Bohannan,107,68,39
Jefferson,Center-Cedar-Round-Prairie-Maharishi Vedic City,U.S. House,1,DEM,Christina Bohannan,480,362,118
Jefferson,Des Moines-Liberty-Libertyville,U.S. House,1,DEM,Christina Bohannan,67,18,49
Jefferson,Fairfield 1st Ward,U.S. House,1,DEM,Christina Bohannan,496,345,151
Jefferson,Fairfield Ward 2,U.S. House,1,DEM,Christina Bohannan,664,506,158
Jefferson,Fairfield Ward 3,U.S. House,1,DEM,Christina Bohannan,275,164,111
Jefferson,Fairfield 4th Ward,U.S. House,1,DEM,Christina Bohannan,498,338,160
Jefferson,Fairfield Ward 5,U.S. House,1,DEM,Christina Bohannan,348,206,142
Jefferson,Lockridge-City of Lockridge,U.S. House,1,DEM,Christina Bohannan,42,3,39
Jefferson,Locust Grove-Batavia,U.S. House,1,DEM,Christina Bohannan,72,22,50
Jefferson,Penn-Walnut-Pleasant Plain-Coppock,U.S. House,1,DEM,Christina Bohannan,73,38,35
Jefferson,Blackhawk-Polk-Packwood,U.S. House,1,REP,Mariannette Miller-Meeks,276,47,229
Jefferson,Buchanan,U.S. House,1,REP,Mariannette Miller-Meeks,185,58,127
Jefferson,Center-Cedar-Round-Prairie-Maharishi Vedic City,U.S. House,1,REP,Mariannette Miller-Meeks,533,180,353
Jefferson,Des Moines-Liberty-Libertyville,U.S. House,1,REP,Mariannette Miller-Meeks,342,46,296
Jefferson,Fairfield 1st Ward,U.S. House,1,REP,Mariannette Miller-Meeks,352,141,211
Jefferson,Fairfield Ward 2,U.S. House,1,REP,Mariannette Miller-Meeks,144,64,80
Jefferson,Fairfield Ward 3,U.S. House,1,REP,Mariannette Miller-Meeks,232,59,173
Jefferson,Fairfield 4th Ward,U.S. House,1,REP,Mariannette Miller-Meeks,225,97,128
Jefferson,Fairfield Ward 5,U.S. House,1,REP,Mariannette Miller-Meeks,394,131,263
Jefferson,Lockridge-City of Lockridge,U.S. House,1,REP,Mariannette Miller-Meeks,188,23,165
Jefferson,Locust Grove-Batavia,U.S. House,1,REP,Mariannette Miller-Meeks,192,23,169
Jefferson,Penn-Walnut-Pleasant Plain-Coppock,U.S. House,1,REP,Mariannette Miller-Meeks,211,29,182
Jefferson,Blackhawk-Polk-Packwood,U.S. House,1,,Write-in,0,0,0
Jefferson,Buchanan,U.S. House,1,,Write-in,0,0,0
Jefferson,Center-Cedar-Round-Prairie-Maharishi Vedic City,U.S. House,1,,Write-in,2,0,2
Jefferson,Des Moines-Liberty-Libertyville,U.S. House,1,,Write-in,0,0,0
Jefferson,Fairfield 1st Ward,U.S. House,1,,Write-in,1,1,0
Jefferson,Fairfield Ward 2,U.S. House,1,,Write-in,2,2,0
Jefferson,Fairfield Ward 3,U.S. House,1,,Write-in,0,0,0
Jefferson,Fairfield 4th Ward,U.S. House,1,,Write-in,1,0,1
Jefferson,Fairfield Ward 5,U.S. House,1,,Write-in,0,0,0
Jefferson,Lockridge-City of Lockridge,U.S. House,1,,Write-in,0,0,0
Jefferson,Locust Grove-Batavia,U.S. House,1,,Write-in,1,0,1
Jefferson,Penn-Walnut-Pleasant Plain-Coppock,U.S. House,1,,Write-in,0,0,0
Jefferson,Blackhawk-Polk-Packwood,Governor,,DEM,Deidre DeJear and Eric Van Lancker,68,40,28
Jefferson,Buchanan,Governor,,DEM,Deidre DeJear and Eric Van Lancker,97,69,28
Jefferson,Center-Cedar-Round-Prairie-Maharishi Vedic City,Governor,,DEM,Deidre DeJear and Eric Van Lancker,475,361,114
