county,precinct,office,district,party,candidate,votes,absentee,election_day
Wayne,A01 - Allerton,U.S. Senate,,DEM,Michael Franken,114,37,77
Wayne,C02 - Corydon,U.S. Senate,,DEM,Michael Franken,175,100,75
Wayne,H03 - Humeston,U.S. Senate,,DEM,Michael Franken,112,39,73
Wayne,S04 - Seymour,U.S. Senate,,DEM,Michael Franken,113,38,75
Wayne,A01 - Allerton,U.S. Senate,,REP,Chuck Grassley,444,85,359
Wayne,C02 - Corydon,U.S. Senate,,REP,Chuck Grassley,577,191,386
Wayne,H03 - Humeston,U.S. Senate,,REP,Chuck Grassley,423,97,326
Wayne,S04 - Seymour,U.S. Senate,,REP,Chuck Grassley,416,86,330
Wayne,A01 - Allerton,U.S. Senate,,,Write-in,0,0,0
Wayne,C02 - Corydon,U.S. Senate,,,Write-in,1,0,1
Wayne,H03 - Humeston,U.S. Senate,,,Write-in,2,0,2
Wayne,S04 - Seymour,U.S. Senate,,,Write-in,1,0,1
Wayne,A01 - Allerton,U.S. House,3,DEM,Cindy Axne,111,36,75
Wayne,C02 - Corydon,U.S. House,3,DEM,Cindy Axne,200,107,93
Wayne,H03 - Humeston,U.S. House,3,DEM,Cindy Axne,139,44,95
Wayne,S04 - Seymour,U.S. House,3,DEM,Cindy Axne,131,43,88
Wayne,A01 - Allerton,U.S. House,3,REP,Zach Nunn,436,81,355
Wayne,C02 - Corydon,U.S. House,3,REP,Zach Nunn,543,180,363
Wayne,H03 - Humeston,U.S. House,3,REP,Zach Nunn,388,88,300
Wayne,S04 - Seymour,U.S. House,3,REP,Zach Nunn,386,74,312
Wayne,A01 - Allerton,U.S. House,3,,Write-in,3,1,2
Wayne,C02 - Corydon,U.S. House,3,,Write-in,0,0,0
Wayne,H03 - Humeston,U.S. House,3,,Write-in,3,0,3
Wayne,S04 - Seymour,U.S. House,3,,Write-in,1,1,0
Wayne,A01 - Allerton,Governor,,DEM,Deidre DeJear and Eric Van Lancker,87,30,57
Wayne,C02 - Corydon,Governor,,DEM,Deidre DeJear and Eric Van Lancker,138,81,57
Wayne,H03 - Humeston,Governor,,DEM,Deidre DeJear and Eric Van Lancker,92,27,65
Wayne,S04 - Seymour,Governor,,DEM,Deidre DeJear and Eric Van Lancker,89,30,59
Wayne,A01 - Allerton,Governor,,REP,Kim Reynolds and Adam Gregg,472,92,380
Wayne,C02 - Corydon,Governor,,REP,Kim Reynolds and Adam Gregg,606,206,400
Wayne,H03 - Humeston,Governor,,REP,Kim Reynolds and Adam Gregg,434,105,329
Wayne,S04 - Seymour,Governor,,REP,Kim Reynolds and Adam Gregg,427,90,337
Wayne,A01 - Allerton,Governor,,LIB,Rick Stewart and Marco Battaglia,4,1,3
Wayne,C02 - Corydon,Governor,,LIB,Rick Stewart and Marco Battaglia,12,4,8
Wayne,H03 - Humeston,Governor,,LIB,Rick Stewart and Marco Battaglia,10,2,8
Wayne,S04 - Seymour,Governor,,LIB,Rick Stewart and Marco Battaglia,12,3,9
Wayne,A01 - Allerton,Governor,,,Write-in,0,0,0
Wayne,C02 - Corydon,Governor,,,Write-in,0,0,0
Wayne,H03 - Humeston,Governor,,,Write-in,0,0,0
Wayne,S04 - Seymour,Governor,,,Write-in,0,0,0
Wayne,A01 - Allerton,Secretary of State,,DEM,Joel Miller,107,34,73
Wayne,C02 - Corydon,Secretary of State,,DEM,Joel Miller,166,93,73
Wayne,H03 - Humeston,Secretary of State,,DEM,Joel Miller,109,39,70
Wayne,S04 - Seymour,Secretary of State,,DEM,Joel Miller,116,41,75
Wayne,A01 - Allerton,Secretary of State,,REP,Paul D. Pate,446,87,359
Wayne,C02 - Corydon,Secretary of State,,REP,Paul D. Pate,575,192,383
Wayne,H03 - Humeston,Secretary of State,,REP,Paul D. Pate,420,95,325
Wayne,S04 - Seymour,Secretary of State,,REP,Paul D. Pate,399,78,321
Wayne,A01 - Allerton,Secretary of State,,,Write-in,0,0,0
Wayne,C02 - Corydon,Secretary of State,,,Write-in,0,0,0
Wayne,H03 - Humeston,Secretary of State,,,Write-in,0,0,0
Wayne,S04 - Seymour,Secretary of State,,,Write-in,0,0,0
Wayne,A01 - Allerton,Auditor of State,,DEM,Rob Sand,159,49,110
Wayne,C02 - Corydon,Auditor of State,,DEM,Rob Sand,264,130,134
Wayne,H03 - Humeston,Auditor of State,,DEM,Rob Sand,188,53,135
Wayne,S04 - Seymour,Auditor of State,,DEM,Rob Sand,172,54,118
Wayne,A01 - Allerton,Auditor of State,,REP,Todd Halbur,383,68,315
Wayne,C02 - Corydon,Auditor of State,,REP,Todd Halbur,471,150,321
Wayne,H03 - Humeston,Auditor of State,,REP,Todd Halbur,341,79,262
Wayne,S04 - Seymour,Auditor of State,,REP,Todd Halbur,332,63,269
Wayne,A01 - Allerton,Auditor of State,,,Write-in,0,0,0
Wayne,C02 - Corydon,Auditor of State,,,Write-in,0,0,0
Wayne,H03 - Humeston,Auditor of State,,,Write-in,0,0,0
Wayne,S04 - Seymour,Auditor of State,,,Write-in,0,0,0
Wayne,A01 - Allerton,Treasurer of State,,DEM,Michael L. Fitzgerald,149,49,100
Wayne,C02 - Corydon,Treasurer of State,,DEM,Michael L. Fitzgerald,260,133,127
Wayne,H03 - Humeston,Treasurer of State,,DEM,Michael L. Fitzgerald,160,51,109
Wayne,S04 - Seymour,Treasurer of State,,DEM,Michael L. Fitzgerald,164,58,106
Wayne,A01 - Allerton,Treasurer of State,,REP,Roby Smith,398,72,326
Wayne,C02 - Corydon,Treasurer of State,,REP,Roby Smith,477,150,327
Wayne,H03 - Humeston,Treasurer of State,,REP,Roby Smith,368,82,286
Wayne,S04 - Seymour,Treasurer of State,,REP,Roby Smith,346,62,284
Wayne,A01 - Allerton,Treasurer of State,,,Write-in,0,0,0
Wayne,C02 - Corydon,Treasurer of State,,,Write-in,0,0,0
Wayne,H03 - Humeston,Treasurer of State,,,Write-in,0,0,0
Wayne,S04 - Seymour,Treasurer of State,,,Write-in,0,0,0
Wayne,A01 - Allerton,Secretary of Agriculture,,DEM,John Norwood,88,29,59
Wayne,C02 - Corydon,Secretary of Agriculture,,DEM,John Norwood,143,85,58
Wayne,H03 - Humeston,Secretary of Agriculture,,DEM,John Norwood,89,30,59
Wayne,S04 - Seymour,Secretary of Agriculture,,DEM,John Norwood,87,31,56
Wayne,A01 - Allerton,Secretary of Agriculture,,REP,Mike Naig,463,90,373
Wayne,C02 - Corydon,Secretary of Agriculture,,REP,Mike Naig,595,196,399
Wayne,H03 - Humeston,Secretary of Agriculture,,REP,Mike Naig,444,104,340
Wayne,S04 - Seymour,Secretary of Agriculture,,REP,Mike Naig,429,90,339
Wayne,A01 - Allerton,Secretary of Agriculture,,,Write-in,0,0,0
Wayne,C02 - Corydon,Secretary of Agriculture,,,Write-in,0,0,0
Wayne,H03 - Humeston,Secretary of Agriculture,,,Write-in,0,0,0
Wayne,S04 - Seymour,Secretary of Agriculture,,,Write-in,0,0,0
Wayne,A01 - Allerton,Attorney General,,DEM,Tom Miller,170,51,119
Wayne,C02 - Corydon,Attorney General,,DEM,Tom Miller,280,149,131
Wayne,H03 - Humeston,Attorney General,,DEM,Tom Miller,182,62,120
Wayne,S04 - Seymour,Attorney General,,DEM,Tom Miller,182,63,119
Wayne,A01 - Allerton,Attorney General,,REP,Brenna Bird,377,66,311
Wayne,C02 - Corydon,Attorney General,,REP,Brenna Bird,464,136,328
Wayne,H03 - Humeston,Attorney General,,REP,Brenna Bird,352,73,279
Wayne,S04 - Seymour,Attorney General,,REP,Brenna Bird,332,58,274
Wayne,A01 - Allerton,Attorney General,,,Write-in,0,0,0
Wayne,C02 - Corydon,Attorney General,,,Write-in,1,0,1
Wayne,H03 - Humeston,Attorney General,,,Write-in,0,0,0
Wayne,S04 - Seymour,Attorney General,,,Write-in,0,0,0
Wayne,A01 - Allerton,State House,24,REP,Joel Fry,486,97,389
Wayne,C02 - Corydon,State House,24,REP,Joel Fry,655,228,427
Wayne,H03 - Humeston,State House,24,REP,Joel Fry,461,106,355
Wayne,S04 - Seymour,State House,24,REP,Joel Fry,439,99,340
Wayne,A01 - Allerton,State House,24,,Write-in,3,0,3
Wayne,C02 - Corydon,State House,24,,Write-in,7,5,2
Wayne,H03 - Humeston,State House,24,,Write-in,1,1,0
Wayne,S04 - Seymour,State House,24,,Write-in,7,3,4
Wayne,A01 - Allerton,County Board of Supervisors At Large,,REP,Lance K. Lange,332,66,266
Wayne,C02 - Corydon,County Board of Supervisors At Large,,REP,Lance K. Lange,508,182,326
Wayne,H03 - Humeston,County Board of Supervisors At Large,,REP,Lance K. Lange,290,67,223
Wayne,S04 - Seymour,County Board of Supervisors At Large,,REP,Lance K. Lange,321,68,253
Wayne,A01 - Allerton,County Board of Supervisors At Large,,REP,Chris Moore,358,71,287
Wayne,C02 - Corydon,County Board of Supervisors At Large,,REP,Chris Moore,423,134,289
Wayne,H03 - Humeston,County Board of Supervisors At Large,,REP,Chris Moore,333,74,259
Wayne,S04 - Seymour,County Board of Supervisors At Large,,REP,Chris Moore,293,59,234
Wayne,A01 - Allerton,County Board of Supervisors At Large,,,Write-in,34,8,26
Wayne,C02 - Corydon,County Board of Supervisors At Large,,,Write-in,30,9,21
Wayne,H03 - Humeston,County Board of Supervisors At Large,,,Write-in,8,1,7
Wayne,S04 - Seymour,County Board of Supervisors At Large,,,Write-in,20,7,13
Wayne,A01 - Allerton,County Board of Supervisors At Large,,Write-In,David Dotts,139,43,96
Wayne,C02 - Corydon,County Board of Supervisors At Large,,Write-In,David Dotts,225,114,111
Wayne,H03 - Humeston,County Board of Supervisors At Large,,Write-In,David Dotts,134,51,83
Wayne,S04 - Seymour,County Board of Supervisors At Large,,Write-In,David Dotts,193,52,141
Wayne,A01 - Allerton,County Treasurer,,REP,Amanda Cooper,501,105,396
Wayne,C02 - Corydon,County Treasurer,,REP,Amanda Cooper,683,249,434
Wayne,H03 - Humeston,County Treasurer,,REP,Amanda Cooper,472,116,356
Wayne,S04 - Seymour,County Treasurer,,REP,Amanda Cooper,462,104,358
Wayne,A01 - Allerton,County Treasurer,,,Write-in,6,2,4
Wayne,C02 - Corydon,County Treasurer,,,Write-in,9,3,6
Wayne,H03 - Humeston,County Treasurer,,,Write-in,3,0,3
Wayne,S04 - Seymour,County Treasurer,,,Write-in,7,4,3
Wayne,A01 - Allerton,County Recorder,,DEM,Angie Horton,432,98,334
Wayne,C02 - Corydon,County Recorder,,DEM,Angie Horton,592,231,361
