county,precinct,office,district,party,candidate,votes,absentee,election_day
Dallas,Adams/Colfax AC,U.S. Senate,,DEM,Michael Franken,280,120,160
Dallas,Adel 1 A1,U.S. Senate,,DEM,Michael Franken,300,162,138
Dallas,Adel 2 A2,U.S. Senate,,DEM,Michael Franken,388,171,217
Dallas,Adel 3 A3,U.S. Senate,,DEM,Michael Franken,431,181,250
Dallas,Adel TWP AT,U.S. Senate,,DEM,Michael Franken,148,79,69
Dallas,Beaver/Des Moines BD,U.S. Senate,,DEM,Michael Franken,423,154,269
Dallas,Clive 5 C5,U.S. Senate,,DEM,Michael Franken,703,309,394
Dallas,Clive 6 C6,U.S. Senate,,DEM,Michael Franken,538,227,311
Dallas,Clive 7 C7,U.S. Senate,,DEM,Michael Franken,402,181,221
Dallas,Clive 8 C8,U.S. Senate,,DEM,Michael Franken,193,98,95
Dallas,DeSoto DS,U.S. Senate,,DEM,Michael Franken,136,40,96
Dallas,Grant/Granger GG,U.S. Senate,,DEM,Michael Franken,396,112,284
Dallas,Grimes/Walnut TWP GWT,U.S. Senate,,DEM,Michael Franken,32,20,12
Dallas,Lincoln/Washington/Linn,U.S. Senate,,DEM,Michael Franken,146,64,82
Dallas,Perry 1 P1,U.S. Senate,,DEM,Michael Franken,329,124,205
Dallas,Perry 2 P2,U.S. Senate,,DEM,Michael Franken,287,91,196
Dallas,Perry 3 P3,U.S. Senate,,DEM,Michael Franken,274,99,175
Dallas,Sugar Grove/Dallas Center SGDC,U.S. Senate,,DEM,Michael Franken,457,157,300
Dallas,Spring Valley/Dallas SVD,U.S. Senate,,DEM,Michael Franken,175,72,103
Dallas,Union UN,U.S. Senate,,DEM,Michael Franken,282,93,189
Dallas,Urbandale 14 URB 14,U.S. Senate,,DEM,Michael Franken,598,311,287
Dallas,Urbandale 15 URB 15,U.S. Senate,,DEM,Michael Franken,686,315,371
Dallas,Urbandale 16 URB 16,U.S. Senate,,DEM,Michael Franken,593,283,310
Dallas,Urbandale 17 URB 17,U.S. Senate,,DEM,Michael Franken,378,152,226
Dallas,Urbandale 18 URB 18,U.S. Senate,,DEM,Michael Franken,469,234,235
Dallas,Van Meter VM,U.S. Senate,,DEM,Michael Franken,270,58,212
Dallas,Van Meter TWP VM TWP,U.S. Senate,,DEM,Michael Franken,318,130,188
Dallas,Waukee 1 WK 1,U.S. Senate,,DEM,Michael Franken,715,264,451
Dallas,Waukee 2,U.S. Senate,,DEM,Michael Franken,731,264,467
Dallas,Waukee 3 WK 3,U.S. Senate,,DEM,Michael Franken,688,254,434
Dallas,Waukee 4 WK 4,U.S. Senate,,DEM,Michael Franken,402,177,225
Dallas,Waukee 5 WK 5,U.S. Senate,,DEM,Michael Franken,498,210,288
