county,precinct,office,district,party,candidate,votes,absentee,election_day
Boone,Boone 1st Ward,U.S. Senate,,REP,Chuck Grassley,477,118,359
Boone,Boone 2nd Ward,U.S. Senate,,REP,Chuck Grassley,582,198,384
Boone,Boone 3rd Ward,U.S. Senate,,REP,Chuck Grassley,460,143,317
Boone,Boone 4th Ward,U.S. Senate,,REP,Chuck Grassley,417,87,330
Boone,Boone 5th Ward,U.S. Senate,,REP,Chuck Grassley,516,211,305
Boone,Madrid 1st Ward,U.S. Senate,,REP,Chuck Grassley,265,37,228
Boone,Madrid 2nd Ward,U.S. Senate,,REP,Chuck Grassley,162,13,149
Boone,Madrid 3rd Ward,U.S. Senate,,REP,Chuck Grassley,208,28,180
Boone,Ogden,U.S. Senate,,REP,Chuck Grassley,519,90,429
Boone,Rural Precinct 1,U.S. Senate,,REP,Chuck Grassley,440,141,299
Boone,Rural Precinct 2,U.S. Senate,,REP,Chuck Grassley,499,139,360
Boone,Rural Precinct 3,U.S. Senate,,REP,Chuck Grassley,369,87,282
Boone,Rural Precinct 4,U.S. Senate,,REP,Chuck Grassley,533,126,407
Boone,Rural Precinct 5,U.S. Senate,,REP,Chuck Grassley,467,94,373
Boone,Rural Precinct 6,U.S. Senate,,REP,Chuck Grassley,542,209,333
Boone,Boone 1st Ward,U.S. Senate,,DEM,Michael Franken,391,157,234
Boone,Boone 2nd Ward,U.S. Senate,,DEM,Michael Franken,481,259,222
Boone,Boone 3rd Ward,U.S. Senate,,DEM,Michael Franken,476,216,260
Boone,Boone 4th Ward,U.S. Senate,,DEM,Michael Franken,390,164,226
Boone,Boone 5th Ward,U.S. Senate,,DEM,Michael Franken,423,234,189
Boone,Madrid 1st Ward,U.S. Senate,,DEM,Michael Franken,185,47,138
Boone,Madrid 2nd Ward,U.S. Senate,,DEM,Michael Franken,114,21,93
Boone,Madrid 3rd Ward,U.S. Senate,,DEM,Michael Franken,158,39,119
Boone,Ogden,U.S. Senate,,DEM,Michael Franken,303,98,205
Boone,Rural Precinct 1,U.S. Senate,,DEM,Michael Franken,335,179,156
Boone,Rural Precinct 2,U.S. Senate,,DEM,Michael Franken,317,153,164
Boone,Rural Precinct 3,U.S. Senate,,DEM,Michael Franken,237,122,115
Boone,Rural Precinct 4,U.S. Senate,,DEM,Michael Franken,279,132,147
Boone,Rural Precinct 5,U.S. Senate,,DEM,Michael Franken,239,118,121
Boone,Rural Precinct 6,U.S. Senate,,DEM,Michael Franken,290,179,111
Boone,Boone 1st Ward,U.S. Senate,,,Write-in,0,0,0
Boone,Boone 2nd Ward,U.S. Senate,,,Write-in,1,0,1
Boone,Boone 3rd Ward,U.S. Senate,,,Write-in,6,0,6
Boone,Boone 4th Ward,U.S. Senate,,,Write-in,4,1,3
Boone,Boone 5th Ward,U.S. Senate,,,Write-in,3,2,1
Boone,Madrid 1st Ward,U.S. Senate,,,Write-in,0,0,0
Boone,Madrid 2nd Ward,U.S. Senate,,,Write-in,0,0,0
Boone,Madrid 3rd Ward,U.S. Senate,,,Write-in,1,1,0
Boone,Ogden,U.S. Senate,,,Write-in,1,0,1
Boone,Rural Precinct 1,U.S. Senate,,,Write-in,0,0,0
Boone,Rural Precinct 2,U.S. Senate,,,Write-in,3,0,3
Boone,Rural Precinct 3,U.S. Senate,,,Write-in,1,0,1
Boone,Rural Precinct 4,U.S. Senate,,,Write-in,0,0,0
Boone,Rural Precinct 5,U.S. Senate,,,Write-in,0,0,0
Boone,Rural Precinct 6,U.S. Senate,,,Write-in,0,0,0
Boone,Boone 1st Ward,U.S. House,4,REP,Randy Feenstra,482,122,360
Boone,Boone 2nd Ward,U.S. House,4,REP,Randy Feenstra,608,209,399
Boone,Boone 3rd Ward,U.S. House,4,REP,Randy Feenstra,474,150,324
Boone,Boone 4th Ward,U.S. House,4,REP,Randy Feenstra,445,98,347
Boone,Boone 5th Ward,U.S. House,4,REP,Randy Feenstra,533,213,320
Boone,Madrid 1st Ward,U.S. House,4,REP,Randy Feenstra,276,38,238
Boone,Madrid 2nd Ward,U.S. House,4,REP,Randy Feenstra,168,14,154
Boone,Madrid 3rd Ward,U.S. House,4,REP,Randy Feenstra,208,28,180
Boone,Ogden,U.S. House,4,REP,Randy Feenstra,537,89,448
Boone,Rural Precinct 1,U.S. House,4,REP,Randy Feenstra,448,147,301
Boone,Rural Precinct 2,U.S. House,4,REP,Randy Feenstra,500,142,358
Boone,Rural Precinct 3,U.S. House,4,REP,Randy Feenstra,376,87,289
Boone,Rural Precinct 4,U.S. House,4,REP,Randy Feenstra,536,128,408
