county,precinct,office,district,party,candidate,votes,absentee,election_day
Fayette,Auburn-Eden Township,U.S. Senate,,DEM,Michael Franken,130,53,77
Fayette,Banks-Fremont Township,U.S. Senate,,DEM,Michael Franken,82,29,53
Fayette,Bethel-Windsor Township,U.S. Senate,,DEM,Michael Franken,112,37,75
Fayette,Center-Harlan Township,U.S. Senate,,DEM,Michael Franken,148,39,109
Fayette,Clermont Township,U.S. Senate,,DEM,Michael Franken,112,42,70
Fayette,Dover Township,U.S. Senate,,DEM,Michael Franken,51,27,24
Fayette,Fairfield-Putnam Township,U.S. Senate,,DEM,Michael Franken,99,35,64
Fayette,Illyria Township,U.S. Senate,,DEM,Michael Franken,93,32,61
Fayette,Jefferson-Scott Township,U.S. Senate,,DEM,Michael Franken,121,61,60
Fayette,Oelwein Ward 1,U.S. Senate,,DEM,Michael Franken,231,88,143
Fayette,Oelwein Ward 2,U.S. Senate,,DEM,Michael Franken,209,69,140
Fayette,Oelwein Ward 3,U.S. Senate,,DEM,Michael Franken,195,57,138
Fayette,Oelwein Ward 4,U.S. Senate,,DEM,Michael Franken,303,118,185
Fayette,Oran Township,U.S. Senate,,DEM,Michael Franken,148,64,84
Fayette,Pleasant Valley Township,U.S. Senate,,DEM,Michael Franken,130,48,82
Fayette,Smithfield-Westfield Town,U.S. Senate,,DEM,Michael Franken,203,50,153
Fayette,Union Township,U.S. Senate,,DEM,Michael Franken,46,25,21
Fayette,West Union Ward 1,U.S. Senate,,DEM,Michael Franken,138,78,60
Fayette,West Union Ward 2,U.S. Senate,,DEM,Michael Franken,84,39,45
Fayette,West Union Ward 3,U.S. Senate,,DEM,Michael Franken,109,50,59
Fayette,Auburn-Eden Township,U.S. Senate,,REP,Chuck Grassley,297,54,243
Fayette,Banks-Fremont Township,U.S. Senate,,REP,Chuck Grassley,271,37,234
Fayette,Bethel-Windsor Township,U.S. Senate,,REP,Chuck Grassley,293,50,243
Fayette,Center-Harlan Township,U.S. Senate,,REP,Chuck Grassley,315,62,253
Fayette,Clermont Township,U.S. Senate,,REP,Chuck Grassley,277,61,216
Fayette,Dover Township,U.S. Senate,,REP,Chuck Grassley,215,56,159
Fayette,Fairfield-Putnam Township,U.S. Senate,,REP,Chuck Grassley,295,43,252
Fayette,Illyria Township,U.S. Senate,,REP,Chuck Grassley,160,18,142
Fayette,Jefferson-Scott Township,U.S. Senate,,REP,Chuck Grassley,238,60,178
Fayette,Oelwein Ward 1,U.S. Senate,,REP,Chuck Grassley,249,34,215
Fayette,Oelwein Ward 2,U.S. Senate,,REP,Chuck Grassley,153,20,133
Fayette,Oelwein Ward 3,U.S. Senate,,REP,Chuck Grassley,165,30,135
Fayette,Oelwein Ward 4,U.S. Senate,,REP,Chuck Grassley,291,53,238
Fayette,Oran Township,U.S. Senate,,REP,Chuck Grassley,238,34,204
Fayette,Pleasant Valley Township,U.S. Senate,,REP,Chuck Grassley,270,59,211
Fayette,Smithfield-Westfield Town,U.S. Senate,,REP,Chuck Grassley,355,88,267
Fayette,Union Township,U.S. Senate,,REP,Chuck Grassley,135,30,105
Fayette,West Union Ward 1,U.S. Senate,,REP,Chuck Grassley,201,65,136
Fayette,West Union Ward 2,U.S. Senate,,REP,Chuck Grassley,154,50,104
Fayette,West Union Ward 3,U.S. Senate,,REP,Chuck Grassley,212,46,166
Fayette,Auburn-Eden Township,U.S. Senate,,,Write-in,0,0,0
Fayette,Banks-Fremont Township,U.S. Senate,,,Write-in,0,0,0
Fayette,Bethel-Windsor Township,U.S. Senate,,,Write-in,1,0,1
Fayette,Center-Harlan Township,U.S. Senate,,,Write-in,1,1,0
Fayette,Clermont Township,U.S. Senate,,,Write-in,1,0,1
Fayette,Dover Township,U.S. Senate,,,Write-in,0,0,0
Fayette,Fairfield-Putnam Township,U.S. Senate,,,Write-in,0,0,0
Fayette,Illyria Township,U.S. Senate,,,Write-in,0,0,0
Fayette,Jefferson-Scott Township,U.S. Senate,,,Write-in,0,0,0
Fayette,Oelwein Ward 1,U.S. Senate,,,Write-in,0,0,0
Fayette,Oelwein Ward 2,U.S. Senate,,,Write-in,0,0,0
Fayette,Oelwein Ward 3,U.S. Senate,,,Write-in,0,0,0
Fayette,Oelwein Ward 4,U.S. Senate,,,Write-in,1,1,0
Fayette,Oran Township,U.S. Senate,,,Write-in,0,0,0
Fayette,Pleasant Valley Township,U.S. Senate,,,Write-in,1,0,1
Fayette,Smithfield-Westfield Town,U.S. Senate,,,Write-in,1,0,1
Fayette,Union Township,U.S. Senate,,,Write-in,0,0,0
Fayette,West Union Ward 1,U.S. Senate,,,Write-in,2,0,2
Fayette,West Union Ward 2,U.S. Senate,,,Write-in,0,0,0
Fayette,West Union Ward 3,U.S. Senate,,,Write-in,0,0,0
Fayette,Auburn-Eden Township,U.S. House,2,DEM,Liz Mathis,132,53,79
Fayette,Banks-Fremont Township,U.S. House,2,DEM,Liz Mathis,90,34,56
