county,precinct,office,district,party,candidate,votes,absentee,election_day
Decatur,Lamoni,U.S. Senate,,DEM,Michael Franken,323,83,240
Decatur,Davis City,U.S. Senate,,DEM,Michael Franken,71,35,36
Decatur,Van Wert,U.S. Senate,,DEM,Michael Franken,149,48,101
Decatur,Leon,U.S. Senate,,DEM,Michael Franken,251,104,147
Decatur,Lamoni,U.S. Senate,,REP,Chuck Grassley,406,63,343
Decatur,Davis City,U.S. Senate,,REP,Chuck Grassley,413,112,301
Decatur,Van Wert,U.S. Senate,,REP,Chuck Grassley,408,104,304
Decatur,Leon,U.S. Senate,,REP,Chuck Grassley,717,150,567
Decatur,Lamoni,U.S. Senate,,,Write-in,5,0,5
Decatur,Davis City,U.S. Senate,,,Write-in,0,0,0
Decatur,Van Wert,U.S. Senate,,,Write-in,1,0,1
Decatur,Leon,U.S. Senate,,,Write-in,1,1,0
Decatur,Lamoni,U.S. House,3,DEM,Cindy Axne,322,83,239
Decatur,Davis City,U.S. House,3,DEM,Cindy Axne,72,34,38
Decatur,Van Wert,U.S. House,3,DEM,Cindy Axne,165,54,111
Decatur,Leon,U.S. House,3,DEM,Cindy Axne,276,112,164
Decatur,Lamoni,U.S. House,3,REP,Zach Nunn,405,63,342
Decatur,Davis City,U.S. House,3,REP,Zach Nunn,407,110,297
Decatur,Van Wert,U.S. House,3,REP,Zach Nunn,386,99,287
Decatur,Leon,U.S. House,3,REP,Zach Nunn,692,148,544
Decatur,Lamoni,U.S. House,3,,Write-in,1,0,1
Decatur,Davis City,U.S. House,3,,Write-in,1,0,1
Decatur,Van Wert,U.S. House,3,,Write-in,3,0,3
Decatur,Leon,U.S. House,3,,Write-in,1,0,1
Decatur,Lamoni,Governor,,DEM,Deidre DeJear and Eric Van Lancker,299,76,223
Decatur,Davis City,Governor,,DEM,Deidre DeJear and Eric Van Lancker,48,24,24
Decatur,Van Wert,Governor,,DEM,Deidre DeJear and Eric Van Lancker,115,45,70
Decatur,Leon,Governor,,DEM,Deidre DeJear and Eric Van Lancker,189,76,113
Decatur,Lamoni,Governor,,REP,Kim Reynolds and Adam Gregg,432,73,359
Decatur,Davis City,Governor,,REP,Kim Reynolds and Adam Gregg,433,119,314
Decatur,Van Wert,Governor,,REP,Kim Reynolds and Adam Gregg,438,103,335
Decatur,Leon,Governor,,REP,Kim Reynolds and Adam Gregg,778,184,594
Decatur,Lamoni,Governor,,LIB,Rick Stewart and Marco Battaglia,16,3,13
Decatur,Davis City,Governor,,LIB,Rick Stewart and Marco Battaglia,12,6,6
Decatur,Van Wert,Governor,,LIB,Rick Stewart and Marco Battaglia,14,5,9
Decatur,Leon,Governor,,LIB,Rick Stewart and Marco Battaglia,19,3,16
Decatur,Lamoni,Governor,,,Write-in,0,0,0
Decatur,Davis City,Governor,,,Write-in,0,0,0
Decatur,Van Wert,Governor,,,Write-in,0,0,0
Decatur,Leon,Governor,,,Write-in,0,0,0
Decatur,Lamoni,Secretary of State,,DEM,Joel Miller,300,78,222
Decatur,Davis City,Secretary of State,,DEM,Joel Miller,81,35,46
Decatur,Van Wert,Secretary of State,,DEM,Joel Miller,162,53,109
Decatur,Leon,Secretary of State,,DEM,Joel Miller,248,95,153
Decatur,Lamoni,Secretary of State,,REP,Paul D. Pate,427,73,354
