county,precinct,office,district,party,candidate,votes,absentee,election_day
O'Brien,Carroll-Floyd,U.S. Senate,,DEM,Michael Franken,43,16,27
O'Brien,Franklin,U.S. Senate,,DEM,Michael Franken,81,17,64
O'Brien,Hartley-Lincoln-Omega,U.S. Senate,,DEM,Michael Franken,175,52,123
O'Brien,Sheldon 1st Ward,U.S. Senate,,DEM,Michael Franken,125,41,84
O'Brien,Sheldon 2nd Ward,U.S. Senate,,DEM,Michael Franken,93,22,71
O'Brien,Sheldon 3rd Ward,U.S. Senate,,DEM,Michael Franken,77,16,61
O'Brien,Summit-Center-Dale-Highland,U.S. Senate,,DEM,Michael Franken,147,43,104
O'Brien,Union-Baker-Caledonia,U.S. Senate,,DEM,Michael Franken,133,33,100
O'Brien,Waterman-Grant-Liberty,U.S. Senate,,DEM,Michael Franken,98,20,78
O'Brien,Carroll-Floyd,U.S. Senate,,REP,Chuck Grassley,256,41,215
O'Brien,Franklin,U.S. Senate,,REP,Chuck Grassley,562,67,495
O'Brien,Hartley-Lincoln-Omega,U.S. Senate,,REP,Chuck Grassley,634,61,573
O'Brien,Sheldon 1st Ward,U.S. Senate,,REP,Chuck Grassley,715,110,605
O'Brien,Sheldon 2nd Ward,U.S. Senate,,REP,Chuck Grassley,388,65,323
O'Brien,Sheldon 3rd Ward,U.S. Senate,,REP,Chuck Grassley,357,29,328
O'Brien,Summit-Center-Dale-Highland,U.S. Senate,,REP,Chuck Grassley,507,84,423
O'Brien,Union-Baker-Caledonia,U.S. Senate,,REP,Chuck Grassley,528,59,469
O'Brien,Waterman-Grant-Liberty,U.S. Senate,,REP,Chuck Grassley,414,44,370
O'Brien,Carroll-Floyd,U.S. Senate,,,Write-in,0,0,0
O'Brien,Franklin,U.S. Senate,,,Write-in,0,0,0
O'Brien,Hartley-Lincoln-Omega,U.S. Senate,,,Write-in,0,0,0
O'Brien,Sheldon 1st Ward,U.S. Senate,,,Write-in,1,0,1
O'Brien,Sheldon 2nd Ward,U.S. Senate,,,Write-in,1,1,0
O'Brien,Sheldon 3rd Ward,U.S. Senate,,,Write-in,0,0,0
O'Brien,Summit-Center-Dale-Highland,U.S. Senate,,,Write-in,1,0,1
O'Brien,Union-Baker-Caledonia,U.S. Senate,,,Write-in,0,0,0
O'Brien,Waterman-Grant-Liberty,U.S. Senate,,,Write-in,0,0,0
O'Brien,Carroll-Floyd,U.S. House,4,DEM,Ryan Melton,38,13,25
O'Brien,Franklin,U.S. House,4,DEM,Ryan Melton,62,15,47
O'Brien,Hartley-Lincoln-Omega,U.S. House,4,DEM,Ryan Melton,144,47,97
O'Brien,Sheldon 1st Ward,U.S. House,4,DEM,Ryan Melton,102,35,67
O'Brien,Sheldon 2nd Ward,U.S. House,4,DEM,Ryan Melton,83,21,62
O'Brien,Sheldon 3rd Ward,U.S. House,4,DEM,Ryan Melton,64,13,51
O'Brien,Summit-Center-Dale-Highland,U.S. House,4,DEM,Ryan Melton,128,41,87
O'Brien,Union-Baker-Caledonia,U.S. House,4,DEM,Ryan Melton,109,31,78
O'Brien,Waterman-Grant-Liberty,U.S. House,4,DEM,Ryan Melton,81,19,62
O'Brien,Carroll-Floyd,U.S. House,4,REP,Randy Feenstra,256,42,214
O'Brien,Franklin,U.S. House,4,REP,Randy Feenstra,574,66,508
O'Brien,Hartley-Lincoln-Omega,U.S. House,4,REP,Randy Feenstra,632,62,570
O'Brien,Sheldon 1st Ward,U.S. House,4,REP,Randy Feenstra,725,114,611
O'Brien,Sheldon 2nd Ward,U.S. House,4,REP,Randy Feenstra,397,67,330
O'Brien,Sheldon 3rd Ward,U.S. House,4,REP,Randy Feenstra,363,32,331
O'Brien,Summit-Center-Dale-Highland,U.S. House,4,REP,Randy Feenstra,509,82,427
O'Brien,Union-Baker-Caledonia,U.S. House,4,REP,Randy Feenstra,545,62,483
O'Brien,Waterman-Grant-Liberty,U.S. House,4,REP,Randy Feenstra,418,43,375
O'Brien,Carroll-Floyd,U.S. House,4,LBC,Bryan Jack Holder,5,2,3
O'Brien,Franklin,U.S. House,4,LBC,Bryan Jack Holder,2,1,1
O'Brien,Hartley-Lincoln-Omega,U.S. House,4,LBC,Bryan Jack Holder,15,1,14
O'Brien,Sheldon 1st Ward,U.S. House,4,LBC,Bryan Jack Holder,9,2,7
O'Brien,Sheldon 2nd Ward,U.S. House,4,LBC,Bryan Jack Holder,2,0,2
O'Brien,Sheldon 3rd Ward,U.S. House,4,LBC,Bryan Jack Holder,9,0,9
O'Brien,Summit-Center-Dale-Highland,U.S. House,4,LBC,Bryan Jack Holder,14,2,12
O'Brien,Union-Baker-Caledonia,U.S. House,4,LBC,Bryan Jack Holder,7,0,7
O'Brien,Waterman-Grant-Liberty,U.S. House,4,LBC,Bryan Jack Holder,13,0,13
O'Brien,Carroll-Floyd,U.S. House,4,,Write-in,0,0,0
O'Brien,Franklin,U.S. House,4,,Write-in,2,1,1
O'Brien,Hartley-Lincoln-Omega,U.S. House,4,,Write-in,1,0,1
O'Brien,Sheldon 1st Ward,U.S. House,4,,Write-in,0,0,0
O'Brien,Sheldon 2nd Ward,U.S. House,4,,Write-in,1,0,1
O'Brien,Sheldon 3rd Ward,U.S. House,4,,Write-in,0,0,0
O'Brien,Summit-Center-Dale-Highland,U.S. House,4,,Write-in,1,1,0
O'Brien,Union-Baker-Caledonia,U.S. House,4,,Write-in,0,0,0
O'Brien,Waterman-Grant-Liberty,U.S. House,4,,Write-in,1,1,0
O'Brien,Carroll-Floyd,Governor,,DEM,Deidre DeJear and Eric Van Lancker,37,12,25
O'Brien,Franklin,Governor,,DEM,Deidre DeJear and Eric Van Lancker,61,15,46
O'Brien,Hartley-Lincoln-Omega,Governor,,DEM,Deidre DeJear and Eric Van Lancker,138,46,92
O'Brien,Sheldon 1st Ward,Governor,,DEM,Deidre DeJear and Eric Van Lancker,107,37,70
O'Brien,Sheldon 2nd Ward,Governor,,DEM,Deidre DeJear and Eric Van Lancker,73,15,58
O'Brien,Sheldon 3rd Ward,Governor,,DEM,Deidre DeJear and Eric Van Lancker,59,15,44
O'Brien,Summit-Center-Dale-Highland,Governor,,DEM,Deidre DeJear and Eric Van Lancker,124,39,85
O'Brien,Union-Baker-Caledonia,Governor,,DEM,Deidre DeJear and Eric Van Lancker,99,31,68
O'Brien,Waterman-Grant-Liberty,Governor,,DEM,Deidre DeJear and Eric Van Lancker,78,15,63
O'Brien,Carroll-Floyd,Governor,,REP,Kim Reynolds and Adam Gregg,262,44,218
O'Brien,Franklin,Governor,,REP,Kim Reynolds and Adam Gregg,586,69,517
O'Brien,Hartley-Lincoln-Omega,Governor,,REP,Kim Reynolds and Adam Gregg,663,65,598
O'Brien,Sheldon 1st Ward,Governor,,REP,Kim Reynolds and Adam Gregg,733,116,617
O'Brien,Sheldon 2nd Ward,Governor,,REP,Kim Reynolds and Adam Gregg,412,75,337
O'Brien,Sheldon 3rd Ward,Governor,,REP,Kim Reynolds and Adam Gregg,371,30,341
O'Brien,Summit-Center-Dale-Highland,Governor,,REP,Kim Reynolds and Adam Gregg,528,86,442
O'Brien,Union-Baker-Caledonia,Governor,,REP,Kim Reynolds and Adam Gregg,552,61,491
O'Brien,Waterman-Grant-Liberty,Governor,,REP,Kim Reynolds and Adam Gregg,434,48,386
O'Brien,Carroll-Floyd,Governor,,LIB,Rick Stewart and Marco Battaglia,3,1,2
O'Brien,Franklin,Governor,,LIB,Rick Stewart and Marco Battaglia,8,2,6
O'Brien,Hartley-Lincoln-Omega,Governor,,LIB,Rick Stewart and Marco Battaglia,15,0,15
O'Brien,Sheldon 1st Ward,Governor,,LIB,Rick Stewart and Marco Battaglia,8,0,8
O'Brien,Sheldon 2nd Ward,Governor,,LIB,Rick Stewart and Marco Battaglia,4,0,4
O'Brien,Sheldon 3rd Ward,Governor,,LIB,Rick Stewart and Marco Battaglia,7,1,6
O'Brien,Summit-Center-Dale-Highland,Governor,,LIB,Rick Stewart and Marco Battaglia,12,3,9
O'Brien,Union-Baker-Caledonia,Governor,,LIB,Rick Stewart and Marco Battaglia,11,2,9
O'Brien,Waterman-Grant-Liberty,Governor,,LIB,Rick Stewart and Marco Battaglia,9,1,8
O'Brien,Carroll-Floyd,Governor,,,Write-in,0,0,0
O'Brien,Franklin,Governor,,,Write-in,0,0,0
O'Brien,Hartley-Lincoln-Omega,Governor,,,Write-in,0,0,0
O'Brien,Sheldon 1st Ward,Governor,,,Write-in,1,0,1
O'Brien,Sheldon 2nd Ward,Governor,,,Write-in,1,0,1
O'Brien,Sheldon 3rd Ward,Governor,,,Write-in,0,0,0
O'Brien,Summit-Center-Dale-Highland,Governor,,,Write-in,0,0,0
O'Brien,Union-Baker-Caledonia,Governor,,,Write-in,0,0,0
O'Brien,Waterman-Grant-Liberty,Governor,,,Write-in,0,0,0
O'Brien,Carroll-Floyd,Secretary of State,,DEM,Joel Miller,41,15,26
O'Brien,Franklin,Secretary of State,,DEM,Joel Miller,71,16,55
O'Brien,Hartley-Lincoln-Omega,Secretary of State,,DEM,Joel Miller,169,51,118
O'Brien,Sheldon 1st Ward,Secretary of State,,DEM,Joel Miller,117,36,81
O'Brien,Sheldon 2nd Ward,Secretary of State,,DEM,Joel Miller,87,18,69
O'Brien,Sheldon 3rd Ward,Secretary of State,,DEM,Joel Miller,69,13,56
O'Brien,Summit-Center-Dale-Highland,Secretary of State,,DEM,Joel Miller,132,40,92
O'Brien,Union-Baker-Caledonia,Secretary of State,,DEM,Joel Miller,135,35,100
O'Brien,Waterman-Grant-Liberty,Secretary of State,,DEM,Joel Miller,111,19,92
O'Brien,Carroll-Floyd,Secretary of State,,REP,Paul D. Pate,260,42,218
O'Brien,Franklin,Secretary of State,,REP,Paul D. Pate,563,66,497
O'Brien,Hartley-Lincoln-Omega,Secretary of State,,REP,Paul D. Pate,634,60,574
O'Brien,Sheldon 1st Ward,Secretary of State,,REP,Paul D. Pate,703,109,594
