county,precinct,office,district,party,candidate,votes,absentee,election_day
Keokuk,AD-PR-WS,U.S. Senate,,REP,Chuck Grassley,399,72,327
Keokuk,BN-SR,U.S. Senate,,REP,Chuck Grassley,340,40,300
Keokuk,ER-LB,U.S. Senate,,REP,Chuck Grassley,246,35,211
Keokuk,JA-RL,U.S. Senate,,REP,Chuck Grassley,400,46,354
Keokuk,LF-CC,U.S. Senate,,REP,Chuck Grassley,422,59,363
Keokuk,EL-WL-WN,U.S. Senate,,REP,Chuck Grassley,222,54,168
Keokuk,SG-PL-VB,U.S. Senate,,REP,Chuck Grassley,280,36,244
Keokuk,SG1,U.S. Senate,,REP,Chuck Grassley,136,20,116
Keokuk,SG2,U.S. Senate,,REP,Chuck Grassley,137,29,108
Keokuk,SG3,U.S. Senate,,REP,Chuck Grassley,111,24,87
Keokuk,SG4,U.S. Senate,,REP,Chuck Grassley,118,28,90
Keokuk,AD-PR-WS,U.S. Senate,,DEM,Michael Franken,138,42,96
Keokuk,BN-SR,U.S. Senate,,DEM,Michael Franken,99,32,67
Keokuk,ER-LB,U.S. Senate,,DEM,Michael Franken,100,33,67
Keokuk,JA-RL,U.S. Senate,,DEM,Michael Franken,110,39,71
Keokuk,LF-CC,U.S. Senate,,DEM,Michael Franken,159,53,106
Keokuk,EL-WL-WN,U.S. Senate,,DEM,Michael Franken,56,15,41
Keokuk,SG-PL-VB,U.S. Senate,,DEM,Michael Franken,62,25,37
Keokuk,SG1,U.S. Senate,,DEM,Michael Franken,59,19,40
Keokuk,SG2,U.S. Senate,,DEM,Michael Franken,62,23,39
Keokuk,SG3,U.S. Senate,,DEM,Michael Franken,43,13,30
Keokuk,SG4,U.S. Senate,,DEM,Michael Franken,61,22,39
Keokuk,AD-PR-WS,U.S. Senate,,,Write-in,3,1,2
Keokuk,BN-SR,U.S. Senate,,,Write-in,0,0,0
Keokuk,ER-LB,U.S. Senate,,,Write-in,0,0,0
Keokuk,JA-RL,U.S. Senate,,,Write-in,1,0,1
Keokuk,LF-CC,U.S. Senate,,,Write-in,1,1,0
Keokuk,EL-WL-WN,U.S. Senate,,,Write-in,0,0,0
Keokuk,SG-PL-VB,U.S. Senate,,,Write-in,1,0,1
Keokuk,SG1,U.S. Senate,,,Write-in,0,0,0
Keokuk,SG2,U.S. Senate,,,Write-in,0,0,0
Keokuk,SG3,U.S. Senate,,,Write-in,0,0,0
Keokuk,SG4,U.S. Senate,,,Write-in,0,0,0
Keokuk,AD-PR-WS,U.S. House,1,REP,Mariannette Miller-Meeks,403,75,328
Keokuk,BN-SR,U.S. House,1,REP,Mariannette Miller-Meeks,343,37,306
Keokuk,ER-LB,U.S. House,1,REP,Mariannette Miller-Meeks,243,34,209
Keokuk,JA-RL,U.S. House,1,REP,Mariannette Miller-Meeks,385,44,341
Keokuk,LF-CC,U.S. House,1,REP,Mariannette Miller-Meeks,407,56,351
Keokuk,EL-WL-WN,U.S. House,1,REP,Mariannette Miller-Meeks,219,55,164
Keokuk,SG-PL-VB,U.S. House,1,REP,Mariannette Miller-Meeks,277,35,242
Keokuk,SG1,U.S. House,1,REP,Mariannette Miller-Meeks,128,21,107
