county,precinct,office,district,party,candidate,votes,absentee,election_day
Marion,Clay,U.S. Senate,,DEM,Michael Franken,90,28,62
Marion,Dallas,U.S. Senate,,DEM,Michael Franken,235,62,173
Marion,Franklin Township,U.S. Senate,,DEM,Michael Franken,37,14,23
Marion,Indiana Township,U.S. Senate,,DEM,Michael Franken,86,33,53
Marion,Knoxville One,U.S. Senate,,DEM,Michael Franken,210,100,110
Marion,Knoxville Two,U.S. Senate,,DEM,Michael Franken,248,123,125
Marion,Knoxville Three,U.S. Senate,,DEM,Michael Franken,352,165,187
Marion,Knoxville Four,U.S. Senate,,DEM,Michael Franken,205,77,128
Marion,Knoxville Township,U.S. Senate,,DEM,Michael Franken,437,234,203
Marion,Lake Prairie Township,U.S. Senate,,DEM,Michael Franken,190,57,133
Marion,Liberty,U.S. Senate,,DEM,Michael Franken,74,18,56
Marion,Otley,U.S. Senate,,DEM,Michael Franken,264,103,161
Marion,Pella One,U.S. Senate,,DEM,Michael Franken,348,117,231
Marion,Pella Two,U.S. Senate,,DEM,Michael Franken,375,120,255
Marion,Pella Three,U.S. Senate,,DEM,Michael Franken,385,120,265
Marion,Pella Four,U.S. Senate,,DEM,Michael Franken,267,56,211
Marion,Pleasantville,U.S. Senate,,DEM,Michael Franken,404,133,271
Marion,Union Township,U.S. Senate,,DEM,Michael Franken,71,36,35
Marion,Washington Township,U.S. Senate,,DEM,Michael Franken,63,21,42
Marion,Clay,U.S. Senate,,REP,Chuck Grassley,303,44,259
Marion,Dallas,U.S. Senate,,REP,Chuck Grassley,368,40,328
Marion,Franklin Township,U.S. Senate,,REP,Chuck Grassley,114,21,93
Marion,Indiana Township,U.S. Senate,,REP,Chuck Grassley,234,40,194
Marion,Knoxville One,U.S. Senate,,REP,Chuck Grassley,339,83,256
Marion,Knoxville Two,U.S. Senate,,REP,Chuck Grassley,342,82,260
Marion,Knoxville Three,U.S. Senate,,REP,Chuck Grassley,411,98,313
Marion,Knoxville Four,U.S. Senate,,REP,Chuck Grassley,299,61,238
Marion,Knoxville Township,U.S. Senate,,REP,Chuck Grassley,899,325,574
Marion,Lake Prairie Township,U.S. Senate,,REP,Chuck Grassley,993,176,817
Marion,Liberty,U.S. Senate,,REP,Chuck Grassley,227,32,195
Marion,Otley,U.S. Senate,,REP,Chuck Grassley,817,140,677
