county,precinct,office,district,party,candidate,votes,absentee,election_day
Calhoun,01 Butler and Williams,U.S. Senate,,DEM,Michael Franken,101,29,72
Calhoun,02 Lincoln-Manson-Sherman and N Greenfield,U.S. Senate,,DEM,Michael Franken,254,78,176
Calhoun,03 Cen-Garf-Twin Lks-N Lake Crk-N Logan-Rockwell C,U.S. Senate,,DEM,Michael Franken,286,127,159
Calhoun,04 Cedar and S Greenfield,U.S. Senate,,DEM,Michael Franken,41,13,28
Calhoun,05 Calhoun-Elm Grove-Jackson-S Lake Crk-Lake City,U.S. Senate,,DEM,Michael Franken,253,80,173
Calhoun,06 Reading-Union and S Logan,U.S. Senate,,DEM,Michael Franken,92,26,66
Calhoun,01 Butler and Williams,U.S. Senate,,REP,Chuck Grassley,257,31,226
Calhoun,02 Lincoln-Manson-Sherman and N Greenfield,U.S. Senate,,REP,Chuck Grassley,857,170,687
Calhoun,03 Cen-Garf-Twin Lks-N Lake Crk-N Logan-Rockwell C,U.S. Senate,,REP,Chuck Grassley,677,176,501
Calhoun,04 Cedar and S Greenfield,U.S. Senate,,REP,Chuck Grassley,127,14,113
Calhoun,05 Calhoun-Elm Grove-Jackson-S Lake Crk-Lake City,U.S. Senate,,REP,Chuck Grassley,618,100,518
Calhoun,06 Reading-Union and S Logan,U.S. Senate,,REP,Chuck Grassley,317,37,280
Calhoun,01 Butler and Williams,U.S. Senate,,,Write-in,0,0,0
Calhoun,02 Lincoln-Manson-Sherman and N Greenfield,U.S. Senate,,,Write-in,3,0,3
Calhoun,03 Cen-Garf-Twin Lks-N Lake Crk-N Logan-Rockwell C,U.S. Senate,,,Write-in,1,0,1
Calhoun,04 Cedar and S Greenfield,U.S. Senate,,,Write-in,1,0,1
Calhoun,05 Calhoun-Elm Grove-Jackson-S Lake Crk-Lake City,U.S. Senate,,,Write-in,1,1,0
Calhoun,06 Reading-Union and S Logan,U.S. Senate,,,Write-in,0,0,0
Calhoun,01 Butler and Williams,U.S. House,4,DEM,Ryan Melton,91,27,64
Calhoun,02 Lincoln-Manson-Sherman and N Greenfield,U.S. House,4,DEM,Ryan Melton,220,69,151
Calhoun,03 Cen-Garf-Twin Lks-N Lake Crk-N Logan-Rockwell C,U.S. House,4,DEM,Ryan Melton,231,111,120
Calhoun,04 Cedar and S Greenfield,U.S. House,4,DEM,Ryan Melton,35,11,24
Calhoun,05 Calhoun-Elm Grove-Jackson-S Lake Crk-Lake City,U.S. House,4,DEM,Ryan Melton,228,71,157
Calhoun,06 Reading-Union and S Logan,U.S. House,4,DEM,Ryan Melton,78,23,55
Calhoun,01 Butler and Williams,U.S. House,4,REP,Randy Feenstra,259,30,229
Calhoun,02 Lincoln-Manson-Sherman and N Greenfield,U.S. House,4,REP,Randy Feenstra,851,167,684
Calhoun,03 Cen-Garf-Twin Lks-N Lake Crk-N Logan-Rockwell C,U.S. House,4,REP,Randy Feenstra,691,181,510
Calhoun,04 Cedar and S Greenfield,U.S. House,4,REP,Randy Feenstra,130,16,114
Calhoun,05 Calhoun-Elm Grove-Jackson-S Lake Crk-Lake City,U.S. House,4,REP,Randy Feenstra,603,105,498
Calhoun,06 Reading-Union and S Logan,U.S. House,4,REP,Randy Feenstra,312,36,276
Calhoun,01 Butler and Williams,U.S. House,4,LBC,Bryan Jack Holder,7,2,5
Calhoun,02 Lincoln-Manson-Sherman and N Greenfield,U.S. House,4,LBC,Bryan Jack Holder,21,2,19
Calhoun,03 Cen-Garf-Twin Lks-N Lake Crk-N Logan-Rockwell C,U.S. House,4,LBC,Bryan Jack Holder,22,5,17
Calhoun,04 Cedar and S Greenfield,U.S. House,4,LBC,Bryan Jack Holder,2,0,2
Calhoun,05 Calhoun-Elm Grove-Jackson-S Lake Crk-Lake City,U.S. House,4,LBC,Bryan Jack Holder,29,3,26
Calhoun,06 Reading-Union and S Logan,U.S. House,4,LBC,Bryan Jack Holder,8,3,5
Calhoun,01 Butler and Williams,U.S. House,4,,Write-in,0,0,0
Calhoun,02 Lincoln-Manson-Sherman and N Greenfield,U.S. House,4,,Write-in,2,1,1
