county,precinct,office,district,party,candidate,votes,absentee,election_day
Wapello,OT/01,U.S. Senate,,REP,Chuck Grassley,331,84,247
Wapello,OT/02,U.S. Senate,,REP,Chuck Grassley,522,148,374
Wapello,OT/03,U.S. Senate,,REP,Chuck Grassley,582,123,459
Wapello,OT/04,U.S. Senate,,REP,Chuck Grassley,199,41,158
Wapello,OT/05,U.S. Senate,,REP,Chuck Grassley,211,84,127
Wapello,OT/06,U.S. Senate,,REP,Chuck Grassley,273,66,207
Wapello,OT/07,U.S. Senate,,REP,Chuck Grassley,260,50,210
Wapello,OT/08,U.S. Senate,,REP,Chuck Grassley,404,94,310
Wapello,OT/09,U.S. Senate,,REP,Chuck Grassley,441,96,345
Wapello,OT/10,U.S. Senate,,REP,Chuck Grassley,318,58,260
Wapello,AD/BL/PO,U.S. Senate,,REP,Chuck Grassley,444,71,373
Wapello,AGT/AGC/PL,U.S. Senate,,REP,Chuck Grassley,423,59,364
Wapello,CS/CH,U.S. Senate,,REP,Chuck Grassley,71,7,64
Wapello,CN,U.S. Senate,,REP,Chuck Grassley,412,111,301
Wapello,CB/EV,U.S. Senate,,REP,Chuck Grassley,256,18,238
Wapello,CP,U.S. Senate,,REP,Chuck Grassley,82,24,58
Wapello,DA,U.S. Senate,,REP,Chuck Grassley,155,53,102
Wapello,GR,U.S. Senate,,REP,Chuck Grassley,294,70,224
Wapello,HI,U.S. Senate,,REP,Chuck Grassley,112,14,98
Wapello,KE,U.S. Senate,,REP,Chuck Grassley,255,45,210
Wapello,RL/KV,U.S. Senate,,REP,Chuck Grassley,213,31,182
Wapello,WA/EL,U.S. Senate,,REP,Chuck Grassley,343,21,322
Wapello,OT/01,U.S. Senate,,DEM,Michael Franken,234,109,125
Wapello,OT/02,U.S. Senate,,DEM,Michael Franken,409,182,227
Wapello,OT/03,U.S. Senate,,DEM,Michael Franken,511,242,269
Wapello,OT/04,U.S. Senate,,DEM,Michael Franken,152,69,83
Wapello,OT/05,U.S. Senate,,DEM,Michael Franken,188,106,82
Wapello,OT/06,U.S. Senate,,DEM,Michael Franken,173,85,88
Wapello,OT/07,U.S. Senate,,DEM,Michael Franken,200,95,105
Wapello,OT/08,U.S. Senate,,DEM,Michael Franken,262,102,160
Wapello,OT/09,U.S. Senate,,DEM,Michael Franken,360,144,216
Wapello,OT/10,U.S. Senate,,DEM,Michael Franken,253,125,128
Wapello,AD/BL/PO,U.S. Senate,,DEM,Michael Franken,124,57,67
Wapello,AGT/AGC/PL,U.S. Senate,,DEM,Michael Franken,192,87,105
Wapello,CS/CH,U.S. Senate,,DEM,Michael Franken,19,3,16
Wapello,CN,U.S. Senate,,DEM,Michael Franken,165,93,72
Wapello,CB/EV,U.S. Senate,,DEM,Michael Franken,95,22,73
Wapello,CP,U.S. Senate,,DEM,Michael Franken,10,4,6
Wapello,DA,U.S. Senate,,DEM,Michael Franken,86,42,44
Wapello,GR,U.S. Senate,,DEM,Michael Franken,93,42,51
Wapello,HI,U.S. Senate,,DEM,Michael Franken,22,8,14
Wapello,KE,U.S. Senate,,DEM,Michael Franken,96,35,61
Wapello,RL/KV,U.S. Senate,,DEM,Michael Franken,77,35,42
Wapello,WA/EL,U.S. Senate,,DEM,Michael Franken,116,25,91
Wapello,OT/01,U.S. Senate,,,Write-in,0,0,0
Wapello,OT/02,U.S. Senate,,,Write-in,0,0,0
Wapello,OT/03,U.S. Senate,,,Write-in,1,0,1
Wapello,OT/04,U.S. Senate,,,Write-in,0,0,0
Wapello,OT/05,U.S. Senate,,,Write-in,0,0,0
Wapello,OT/06,U.S. Senate,,,Write-in,1,1,0
Wapello,OT/07,U.S. Senate,,,Write-in,0,0,0
Wapello,OT/08,U.S. Senate,,,Write-in,2,0,2
Wapello,OT/09,U.S. Senate,,,Write-in,1,0,1
Wapello,OT/10,U.S. Senate,,,Write-in,1,0,1
Wapello,AD/BL/PO,U.S. Senate,,,Write-in,1,0,1
Wapello,AGT/AGC/PL,U.S. Senate,,,Write-in,0,0,0
Wapello,CS/CH,U.S. Senate,,,Write-in,0,0,0
Wapello,CN,U.S. Senate,,,Write-in,0,0,0
Wapello,CB/EV,U.S. Senate,,,Write-in,0,0,0
Wapello,CP,U.S. Senate,,,Write-in,0,0,0
Wapello,DA,U.S. Senate,,,Write-in,1,0,1
Wapello,GR,U.S. Senate,,,Write-in,0,0,0
Wapello,HI,U.S. Senate,,,Write-in,0,0,0
Wapello,KE,U.S. Senate,,,Write-in,2,1,1
Wapello,RL/KV,U.S. Senate,,,Write-in,0,0,0
Wapello,WA/EL,U.S. Senate,,,Write-in,0,0,0
Wapello,OT/01,U.S. House,3,REP,Zach Nunn,320,80,240
Wapello,OT/02,U.S. House,3,REP,Zach Nunn,513,146,367
Wapello,OT/03,U.S. House,3,REP,Zach Nunn,573,116,457
Wapello,OT/04,U.S. House,3,REP,Zach Nunn,190,41,149
Wapello,OT/05,U.S. House,3,REP,Zach Nunn,206,79,127
Wapello,OT/06,U.S. House,3,REP,Zach Nunn,266,61,205
Wapello,OT/07,U.S. House,3,REP,Zach Nunn,247,50,197
Wapello,OT/08,U.S. House,3,REP,Zach Nunn,399,86,313
Wapello,OT/09,U.S. House,3,REP,Zach Nunn,424,92,332
Wapello,OT/10,U.S. House,3,REP,Zach Nunn,307,59,248
Wapello,AD/BL/PO,U.S. House,3,REP,Zach Nunn,426,64,362
Wapello,AGT/AGC/PL,U.S. House,3,REP,Zach Nunn,424,64,360
Wapello,CS/CH,U.S. House,3,REP,Zach Nunn,70,5,65
Wapello,CN,U.S. House,3,REP,Zach Nunn,398,105,293
Wapello,CB/EV,U.S. House,3,REP,Zach Nunn,248,16,232
Wapello,CP,U.S. House,3,REP,Zach Nunn,80,25,55
Wapello,DA,U.S. House,3,REP,Zach Nunn,157,49,108
Wapello,GR,U.S. House,3,REP,Zach Nunn,290,71,219
Wapello,HI,U.S. House,3,REP,Zach Nunn,107,16,91
Wapello,KE,U.S. House,3,REP,Zach Nunn,255,43,212
Wapello,RL/KV,U.S. House,3,REP,Zach Nunn,203,31,172
Wapello,WA/EL,U.S. House,3,REP,Zach Nunn,335,20,315
Wapello,OT/01,U.S. House,3,DEM,Cindy Axne,247,114,133
Wapello,OT/02,U.S. House,3,DEM,Cindy Axne,409,178,231
Wapello,OT/03,U.S. House,3,DEM,Cindy Axne,512,247,265
Wapello,OT/04,U.S. House,3,DEM,Cindy Axne,153,67,86
Wapello,OT/05,U.S. House,3,DEM,Cindy Axne,194,112,82
Wapello,OT/06,U.S. House,3,DEM,Cindy Axne,180,90,90
