county,precinct,office,district,party,candidate,election_day,absentee,votes
Monona,AS-BV-KB-LN-NW FR-TU,Registered Voters,,,,,,548
Monona,Castana-Center-Jordan,Registered Voters,,,,,,285
Monona,Cooper-Maple-Mapleton,Registered Voters,,,,,,1078
Monona,Fairview-Grant-Lake-Rodney-West Fork-Whiting,Registered Voters,,,,,,951
Monona,Moorhead-Soldier-Soldier City-Spring Valley-Willow,Registered Voters,,,,,,543
Monona,Onawa Ward 1,Registered Voters,,,,,,423
Monona,Onawa Ward 2 -NE Franklin,Registered Voters,,,,,,528
Monona,Onawa Ward 3,Registered Voters,,,,,,491
Monona,Onawa Ward 4,Registered Voters,,,,,,409
Monona,Sherman-SE Franklin-Blencoe-Sioux,Registered Voters,,,,,,346
Monona,St. Clair-Ute,Registered Voters,,,,,,346
Monona,AS-BV-KB-LN-NW FR-TU,Ballots Cast,,,,,,369
Monona,Castana-Center-Jordan,Ballots Cast,,,,,,183
Monona,Cooper-Maple-Mapleton,Ballots Cast,,,,,,702
Monona,Fairview-Grant-Lake-Rodney-West Fork-Whiting,Ballots Cast,,,,,,614
Monona,Moorhead-Soldier-Soldier City-Spring Valley-Willow,Ballots Cast,,,,,,348
Monona,Onawa Ward 1,Ballots Cast,,,,,,240
Monona,Onawa Ward 2 -NE Franklin,Ballots Cast,,,,,,332
Monona,Onawa Ward 3,Ballots Cast,,,,,,332
Monona,Onawa Ward 4,Ballots Cast,,,,,,246
Monona,Sherman-SE Franklin-Blencoe-Sioux,Ballots Cast,,,,,,262
Monona,St. Clair-Ute,Ballots Cast,,,,,,219
Monona,AS-BV-KB-LN-NW FR-TU,U.S. House,4,DEM,J.D. Scholten,72,95,167
Monona,Castana-Center-Jordan,U.S. House,4,DEM,J.D. Scholten,44,33,77
Monona,Cooper-Maple-Mapleton,U.S. House,4,DEM,J.D. Scholten,208,113,321
Monona,Fairview-Grant-Lake-Rodney-West Fork-Whiting,U.S. House,4,DEM,J.D. Scholten,154,88,242
Monona,Moorhead-Soldier-Soldier City-Spring Valley-Willow,U.S. House,4,DEM,J.D. Scholten,83,62,145
Monona,Onawa Ward 1,U.S. House,4,DEM,J.D. Scholten,65,39,104
Monona,Onawa Ward 2 -NE Franklin,U.S. House,4,DEM,J.D. Scholten,89,62,151
Monona,Onawa Ward 3,U.S. House,4,DEM,J.D. Scholten,87,57,144
Monona,Onawa Ward 4,U.S. House,4,DEM,J.D. Scholten,63,44,107
Monona,Sherman-SE Franklin-Blencoe-Sioux,U.S. House,4,DEM,J.D. Scholten,75,43,118
Monona,St. Clair-Ute,U.S. House,4,DEM,J.D. Scholten,83,12,95
Monona,AS-BV-KB-LN-NW FR-TU,U.S. House,4,REP,Steve King,112,86,198
Monona,Castana-Center-Jordan,U.S. House,4,REP,Steve King,56,45,101
Monona,Cooper-Maple-Mapleton,U.S. House,4,REP,Steve King,255,110,365
Monona,Fairview-Grant-Lake-Rodney-West Fork-Whiting,U.S. House,4,REP,Steve King,188,156,344
Monona,Moorhead-Soldier-Soldier City-Spring Valley-Willow,U.S. House,4,REP,Steve King,131,55,186
Monona,Onawa Ward 1,U.S. House,4,REP,Steve King,83,42,125
Monona,Onawa Ward 2 -NE Franklin,U.S. House,4,REP,Steve King,119,51,170
Monona,Onawa Ward 3,U.S. House,4,REP,Steve King,119,58,177
Monona,Onawa Ward 4,U.S. House,4,REP,Steve King,87,47,134
Monona,Sherman-SE Franklin-Blencoe-Sioux,U.S. House,4,REP,Steve King,99,37,136
Monona,St. Clair-Ute,U.S. House,4,REP,Steve King,84,35,119
Monona,AS-BV-KB-LN-NW FR-TU,U.S. House,4,LIB,Charles Aldrich,1,2,3
Monona,Castana-Center-Jordan,U.S. House,4,LIB,Charles Aldrich,2,1,3
Monona,Cooper-Maple-Mapleton,U.S. House,4,LIB,Charles Aldrich,4,3,7
Monona,Fairview-Grant-Lake-Rodney-West Fork-Whiting,U.S. House,4,LIB,Charles Aldrich,8,6,14
Monona,Moorhead-Soldier-Soldier City-Spring Valley-Willow,U.S. House,4,LIB,Charles Aldrich,10,1,11
Monona,Onawa Ward 1,U.S. House,4,LIB,Charles Aldrich,4,1,5
Monona,Onawa Ward 2 -NE Franklin,U.S. House,4,LIB,Charles Aldrich,4,0,4
Monona,Onawa Ward 3,U.S. House,4,LIB,Charles Aldrich,2,0,2
Monona,Onawa Ward 4,U.S. House,4,LIB,Charles Aldrich,2,0,2
Monona,Sherman-SE Franklin-Blencoe-Sioux,U.S. House,4,LIB,Charles Aldrich,4,1,5
Monona,St. Clair-Ute,U.S. House,4,LIB,Charles Aldrich,2,0,2
Monona,AS-BV-KB-LN-NW FR-TU,U.S. House,4,IND,Edward Peterson,1,0,1
Monona,Castana-Center-Jordan,U.S. House,4,IND,Edward Peterson,0,0,0
Monona,Cooper-Maple-Mapleton,U.S. House,4,IND,Edward Peterson,2,2,4
Monona,Fairview-Grant-Lake-Rodney-West Fork-Whiting,U.S. House,4,IND,Edward Peterson,2,3,5
Monona,Moorhead-Soldier-Soldier City-Spring Valley-Willow,U.S. House,4,IND,Edward Peterson,1,1,2
Monona,Onawa Ward 1,U.S. House,4,IND,Edward Peterson,1,1,2
Monona,Onawa Ward 2 -NE Franklin,U.S. House,4,IND,Edward Peterson,0,0,0
Monona,Onawa Ward 3,U.S. House,4,IND,Edward Peterson,0,2,2
Monona,Onawa Ward 4,U.S. House,4,IND,Edward Peterson,1,0,1
Monona,Sherman-SE Franklin-Blencoe-Sioux,U.S. House,4,IND,Edward Peterson,3,0,3
Monona,St. Clair-Ute,U.S. House,4,IND,Edward Peterson,1,0,1
Monona,AS-BV-KB-LN-NW FR-TU,U.S. House,4,,Write-ins,0,0,0
Monona,Castana-Center-Jordan,U.S. House,4,,Write-ins,0,2,2
Monona,Cooper-Maple-Mapleton,U.S. House,4,,Write-ins,0,0,0
Monona,Fairview-Grant-Lake-Rodney-West Fork-Whiting,U.S. House,4,,Write-ins,0,0,0
Monona,Moorhead-Soldier-Soldier City-Spring Valley-Willow,U.S. House,4,,Write-ins,1,0,1
Monona,Onawa Ward 1,U.S. House,4,,Write-ins,0,1,1
Monona,Onawa Ward 2 -NE Franklin,U.S. House,4,,Write-ins,0,0,0
