county,precinct,office,district,party,candidate,votes,election_day,absentee
Pottawattamie,CB 01,U.S. House,3,REP,David Young,243,163,80
Pottawattamie,CB 02,U.S. House,3,REP,David Young,410,264,146
Pottawattamie,CB 03,U.S. House,3,REP,David Young,292,200,92
Pottawattamie,CB 04,U.S. House,3,REP,David Young,325,188,137
Pottawattamie,CB 05,U.S. House,3,REP,David Young,363,202,161
Pottawattamie,CB 06,U.S. House,3,REP,David Young,522,323,199
Pottawattamie,CB 07,U.S. House,3,REP,David Young,527,326,201
Pottawattamie,CB 08,U.S. House,3,REP,David Young,696,397,299
Pottawattamie,CB 09,U.S. House,3,REP,David Young,497,246,251
Pottawattamie,CB 10A,U.S. House,3,REP,David Young,762,441,321
Pottawattamie,CB 10B,U.S. House,3,REP,David Young,821,464,357
Pottawattamie,CB 11,U.S. House,3,REP,David Young,491,329,162
Pottawattamie,CB 12,U.S. House,3,REP,David Young,605,338,267
Pottawattamie,CB 13,U.S. House,3,REP,David Young,237,149,88
Pottawattamie,CB 14,U.S. House,3,REP,David Young,242,158,84
Pottawattamie,CB 15,U.S. House,3,REP,David Young,278,154,124
Pottawattamie,CB 16,U.S. House,3,REP,David Young,299,173,126
Pottawattamie,CB 17,U.S. House,3,REP,David Young,381,235,146
Pottawattamie,CB 18,U.S. House,3,REP,David Young,410,268,142
Pottawattamie,CB 19,U.S. House,3,REP,David Young,282,170,112
Pottawattamie,CB 20,U.S. House,3,REP,David Young,420,268,152
Pottawattamie,CB 21,U.S. House,3,REP,David Young,339,197,142
Pottawattamie,Carter Lake 1,U.S. House,3,REP,David Young,310,237,73
Pottawattamie,Carter Lake 2,U.S. House,3,REP,David Young,290,233,57
Pottawattamie,Avoca,U.S. House,3,REP,David Young,448,341,107
Pottawattamie,Carson,U.S. House,3,REP,David Young,256,202,54
Pottawattamie,Crescent,U.S. House,3,REP,David Young,770,452,318
Pottawattamie,Garner,U.S. House,3,REP,David Young,1025,557,468
Pottawattamie,GLWCW,U.S. House,3,REP,David Young,293,166,127
Pottawattamie,Hancock,U.S. House,3,REP,David Young,128,114,14
Pottawattamie,Lewis 1,U.S. House,3,REP,David Young,685,380,305
Pottawattamie,Lewis 2,U.S. House,3,REP,David Young,807,435,372
Pottawattamie,Macedonia,U.S. House,3,REP,David Young,108,94,14
Pottawattamie,McClelland,U.S. House,3,REP,David Young,414,270,144
Pottawattamie,Minden,U.S. House,3,REP,David Young,421,306,115
Pottawattamie,Neola,U.S. House,3,REP,David Young,574,357,217
Pottawattamie,Oakland,U.S. House,3,REP,David Young,596,427,169
Pottawattamie,Treynor,U.S. House,3,REP,David Young,622,453,169
Pottawattamie,Underwood,U.S. House,3,REP,David Young,781,524,257
Pottawattamie,Walnut,U.S. House,3,REP,David Young,211,176,35
Pottawattamie,CB 01,U.S. House,3,DEM,Cindy Axne,319,191,128
Pottawattamie,CB 02,U.S. House,3,DEM,Cindy Axne,412,204,208
Pottawattamie,CB 03,U.S. House,3,DEM,Cindy Axne,336,188,148
Pottawattamie,CB 04,U.S. House,3,DEM,Cindy Axne,354,160,194
Pottawattamie,CB 05,U.S. House,3,DEM,Cindy Axne,350,176,174
Pottawattamie,CB 06,U.S. House,3,DEM,Cindy Axne,538,277,261
Pottawattamie,CB 07,U.S. House,3,DEM,Cindy Axne,512,294,218
Pottawattamie,CB 08,U.S. House,3,DEM,Cindy Axne,636,320,316
Pottawattamie,CB 09,U.S. House,3,DEM,Cindy Axne,455,214,241
Pottawattamie,CB 10A,U.S. House,3,DEM,Cindy Axne,704,326,378
Pottawattamie,CB 10B,U.S. House,3,DEM,Cindy Axne,557,317,240
Pottawattamie,CB 11,U.S. House,3,DEM,Cindy Axne,599,325,274
Pottawattamie,CB 12,U.S. House,3,DEM,Cindy Axne,500,258,242
Pottawattamie,CB 13,U.S. House,3,DEM,Cindy Axne,324,180,144
Pottawattamie,CB 14,U.S. House,3,DEM,Cindy Axne,343,200,143
Pottawattamie,CB 15,U.S. House,3,DEM,Cindy Axne,345,165,180
Pottawattamie,CB 16,U.S. House,3,DEM,Cindy Axne,339,167,172
Pottawattamie,CB 17,U.S. House,3,DEM,Cindy Axne,501,240,261
Pottawattamie,CB 18,U.S. House,3,DEM,Cindy Axne,421,218,203
Pottawattamie,CB 19,U.S. House,3,DEM,Cindy Axne,319,164,155
Pottawattamie,CB 20,U.S. House,3,DEM,Cindy Axne,314,188,126
Pottawattamie,CB 21,U.S. House,3,DEM,Cindy Axne,275,129,146
Pottawattamie,Carter Lake 1,U.S. House,3,DEM,Cindy Axne,239,153,86
Pottawattamie,Carter Lake 2,U.S. House,3,DEM,Cindy Axne,216,156,60
Pottawattamie,Avoca,U.S. House,3,DEM,Cindy Axne,294,218,76
Pottawattamie,Carson,U.S. House,3,DEM,Cindy Axne,119,100,19
Pottawattamie,Crescent,U.S. House,3,DEM,Cindy Axne,467,233,234
Pottawattamie,Garner,U.S. House,3,DEM,Cindy Axne,505,250,255
Pottawattamie,GLWCW,U.S. House,3,DEM,Cindy Axne,92,55,37
Pottawattamie,Hancock,U.S. House,3,DEM,Cindy Axne,59,52,7
Pottawattamie,Lewis 1,U.S. House,3,DEM,Cindy Axne,404,225,179
Pottawattamie,Lewis 2,U.S. House,3,DEM,Cindy Axne,424,218,206
Pottawattamie,Macedonia,U.S. House,3,DEM,Cindy Axne,50,40,10
Pottawattamie,McClelland,U.S. House,3,DEM,Cindy Axne,128,75,53
Pottawattamie,Minden,U.S. House,3,DEM,Cindy Axne,179,129,50
Pottawattamie,Neola,U.S. House,3,DEM,Cindy Axne,279,179,100
Pottawattamie,Oakland,U.S. House,3,DEM,Cindy Axne,276,187,89
Pottawattamie,Treynor,U.S. House,3,DEM,Cindy Axne,234,176,58
Pottawattamie,Underwood,U.S. House,3,DEM,Cindy Axne,487,274,213
Pottawattamie,Walnut,U.S. House,3,DEM,Cindy Axne,139,108,31
Pottawattamie,CB 01,U.S. House,3,LIB,Bryan Jack Holder,20,14,6
Pottawattamie,CB 02,U.S. House,3,LIB,Bryan Jack Holder,30,19,11
Pottawattamie,CB 03,U.S. House,3,LIB,Bryan Jack Holder,19,17,2
Pottawattamie,CB 04,U.S. House,3,LIB,Bryan Jack Holder,22,9,13
Pottawattamie,CB 05,U.S. House,3,LIB,Bryan Jack Holder,34,11,23
Pottawattamie,CB 06,U.S. House,3,LIB,Bryan Jack Holder,38,23,15
Pottawattamie,CB 07,U.S. House,3,LIB,Bryan Jack Holder,45,25,20
Pottawattamie,CB 08,U.S. House,3,LIB,Bryan Jack Holder,48,30,18
Pottawattamie,CB 09,U.S. House,3,LIB,Bryan Jack Holder,28,18,10
Pottawattamie,CB 10A,U.S. House,3,LIB,Bryan Jack Holder,52,29,23
Pottawattamie,CB 10B,U.S. House,3,LIB,Bryan Jack Holder,31,21,10
Pottawattamie,CB 11,U.S. House,3,LIB,Bryan Jack Holder,40,30,10
Pottawattamie,CB 12,U.S. House,3,LIB,Bryan Jack Holder,40,29,11
Pottawattamie,CB 13,U.S. House,3,LIB,Bryan Jack Holder,22,11,11
Pottawattamie,CB 14,U.S. House,3,LIB,Bryan Jack Holder,23,19,4
Pottawattamie,CB 15,U.S. House,3,LIB,Bryan Jack Holder,28,10,18
Pottawattamie,CB 16,U.S. House,3,LIB,Bryan Jack Holder,40,26,14
Pottawattamie,CB 17,U.S. House,3,LIB,Bryan Jack Holder,37,17,20
Pottawattamie,CB 18,U.S. House,3,LIB,Bryan Jack Holder,17,10,7
Pottawattamie,CB 19,U.S. House,3,LIB,Bryan Jack Holder,16,12,4
Pottawattamie,CB 20,U.S. House,3,LIB,Bryan Jack Holder,29,23,6
Pottawattamie,CB 21,U.S. House,3,LIB,Bryan Jack Holder,18,9,9
Pottawattamie,Carter Lake 1,U.S. House,3,LIB,Bryan Jack Holder,14,8,6
Pottawattamie,Carter Lake 2,U.S. House,3,LIB,Bryan Jack Holder,19,15,4
Pottawattamie,Avoca,U.S. House,3,LIB,Bryan Jack Holder,14,11,3
Pottawattamie,Carson,U.S. House,3,LIB,Bryan Jack Holder,6,3,3
Pottawattamie,Crescent,U.S. House,3,LIB,Bryan Jack Holder,38,21,17
Pottawattamie,Garner,U.S. House,3,LIB,Bryan Jack Holder,49,30,19
Pottawattamie,GLWCW,U.S. House,3,LIB,Bryan Jack Holder,5,4,1
Pottawattamie,Hancock,U.S. House,3,LIB,Bryan Jack Holder,3,1,2
Pottawattamie,Lewis 1,U.S. House,3,LIB,Bryan Jack Holder,24,16,8
