county,precinct,office,district,party,candidate,votes,election_day,absentee
Black Hawk,Barclay Lester Dunkerton,U.S. House,1,DEM,Abby Finkenauer,332,234,98
Black Hawk,Bennington,U.S. House,1,DEM,Abby Finkenauer,58,44,14
Black Hawk,Big Creek La Porte City,U.S. House,1,DEM,Abby Finkenauer,491,314,177
Black Hawk,Black Hawk Hudson Lincoln,U.S. House,1,DEM,Abby Finkenauer,615,349,266
Black Hawk,Cedar Orange,U.S. House,1,DEM,Abby Finkenauer,428,288,140
Black Hawk,CF W1 P1,U.S. House,1,DEM,Abby Finkenauer,475,316,159
Black Hawk,CF W1 P2,U.S. House,1,DEM,Abby Finkenauer,951,509,442
Black Hawk,CF W1 P3,U.S. House,1,DEM,Abby Finkenauer,899,511,388
Black Hawk,CF W2 P1,U.S. House,1,DEM,Abby Finkenauer,261,177,84
Black Hawk,CF W2 P2,U.S. House,1,DEM,Abby Finkenauer,883,534,349
Black Hawk,CF W2 P3,U.S. House,1,DEM,Abby Finkenauer,1201,510,691
Black Hawk,CF W3 P1,U.S. House,1,DEM,Abby Finkenauer,594,328,266
Black Hawk,CF W3 P2,U.S. House,1,DEM,Abby Finkenauer,853,425,428
Black Hawk,CF W3 P3,U.S. House,1,DEM,Abby Finkenauer,509,329,180
Black Hawk,CF W4 P1,U.S. House,1,DEM,Abby Finkenauer,838,519,319
Black Hawk,CF W4 P2,U.S. House,1,DEM,Abby Finkenauer,605,387,218
Black Hawk,CF W4 P3,U.S. House,1,DEM,Abby Finkenauer,525,352,173
Black Hawk,CF W5 P1,U.S. House,1,DEM,Abby Finkenauer,781,437,344
Black Hawk,CF W5 P2,U.S. House,1,DEM,Abby Finkenauer,783,417,366
Black Hawk,CF W5 P3,U.S. House,1,DEM,Abby Finkenauer,678,351,327
Black Hawk,Eagle,U.S. House,1,DEM,Abby Finkenauer,60,38,22
Black Hawk,Elk Run Heights/Raymond,U.S. House,1,DEM,Abby Finkenauer,432,286,146
Black Hawk,Evansdale W1,U.S. House,1,DEM,Abby Finkenauer,235,156,79
Black Hawk,Evansdale W2,U.S. House,1,DEM,Abby Finkenauer,209,151,58
Black Hawk,Evansdale W3,U.S. House,1,DEM,Abby Finkenauer,197,129,68
Black Hawk,Evansdale W4,U.S. House,1,DEM,Abby Finkenauer,256,179,77
Black Hawk,Mt Vernon,U.S. House,1,DEM,Abby Finkenauer,209,106,103
Black Hawk,Poyner P1 East Wloo,U.S. House,1,DEM,Abby Finkenauer,201,110,91
Black Hawk,Poyner P2 Gilb Fox Jesup,U.S. House,1,DEM,Abby Finkenauer,422,250,172
Black Hawk,Spring Creek,U.S. House,1,DEM,Abby Finkenauer,53,29,24
Black Hawk,Union,U.S. House,1,DEM,Abby Finkenauer,188,110,78
Black Hawk,Washington Janesville,U.S. House,1,DEM,Abby Finkenauer,135,89,46
Black Hawk,WL W1 P1,U.S. House,1,DEM,Abby Finkenauer,587,346,241
Black Hawk,WL W1 P2,U.S. House,1,DEM,Abby Finkenauer,555,307,248
Black Hawk,WL W1 P3,U.S. House,1,DEM,Abby Finkenauer,488,299,189
Black Hawk,WL W1 P4,U.S. House,1,DEM,Abby Finkenauer,518,296,222
Black Hawk,WL W1 P5,U.S. House,1,DEM,Abby Finkenauer,474,243,231
Black Hawk,WL W1 P6,U.S. House,1,DEM,Abby Finkenauer,660,350,310
Black Hawk,WL W2 P1,U.S. House,1,DEM,Abby Finkenauer,363,204,159
Black Hawk,WL W2 P2,U.S. House,1,DEM,Abby Finkenauer,363,203,160
Black Hawk,WL W2 P3,U.S. House,1,DEM,Abby Finkenauer,511,265,246
Black Hawk,WL W2 P4,U.S. House,1,DEM,Abby Finkenauer,776,397,379
Black Hawk,WL W2 P5,U.S. House,1,DEM,Abby Finkenauer,566,316,250
Black Hawk,WL W2 P6,U.S. House,1,DEM,Abby Finkenauer,515,254,261
Black Hawk,WL W3 P1,U.S. House,1,DEM,Abby Finkenauer,482,281,201
Black Hawk,WL W3 P2,U.S. House,1,DEM,Abby Finkenauer,506,269,237
Black Hawk,WL W3 P3,U.S. House,1,DEM,Abby Finkenauer,373,209,164
Black Hawk,WL W3 P4,U.S. House,1,DEM,Abby Finkenauer,327,196,131
Black Hawk,WL W3 P5,U.S. House,1,DEM,Abby Finkenauer,622,378,244
Black Hawk,WL W3 P6,U.S. House,1,DEM,Abby Finkenauer,336,178,158
Black Hawk,WL W4 P1,U.S. House,1,DEM,Abby Finkenauer,531,285,246
Black Hawk,WL W4 P2,U.S. House,1,DEM,Abby Finkenauer,362,168,194
Black Hawk,WL W4 P3,U.S. House,1,DEM,Abby Finkenauer,278,132,146
Black Hawk,WL W4 P4,U.S. House,1,DEM,Abby Finkenauer,407,237,170
Black Hawk,WL W4 P5,U.S. House,1,DEM,Abby Finkenauer,578,302,276
Black Hawk,WL W4 P6,U.S. House,1,DEM,Abby Finkenauer,276,156,120
Black Hawk,WL W5 P1,U.S. House,1,DEM,Abby Finkenauer,216,157,59
Black Hawk,WL W5 P2,U.S. House,1,DEM,Abby Finkenauer,489,336,153
Black Hawk,WL W5 P3,U.S. House,1,DEM,Abby Finkenauer,422,237,185
Black Hawk,WL W5 P4,U.S. House,1,DEM,Abby Finkenauer,559,345,214
Black Hawk,WL W5 P5,U.S. House,1,DEM,Abby Finkenauer,658,368,290
Black Hawk,WL W5 P6,U.S. House,1,DEM,Abby Finkenauer,512,273,239
Black Hawk,Barclay Lester Dunkerton,U.S. House,1,REP,Rod Blum,485,402,83
Black Hawk,Bennington,U.S. House,1,REP,Rod Blum,177,131,46
Black Hawk,Big Creek La Porte City,U.S. House,1,REP,Rod Blum,566,394,172
Black Hawk,Black Hawk Hudson Lincoln,U.S. House,1,REP,Rod Blum,985,703,282
Black Hawk,Cedar Orange,U.S. House,1,REP,Rod Blum,468,312,156
Black Hawk,CF W1 P1,U.S. House,1,REP,Rod Blum,349,272,77
Black Hawk,CF W1 P2,U.S. House,1,REP,Rod Blum,514,356,158
Black Hawk,CF W1 P3,U.S. House,1,REP,Rod Blum,393,260,133
Black Hawk,CF W2 P1,U.S. House,1,REP,Rod Blum,145,103,42
Black Hawk,CF W2 P2,U.S. House,1,REP,Rod Blum,760,467,293
Black Hawk,CF W2 P3,U.S. House,1,REP,Rod Blum,1205,613,592
Black Hawk,CF W3 P1,U.S. House,1,REP,Rod Blum,632,372,260
Black Hawk,CF W3 P2,U.S. House,1,REP,Rod Blum,947,587,360
Black Hawk,CF W3 P3,U.S. House,1,REP,Rod Blum,319,215,104
Black Hawk,CF W4 P1,U.S. House,1,REP,Rod Blum,538,381,157
Black Hawk,CF W4 P2,U.S. House,1,REP,Rod Blum,203,159,44
Black Hawk,CF W4 P3,U.S. House,1,REP,Rod Blum,238,173,65
Black Hawk,CF W5 P1,U.S. House,1,REP,Rod Blum,525,358,167
Black Hawk,CF W5 P2,U.S. House,1,REP,Rod Blum,501,313,188
Black Hawk,CF W5 P3,U.S. House,1,REP,Rod Blum,699,469,230
Black Hawk,Eagle,U.S. House,1,REP,Rod Blum,195,146,49
Black Hawk,Elk Run Heights/Raymond,U.S. House,1,REP,Rod Blum,368,273,95
Black Hawk,Evansdale W1,U.S. House,1,REP,Rod Blum,157,105,52
Black Hawk,Evansdale W2,U.S. House,1,REP,Rod Blum,181,143,38
Black Hawk,Evansdale W3,U.S. House,1,REP,Rod Blum,168,127,41
Black Hawk,Evansdale W4,U.S. House,1,REP,Rod Blum,212,171,41
Black Hawk,Mt Vernon,U.S. House,1,REP,Rod Blum,289,202,87
Black Hawk,Poyner P1 East Wloo,U.S. House,1,REP,Rod Blum,221,152,69
Black Hawk,Poyner P2 Gilb Fox Jesup,U.S. House,1,REP,Rod Blum,450,320,130
Black Hawk,Spring Creek,U.S. House,1,REP,Rod Blum,101,56,45
Black Hawk,Union,U.S. House,1,REP,Rod Blum,339,249,90
Black Hawk,Washington Janesville,U.S. House,1,REP,Rod Blum,196,155,41
Black Hawk,WL W1 P1,U.S. House,1,REP,Rod Blum,463,330,133
Black Hawk,WL W1 P2,U.S. House,1,REP,Rod Blum,391,256,135
Black Hawk,WL W1 P3,U.S. House,1,REP,Rod Blum,221,148,73
Black Hawk,WL W1 P4,U.S. House,1,REP,Rod Blum,454,311,143
Black Hawk,WL W1 P5,U.S. House,1,REP,Rod Blum,391,259,132
Black Hawk,WL W1 P6,U.S. House,1,REP,Rod Blum,828,503,325
Black Hawk,WL W2 P1,U.S. House,1,REP,Rod Blum,312,196,116
Black Hawk,WL W2 P2,U.S. House,1,REP,Rod Blum,221,155,66
Black Hawk,WL W2 P3,U.S. House,1,REP,Rod Blum,339,231,108
Black Hawk,WL W2 P4,U.S. House,1,REP,Rod Blum,564,368,196
Black Hawk,WL W2 P5,U.S. House,1,REP,Rod Blum,412,254,158
Black Hawk,WL W2 P6,U.S. House,1,REP,Rod Blum,532,338,194
Black Hawk,WL W3 P1,U.S. House,1,REP,Rod Blum,280,190,90
Black Hawk,WL W3 P2,U.S. House,1,REP,Rod Blum,242,157,85
Black Hawk,WL W3 P3,U.S. House,1,REP,Rod Blum,54,35,19
Black Hawk,WL W3 P4,U.S. House,1,REP,Rod Blum,105,83,22
Black Hawk,WL W3 P5,U.S. House,1,REP,Rod Blum,341,247,94
Black Hawk,WL W3 P6,U.S. House,1,REP,Rod Blum,109,72,37
Black Hawk,WL W4 P1,U.S. House,1,REP,Rod Blum,54,22,32
Black Hawk,WL W4 P2,U.S. House,1,REP,Rod Blum,53,35,18
Black Hawk,WL W4 P3,U.S. House,1,REP,Rod Blum,59,38,21
Black Hawk,WL W4 P4,U.S. House,1,REP,Rod Blum,152,109,43
Black Hawk,WL W4 P5,U.S. House,1,REP,Rod Blum,110,63,47
Black Hawk,WL W4 P6,U.S. House,1,REP,Rod Blum,132,86,46
Black Hawk,WL W5 P1,U.S. House,1,REP,Rod Blum,71,49,22
Black Hawk,WL W5 P2,U.S. House,1,REP,Rod Blum,257,189,68
Black Hawk,WL W5 P3,U.S. House,1,REP,Rod Blum,186,144,42
Black Hawk,WL W5 P4,U.S. House,1,REP,Rod Blum,363,248,115
Black Hawk,WL W5 P5,U.S. House,1,REP,Rod Blum,497,358,139
Black Hawk,WL W5 P6,U.S. House,1,REP,Rod Blum,384,224,160
Black Hawk,Barclay Lester Dunkerton,U.S. House,1,LIB,Troy Hageman,21,16,5
Black Hawk,Bennington,U.S. House,1,LIB,Troy Hageman,10,9,1
Black Hawk,Big Creek La Porte City,U.S. House,1,LIB,Troy Hageman,37,30,7
Black Hawk,Black Hawk Hudson Lincoln,U.S. House,1,LIB,Troy Hageman,42,32,10
Black Hawk,Cedar Orange,U.S. House,1,LIB,Troy Hageman,28,19,9
Black Hawk,CF W1 P1,U.S. House,1,LIB,Troy Hageman,31,23,8
Black Hawk,CF W1 P2,U.S. House,1,LIB,Troy Hageman,33,23,10
Black Hawk,CF W1 P3,U.S. House,1,LIB,Troy Hageman,49,31,18
Black Hawk,CF W2 P1,U.S. House,1,LIB,Troy Hageman,11,7,4
Black Hawk,CF W2 P2,U.S. House,1,LIB,Troy Hageman,28,15,13
Black Hawk,CF W2 P3,U.S. House,1,LIB,Troy Hageman,44,24,20
Black Hawk,CF W3 P1,U.S. House,1,LIB,Troy Hageman,23,16,7
Black Hawk,CF W3 P2,U.S. House,1,LIB,Troy Hageman,24,17,7
Black Hawk,CF W3 P3,U.S. House,1,LIB,Troy Hageman,20,15,5
Black Hawk,CF W4 P1,U.S. House,1,LIB,Troy Hageman,33,24,9
Black Hawk,CF W4 P2,U.S. House,1,LIB,Troy Hageman,23,21,2
Black Hawk,CF W4 P3,U.S. House,1,LIB,Troy Hageman,19,12,7
Black Hawk,CF W5 P1,U.S. House,1,LIB,Troy Hageman,32,20,12
Black Hawk,CF W5 P2,U.S. House,1,LIB,Troy Hageman,37,20,17
Black Hawk,CF W5 P3,U.S. House,1,LIB,Troy Hageman,29,18,11
Black Hawk,Eagle,U.S. House,1,LIB,Troy Hageman,5,4,1
Black Hawk,Elk Run Heights/Raymond,U.S. House,1,LIB,Troy Hageman,28,18,10
Black Hawk,Evansdale W1,U.S. House,1,LIB,Troy Hageman,17,14,3
Black Hawk,Evansdale W2,U.S. House,1,LIB,Troy Hageman,11,9,2
Black Hawk,Evansdale W3,U.S. House,1,LIB,Troy Hageman,13,9,4
Black Hawk,Evansdale W4,U.S. House,1,LIB,Troy Hageman,13,8,5
Black Hawk,Mt Vernon,U.S. House,1,LIB,Troy Hageman,22,17,5
Black Hawk,Poyner P1 East Wloo,U.S. House,1,LIB,Troy Hageman,21,10,11
Black Hawk,Poyner P2 Gilb Fox Jesup,U.S. House,1,LIB,Troy Hageman,17,11,6
Black Hawk,Spring Creek,U.S. House,1,LIB,Troy Hageman,2,1,1
Black Hawk,Union,U.S. House,1,LIB,Troy Hageman,11,8,3
Black Hawk,Washington Janesville,U.S. House,1,LIB,Troy Hageman,10,8,2
Black Hawk,WL W1 P1,U.S. House,1,LIB,Troy Hageman,38,30,8
Black Hawk,WL W1 P2,U.S. House,1,LIB,Troy Hageman,27,17,10
Black Hawk,WL W1 P3,U.S. House,1,LIB,Troy Hageman,22,16,6
Black Hawk,WL W1 P4,U.S. House,1,LIB,Troy Hageman,17,15,2
Black Hawk,WL W1 P5,U.S. House,1,LIB,Troy Hageman,22,11,11
Black Hawk,WL W1 P6,U.S. House,1,LIB,Troy Hageman,28,14,14
Black Hawk,WL W2 P1,U.S. House,1,LIB,Troy Hageman,11,5,6
Black Hawk,WL W2 P2,U.S. House,1,LIB,Troy Hageman,13,7,6
Black Hawk,WL W2 P3,U.S. House,1,LIB,Troy Hageman,29,20,9
Black Hawk,WL W2 P4,U.S. House,1,LIB,Troy Hageman,29,17,12
Black Hawk,WL W2 P5,U.S. House,1,LIB,Troy Hageman,29,15,14
Black Hawk,WL W2 P6,U.S. House,1,LIB,Troy Hageman,23,13,10
Black Hawk,WL W3 P1,U.S. House,1,LIB,Troy Hageman,24,16,8
Black Hawk,WL W3 P2,U.S. House,1,LIB,Troy Hageman,19,11,8
Black Hawk,WL W3 P3,U.S. House,1,LIB,Troy Hageman,8,4,4
Black Hawk,WL W3 P4,U.S. House,1,LIB,Troy Hageman,13,11,2
Black Hawk,WL W3 P5,U.S. House,1,LIB,Troy Hageman,34,22,12
Black Hawk,WL W3 P6,U.S. House,1,LIB,Troy Hageman,9,7,2
Black Hawk,WL W4 P1,U.S. House,1,LIB,Troy Hageman,24,13,11
Black Hawk,WL W4 P2,U.S. House,1,LIB,Troy Hageman,11,2,9
Black Hawk,WL W4 P3,U.S. House,1,LIB,Troy Hageman,8,6,2
Black Hawk,WL W4 P4,U.S. House,1,LIB,Troy Hageman,19,13,6
Black Hawk,WL W4 P5,U.S. House,1,LIB,Troy Hageman,11,8,3
Black Hawk,WL W4 P6,U.S. House,1,LIB,Troy Hageman,16,7,9
