county,precinct,office,district,party,candidate,votes,election_day,absentee
Henry,Northwest Precinct,U.S. House,2,REP,Christopher Peters,445,300,145
Henry,Northeast Precinct,U.S. House,2,REP,Christopher Peters,387,249,138
Henry,Southeast Precinct,U.S. House,2,REP,Christopher Peters,684,418,266
Henry,Southwest Precinct,U.S. House,2,REP,Christopher Peters,362,249,113
Henry,Mt Pleasant Ward 1,U.S. House,2,REP,Christopher Peters,336,156,180
Henry,Mt Pleasant Ward 2,U.S. House,2,REP,Christopher Peters,305,174,131
Henry,Mt Pleasant Ward 3,U.S. House,2,REP,Christopher Peters,348,160,188
Henry,Mt Pleasant Ward 4,U.S. House,2,REP,Christopher Peters,355,164,191
Henry,Central Precinct,U.S. House,2,REP,Christopher Peters,728,340,388
Henry,Northwest Precinct,U.S. House,2,DEM,Dave Loebsack,295,193,102
Henry,Northeast Precinct,U.S. House,2,DEM,Dave Loebsack,295,192,103
Henry,Southeast Precinct,U.S. House,2,DEM,Dave Loebsack,639,424,215
Henry,Southwest Precinct,U.S. House,2,DEM,Dave Loebsack,239,133,106
Henry,Mt Pleasant Ward 1,U.S. House,2,DEM,Dave Loebsack,310,105,205
Henry,Mt Pleasant Ward 2,U.S. House,2,DEM,Dave Loebsack,330,153,177
Henry,Mt Pleasant Ward 3,U.S. House,2,DEM,Dave Loebsack,354,162,192
Henry,Mt Pleasant Ward 4,U.S. House,2,DEM,Dave Loebsack,289,95,194
Henry,Central Precinct,U.S. House,2,DEM,Dave Loebsack,460,156,304
Henry,Northwest Precinct,U.S. House,2,LIB,Mark David Strauss,12,8,4
Henry,Northeast Precinct,U.S. House,2,LIB,Mark David Strauss,9,6,3
Henry,Southeast Precinct,U.S. House,2,LIB,Mark David Strauss,22,16,6
Henry,Southwest Precinct,U.S. House,2,LIB,Mark David Strauss,11,7,4
Henry,Mt Pleasant Ward 1,U.S. House,2,LIB,Mark David Strauss,15,10,5
Henry,Mt Pleasant Ward 2,U.S. House,2,LIB,Mark David Strauss,15,10,5
Henry,Mt Pleasant Ward 3,U.S. House,2,LIB,Mark David Strauss,8,5,3
Henry,Mt Pleasant Ward 4,U.S. House,2,LIB,Mark David Strauss,13,10,3
