county,precinct,office,district,party,candidate,votes,election_day,absentee
Louisa,Columbus Junction,U.S. House,2,DEM,Dave Loebsack,292,186,106
Louisa,Grandview-Port Louisa,U.S. House,2,DEM,Dave Loebsack,298,158,140
Louisa,Morning Sun-Marshall,U.S. House,2,DEM,Dave Loebsack,202,141,61
Louisa,Southeast Louisa,U.S. House,2,DEM,Dave Loebsack,513,305,208
Louisa,West Louisa,U.S. House,2,DEM,Dave Loebsack,374,263,111
Louisa,Columbus Junction,U.S. House,2,REP,Christopher Peters,178,129,49
Louisa,Grandview-Port Louisa,U.S. House,2,REP,Christopher Peters,375,252,123
Louisa,Morning Sun-Marshall,U.S. House,2,REP,Christopher Peters,312,242,70
Louisa,Southeast Louisa,U.S. House,2,REP,Christopher Peters,689,419,270
Louisa,West Louisa,U.S. House,2,REP,Christopher Peters,477,333,144
Louisa,Columbus Junction,U.S. House,2,LIB,Mark David Strauss,10,8,2
Louisa,Grandview-Port Louisa,U.S. House,2,LIB,Mark David Strauss,7,5,2
Louisa,Morning Sun-Marshall,U.S. House,2,LIB,Mark David Strauss,12,8,4
Louisa,Southeast Louisa,U.S. House,2,LIB,Mark David Strauss,17,10,7
Louisa,West Louisa,U.S. House,2,LIB,Mark David Strauss,14,10,4
Louisa,Columbus Junction,U.S. House,2,,Daniel Clark,3,3,0
Louisa,Grandview-Port Louisa,U.S. House,2,,Daniel Clark,4,4,0
Louisa,Morning Sun-Marshall,U.S. House,2,,Daniel Clark,3,2,1
Louisa,Southeast Louisa,U.S. House,2,,Daniel Clark,4,3,1
Louisa,West Louisa,U.S. House,2,,Daniel Clark,7,6,1
Louisa,Columbus Junction,U.S. House,2,,Write-in,0,0,0
Louisa,Grandview-Port Louisa,U.S. House,2,,Write-in,0,0,0
Louisa,Morning Sun-Marshall,U.S. House,2,,Write-in,0,0,0
Louisa,Southeast Louisa,U.S. House,2,,Write-in,0,0,0
Louisa,West Louisa,U.S. House,2,,Write-in,1,1,0
Louisa,Columbus Junction,Governor/Lieutenant Governor,,DEM,Fred Hubbell/Rita R. Hart,266,165,101
Louisa,Grandview-Port Louisa,Governor/Lieutenant Governor,,DEM,Fred Hubbell/Rita R. Hart,254,137,117
Louisa,Morning Sun-Marshall,Governor/Lieutenant Governor,,DEM,Fred Hubbell/Rita R. Hart,177,123,54
Louisa,Southeast Louisa,Governor/Lieutenant Governor,,DEM,Fred Hubbell/Rita R. Hart,455,273,182
Louisa,West Louisa,Governor/Lieutenant Governor,,DEM,Fred Hubbell/Rita R. Hart,317,217,100
Louisa,Columbus Junction,Governor/Lieutenant Governor,,REP,Kim Reynolds/Adam Gregg,209,153,56
Louisa,Grandview-Port Louisa,Governor/Lieutenant Governor,,REP,Kim Reynolds/Adam Gregg,420,273,147
Louisa,Morning Sun-Marshall,Governor/Lieutenant Governor,,REP,Kim Reynolds/Adam Gregg,352,269,83
Louisa,Southeast Louisa,Governor/Lieutenant Governor,,REP,Kim Reynolds/Adam Gregg,761,461,300
Louisa,West Louisa,Governor/Lieutenant Governor,,REP,Kim Reynolds/Adam Gregg,546,388,158
Louisa,Columbus Junction,Governor/Lieutenant Governor,,LIB,Jake Porter/Lynne Gentry,7,6,1
Louisa,Grandview-Port Louisa,Governor/Lieutenant Governor,,LIB,Jake Porter/Lynne Gentry,11,8,3
Louisa,Morning Sun-Marshall,Governor/Lieutenant Governor,,LIB,Jake Porter/Lynne Gentry,5,3,2
Louisa,Southeast Louisa,Governor/Lieutenant Governor,,LIB,Jake Porter/Lynne Gentry,15,7,8
Louisa,West Louisa,Governor/Lieutenant Governor,,LIB,Jake Porter/Lynne Gentry,8,8,0
Louisa,Columbus Junction,Governor/Lieutenant Governor,,CWP,Gary Siegwarth/Natalia Blaskovich,1,0,1
Louisa,Grandview-Port Louisa,Governor/Lieutenant Governor,,CWP,Gary Siegwarth/Natalia Blaskovich,3,2,1
Louisa,Morning Sun-Marshall,Governor/Lieutenant Governor,,CWP,Gary Siegwarth/Natalia Blaskovich,2,2,0
Louisa,Southeast Louisa,Governor/Lieutenant Governor,,CWP,Gary Siegwarth/Natalia Blaskovich,5,3,2
Louisa,West Louisa,Governor/Lieutenant Governor,,CWP,Gary Siegwarth/Natalia Blaskovich,7,4,3
Louisa,Columbus Junction,Governor/Lieutenant Governor,,,Write-in,3,3,0
Louisa,Grandview-Port Louisa,Governor/Lieutenant Governor,,,Write-in,0,0,0
Louisa,Morning Sun-Marshall,Governor/Lieutenant Governor,,,Write-in,1,0,1
Louisa,Southeast Louisa,Governor/Lieutenant Governor,,,Write-in,2,1,1
Louisa,West Louisa,Governor/Lieutenant Governor,,,Write-in,1,1,0
Louisa,Columbus Junction,Secretary of State,,DEM,Deidre DeJear,259,164,95
Louisa,Grandview-Port Louisa,Secretary of State,,DEM,Deidre DeJear,237,124,113
Louisa,Morning Sun-Marshall,Secretary of State,,DEM,Deidre DeJear,159,112,47
Louisa,Southeast Louisa,Secretary of State,,DEM,Deidre DeJear,401,234,167
Louisa,West Louisa,Secretary of State,,DEM,Deidre DeJear,294,205,89
Louisa,Columbus Junction,Secretary of State,,REP,Paul D. Pate,207,149,58
Louisa,Grandview-Port Louisa,Secretary of State,,REP,Paul D. Pate,426,275,151
Louisa,Morning Sun-Marshall,Secretary of State,,REP,Paul D. Pate,360,272,88
Louisa,Southeast Louisa,Secretary of State,,REP,Paul D. Pate,789,485,304
Louisa,West Louisa,Secretary of State,,REP,Paul D. Pate,548,386,162
Louisa,Columbus Junction,Secretary of State,,LIB,Jules Ofenbakh,8,6,2
Louisa,Grandview-Port Louisa,Secretary of State,,LIB,Jules Ofenbakh,17,14,3
Louisa,Morning Sun-Marshall,Secretary of State,,LIB,Jules Ofenbakh,12,7,5
