county,precinct,office,district,party,candidate,votes,election_day,absentee
Linn,Cedar Rapids 01,U.S. House,1,LIB,Troy Hageman,42,29,13
Linn,Cedar Rapids 02,U.S. House,1,LIB,Troy Hageman,30,23,7
Linn,Cedar Rapids 03,U.S. House,1,LIB,Troy Hageman,32,22,10
Linn,Cedar Rapids 04,U.S. House,1,LIB,Troy Hageman,29,23,6
Linn,Cedar Rapids 05,U.S. House,1,LIB,Troy Hageman,43,25,18
Linn,Cedar Rapids 06,U.S. House,1,LIB,Troy Hageman,49,33,16
Linn,Cedar Rapids 07,U.S. House,1,LIB,Troy Hageman,34,17,17
Linn,Cedar Rapids 08,U.S. House,1,LIB,Troy Hageman,53,32,21
Linn,Cedar Rapids 09,U.S. House,1,LIB,Troy Hageman,36,24,12
Linn,Cedar Rapids 10,U.S. House,1,LIB,Troy Hageman,33,25,8
Linn,Cedar Rapids 11,U.S. House,1,LIB,Troy Hageman,32,21,11
Linn,Cedar Rapids 12,U.S. House,1,LIB,Troy Hageman,45,29,16
Linn,Cedar Rapids 13,U.S. House,1,LIB,Troy Hageman,48,31,17
Linn,Cedar Rapids 14,U.S. House,1,LIB,Troy Hageman,55,37,18
Linn,Cedar Rapids 15,U.S. House,1,LIB,Troy Hageman,19,14,5
Linn,Cedar Rapids 16,U.S. House,1,LIB,Troy Hageman,52,32,20
Linn,Cedar Rapids 17,U.S. House,1,LIB,Troy Hageman,40,27,13
Linn,Cedar Rapids 18,U.S. House,1,LIB,Troy Hageman,37,27,10
Linn,Cedar Rapids 19,U.S. House,1,LIB,Troy Hageman,60,33,27
Linn,Cedar Rapids 20,U.S. House,1,LIB,Troy Hageman,53,40,13
Linn,Cedar Rapids 21,U.S. House,1,LIB,Troy Hageman,45,31,14
Linn,Cedar Rapids 22,U.S. House,1,LIB,Troy Hageman,21,6,15
Linn,Cedar Rapids 23,U.S. House,1,LIB,Troy Hageman,37,31,6
Linn,Cedar Rapids 24,U.S. House,1,LIB,Troy Hageman,31,23,8
Linn,Cedar Rapids 25,U.S. House,1,LIB,Troy Hageman,38,33,5
Linn,Cedar Rapids 26,U.S. House,1,LIB,Troy Hageman,54,41,13
Linn,Cedar Rapids 27,U.S. House,1,LIB,Troy Hageman,48,34,14
Linn,Cedar Rapids 28,U.S. House,1,LIB,Troy Hageman,60,39,21
Linn,Cedar Rapids 29,U.S. House,1,LIB,Troy Hageman,55,34,21
Linn,Cedar Rapids 30,U.S. House,1,LIB,Troy Hageman,46,27,19
Linn,Cedar Rapids 31,U.S. House,1,LIB,Troy Hageman,39,28,11
Linn,Cedar Rapids 32,U.S. House,1,LIB,Troy Hageman,42,27,15
Linn,Cedar Rapids 33,U.S. House,1,LIB,Troy Hageman,61,40,21
Linn,Cedar Rapids 34,U.S. House,1,LIB,Troy Hageman,60,39,21
Linn,Cedar Rapids 35,U.S. House,1,LIB,Troy Hageman,51,31,20
Linn,Cedar Rapids 36,U.S. House,1,LIB,Troy Hageman,42,27,15
Linn,Cedar Rapids 37,U.S. House,1,LIB,Troy Hageman,61,41,20
Linn,Cedar Rapids 38,U.S. House,1,LIB,Troy Hageman,46,28,18
Linn,Cedar Rapids 39,U.S. House,1,LIB,Troy Hageman,55,29,26
Linn,Cedar Rapids 40,U.S. House,1,LIB,Troy Hageman,37,24,13
Linn,Cedar Rapids 41,U.S. House,1,LIB,Troy Hageman,70,43,27
Linn,Cedar Rapids 42,U.S. House,1,LIB,Troy Hageman,44,25,19
Linn,Cedar Rapids 43,U.S. House,1,LIB,Troy Hageman,30,21,9
Linn,Cedar Rapids 44,U.S. House,1,LIB,Troy Hageman,22,14,8
Linn,Fairfax,U.S. House,1,LIB,Troy Hageman,35,28,7
Linn,Hiawatha 01,U.S. House,1,LIB,Troy Hageman,52,41,11
Linn,Hiawatha 02,U.S. House,1,LIB,Troy Hageman,37,23,14
Linn,Hiawatha 03,U.S. House,1,LIB,Troy Hageman,12,8,4
Linn,Hiawatha 04,U.S. House,1,LIB,Troy Hageman,2,2,0
Linn,Marion 01,U.S. House,1,LIB,Troy Hageman,43,30,13
Linn,Marion 02,U.S. House,1,LIB,Troy Hageman,29,19,10
Linn,Marion 03,U.S. House,1,LIB,Troy Hageman,43,25,18
Linn,Marion 04,U.S. House,1,LIB,Troy Hageman,30,23,7
Linn,Marion 05,U.S. House,1,LIB,Troy Hageman,48,30,18
Linn,Marion 06,U.S. House,1,LIB,Troy Hageman,71,50,21
Linn,Marion 07,U.S. House,1,LIB,Troy Hageman,41,31,10
Linn,Marion 08,U.S. House,1,LIB,Troy Hageman,53,32,21
Linn,Marion 09,U.S. House,1,LIB,Troy Hageman,54,35,19
Linn,Marion 10,U.S. House,1,LIB,Troy Hageman,38,27,11
Linn,Marion 11,U.S. House,1,LIB,Troy Hageman,43,31,12
Linn,Marion 12,U.S. House,1,LIB,Troy Hageman,31,22,9
Linn,Marion 13,U.S. House,1,LIB,Troy Hageman,41,34,7
Linn,Marion 14,U.S. House,1,LIB,Troy Hageman,40,29,11
Linn,Mount Vernon North,U.S. House,1,LIB,Troy Hageman,32,28,4
Linn,Mount Vernon South,U.S. House,1,LIB,Troy Hageman,32,24,8
Linn,Robins,U.S. House,1,LIB,Troy Hageman,47,36,11
Linn,Bertram Township,U.S. House,1,LIB,Troy Hageman,54,38,16
Linn,Boulder Township,U.S. House,1,LIB,Troy Hageman,10,7,3
Linn,Brown Township,U.S. House,1,LIB,Troy Hageman,46,36,10
Linn,Buffalo Township,U.S. House,1,LIB,Troy Hageman,8,6,2
Linn,Clinton Township,U.S. House,1,LIB,Troy Hageman,11,8,3
Linn,College Township,U.S. House,1,LIB,Troy Hageman,10,7,3
Linn,Fairfax Township,U.S. House,1,LIB,Troy Hageman,23,16,7
Linn,Fayette Township,U.S. House,1,LIB,Troy Hageman,24,18,6
Linn,Franklin Township,U.S. House,1,LIB,Troy Hageman,45,32,13
Linn,Grant Township,U.S. House,1,LIB,Troy Hageman,24,17,7
Linn,Jackson Township,U.S. House,1,LIB,Troy Hageman,34,25,9
Linn,Linn Township,U.S. House,1,LIB,Troy Hageman,13,7,6
