county,precinct,office,district,party,candidate,votes,election_day,absentee
Dallas,Adams,U.S. House,3,REP,David Young,495,300,195
Dallas,Adel 1,U.S. House,3,REP,David Young,436,243,193
Dallas,Adel 2,U.S. House,3,REP,David Young,865,555,310
Dallas,Beaver/Des Moines,U.S. House,3,REP,David Young,487,375,112
Dallas,Clive 5,U.S. House,3,REP,David Young,810,475,335
Dallas,Clive 6,U.S. House,3,REP,David Young,1064,648,416
Dallas,Colfax/Adel,U.S. House,3,REP,David Young,464,272,192
Dallas,De Soto,U.S. House,3,REP,David Young,189,140,49
Dallas,Lincoln,U.S. House,3,REP,David Young,329,233,96
Dallas,Perry 1,U.S. House,3,REP,David Young,289,212,77
Dallas,Perry 2,U.S. House,3,REP,David Young,261,200,61
Dallas,Perry 3,U.S. House,3,REP,David Young,246,193,53
Dallas,Spring Valley/Dallas,U.S. House,3,REP,David Young,229,154,75
Dallas,Sugar Grove/Dallas Center,U.S. House,3,REP,David Young,694,535,159
Dallas,Union,U.S. House,3,REP,David Young,544,406,138
Dallas,Urbandale 13,U.S. House,3,REP,David Young,1130,652,478
Dallas,Urbandale 14,U.S. House,3,REP,David Young,1085,561,524
Dallas,Urbandale 15,U.S. House,3,REP,David Young,725,408,317
Dallas,Van Meter,U.S. House,3,REP,David Young,1025,689,336
Dallas,Walnut/Grimes/Grant,U.S. House,3,REP,David Young,657,491,166
Dallas,Waukee 1,U.S. House,3,REP,David Young,750,485,265
Dallas,Waukee 2,U.S. House,3,REP,David Young,763,492,271
Dallas,Waukee 3,U.S. House,3,REP,David Young,765,424,341
Dallas,Waukee 4,U.S. House,3,REP,David Young,928,544,384
Dallas,Waukee 5,U.S. House,3,REP,David Young,791,539,252
Dallas,Waukee 6,U.S. House,3,REP,David Young,732,473,259
Dallas,West Des Moines 221,U.S. House,3,REP,David Young,930,528,402
Dallas,West Des Moines 222,U.S. House,3,REP,David Young,621,339,282
Dallas,West Des Moines 223,U.S. House,3,REP,David Young,539,364,175
Dallas,West Des Moines,U.S. House,3,REP,David Young,150,102,48
Dallas,West Des Moines 225,U.S. House,3,REP,David Young,720,466,254
Dallas,West Des Moines 226,U.S. House,3,REP,David Young,356,230,126
Dallas,West Des Moines 321,U.S. House,3,REP,David Young,629,396,233
Dallas,West Des Moines 322,U.S. House,3,REP,David Young,391,174,217
Dallas,Adams,U.S. House,3,DEM,Cindy Axne,226,130,96
Dallas,Adel 1,U.S. House,3,DEM,Cindy Axne,337,148,189
Dallas,Adel 2,U.S. House,3,DEM,Cindy Axne,638,312,326
Dallas,Beaver/Des Moines,U.S. House,3,DEM,Cindy Axne,475,315,160
Dallas,Clive 5,U.S. House,3,DEM,Cindy Axne,663,307,356
Dallas,Clive 6,U.S. House,3,DEM,Cindy Axne,850,413,437
Dallas,Colfax/Adel,U.S. House,3,DEM,Cindy Axne,206,105,101
Dallas,De Soto,U.S. House,3,DEM,Cindy Axne,170,121,49
Dallas,Lincoln,U.S. House,3,DEM,Cindy Axne,166,92,74
Dallas,Perry 1,U.S. House,3,DEM,Cindy Axne,488,334,154
Dallas,Perry 2,U.S. House,3,DEM,Cindy Axne,393,248,145
Dallas,Perry 3,U.S. House,3,DEM,Cindy Axne,412,290,122
Dallas,Spring Valley/Dallas,U.S. House,3,DEM,Cindy Axne,185,111,74
Dallas,Sugar Grove/Dallas Center,U.S. House,3,DEM,Cindy Axne,459,317,142
Dallas,Union,U.S. House,3,DEM,Cindy Axne,340,221,119
Dallas,Urbandale 13,U.S. House,3,DEM,Cindy Axne,987,455,532
Dallas,Urbandale 14,U.S. House,3,DEM,Cindy Axne,714,320,394
Dallas,Urbandale 15,U.S. House,3,DEM,Cindy Axne,491,261,230
Dallas,Van Meter,U.S. House,3,DEM,Cindy Axne,487,302,185
Dallas,Walnut/Grimes/Grant,U.S. House,3,DEM,Cindy Axne,416,282,134
Dallas,Waukee 1,U.S. House,3,DEM,Cindy Axne,756,416,340
Dallas,Waukee 2,U.S. House,3,DEM,Cindy Axne,907,493,414
Dallas,Waukee 3,U.S. House,3,DEM,Cindy Axne,980,504,476
