county,precinct,office,district,party,candidate,votes,absentee,polling
Monona,Ashton-Lincoln-Belvidere-Kennebec- Turin-Franklin,U.S. House,4,REP,Cyndi Hanson,8,1,7
Monona,Castana-Center-Jordan,U.S. House,4,REP,Cyndi Hanson,23,4,19
Monona,Cooper-Maple-Mapleton,U.S. House,4,REP,Cyndi Hanson,18,1,17
Monona,Fairview-Grant-Lake-Rodney-Whiting-West Fork,U.S. House,4,REP,Cyndi Hanson,11,2,9
Monona,Moorhead-Soldier-Soldier City-Spring Valley-Willow,U.S. House,4,REP,Cyndi Hanson,11,0,11
Monona,Onawa Ward 1,U.S. House,4,REP,Cyndi Hanson,2,1,1
Monona,Onawa Ward 2 - Franklin,U.S. House,4,REP,Cyndi Hanson,18,2,16
Monona,Onawa Ward 3,U.S. House,4,REP,Cyndi Hanson,12,2,10
Monona,Onawa Ward 4,U.S. House,4,REP,Cyndi Hanson,3,0,3
Monona,Sherman-SE Franklin-Blencoe-Sioux,U.S. House,4,REP,Cyndi Hanson,6,0,6
Monona,St. Clair-Ute,U.S. House,4,REP,Cyndi Hanson,9,0,9
Monona,Ashton-Lincoln-Belvidere-Kennebec- Turin-Franklin,U.S. House,4,REP,Steve King,28,1,27
Monona,Castana-Center-Jordan,U.S. House,4,REP,Steve King,12,0,12
Monona,Cooper-Maple-Mapleton,U.S. House,4,REP,Steve King,57,7,50
Monona,Fairview-Grant-Lake-Rodney-Whiting-West Fork,U.S. House,4,REP,Steve King,45,6,39
Monona,Moorhead-Soldier-Soldier City-Spring Valley-Willow,U.S. House,4,REP,Steve King,16,1,15
Monona,Onawa Ward 1,U.S. House,4,REP,Steve King,21,1,20
Monona,Onawa Ward 2 - Franklin,U.S. House,4,REP,Steve King,31,4,27
Monona,Onawa Ward 3,U.S. House,4,REP,Steve King,35,5,30
Monona,Onawa Ward 4,U.S. House,4,REP,Steve King,20,0,20
Monona,Sherman-SE Franklin-Blencoe-Sioux,U.S. House,4,REP,Steve King,13,1,12
Monona,St. Clair-Ute,U.S. House,4,REP,Steve King,17,1,16
Monona,Ashton-Lincoln-Belvidere-Kennebec- Turin-Franklin,U.S. House,4,,Write-in,0,0,0
Monona,Castana-Center-Jordan,U.S. House,4,,Write-in,0,0,0
Monona,Cooper-Maple-Mapleton,U.S. House,4,,Write-in,0,0,0
Monona,Fairview-Grant-Lake-Rodney-Whiting-West Fork,U.S. House,4,,Write-in,0,0,0
Monona,Moorhead-Soldier-Soldier City-Spring Valley-Willow,U.S. House,4,,Write-in,0,0,0
Monona,Onawa Ward 1,U.S. House,4,,Write-in,0,0,0
Monona,Onawa Ward 2 - Franklin,U.S. House,4,,Write-in,0,0,0
Monona,Onawa Ward 3,U.S. House,4,,Write-in,0,0,0
Monona,Onawa Ward 4,U.S. House,4,,Write-in,0,0,0
Monona,Sherman-SE Franklin-Blencoe-Sioux,U.S. House,4,,Write-in,0,0,0
Monona,St. Clair-Ute,U.S. House,4,,Write-in,0,0,0
Monona,Ashton-Lincoln-Belvidere-Kennebec- Turin-Franklin,Governor,,REP,Kim Reynolds,33,2,31
Monona,Castana-Center-Jordan,Governor,,REP,Kim Reynolds,29,2,27
