county,precinct,office,district,party,candidate,votes,absentee,polling
O'Brien,Carroll-Floyd,United States Representative District 4,,REP,Cyndi Hanson,15,4,11
O'Brien,Franklin,United States Representative District 4,,REP,Cyndi Hanson,32,1,31
O'Brien,Hartley-Lincoln-Omega,United States Representative District 4,,REP,Cyndi Hanson,29,2,27
O'Brien,Sheldon 1st Ward,United States Representative District 4,,REP,Cyndi Hanson,40,1,39
O'Brien,Sheldon 2nd Ward,United States Representative District 4,,REP,Cyndi Hanson,18,0,18
O'Brien,Sheldon 3rd Ward,United States Representative District 4,,REP,Cyndi Hanson,12,2,10
O'Brien,Summit-Center-Dale-Highland,United States Representative District 4,,REP,Cyndi Hanson,88,6,82
O'Brien,Union-Baker-Caledonia,United States Representative District 4,,REP,Cyndi Hanson,26,2,24
O'Brien,Waterman-Grant-Liberty,United States Representative District 4,,REP,Cyndi Hanson,61,6,55
O'Brien,Carroll-Floyd,United States Representative District 4,,REP,Steve King,59,13,46
O'Brien,Franklin,United States Representative District 4,,REP,Steve King,143,10,133
O'Brien,Hartley-Lincoln-Omega,United States Representative District 4,,REP,Steve King,78,5,73
O'Brien,Sheldon 1st Ward,United States Representative District 4,,REP,Steve King,149,7,142
O'Brien,Sheldon 2nd Ward,United States Representative District 4,,REP,Steve King,47,2,45
O'Brien,Sheldon 3rd Ward,United States Representative District 4,,REP,Steve King,58,2,56
O'Brien,Summit-Center-Dale-Highland,United States Representative District 4,,REP,Steve King,140,18,122
O'Brien,Union-Baker-Caledonia,United States Representative District 4,,REP,Steve King,96,7,89
O'Brien,Waterman-Grant-Liberty,United States Representative District 4,,REP,Steve King,110,5,105
O'Brien,Carroll-Floyd,United States Representative District 4,,,Write-in,0,0,0
O'Brien,Franklin,United States Representative District 4,,,Write-in,0,0,0
O'Brien,Hartley-Lincoln-Omega,United States Representative District 4,,,Write-in,0,0,0
O'Brien,Sheldon 1st Ward,United States Representative District 4,,,Write-in,0,0,0
O'Brien,Sheldon 2nd Ward,United States Representative District 4,,,Write-in,0,0,0
O'Brien,Sheldon 3rd Ward,United States Representative District 4,,,Write-in,0,0,0
O'Brien,Summit-Center-Dale-Highland,United States Representative District 4,,,Write-in,0,0,0
O'Brien,Union-Baker-Caledonia,United States Representative District 4,,,Write-in,0,0,0
O'Brien,Waterman-Grant-Liberty,United States Representative District 4,,,Write-in,0,0,0
O'Brien,Carroll-Floyd,Governor,,REP,Kim Reynolds,63,12,51
O'Brien,Franklin,Governor,,REP,Kim Reynolds,160,10,150
O'Brien,Hartley-Lincoln-Omega,Governor,,REP,Kim Reynolds,101,7,94
O'Brien,Sheldon 1st Ward,Governor,,REP,Kim Reynolds,177,9,168
O'Brien,Sheldon 2nd Ward,Governor,,REP,Kim Reynolds,60,3,57
O'Brien,Sheldon 3rd Ward,Governor,,REP,Kim Reynolds,68,4,64
O'Brien,Summit-Center-Dale-Highland,Governor,,REP,Kim Reynolds,206,22,184
O'Brien,Union-Baker-Caledonia,Governor,,REP,Kim Reynolds,119,9,110
O'Brien,Waterman-Grant-Liberty,Governor,,REP,Kim Reynolds,145,7,138
O'Brien,Carroll-Floyd,Governor,,,Write-in,0,0,0
O'Brien,Franklin,Governor,,,Write-in,0,0,0
O'Brien,Hartley-Lincoln-Omega,Governor,,,Write-in,0,0,0
O'Brien,Sheldon 1st Ward,Governor,,,Write-in,0,0,0
O'Brien,Sheldon 2nd Ward,Governor,,,Write-in,0,0,0
O'Brien,Sheldon 3rd Ward,Governor,,,Write-in,0,0,0
O'Brien,Summit-Center-Dale-Highland,Governor,,,Write-in,0,0,0
O'Brien,Union-Baker-Caledonia,Governor,,,Write-in,0,0,0
O'Brien,Waterman-Grant-Liberty,Governor,,,Write-in,0,0,0
O'Brien,Carroll-Floyd,Secretary of State,,REP,Paul D. Pate,50,8,42
O'Brien,Franklin,Secretary of State,,REP,Paul D. Pate,150,10,140
O'Brien,Hartley-Lincoln-Omega,Secretary of State,,REP,Paul D. Pate,90,3,87
O'Brien,Sheldon 1st Ward,Secretary of State,,REP,Paul D. Pate,163,6,157
O'Brien,Sheldon 2nd Ward,Secretary of State,,REP,Paul D. Pate,55,2,53
O'Brien,Sheldon 3rd Ward,Secretary of State,,REP,Paul D. Pate,60,2,58
O'Brien,Summit-Center-Dale-Highland,Secretary of State,,REP,Paul D. Pate,172,22,150
O'Brien,Union-Baker-Caledonia,Secretary of State,,REP,Paul D. Pate,106,8,98
O'Brien,Waterman-Grant-Liberty,Secretary of State,,REP,Paul D. Pate,126,4,122
O'Brien,Carroll-Floyd,Secretary of State,,,Write-in,0,0,0
O'Brien,Franklin,Secretary of State,,,Write-in,0,0,0
O'Brien,Hartley-Lincoln-Omega,Secretary of State,,,Write-in,0,0,0
O'Brien,Sheldon 1st Ward,Secretary of State,,,Write-in,0,0,0
O'Brien,Sheldon 2nd Ward,Secretary of State,,,Write-in,0,0,0
O'Brien,Sheldon 3rd Ward,Secretary of State,,,Write-in,0,0,0
O'Brien,Summit-Center-Dale-Highland,Secretary of State,,,Write-in,0,0,0
O'Brien,Union-Baker-Caledonia,Secretary of State,,,Write-in,0,0,0
O'Brien,Waterman-Grant-Liberty,Secretary of State,,,Write-in,0,0,0
O'Brien,Carroll-Floyd,Auditor of State,,REP,Mary Mosiman,47,7,40
O'Brien,Franklin,Auditor of State,,REP,Mary Mosiman,138,9,129
O'Brien,Hartley-Lincoln-Omega,Auditor of State,,REP,Mary Mosiman,84,3,81
O'Brien,Sheldon 1st Ward,Auditor of State,,REP,Mary Mosiman,157,6,151
O'Brien,Sheldon 2nd Ward,Auditor of State,,REP,Mary Mosiman,54,2,52
O'Brien,Sheldon 3rd Ward,Auditor of State,,REP,Mary Mosiman,58,2,56
O'Brien,Summit-Center-Dale-Highland,Auditor of State,,REP,Mary Mosiman,171,22,149
O'Brien,Union-Baker-Caledonia,Auditor of State,,REP,Mary Mosiman,103,8,95
O'Brien,Waterman-Grant-Liberty,Auditor of State,,REP,Mary Mosiman,122,4,118
O'Brien,Carroll-Floyd,Auditor of State,,,Write-in,0,0,0
O'Brien,Franklin,Auditor of State,,,Write-in,0,0,0
O'Brien,Hartley-Lincoln-Omega,Auditor of State,,,Write-in,0,0,0
O'Brien,Sheldon 1st Ward,Auditor of State,,,Write-in,0,0,0
O'Brien,Sheldon 2nd Ward,Auditor of State,,,Write-in,0,0,0
O'Brien,Sheldon 3rd Ward,Auditor of State,,,Write-in,0,0,0
O'Brien,Summit-Center-Dale-Highland,Auditor of State,,,Write-in,0,0,0
O'Brien,Union-Baker-Caledonia,Auditor of State,,,Write-in,0,0,0
O'Brien,Waterman-Grant-Liberty,Auditor of State,,,Write-in,0,0,0
O'Brien,Carroll-Floyd,Treasurer of State,,REP,Tom Farnsworth,0,0,0
O'Brien,Franklin,Treasurer of State,,REP,Tom Farnsworth,0,0,0
O'Brien,Hartley-Lincoln-Omega,Treasurer of State,,REP,Tom Farnsworth,0,0,0
O'Brien,Sheldon 1st Ward,Treasurer of State,,REP,Tom Farnsworth,0,0,0
O'Brien,Sheldon 2nd Ward,Treasurer of State,,REP,Tom Farnsworth,0,0,0
O'Brien,Sheldon 3rd Ward,Treasurer of State,,REP,Tom Farnsworth,1,0,1
O'Brien,Summit-Center-Dale-Highland,Treasurer of State,,REP,Tom Farnsworth,0,0,0
O'Brien,Union-Baker-Caledonia,Treasurer of State,,REP,Tom Farnsworth,0,0,0
O'Brien,Waterman-Grant-Liberty,Treasurer of State,,REP,Tom Farnsworth,0,0,0
O'Brien,Carroll-Floyd,Treasurer of State,,REP,Jay Jones,0,0,0
O'Brien,Franklin,Treasurer of State,,REP,Jay Jones,0,0,0
O'Brien,Hartley-Lincoln-Omega,Treasurer of State,,REP,Jay Jones,0,0,0
O'Brien,Sheldon 1st Ward,Treasurer of State,,REP,Jay Jones,0,0,0
O'Brien,Sheldon 2nd Ward,Treasurer of State,,REP,Jay Jones,0,0,0
O'Brien,Sheldon 3rd Ward,Treasurer of State,,REP,Jay Jones,0,0,0
O'Brien,Summit-Center-Dale-Highland,Treasurer of State,,REP,Jay Jones,0,0,0
O'Brien,Union-Baker-Caledonia,Treasurer of State,,REP,Jay Jones,1,0,1
O'Brien,Waterman-Grant-Liberty,Treasurer of State,,REP,Jay Jones,0,0,0
O'Brien,Carroll-Floyd,Treasurer of State,,REP,Jim Nieuwenhuis,0,0,0
O'Brien,Franklin,Treasurer of State,,REP,Jim Nieuwenhuis,0,0,0
O'Brien,Hartley-Lincoln-Omega,Treasurer of State,,REP,Jim Nieuwenhuis,0,0,0
O'Brien,Sheldon 1st Ward,Treasurer of State,,REP,Jim Nieuwenhuis,0,0,0
