county,precinct,office,district,party,candidate,votes,absentee,polling
Butler,1-GR,U.S. House,4,REP,Cyndi Hanson,52,1,51
Butler,2-CL,U.S. House,4,REP,Cyndi Hanson,21,6,15
Butler,3-DU,U.S. House,4,REP,Cyndi Hanson,11,2,9
Butler,4-AL,U.S. House,4,REP,Cyndi Hanson,22,2,20
Butler,5-AP,U.S. House,4,REP,Cyndi Hanson,60,7,53
Butler,6-SR,U.S. House,4,REP,Cyndi Hanson,20,1,19
Butler,7-PB,U.S. House,4,REP,Cyndi Hanson,93,0,93
Butler,8-NH,U.S. House,4,REP,Cyndi Hanson,10,1,9
Butler,1-GR,U.S. House,4,REP,Steve King,87,6,81
Butler,2-CL,U.S. House,4,REP,Steve King,53,2,51
Butler,3-DU,U.S. House,4,REP,Steve King,48,5,43
Butler,4-AL,U.S. House,4,REP,Steve King,73,9,64
Butler,5-AP,U.S. House,4,REP,Steve King,169,16,153
Butler,6-SR,U.S. House,4,REP,Steve King,59,1,58
Butler,7-PB,U.S. House,4,REP,Steve King,211,9,202
Butler,8-NH,U.S. House,4,REP,Steve King,28,5,23
Butler,1-GR,U.S. House,4,,Write-in,0,0,0
Butler,2-CL,U.S. House,4,,Write-in,0,0,0
Butler,3-DU,U.S. House,4,,Write-in,0,0,0
Butler,4-AL,U.S. House,4,,Write-in,0,0,0
Butler,5-AP,U.S. House,4,,Write-in,0,0,0
Butler,6-SR,U.S. House,4,,Write-in,0,0,0
Butler,7-PB,U.S. House,4,,Write-in,0,0,0
Butler,8-NH,U.S. House,4,,Write-in,0,0,0
Butler,1-GR,Governor,,REP,Kim Reynolds,123,8,115
Butler,2-CL,Governor,,REP,Kim Reynolds,72,8,64
Butler,3-DU,Governor,,REP,Kim Reynolds,54,5,49
Butler,4-AL,Governor,,REP,Kim Reynolds,93,13,80
Butler,5-AP,Governor,,REP,Kim Reynolds,227,23,204
Butler,6-SR,Governor,,REP,Kim Reynolds,73,2,71
Butler,7-PB,Governor,,REP,Kim Reynolds,285,10,275
Butler,8-NH,Governor,,REP,Kim Reynolds,40,6,34
Butler,1-GR,Governor,,,Write-in,0,0,0
Butler,2-CL,Governor,,,Write-in,0,0,0
Butler,3-DU,Governor,,,Write-in,0,0,0
Butler,4-AL,Governor,,,Write-in,0,0,0
Butler,5-AP,Governor,,,Write-in,0,0,0
Butler,6-SR,Governor,,,Write-in,0,0,0
Butler,7-PB,Governor,,,Write-in,0,0,0
Butler,8-NH,Governor,,,Write-in,0,0,0
Butler,1-GR,Secretary of State,,REP,Paul D. Pate,111,5,106
Butler,2-CL,Secretary of State,,REP,Paul D. Pate,65,8,57
Butler,3-DU,Secretary of State,,REP,Paul D. Pate,54,8,46
Butler,4-AL,Secretary of State,,REP,Paul D. Pate,83,12,71
Butler,5-AP,Secretary of State,,REP,Paul D. Pate,206,20,186
Butler,6-SR,Secretary of State,,REP,Paul D. Pate,66,2,64
Butler,7-PB,Secretary of State,,REP,Paul D. Pate,273,8,265
Butler,8-NH,Secretary of State,,REP,Paul D. Pate,38,6,32
Butler,1-GR,Secretary of State,,,Write-in,0,0,0
Butler,2-CL,Secretary of State,,,Write-in,0,0,0
Butler,3-DU,Secretary of State,,,Write-in,0,0,0
Butler,4-AL,Secretary of State,,,Write-in,0,0,0
Butler,5-AP,Secretary of State,,,Write-in,0,0,0
Butler,6-SR,Secretary of State,,,Write-in,0,0,0
Butler,7-PB,Secretary of State,,,Write-in,0,0,0
Butler,8-NH,Secretary of State,,,Write-in,0,0,0
Butler,1-GR,Auditor of State,,REP,Mary Mosiman,103,6,97
Butler,2-CL,Auditor of State,,REP,Mary Mosiman,64,8,56
Butler,3-DU,Auditor of State,,REP,Mary Mosiman,51,7,44
Butler,4-AL,Auditor of State,,REP,Mary Mosiman,79,12,67
Butler,5-AP,Auditor of State,,REP,Mary Mosiman,201,20,181
Butler,6-SR,Auditor of State,,REP,Mary Mosiman,64,2,62
Butler,7-PB,Auditor of State,,REP,Mary Mosiman,266,9,257
Butler,8-NH,Auditor of State,,REP,Mary Mosiman,35,4,31
Butler,1-GR,Auditor of State,,,Write-in,0,0,0
Butler,2-CL,Auditor of State,,,Write-in,0,0,0
Butler,3-DU,Auditor of State,,,Write-in,0,0,0
Butler,4-AL,Auditor of State,,,Write-in,0,0,0
Butler,5-AP,Auditor of State,,,Write-in,0,0,0
Butler,6-SR,Auditor of State,,,Write-in,0,0,0
Butler,7-PB,Auditor of State,,,Write-in,0,0,0
Butler,8-NH,Auditor of State,,,Write-in,0,0,0
Butler,1-GR,Treasurer of State,,REP,Blank,2,0,2
Butler,2-CL,Treasurer of State,,REP,Blank,0,0,0
Butler,3-DU,Treasurer of State,,REP,Blank,0,0,0
Butler,4-AL,Treasurer of State,,REP,Blank,1,0,1
Butler,5-AP,Treasurer of State,,REP,Blank,0,0,0
Butler,6-SR,Treasurer of State,,REP,Blank,1,0,1
Butler,7-PB,Treasurer of State,,REP,Blank,5,0,5
Butler,8-NH,Treasurer of State,,REP,Blank,1,0,1
Butler,1-GR,Treasurer of State,,REP,Cory Troyna,0,0,0
Butler,2-CL,Treasurer of State,,REP,Cory Troyna,0,0,0
Butler,3-DU,Treasurer of State,,REP,Cory Troyna,0,0,0
Butler,4-AL,Treasurer of State,,REP,Cory Troyna,0,0,0
Butler,5-AP,Treasurer of State,,REP,Cory Troyna,1,0,1
Butler,6-SR,Treasurer of State,,REP,Cory Troyna,0,0,0
Butler,7-PB,Treasurer of State,,REP,Cory Troyna,0,0,0
Butler,8-NH,Treasurer of State,,REP,Cory Troyna,0,0,0
Butler,1-GR,Treasurer of State,,REP,Roxey Nickols,0,0,0
Butler,2-CL,Treasurer of State,,REP,Roxey Nickols,0,0,0
Butler,3-DU,Treasurer of State,,REP,Roxey Nickols,0,0,0
Butler,4-AL,Treasurer of State,,REP,Roxey Nickols,0,0,0
Butler,5-AP,Treasurer of State,,REP,Roxey Nickols,0,0,0
Butler,6-SR,Treasurer of State,,REP,Roxey Nickols,0,0,0
Butler,7-PB,Treasurer of State,,REP,Roxey Nickols,1,0,1
Butler,8-NH,Treasurer of State,,REP,Roxey Nickols,0,0,0
Butler,1-GR,Treasurer of State,,REP,Emily Klinkenborge,0,0,0
Butler,2-CL,Treasurer of State,,REP,Emily Klinkenborge,0,0,0
Butler,3-DU,Treasurer of State,,REP,Emily Klinkenborge,0,0,0
Butler,4-AL,Treasurer of State,,REP,Emily Klinkenborge,0,0,0
Butler,5-AP,Treasurer of State,,REP,Emily Klinkenborge,0,0,0
Butler,6-SR,Treasurer of State,,REP,Emily Klinkenborge,0,0,0
Butler,7-PB,Treasurer of State,,REP,Emily Klinkenborge,1,0,1
Butler,8-NH,Treasurer of State,,REP,Emily Klinkenborge,0,0,0
Butler,1-GR,Treasurer of State,,REP,Mikael Timmer,0,0,0
Butler,2-CL,Treasurer of State,,REP,Mikael Timmer,0,0,0
Butler,3-DU,Treasurer of State,,REP,Mikael Timmer,0,0,0
Butler,4-AL,Treasurer of State,,REP,Mikael Timmer,0,0,0
Butler,5-AP,Treasurer of State,,REP,Mikael Timmer,0,0,0
Butler,6-SR,Treasurer of State,,REP,Mikael Timmer,0,0,0
Butler,7-PB,Treasurer of State,,REP,Mikael Timmer,1,0,1
Butler,8-NH,Treasurer of State,,REP,Mikael Timmer,0,0,0
Butler,1-GR,Treasurer of State,,REP,Emily Russel,0,0,0
Butler,2-CL,Treasurer of State,,REP,Emily Russel,0,0,0
Butler,3-DU,Treasurer of State,,REP,Emily Russel,0,0,0
Butler,4-AL,Treasurer of State,,REP,Emily Russel,0,0,0
Butler,5-AP,Treasurer of State,,REP,Emily Russel,0,0,0
Butler,6-SR,Treasurer of State,,REP,Emily Russel,0,0,0
Butler,7-PB,Treasurer of State,,REP,Emily Russel,2,0,2
Butler,8-NH,Treasurer of State,,REP,Emily Russel,0,0,0
Butler,1-GR,Treasurer of State,,REP,Mike Fitzgerald,0,0,0
Butler,2-CL,Treasurer of State,,REP,Mike Fitzgerald,0,0,0
Butler,3-DU,Treasurer of State,,REP,Mike Fitzgerald,1,1,0
Butler,4-AL,Treasurer of State,,REP,Mike Fitzgerald,0,0,0
