county,precinct,office,district,party,candidate,votes,election_day_total_votes
Hardin,Eldora-Pleasant-Providence-Union,County Board of Supervisors,,REP,Reneé McClellan,117,117
Hardin,Eldora City,County Board of Supervisors,,REP,Reneé McClellan,141,141
Hardin,Alden-Buckeye,County Board of Supervisors,,,Write-in,0,0
Hardin,Hardin-Ellis-Jackson,County Board of Supervisors,,,Write-in,0,0
Hardin,Iowa Falls #1,County Board of Supervisors,,,Write-in,0,0
Hardin,Iowa Falls #2,County Board of Supervisors,,,Write-in,0,0
Hardin,Etna-Clay,County Board of Supervisors,,,Write-in,0,0
Hardin,Concord-Sherman-Grant-Tipton,County Board of Supervisors,,,Write-in,0,0
Hardin,Eldora-Pleasant-Providence-Union,County Board of Supervisors,,,Write-in,0,0
Hardin,Eldora City,County Board of Supervisors,,,Write-in,1,1
Hardin,Alden-Buckeye,County Board of Supervisors,,DEM,Nick Schutt,38,38
Hardin,Hardin-Ellis-Jackson,County Board of Supervisors,,DEM,Nick Schutt,70,70
Hardin,Iowa Falls #1,County Board of Supervisors,,DEM,Nick Schutt,114,114
Hardin,Iowa Falls #2,County Board of Supervisors,,DEM,Nick Schutt,117,117
Hardin,Etna-Clay,County Board of Supervisors,,DEM,Nick Schutt,72,72
Hardin,Concord-Sherman-Grant-Tipton,County Board of Supervisors,,DEM,Nick Schutt,61,61
Hardin,Eldora-Pleasant-Providence-Union,County Board of Supervisors,,DEM,Nick Schutt,44,44
Hardin,Eldora City,County Board of Supervisors,,DEM,Nick Schutt,88,88
Hardin,Alden-Buckeye,County Treasurer,,REP,Machel Eichmeier,51,51
Hardin,Hardin-Ellis-Jackson,County Treasurer,,REP,Machel Eichmeier,69,69
Hardin,Iowa Falls #1,County Treasurer,,REP,Machel Eichmeier,54,54
Hardin,Iowa Falls #2,County Treasurer,,REP,Machel Eichmeier,147,147
Hardin,Etna-Clay,County Treasurer,,REP,Machel Eichmeier,179,179
Hardin,Concord-Sherman-Grant-Tipton,County Treasurer,,REP,Machel Eichmeier,163,163
Hardin,Eldora-Pleasant-Providence-Union,County Treasurer,,REP,Machel Eichmeier,128,128
Hardin,Eldora City,County Treasurer,,REP,Machel Eichmeier,143,143
Hardin,Alden-Buckeye,County Treasurer,,REP,Tina Schlemme,19,19
Hardin,Hardin-Ellis-Jackson,County Treasurer,,REP,Tina Schlemme,35,35
Hardin,Iowa Falls #1,County Treasurer,,REP,Tina Schlemme,21,21
Hardin,Iowa Falls #2,County Treasurer,,REP,Tina Schlemme,54,54
Hardin,Etna-Clay,County Treasurer,,REP,Tina Schlemme,15,15
Hardin,Concord-Sherman-Grant-Tipton,County Treasurer,,REP,Tina Schlemme,28,28
Hardin,Eldora-Pleasant-Providence-Union,County Treasurer,,REP,Tina Schlemme,31,31
Hardin,Eldora City,County Treasurer,,REP,Tina Schlemme,43,43
Hardin,Alden-Buckeye,County Treasurer,,,Write-in,0,0
Hardin,Hardin-Ellis-Jackson,County Treasurer,,,Write-in,0,0
Hardin,Iowa Falls #1,County Treasurer,,,Write-in,1,1
Hardin,Iowa Falls #2,County Treasurer,,,Write-in,0,0
Hardin,Etna-Clay,County Treasurer,,,Write-in,2,2
Hardin,Concord-Sherman-Grant-Tipton,County Treasurer,,,Write-in,0,0
Hardin,Eldora-Pleasant-Providence-Union,County Treasurer,,,Write-in,0,0
Hardin,Eldora City,County Treasurer,,,Write-in,1,1
Hardin,Alden-Buckeye,County Recorder,,REP,Lori S. Kadner,58,58
Hardin,Hardin-Ellis-Jackson,County Recorder,,REP,Lori S. Kadner,85,85
Hardin,Iowa Falls #1,County Recorder,,REP,Lori S. Kadner,60,60
Hardin,Iowa Falls #2,County Recorder,,REP,Lori S. Kadner,177,177
Hardin,Etna-Clay,County Recorder,,REP,Lori S. Kadner,166,166
Hardin,Concord-Sherman-Grant-Tipton,County Recorder,,REP,Lori S. Kadner,178,178
Hardin,Eldora-Pleasant-Providence-Union,County Recorder,,REP,Lori S. Kadner,150,150
Hardin,Eldora City,County Recorder,,REP,Lori S. Kadner,181,181
Hardin,Alden-Buckeye,County Recorder,,,Write-in,0,0
Hardin,Hardin-Ellis-Jackson,County Recorder,,,Write-in,0,0
Hardin,Iowa Falls #1,County Recorder,,,Write-in,0,0
Hardin,Iowa Falls #2,County Recorder,,,Write-in,0,0
Hardin,Etna-Clay,County Recorder,,,Write-in,0,0
Hardin,Concord-Sherman-Grant-Tipton,County Recorder,,,Write-in,0,0
Hardin,Eldora-Pleasant-Providence-Union,County Recorder,,,Write-in,0,0
Hardin,Eldora City,County Recorder,,,Write-in,0,0
Hardin,Alden-Buckeye,County Attorney,,REP,Richard N. Dunn,29,29
Hardin,Hardin-Ellis-Jackson,County Attorney,,REP,Richard N. Dunn,32,32
Hardin,Iowa Falls #1,County Attorney,,REP,Richard N. Dunn,21,21
Hardin,Iowa Falls #2,County Attorney,,REP,Richard N. Dunn,81,81
Hardin,Etna-Clay,County Attorney,,REP,Richard N. Dunn,91,91
Hardin,Concord-Sherman-Grant-Tipton,County Attorney,,REP,Richard N. Dunn,75,75
Hardin,Eldora-Pleasant-Providence-Union,County Attorney,,REP,Richard N. Dunn,58,58
Hardin,Eldora City,County Attorney,,REP,Richard N. Dunn,29,29
Hardin,Alden-Buckeye,County Attorney,,,Write-in,0,0
Hardin,Hardin-Ellis-Jackson,County Attorney,,,Write-in,0,0
Hardin,Iowa Falls #1,County Attorney,,,Write-in,0,0
Hardin,Iowa Falls #2,County Attorney,,,Write-in,0,0
Hardin,Etna-Clay,County Attorney,,,Write-in,0,0
Hardin,Concord-Sherman-Grant-Tipton,County Attorney,,,Write-in,0,0
Hardin,Eldora-Pleasant-Providence-Union,County Attorney,,,Write-in,0,0
Hardin,Eldora City,County Attorney,,,Write-in,0,0
