county,precinct,office,district,party,candidate,votes,absentee,polling
Sac,Schaller,United States Representative District 4,,REP,Cyndi Hanson,17,0,17
Sac,Nemaha,United States Representative District 4,,REP,Cyndi Hanson,18,5,13
Sac,Early,United States Representative District 4,,REP,Cyndi Hanson,8,1,7
Sac,Sac City,United States Representative District 4,,REP,Cyndi Hanson,110,12,98
Sac,Lytton,United States Representative District 4,,REP,Cyndi Hanson,18,3,15
Sac,Odebolt,United States Representative District 4,,REP,Cyndi Hanson,14,0,14
Sac,Lake View,United States Representative District 4,,REP,Cyndi Hanson,12,1,11
Sac,Auburn,United States Representative District 4,,REP,Cyndi Hanson,7,0,7
Sac,Wall Lake,United States Representative District 4,,REP,Cyndi Hanson,17,0,17
Sac,Schaller,United States Representative District 4,,REP,Steve King,43,1,42
Sac,Nemaha,United States Representative District 4,,REP,Steve King,33,4,29
Sac,Early,United States Representative District 4,,REP,Steve King,32,3,29
Sac,Sac City,United States Representative District 4,,REP,Steve King,174,23,151
Sac,Lytton,United States Representative District 4,,REP,Steve King,46,7,39
Sac,Odebolt,United States Representative District 4,,REP,Steve King,81,2,79
Sac,Lake View,United States Representative District 4,,REP,Steve King,103,3,100
Sac,Auburn,United States Representative District 4,,REP,Steve King,23,0,23
Sac,Wall Lake,United States Representative District 4,,REP,Steve King,75,4,71
Sac,Schaller,United States Representative District 4,,,Write-in,0,0,0
Sac,Nemaha,United States Representative District 4,,,Write-in,0,0,0
Sac,Early,United States Representative District 4,,,Write-in,0,0,0
Sac,Sac City,United States Representative District 4,,,Write-in,0,0,0
Sac,Lytton,United States Representative District 4,,,Write-in,0,0,0
Sac,Odebolt,United States Representative District 4,,,Write-in,0,0,0
Sac,Lake View,United States Representative District 4,,,Write-in,0,0,0
Sac,Auburn,United States Representative District 4,,,Write-in,0,0,0
Sac,Wall Lake,United States Representative District 4,,,Write-in,0,0,0
Sac,Schaller,Governor,,REP,Kim Reynolds,54,1,53
Sac,Nemaha,Governor,,REP,Kim Reynolds,44,7,37
Sac,Early,Governor,,REP,Kim Reynolds,38,3,35
