county,precinct,office,district,party,candidate,votes,absentee,polling
Ringgold,ATHENS,United States Representative District 3,,REP,David Young,38,0,38
Ringgold,CLINTON,United States Representative District 3,,REP,David Young,19,0,19
Ringgold,MOUNT AYR 1,United States Representative District 3,,REP,David Young,95,0,95
Ringgold,MOUNT AYR 2,United States Representative District 3,,REP,David Young,100,0,100
Ringgold,TINGLEY,United States Representative District 3,,REP,David Young,36,0,36
Ringgold,UNION,United States Representative District 3,,REP,David Young,43,0,43
Ringgold,WASHINGTON,United States Representative District 3,,REP,David Young,65,0,65
Ringgold,ATHENS,United States Representative District 3,,,Write-in,0,0,0
Ringgold,CLINTON,United States Representative District 3,,,Write-in,0,0,0
Ringgold,MOUNT AYR 1,United States Representative District 3,,,Write-in,0,0,0
Ringgold,MOUNT AYR 2,United States Representative District 3,,,Write-in,0,0,0
Ringgold,TINGLEY,United States Representative District 3,,,Write-in,0,0,0
Ringgold,UNION,United States Representative District 3,,,Write-in,0,0,0
Ringgold,WASHINGTON,United States Representative District 3,,,Write-in,0,0,0
Ringgold,ATHENS,Governor,,REP,Kim Reynolds,39,0,39
Ringgold,CLINTON,Governor,,REP,Kim Reynolds,19,0,19
Ringgold,MOUNT AYR 1,Governor,,REP,Kim Reynolds,100,0,100
Ringgold,MOUNT AYR 2,Governor,,REP,Kim Reynolds,95,0,95
Ringgold,TINGLEY,Governor,,REP,Kim Reynolds,40,0,40
Ringgold,UNION,Governor,,REP,Kim Reynolds,44,0,44
Ringgold,WASHINGTON,Governor,,REP,Kim Reynolds,64,0,64
Ringgold,ATHENS,Governor,,,Write-in,0,0,0
Ringgold,CLINTON,Governor,,,Write-in,0,0,0
Ringgold,MOUNT AYR 1,Governor,,,Write-in,0,0,0
Ringgold,MOUNT AYR 2,Governor,,,Write-in,0,0,0
Ringgold,TINGLEY,Governor,,,Write-in,0,0,0
Ringgold,UNION,Governor,,,Write-in,0,0,0
Ringgold,WASHINGTON,Governor,,,Write-in,0,0,0
Ringgold,ATHENS,Secretary of State,,REP,Paul D. Pate,38,0,38
Ringgold,CLINTON,Secretary of State,,REP,Paul D. Pate,19,0,19
Ringgold,MOUNT AYR 1,Secretary of State,,REP,Paul D. Pate,92,0,92
Ringgold,MOUNT AYR 2,Secretary of State,,REP,Paul D. Pate,88,0,88
Ringgold,TINGLEY,Secretary of State,,REP,Paul D. Pate,31,0,31
Ringgold,UNION,Secretary of State,,REP,Paul D. Pate,41,0,41
Ringgold,WASHINGTON,Secretary of State,,REP,Paul D. Pate,58,0,58
Ringgold,ATHENS,Secretary of State,,,Write-in,0,0,0
Ringgold,CLINTON,Secretary of State,,,Write-in,0,0,0
Ringgold,MOUNT AYR 1,Secretary of State,,,Write-in,0,0,0
Ringgold,MOUNT AYR 2,Secretary of State,,,Write-in,0,0,0
Ringgold,TINGLEY,Secretary of State,,,Write-in,0,0,0
Ringgold,UNION,Secretary of State,,,Write-in,0,0,0
Ringgold,WASHINGTON,Secretary of State,,,Write-in,0,0,0
Ringgold,ATHENS,Auditor of State,,REP,Mary Mosiman,35,0,35
Ringgold,CLINTON,Auditor of State,,REP,Mary Mosiman,18,0,18
Ringgold,MOUNT AYR 1,Auditor of State,,REP,Mary Mosiman,85,0,85
Ringgold,MOUNT AYR 2,Auditor of State,,REP,Mary Mosiman,84,0,84
Ringgold,TINGLEY,Auditor of State,,REP,Mary Mosiman,28,0,28
Ringgold,UNION,Auditor of State,,REP,Mary Mosiman,37,0,37
Ringgold,WASHINGTON,Auditor of State,,REP,Mary Mosiman,53,0,53
Ringgold,ATHENS,Auditor of State,,,Write-in,0,0,0
Ringgold,CLINTON,Auditor of State,,,Write-in,0,0,0
Ringgold,MOUNT AYR 1,Auditor of State,,,Write-in,0,0,0
Ringgold,MOUNT AYR 2,Auditor of State,,,Write-in,0,0,0
Ringgold,TINGLEY,Auditor of State,,,Write-in,0,0,0
Ringgold,UNION,Auditor of State,,,Write-in,0,0,0
Ringgold,WASHINGTON,Auditor of State,,,Write-in,0,0,0
Ringgold,ATHENS,Treasurer of State,,,Write-in,0,0,0
Ringgold,CLINTON,Treasurer of State,,,Write-in,0,0,0
Ringgold,MOUNT AYR 1,Treasurer of State,,,Write-in,0,0,0
Ringgold,MOUNT AYR 2,Treasurer of State,,,Write-in,0,0,0
Ringgold,TINGLEY,Treasurer of State,,,Write-in,0,0,0
Ringgold,UNION,Treasurer of State,,,Write-in,0,0,0
Ringgold,WASHINGTON,Treasurer of State,,,Write-in,0,0,0
Ringgold,ATHENS,Secretary of Agriculture,,REP,Ray Gaesser,18,0,18
Ringgold,CLINTON,Secretary of Agriculture,,REP,Ray Gaesser,9,0,9
Ringgold,MOUNT AYR 1,Secretary of Agriculture,,REP,Ray Gaesser,48,0,48
Ringgold,MOUNT AYR 2,Secretary of Agriculture,,REP,Ray Gaesser,48,0,48
Ringgold,TINGLEY,Secretary of Agriculture,,REP,Ray Gaesser,12,0,12
Ringgold,UNION,Secretary of Agriculture,,REP,Ray Gaesser,23,0,23
Ringgold,WASHINGTON,Secretary of Agriculture,,REP,Ray Gaesser,44,0,44
Ringgold,ATHENS,Secretary of Agriculture,,REP,Chad Ingels,2,0,2
Ringgold,CLINTON,Secretary of Agriculture,,REP,Chad Ingels,2,0,2
Ringgold,MOUNT AYR 1,Secretary of Agriculture,,REP,Chad Ingels,8,0,8
Ringgold,MOUNT AYR 2,Secretary of Agriculture,,REP,Chad Ingels,4,0,4
Ringgold,TINGLEY,Secretary of Agriculture,,REP,Chad Ingels,0,0,0
Ringgold,UNION,Secretary of Agriculture,,REP,Chad Ingels,3,0,3
Ringgold,WASHINGTON,Secretary of Agriculture,,REP,Chad Ingels,2,0,2
Ringgold,ATHENS,Secretary of Agriculture,,REP,Craig Lang,10,0,10
Ringgold,CLINTON,Secretary of Agriculture,,REP,Craig Lang,1,0,1
Ringgold,MOUNT AYR 1,Secretary of Agriculture,,REP,Craig Lang,22,0,22
Ringgold,MOUNT AYR 2,Secretary of Agriculture,,REP,Craig Lang,14,0,14
Ringgold,TINGLEY,Secretary of Agriculture,,REP,Craig Lang,7,0,7
Ringgold,UNION,Secretary of Agriculture,,REP,Craig Lang,5,0,5
Ringgold,WASHINGTON,Secretary of Agriculture,,REP,Craig Lang,6,0,6
Ringgold,ATHENS,Secretary of Agriculture,,REP,Mike Naig,5,0,5
Ringgold,CLINTON,Secretary of Agriculture,,REP,Mike Naig,6,0,6
Ringgold,MOUNT AYR 1,Secretary of Agriculture,,REP,Mike Naig,14,0,14
Ringgold,MOUNT AYR 2,Secretary of Agriculture,,REP,Mike Naig,16,0,16
Ringgold,TINGLEY,Secretary of Agriculture,,REP,Mike Naig,14,0,14
Ringgold,UNION,Secretary of Agriculture,,REP,Mike Naig,5,0,5
Ringgold,WASHINGTON,Secretary of Agriculture,,REP,Mike Naig,11,0,11
Ringgold,ATHENS,Secretary of Agriculture,,REP,Dan Zumbach,0,0,0
Ringgold,CLINTON,Secretary of Agriculture,,REP,Dan Zumbach,1,0,1
Ringgold,MOUNT AYR 1,Secretary of Agriculture,,REP,Dan Zumbach,4,0,4
Ringgold,MOUNT AYR 2,Secretary of Agriculture,,REP,Dan Zumbach,15,0,15
Ringgold,TINGLEY,Secretary of Agriculture,,REP,Dan Zumbach,1,0,1
Ringgold,UNION,Secretary of Agriculture,,REP,Dan Zumbach,2,0,2
Ringgold,WASHINGTON,Secretary of Agriculture,,REP,Dan Zumbach,2,0,2
Ringgold,ATHENS,Secretary of Agriculture,,,Write-in,0,0,0
Ringgold,CLINTON,Secretary of Agriculture,,,Write-in,0,0,0
Ringgold,MOUNT AYR 1,Secretary of Agriculture,,,Write-in,0,0,0
Ringgold,MOUNT AYR 2,Secretary of Agriculture,,,Write-in,0,0,0
Ringgold,TINGLEY,Secretary of Agriculture,,,Write-in,0,0,0
Ringgold,UNION,Secretary of Agriculture,,,Write-in,0,0,0
Ringgold,WASHINGTON,Secretary of Agriculture,,,Write-in,0,0,0
Ringgold,ATHENS,Attorney General,,,Write-in,0,0,0
Ringgold,CLINTON,Attorney General,,,Write-in,0,0,0
Ringgold,MOUNT AYR 1,Attorney General,,,Write-in,0,0,0
Ringgold,MOUNT AYR 2,Attorney General,,,Write-in,0,0,0
Ringgold,TINGLEY,Attorney General,,,Write-in,0,0,0
Ringgold,UNION,Attorney General,,,Write-in,0,0,0
Ringgold,WASHINGTON,Attorney General,,,Write-in,0,0,0
Ringgold,ATHENS,State Representative District  24,,REP,Cecil Dolecheck,35,0,35
Ringgold,CLINTON,State Representative District  24,,REP,Cecil Dolecheck,17,0,17
Ringgold,MOUNT AYR 1,State Representative District  24,,REP,Cecil Dolecheck,96,0,96
Ringgold,MOUNT AYR 2,State Representative District  24,,REP,Cecil Dolecheck,94,0,94
Ringgold,TINGLEY,State Representative District  24,,REP,Cecil Dolecheck,40,0,40
Ringgold,UNION,State Representative District  24,,REP,Cecil Dolecheck,39,0,39
Ringgold,WASHINGTON,State Representative District  24,,REP,Cecil Dolecheck,59,0,59
Ringgold,ATHENS,State Representative District  24,,,Write-in,0,0,0
Ringgold,CLINTON,State Representative District  24,,,Write-in,0,0,0
Ringgold,MOUNT AYR 1,State Representative District  24,,,Write-in,0,0,0
Ringgold,MOUNT AYR 2,State Representative District  24,,,Write-in,0,0,0
Ringgold,TINGLEY,State Representative District  24,,,Write-in,0,0,0
Ringgold,UNION,State Representative District  24,,,Write-in,0,0,0
Ringgold,WASHINGTON,State Representative District  24,,,Write-in,0,0,0
Ringgold,ATHENS,County Board of Supervisors,,REP,Paul Dykstra,25,0,25
Ringgold,CLINTON,County Board of Supervisors,,REP,Paul Dykstra,7,0,7
Ringgold,MOUNT AYR 1,County Board of Supervisors,,REP,Paul Dykstra,40,0,40
Ringgold,MOUNT AYR 2,County Board of Supervisors,,REP,Paul Dykstra,43,0,43
Ringgold,TINGLEY,County Board of Supervisors,,REP,Paul Dykstra,16,0,16
Ringgold,UNION,County Board of Supervisors,,REP,Paul Dykstra,30,0,30
Ringgold,WASHINGTON,County Board of Supervisors,,REP,Paul Dykstra,26,0,26
Ringgold,ATHENS,County Board of Supervisors,,REP,Kurt Shaha,19,0,19
Ringgold,CLINTON,County Board of Supervisors,,REP,Kurt Shaha,15,0,15
Ringgold,MOUNT AYR 1,County Board of Supervisors,,REP,Kurt Shaha,70,0,70
Ringgold,MOUNT AYR 2,County Board of Supervisors,,REP,Kurt Shaha,71,0,71
Ringgold,TINGLEY,County Board of Supervisors,,REP,Kurt Shaha,27,0,27
Ringgold,UNION,County Board of Supervisors,,REP,Kurt Shaha,19,0,19
Ringgold,WASHINGTON,County Board of Supervisors,,REP,Kurt Shaha,43,0,43
Ringgold,ATHENS,County Board of Supervisors,,,Write-in,0,0,0
Ringgold,CLINTON,County Board of Supervisors,,,Write-in,0,0,0
Ringgold,MOUNT AYR 1,County Board of Supervisors,,,Write-in,0,0,0
Ringgold,MOUNT AYR 2,County Board of Supervisors,,,Write-in,0,0,0
Ringgold,TINGLEY,County Board of Supervisors,,,Write-in,0,0,0
Ringgold,UNION,County Board of Supervisors,,,Write-in,0,0,0
