county,precinct,office,district,party,candidate,votes,absentee,polling
Guthrie,Black,United States Representative District 3,,REP,David Young,61,0,61
Guthrie,Blue,United States Representative District 3,,REP,David Young,211,56,155
Guthrie,Brown,United States Representative District 3,,REP,David Young,53,10,43
Guthrie,Gold,United States Representative District 3,,REP,David Young,187,11,176
Guthrie,Green,United States Representative District 3,,REP,David Young,44,13,31
Guthrie,Purple,United States Representative District 3,,REP,David Young,56,2,54
Guthrie,Red,United States Representative District 3,,REP,David Young,21,0,21
Guthrie,White,United States Representative District 3,,REP,David Young,51,4,47
Guthrie,Black,United States Representative District 3,,,Write-in,0,0,0
Guthrie,Blue,United States Representative District 3,,,Write-in,0,0,0
Guthrie,Brown,United States Representative District 3,,,Write-in,0,0,0
Guthrie,Gold,United States Representative District 3,,,Write-in,0,0,0
Guthrie,Green,United States Representative District 3,,,Write-in,0,0,0
Guthrie,Purple,United States Representative District 3,,,Write-in,0,0,0
Guthrie,Red,United States Representative District 3,,,Write-in,0,0,0
Guthrie,White,United States Representative District 3,,,Write-in,0,0,0
Guthrie,Black,Governor,,REP,Kim Reynolds,60,0,60
Guthrie,Blue,Governor,,REP,Kim Reynolds,214,57,157
Guthrie,Brown,Governor,,REP,Kim Reynolds,54,9,45
Guthrie,Gold,Governor,,REP,Kim Reynolds,184,11,173
Guthrie,Green,Governor,,REP,Kim Reynolds,43,13,30
Guthrie,Purple,Governor,,REP,Kim Reynolds,53,2,51
Guthrie,Red,Governor,,REP,Kim Reynolds,19,0,19
Guthrie,White,Governor,,REP,Kim Reynolds,54,5,49
Guthrie,Black,Governor,,,Write-in,0,0,0
Guthrie,Blue,Governor,,,Write-in,0,0,0
Guthrie,Brown,Governor,,,Write-in,0,0,0
Guthrie,Gold,Governor,,,Write-in,0,0,0
Guthrie,Green,Governor,,,Write-in,0,0,0
Guthrie,Purple,Governor,,,Write-in,0,0,0
Guthrie,Red,Governor,,,Write-in,0,0,0
Guthrie,White,Governor,,,Write-in,0,0,0
Guthrie,Black,Secretary of State,,REP,Paul D. Pate,54,0,54
Guthrie,Blue,Secretary of State,,REP,Paul D. Pate,197,54,143
Guthrie,Brown,Secretary of State,,REP,Paul D. Pate,53,9,44
Guthrie,Gold,Secretary of State,,REP,Paul D. Pate,177,11,166
Guthrie,Green,Secretary of State,,REP,Paul D. Pate,42,11,31
Guthrie,Purple,Secretary of State,,REP,Paul D. Pate,54,2,52
Guthrie,Red,Secretary of State,,REP,Paul D. Pate,20,0,20
Guthrie,White,Secretary of State,,REP,Paul D. Pate,51,3,48
Guthrie,Black,Secretary of State,,,Write-in,0,0,0
Guthrie,Blue,Secretary of State,,,Write-in,0,0,0
Guthrie,Brown,Secretary of State,,,Write-in,0,0,0
Guthrie,Gold,Secretary of State,,,Write-in,0,0,0
Guthrie,Green,Secretary of State,,,Write-in,0,0,0
Guthrie,Purple,Secretary of State,,,Write-in,0,0,0
Guthrie,Red,Secretary of State,,,Write-in,0,0,0
Guthrie,White,Secretary of State,,,Write-in,0,0,0
Guthrie,Black,Auditor of State,,REP,Mary Mosiman,52,0,52
Guthrie,Blue,Auditor of State,,REP,Mary Mosiman,195,50,145
Guthrie,Brown,Auditor of State,,REP,Mary Mosiman,51,10,41
Guthrie,Gold,Auditor of State,,REP,Mary Mosiman,170,10,160
Guthrie,Green,Auditor of State,,REP,Mary Mosiman,42,12,30
Guthrie,Purple,Auditor of State,,REP,Mary Mosiman,52,2,50
Guthrie,Red,Auditor of State,,REP,Mary Mosiman,22,0,22
Guthrie,White,Auditor of State,,REP,Mary Mosiman,52,4,48
Guthrie,Black,Auditor of State,,,Write-in,0,0,0
Guthrie,Blue,Auditor of State,,,Write-in,1,0,1
Guthrie,Brown,Auditor of State,,,Write-in,0,0,0
Guthrie,Gold,Auditor of State,,,Write-in,0,0,0
Guthrie,Green,Auditor of State,,,Write-in,0,0,0
Guthrie,Purple,Auditor of State,,,Write-in,0,0,0
Guthrie,Red,Auditor of State,,,Write-in,0,0,0
Guthrie,White,Auditor of State,,,Write-in,0,0,0
Guthrie,Black,Treasurer of State,,REP,Sean Waugh,1,0,1
Guthrie,Blue,Treasurer of State,,REP,Sean Waugh,0,0,0
Guthrie,Brown,Treasurer of State,,REP,Sean Waugh,0,0,0
Guthrie,Gold,Treasurer of State,,REP,Sean Waugh,0,0,0
Guthrie,Green,Treasurer of State,,REP,Sean Waugh,0,0,0
Guthrie,Purple,Treasurer of State,,REP,Sean Waugh,0,0,0
Guthrie,Red,Treasurer of State,,REP,Sean Waugh,0,0,0
