county,precinct,office,district,party,candidate,votes,absentee,polling
Des Moines,Pct 1T,United States Representative District 2,,REP,Christopher Peters,76,11,65
Des Moines,Pct 2,United States Representative District 2,,REP,Christopher Peters,31,1,30
Des Moines,Pct 3,United States Representative District 2,,REP,Christopher Peters,33,9,24
Des Moines,Pct 4,United States Representative District 2,,REP,Christopher Peters,13,0,13
Des Moines,Pct 5,United States Representative District 2,,REP,Christopher Peters,45,5,40
Des Moines,Pct 6,United States Representative District 2,,REP,Christopher Peters,10,1,9
Des Moines,Pct 7,United States Representative District 2,,REP,Christopher Peters,43,4,39
Des Moines,Pct 8C,United States Representative District 2,,REP,Christopher Peters,62,9,53
Des Moines,Pct 9,United States Representative District 2,,REP,Christopher Peters,62,6,56
Des Moines,PCT DM,United States Representative District 2,,REP,Christopher Peters,34,3,31
Des Moines,PCT FM,United States Representative District 2,,REP,Christopher Peters,44,1,43
Des Moines,PCT HJ,United States Representative District 2,,REP,Christopher Peters,25,3,22
Des Moines,PCT MY,United States Representative District 2,,REP,Christopher Peters,55,3,52
Des Moines,PCT PW,United States Representative District 2,,REP,Christopher Peters,26,1,25
Des Moines,PCT Union,United States Representative District 2,,REP,Christopher Peters,13,2,11
Des Moines,PCT WB,United States Representative District 2,,REP,Christopher Peters,39,8,31
Des Moines,Pct 1T,United States Representative District 2,,,Write-in,0,0,0
Des Moines,Pct 2,United States Representative District 2,,,Write-in,0,0,0
Des Moines,Pct 3,United States Representative District 2,,,Write-in,0,0,0
Des Moines,Pct 4,United States Representative District 2,,,Write-in,0,0,0
Des Moines,Pct 5,United States Representative District 2,,,Write-in,0,0,0
Des Moines,Pct 6,United States Representative District 2,,,Write-in,0,0,0
Des Moines,Pct 7,United States Representative District 2,,,Write-in,0,0,0
Des Moines,Pct 8C,United States Representative District 2,,,Write-in,0,0,0
Des Moines,Pct 9,United States Representative District 2,,,Write-in,1,0,1
Des Moines,PCT DM,United States Representative District 2,,,Write-in,0,0,0
Des Moines,PCT FM,United States Representative District 2,,,Write-in,0,0,0
Des Moines,PCT HJ,United States Representative District 2,,,Write-in,0,0,0
Des Moines,PCT MY,United States Representative District 2,,,Write-in,0,0,0
Des Moines,PCT PW,United States Representative District 2,,,Write-in,0,0,0
Des Moines,PCT Union,United States Representative District 2,,,Write-in,0,0,0
Des Moines,PCT WB,United States Representative District 2,,,Write-in,2,0,2
Des Moines,Pct 1T,Governor,,REP,Kim Reynolds,93,13,80
Des Moines,Pct 2,Governor,,REP,Kim Reynolds,43,3,40
Des Moines,Pct 3,Governor,,REP,Kim Reynolds,49,12,37
Des Moines,Pct 4,Governor,,REP,Kim Reynolds,20,0,20
Des Moines,Pct 5,Governor,,REP,Kim Reynolds,60,7,53
Des Moines,Pct 6,Governor,,REP,Kim Reynolds,14,1,13
Des Moines,Pct 7,Governor,,REP,Kim Reynolds,55,7,48
Des Moines,Pct 8C,Governor,,REP,Kim Reynolds,69,9,60
Des Moines,Pct 9,Governor,,REP,Kim Reynolds,76,8,68
Des Moines,PCT DM,Governor,,REP,Kim Reynolds,42,4,38
Des Moines,PCT FM,Governor,,REP,Kim Reynolds,66,5,61
Des Moines,PCT HJ,Governor,,REP,Kim Reynolds,33,5,28
Des Moines,PCT MY,Governor,,REP,Kim Reynolds,72,4,68
Des Moines,PCT PW,Governor,,REP,Kim Reynolds,31,1,30
Des Moines,PCT Union,Governor,,REP,Kim Reynolds,19,2,17
Des Moines,PCT WB,Governor,,REP,Kim Reynolds,58,12,46
Des Moines,Pct 1T,Governor,,,Write-in,0,0,0
Des Moines,Pct 2,Governor,,,Write-in,0,0,0
Des Moines,Pct 3,Governor,,,Write-in,0,0,0
Des Moines,Pct 4,Governor,,,Write-in,0,0,0
Des Moines,Pct 5,Governor,,,Write-in,0,0,0
Des Moines,Pct 6,Governor,,,Write-in,0,0,0
Des Moines,Pct 7,Governor,,,Write-in,0,0,0
Des Moines,Pct 8C,Governor,,,Write-in,0,0,0
Des Moines,Pct 9,Governor,,,Write-in,0,0,0
Des Moines,PCT DM,Governor,,,Write-in,0,0,0
Des Moines,PCT FM,Governor,,,Write-in,0,0,0
Des Moines,PCT HJ,Governor,,,Write-in,0,0,0
Des Moines,PCT MY,Governor,,,Write-in,0,0,0
Des Moines,PCT PW,Governor,,,Write-in,0,0,0
Des Moines,PCT Union,Governor,,,Write-in,0,0,0
Des Moines,PCT WB,Governor,,,Write-in,0,0,0
Des Moines,Pct 1T,Secretary of State,,REP,Paul D. Pate,83,13,70
Des Moines,Pct 2,Secretary of State,,REP,Paul D. Pate,42,4,38
Des Moines,Pct 3,Secretary of State,,REP,Paul D. Pate,47,13,34
Des Moines,Pct 4,Secretary of State,,REP,Paul D. Pate,18,0,18
Des Moines,Pct 5,Secretary of State,,REP,Paul D. Pate,56,7,49
Des Moines,Pct 6,Secretary of State,,REP,Paul D. Pate,14,1,13
Des Moines,Pct 7,Secretary of State,,REP,Paul D. Pate,53,6,47
Des Moines,Pct 8C,Secretary of State,,REP,Paul D. Pate,60,9,51
Des Moines,Pct 9,Secretary of State,,REP,Paul D. Pate,70,9,61
Des Moines,PCT DM,Secretary of State,,REP,Paul D. Pate,38,4,34
Des Moines,PCT FM,Secretary of State,,REP,Paul D. Pate,59,4,55
Des Moines,PCT HJ,Secretary of State,,REP,Paul D. Pate,31,5,26
Des Moines,PCT MY,Secretary of State,,REP,Paul D. Pate,66,3,63
Des Moines,PCT PW,Secretary of State,,REP,Paul D. Pate,28,1,27
Des Moines,PCT Union,Secretary of State,,REP,Paul D. Pate,16,2,14
Des Moines,PCT WB,Secretary of State,,REP,Paul D. Pate,51,11,40
Des Moines,Pct 1T,Secretary of State,,,Write-in,0,0,0
Des Moines,Pct 2,Secretary of State,,,Write-in,0,0,0
Des Moines,Pct 3,Secretary of State,,,Write-in,0,0,0
Des Moines,Pct 4,Secretary of State,,,Write-in,0,0,0
Des Moines,Pct 5,Secretary of State,,,Write-in,0,0,0
Des Moines,Pct 6,Secretary of State,,,Write-in,0,0,0
Des Moines,Pct 7,Secretary of State,,,Write-in,0,0,0
Des Moines,Pct 8C,Secretary of State,,,Write-in,0,0,0
Des Moines,Pct 9,Secretary of State,,,Write-in,1,0,1
Des Moines,PCT DM,Secretary of State,,,Write-in,0,0,0
Des Moines,PCT FM,Secretary of State,,,Write-in,0,0,0
Des Moines,PCT HJ,Secretary of State,,,Write-in,0,0,0
Des Moines,PCT MY,Secretary of State,,,Write-in,0,0,0
Des Moines,PCT PW,Secretary of State,,,Write-in,0,0,0
Des Moines,PCT Union,Secretary of State,,,Write-in,0,0,0
Des Moines,PCT WB,Secretary of State,,,Write-in,1,0,1
Des Moines,Pct 1T,Auditor of State,,REP,Mary Mosiman,80,13,67
Des Moines,Pct 2,Auditor of State,,REP,Mary Mosiman,40,4,36
Des Moines,Pct 3,Auditor of State,,REP,Mary Mosiman,43,13,30
Des Moines,Pct 4,Auditor of State,,REP,Mary Mosiman,18,0,18
Des Moines,Pct 5,Auditor of State,,REP,Mary Mosiman,52,7,45
Des Moines,Pct 6,Auditor of State,,REP,Mary Mosiman,15,1,14
Des Moines,Pct 7,Auditor of State,,REP,Mary Mosiman,55,6,49
Des Moines,Pct 8C,Auditor of State,,REP,Mary Mosiman,57,9,48
Des Moines,Pct 9,Auditor of State,,REP,Mary Mosiman,71,9,62
Des Moines,PCT DM,Auditor of State,,REP,Mary Mosiman,36,4,32
Des Moines,PCT FM,Auditor of State,,REP,Mary Mosiman,59,5,54
Des Moines,PCT HJ,Auditor of State,,REP,Mary Mosiman,28,4,24
Des Moines,PCT MY,Auditor of State,,REP,Mary Mosiman,61,3,58
Des Moines,PCT PW,Auditor of State,,REP,Mary Mosiman,29,1,28
Des Moines,PCT Union,Auditor of State,,REP,Mary Mosiman,16,2,14
Des Moines,PCT WB,Auditor of State,,REP,Mary Mosiman,50,12,38
Des Moines,Pct 1T,Auditor of State,,,Write-in,0,0,0
Des Moines,Pct 2,Auditor of State,,,Write-in,0,0,0
Des Moines,Pct 3,Auditor of State,,,Write-in,0,0,0
Des Moines,Pct 4,Auditor of State,,,Write-in,0,0,0
Des Moines,Pct 5,Auditor of State,,,Write-in,0,0,0
Des Moines,Pct 6,Auditor of State,,,Write-in,0,0,0
Des Moines,Pct 7,Auditor of State,,,Write-in,0,0,0
Des Moines,Pct 8C,Auditor of State,,,Write-in,0,0,0
Des Moines,Pct 9,Auditor of State,,,Write-in,1,0,1
Des Moines,PCT DM,Auditor of State,,,Write-in,0,0,0
Des Moines,PCT FM,Auditor of State,,,Write-in,0,0,0
Des Moines,PCT HJ,Auditor of State,,,Write-in,0,0,0
Des Moines,PCT MY,Auditor of State,,,Write-in,0,0,0
Des Moines,PCT PW,Auditor of State,,,Write-in,0,0,0
Des Moines,PCT Union,Auditor of State,,,Write-in,0,0,0
Des Moines,PCT WB,Auditor of State,,,Write-in,0,0,0
Des Moines,Pct 1T,Treasurer of State,,,Write-in,0,0,0
Des Moines,Pct 2,Treasurer of State,,,Write-in,0,0,0
Des Moines,Pct 3,Treasurer of State,,,Write-in,0,0,0
Des Moines,Pct 4,Treasurer of State,,,Write-in,0,0,0
Des Moines,Pct 5,Treasurer of State,,,Write-in,0,0,0
Des Moines,Pct 6,Treasurer of State,,,Write-in,0,0,0
Des Moines,Pct 7,Treasurer of State,,,Write-in,0,0,0
Des Moines,Pct 8C,Treasurer of State,,,Write-in,0,0,0
Des Moines,Pct 9,Treasurer of State,,,Write-in,0,0,0
Des Moines,PCT DM,Treasurer of State,,,Write-in,0,0,0
Des Moines,PCT FM,Treasurer of State,,,Write-in,0,0,0
Des Moines,PCT HJ,Treasurer of State,,,Write-in,0,0,0
Des Moines,PCT MY,Treasurer of State,,,Write-in,0,0,0
Des Moines,PCT PW,Treasurer of State,,,Write-in,0,0,0
Des Moines,PCT Union,Treasurer of State,,,Write-in,0,0,0
Des Moines,PCT WB,Treasurer of State,,,Write-in,0,0,0
Des Moines,Pct 1T,Secretary of Agriculture,,REP,Ray Gaesser,17,5,12
Des Moines,Pct 2,Secretary of Agriculture,,REP,Ray Gaesser,9,0,9
Des Moines,Pct 3,Secretary of Agriculture,,REP,Ray Gaesser,7,1,6
Des Moines,Pct 4,Secretary of Agriculture,,REP,Ray Gaesser,6,0,6
Des Moines,Pct 5,Secretary of Agriculture,,REP,Ray Gaesser,12,0,12
Des Moines,Pct 6,Secretary of Agriculture,,REP,Ray Gaesser,4,0,4
Des Moines,Pct 7,Secretary of Agriculture,,REP,Ray Gaesser,7,1,6
Des Moines,Pct 8C,Secretary of Agriculture,,REP,Ray Gaesser,13,0,13
Des Moines,Pct 9,Secretary of Agriculture,,REP,Ray Gaesser,12,0,12
Des Moines,PCT DM,Secretary of Agriculture,,REP,Ray Gaesser,6,0,6
Des Moines,PCT FM,Secretary of Agriculture,,REP,Ray Gaesser,12,2,10
Des Moines,PCT HJ,Secretary of Agriculture,,REP,Ray Gaesser,4,2,2
Des Moines,PCT MY,Secretary of Agriculture,,REP,Ray Gaesser,11,0,11
Des Moines,PCT PW,Secretary of Agriculture,,REP,Ray Gaesser,4,0,4
Des Moines,PCT Union,Secretary of Agriculture,,REP,Ray Gaesser,2,0,2
Des Moines,PCT WB,Secretary of Agriculture,,REP,Ray Gaesser,11,4,7
Des Moines,Pct 1T,Secretary of Agriculture,,REP,Chad Ingels,7,0,7
Des Moines,Pct 2,Secretary of Agriculture,,REP,Chad Ingels,5,0,5
Des Moines,Pct 3,Secretary of Agriculture,,REP,Chad Ingels,1,0,1
Des Moines,Pct 4,Secretary of Agriculture,,REP,Chad Ingels,1,0,1
Des Moines,Pct 5,Secretary of Agriculture,,REP,Chad Ingels,3,0,3
Des Moines,Pct 6,Secretary of Agriculture,,REP,Chad Ingels,1,0,1
Des Moines,Pct 7,Secretary of Agriculture,,REP,Chad Ingels,10,1,9
Des Moines,Pct 8C,Secretary of Agriculture,,REP,Chad Ingels,8,3,5
Des Moines,Pct 9,Secretary of Agriculture,,REP,Chad Ingels,6,2,4
Des Moines,PCT DM,Secretary of Agriculture,,REP,Chad Ingels,4,0,4
Des Moines,PCT FM,Secretary of Agriculture,,REP,Chad Ingels,6,0,6
Des Moines,PCT HJ,Secretary of Agriculture,,REP,Chad Ingels,5,0,5
Des Moines,PCT MY,Secretary of Agriculture,,REP,Chad Ingels,5,0,5
Des Moines,PCT PW,Secretary of Agriculture,,REP,Chad Ingels,1,0,1
Des Moines,PCT Union,Secretary of Agriculture,,REP,Chad Ingels,1,1,0
Des Moines,PCT WB,Secretary of Agriculture,,REP,Chad Ingels,10,1,9
Des Moines,Pct 1T,Secretary of Agriculture,,REP,Craig Lang,13,0,13
Des Moines,Pct 2,Secretary of Agriculture,,REP,Craig Lang,6,1,5
Des Moines,Pct 3,Secretary of Agriculture,,REP,Craig Lang,17,6,11
Des Moines,Pct 4,Secretary of Agriculture,,REP,Craig Lang,1,0,1
Des Moines,Pct 5,Secretary of Agriculture,,REP,Craig Lang,10,0,10
Des Moines,Pct 6,Secretary of Agriculture,,REP,Craig Lang,4,1,3
Des Moines,Pct 7,Secretary of Agriculture,,REP,Craig Lang,13,3,10
Des Moines,Pct 8C,Secretary of Agriculture,,REP,Craig Lang,11,1,10
Des Moines,Pct 9,Secretary of Agriculture,,REP,Craig Lang,10,2,8
Des Moines,PCT DM,Secretary of Agriculture,,REP,Craig Lang,9,1,8
Des Moines,PCT FM,Secretary of Agriculture,,REP,Craig Lang,14,1,13
Des Moines,PCT HJ,Secretary of Agriculture,,REP,Craig Lang,5,2,3
Des Moines,PCT MY,Secretary of Agriculture,,REP,Craig Lang,8,1,7
Des Moines,PCT PW,Secretary of Agriculture,,REP,Craig Lang,6,1,5
Des Moines,PCT Union,Secretary of Agriculture,,REP,Craig Lang,3,0,3
Des Moines,PCT WB,Secretary of Agriculture,,REP,Craig Lang,9,4,5
Des Moines,Pct 1T,Secretary of Agriculture,,REP,Mike Naig,27,5,22
Des Moines,Pct 2,Secretary of Agriculture,,REP,Mike Naig,11,2,9
Des Moines,Pct 3,Secretary of Agriculture,,REP,Mike Naig,8,1,7
Des Moines,Pct 4,Secretary of Agriculture,,REP,Mike Naig,6,0,6
Des Moines,Pct 5,Secretary of Agriculture,,REP,Mike Naig,11,2,9
Des Moines,Pct 6,Secretary of Agriculture,,REP,Mike Naig,5,0,5
Des Moines,Pct 7,Secretary of Agriculture,,REP,Mike Naig,9,0,9
