county,precinct,office,district,party,candidate,votes,absentee,polling
Story,Ames 1-1,U.S. House,4,DEM,Leann Jacobsen,39,1,38
Story,Ames 1-2,U.S. House,4,DEM,Leann Jacobsen,29,2,27
Story,Ames 1-3/Grant 2,U.S. House,4,DEM,Leann Jacobsen,43,8,35
Story,Ames 1-4,U.S. House,4,DEM,Leann Jacobsen,82,6,76
Story,Ames 1-5,U.S. House,4,DEM,Leann Jacobsen,71,15,56
Story,Ames 2-1,U.S. House,4,DEM,Leann Jacobsen,35,4,31
Story,Ames 2-2,U.S. House,4,DEM,Leann Jacobsen,46,2,44
Story,Ames 2-3,U.S. House,4,DEM,Leann Jacobsen,65,18,47
Story,Ames 2-4,U.S. House,4,DEM,Leann Jacobsen,52,4,48
Story,Ames 2-5,U.S. House,4,DEM,Leann Jacobsen,60,4,56
Story,Ames 3-1/Wash 2,U.S. House,4,DEM,Leann Jacobsen,63,10,53
Story,Ames 3-2,U.S. House,4,DEM,Leann Jacobsen,24,1,23
Story,Ames 3-3,U.S. House,4,DEM,Leann Jacobsen,31,4,27
Story,Ames 3-4,U.S. House,4,DEM,Leann Jacobsen,40,3,37
Story,Ames 3-5/Wash 3,U.S. House,4,DEM,Leann Jacobsen,53,6,47
Story,Ames 4-1,U.S. House,4,DEM,Leann Jacobsen,10,1,9
Story,Ames 4-2,U.S. House,4,DEM,Leann Jacobsen,5,1,4
Story,Ames 4-3,U.S. House,4,DEM,Leann Jacobsen,4,0,4
Story,Ames 4-4,U.S. House,4,DEM,Leann Jacobsen,51,10,41
Story,Ames 4-5,U.S. House,4,DEM,Leann Jacobsen,59,6,53
Story,Collins/Collins,U.S. House,4,DEM,Leann Jacobsen,14,0,14
Story,Franklin/Gilbert,U.S. House,4,DEM,Leann Jacobsen,44,5,39
Story,Grant Twp,U.S. House,4,DEM,Leann Jacobsen,4,1,3
Story,Howard/Roland,U.S. House,4,DEM,Leann Jacobsen,23,8,15
Story,Huxley,U.S. House,4,DEM,Leann Jacobsen,67,4,63
Story,Indian Creek/Maxwell,U.S. House,4,DEM,Leann Jacobsen,31,4,27
Story,Lafayette Twp,U.S. House,4,DEM,Leann Jacobsen,4,0,4
Story,Lincoln/Zearing,U.S. House,4,DEM,Leann Jacobsen,15,2,13
Story,Milford Twp,U.S. House,4,DEM,Leann Jacobsen,4,0,4
Story,Nevada 1,U.S. House,4,DEM,Leann Jacobsen,22,3,19
Story,Nevada 2,U.S. House,4,DEM,Leann Jacobsen,31,2,29
Story,Nevada 3/Grant 3,U.S. House,4,DEM,Leann Jacobsen,27,9,18
Story,Nevada 4,U.S. House,4,DEM,Leann Jacobsen,23,4,19
Story,Nevada Twp,U.S. House,4,DEM,Leann Jacobsen,12,5,7
Story,New Albany/Colo,U.S. House,4,DEM,Leann Jacobsen,24,2,22
Story,Palestine Twp,U.S. House,4,DEM,Leann Jacobsen,18,3,15
Story,Richland Twp,U.S. House,4,DEM,Leann Jacobsen,6,0,6
Story,Sherman Twp,U.S. House,4,DEM,Leann Jacobsen,4,0,4
Story,Slater/Sheldahl,U.S. House,4,DEM,Leann Jacobsen,50,9,41
Story,Story City,U.S. House,4,DEM,Leann Jacobsen,47,8,39
Story,Union/Cambridge,U.S. House,4,DEM,Leann Jacobsen,31,1,30
Story,Warren/McCallsburg,U.S. House,4,DEM,Leann Jacobsen,5,0,5
Story,Washington/Kelley,U.S. House,4,DEM,Leann Jacobsen,15,6,9
Story,Ames 1-1,U.S. House,4,DEM,John Paschen,56,9,47
Story,Ames 1-2,U.S. House,4,DEM,John Paschen,131,34,97
Story,Ames 1-3/Grant 2,U.S. House,4,DEM,John Paschen,38,5,33
Story,Ames 1-4,U.S. House,4,DEM,John Paschen,111,16,95
Story,Ames 1-5,U.S. House,4,DEM,John Paschen,146,32,114
Story,Ames 2-1,U.S. House,4,DEM,John Paschen,127,17,110
Story,Ames 2-2,U.S. House,4,DEM,John Paschen,117,19,98
Story,Ames 2-3,U.S. House,4,DEM,John Paschen,124,15,109
Story,Ames 2-4,U.S. House,4,DEM,John Paschen,147,28,119
Story,Ames 2-5,U.S. House,4,DEM,John Paschen,155,21,134
Story,Ames 3-1/Wash 2,U.S. House,4,DEM,John Paschen,91,13,78
Story,Ames 3-2,U.S. House,4,DEM,John Paschen,21,2,19
Story,Ames 3-3,U.S. House,4,DEM,John Paschen,25,1,24
Story,Ames 3-4,U.S. House,4,DEM,John Paschen,79,6,73
Story,Ames 3-5/Wash 3,U.S. House,4,DEM,John Paschen,91,8,83
Story,Ames 4-1,U.S. House,4,DEM,John Paschen,7,1,6
Story,Ames 4-2,U.S. House,4,DEM,John Paschen,1,0,1
Story,Ames 4-3,U.S. House,4,DEM,John Paschen,0,0,0
Story,Ames 4-4,U.S. House,4,DEM,John Paschen,75,5,70
Story,Ames 4-5,U.S. House,4,DEM,John Paschen,125,8,117
Story,Collins/Collins,U.S. House,4,DEM,John Paschen,9,1,8
Story,Franklin/Gilbert,U.S. House,4,DEM,John Paschen,96,9,87
Story,Grant Twp,U.S. House,4,DEM,John Paschen,11,1,10
Story,Howard/Roland,U.S. House,4,DEM,John Paschen,42,7,35
Story,Huxley,U.S. House,4,DEM,John Paschen,68,6,62
Story,Indian Creek/Maxwell,U.S. House,4,DEM,John Paschen,14,2,12
Story,Lafayette Twp,U.S. House,4,DEM,John Paschen,2,0,2
Story,Lincoln/Zearing,U.S. House,4,DEM,John Paschen,9,0,9
Story,Milford Twp,U.S. House,4,DEM,John Paschen,10,1,9
Story,Nevada 1,U.S. House,4,DEM,John Paschen,37,8,29
Story,Nevada 2,U.S. House,4,DEM,John Paschen,25,1,24
Story,Nevada 3/Grant 3,U.S. House,4,DEM,John Paschen,27,9,18
Story,Nevada 4,U.S. House,4,DEM,John Paschen,49,8,41
Story,Nevada Twp,U.S. House,4,DEM,John Paschen,13,2,11
Story,New Albany/Colo,U.S. House,4,DEM,John Paschen,14,1,13
Story,Palestine Twp,U.S. House,4,DEM,John Paschen,11,0,11
Story,Richland Twp,U.S. House,4,DEM,John Paschen,2,0,2
Story,Sherman Twp,U.S. House,4,DEM,John Paschen,2,0,2
Story,Slater/Sheldahl,U.S. House,4,DEM,John Paschen,28,3,25
Story,Story City,U.S. House,4,DEM,John Paschen,103,14,89
Story,Union/Cambridge,U.S. House,4,DEM,John Paschen,14,1,13
Story,Warren/McCallsburg,U.S. House,4,DEM,John Paschen,5,0,5
Story,Washington/Kelley,U.S. House,4,DEM,John Paschen,23,6,17
Story,Ames 1-1,U.S. House,4,DEM,J.D. Scholten,89,12,77
Story,Ames 1-2,U.S. House,4,DEM,J.D. Scholten,140,20,120
Story,Ames 1-3/Grant 2,U.S. House,4,DEM,J.D. Scholten,62,11,51
Story,Ames 1-4,U.S. House,4,DEM,J.D. Scholten,232,34,198
Story,Ames 1-5,U.S. House,4,DEM,J.D. Scholten,235,50,185
Story,Ames 2-1,U.S. House,4,DEM,J.D. Scholten,214,23,191
Story,Ames 2-2,U.S. House,4,DEM,J.D. Scholten,147,18,129
Story,Ames 2-3,U.S. House,4,DEM,J.D. Scholten,180,24,156
Story,Ames 2-4,U.S. House,4,DEM,J.D. Scholten,202,28,174
