county,precinct,office,district,party,candidate,votes,group3,group1,group2,group4
Delaware,Adams/Hazel Green,U.S. House,1,REP,Rod Blum,69,0,60,9,0
Delaware,Colony,U.S. House,1,REP,Rod Blum,26,0,23,3,0
Delaware,Delaware,U.S. House,1,REP,Rod Blum,68,0,63,5,0
Delaware,Delhi/Delaware Corp,U.S. House,1,REP,Rod Blum,52,0,39,13,0
Delaware,Honey Creek/Elk,U.S. House,1,REP,Rod Blum,51,0,44,7,0
Delaware,Manchester Ward 1,U.S. House,1,REP,Rod Blum,36,0,31,5,0
Delaware,Manchester Ward 2,U.S. House,1,REP,Rod Blum,81,0,57,24,0
Delaware,Manchester Ward 3,U.S. House,1,REP,Rod Blum,64,0,57,7,0
Delaware,Milo/Prairie,U.S. House,1,REP,Rod Blum,118,0,109,9,0
Delaware,Oneida/N Fork/Bremen,U.S. House,1,REP,Rod Blum,54,0,48,6,0
Delaware,Richland/Coffins Grove,U.S. House,1,REP,Rod Blum,35,0,34,1,0
Delaware,South Fork/Union,U.S. House,1,REP,Rod Blum,33,0,33,0,0
Delaware,Adams/Hazel Green,U.S. House,1,,Write-in,0,0,0,0,0
Delaware,Colony,U.S. House,1,,Write-in,0,0,0,0,0
Delaware,Delaware,U.S. House,1,,Write-in,0,0,0,0,0
Delaware,Delhi/Delaware Corp,U.S. House,1,,Write-in,0,0,0,0,0
Delaware,Honey Creek/Elk,U.S. House,1,,Write-in,0,0,0,0,0
Delaware,Manchester Ward 1,U.S. House,1,,Write-in,0,0,0,0,0
Delaware,Manchester Ward 2,U.S. House,1,,Write-in,0,0,0,0,0
Delaware,Manchester Ward 3,U.S. House,1,,Write-in,0,0,0,0,0
Delaware,Milo/Prairie,U.S. House,1,,Write-in,0,0,0,0,0
Delaware,Oneida/N Fork/Bremen,U.S. House,1,,Write-in,0,0,0,0,0
Delaware,Richland/Coffins Grove,U.S. House,1,,Write-in,0,0,0,0,0
Delaware,South Fork/Union,U.S. House,1,,Write-in,0,0,0,0,0
Delaware,Adams/Hazel Green,Governor,,REP,Kim Reynolds,78,0,68,10,0
Delaware,Colony,Governor,,REP,Kim Reynolds,26,0,23,3,0
Delaware,Delaware,Governor,,REP,Kim Reynolds,68,0,63,5,0
Delaware,Delhi/Delaware Corp,Governor,,REP,Kim Reynolds,51,0,39,12,0
Delaware,Honey Creek/Elk,Governor,,REP,Kim Reynolds,50,0,43,7,0
Delaware,Manchester Ward 1,Governor,,REP,Kim Reynolds,38,0,33,5,0
Delaware,Manchester Ward 2,Governor,,REP,Kim Reynolds,83,0,57,26,0
Delaware,Manchester Ward 3,Governor,,REP,Kim Reynolds,74,0,66,8,0
Delaware,Milo/Prairie,Governor,,REP,Kim Reynolds,123,0,113,10,0
Delaware,Oneida/N Fork/Bremen,Governor,,REP,Kim Reynolds,58,0,53,5,0
Delaware,Richland/Coffins Grove,Governor,,REP,Kim Reynolds,37,0,36,1,0
Delaware,South Fork/Union,Governor,,REP,Kim Reynolds,34,0,34,0,0
Delaware,Adams/Hazel Green,Governor,,,Write-in,0,0,0,0,0
Delaware,Colony,Governor,,,Write-in,0,0,0,0,0
Delaware,Delaware,Governor,,,Write-in,0,0,0,0,0
Delaware,Delhi/Delaware Corp,Governor,,,Write-in,0,0,0,0,0
Delaware,Honey Creek/Elk,Governor,,,Write-in,0,0,0,0,0
Delaware,Manchester Ward 1,Governor,,,Write-in,0,0,0,0,0
Delaware,Manchester Ward 2,Governor,,,Write-in,0,0,0,0,0
Delaware,Manchester Ward 3,Governor,,,Write-in,0,0,0,0,0
Delaware,Milo/Prairie,Governor,,,Write-in,0,0,0,0,0
Delaware,Oneida/N Fork/Bremen,Governor,,,Write-in,0,0,0,0,0
Delaware,Richland/Coffins Grove,Governor,,,Write-in,0,0,0,0,0
Delaware,South Fork/Union,Governor,,,Write-in,0,0,0,0,0
Delaware,Adams/Hazel Green,Secretary of State,,REP,Paul D. Pate,75,0,65,10,0
Delaware,Colony,Secretary of State,,REP,Paul D. Pate,26,0,23,3,0
Delaware,Delaware,Secretary of State,,REP,Paul D. Pate,65,0,64,1,0
Delaware,Delhi/Delaware Corp,Secretary of State,,REP,Paul D. Pate,51,0,39,12,0
Delaware,Honey Creek/Elk,Secretary of State,,REP,Paul D. Pate,49,0,42,7,0
Delaware,Manchester Ward 1,Secretary of State,,REP,Paul D. Pate,41,0,36,5,0
Delaware,Manchester Ward 2,Secretary of State,,REP,Paul D. Pate,89,0,63,26,0
Delaware,Manchester Ward 3,Secretary of State,,REP,Paul D. Pate,68,0,62,6,0
Delaware,Milo/Prairie,Secretary of State,,REP,Paul D. Pate,117,0,107,10,0
Delaware,Oneida/N Fork/Bremen,Secretary of State,,REP,Paul D. Pate,57,0,50,7,0
Delaware,Richland/Coffins Grove,Secretary of State,,REP,Paul D. Pate,35,0,34,1,0
Delaware,South Fork/Union,Secretary of State,,REP,Paul D. Pate,35,0,35,0,0
Delaware,Adams/Hazel Green,Secretary of State,,,Write-in,0,0,0,0,0
Delaware,Colony,Secretary of State,,,Write-in,0,0,0,0,0
Delaware,Delaware,Secretary of State,,,Write-in,0,0,0,0,0
Delaware,Delhi/Delaware Corp,Secretary of State,,,Write-in,0,0,0,0,0
Delaware,Honey Creek/Elk,Secretary of State,,,Write-in,0,0,0,0,0
Delaware,Manchester Ward 1,Secretary of State,,,Write-in,0,0,0,0,0
Delaware,Manchester Ward 2,Secretary of State,,,Write-in,0,0,0,0,0
Delaware,Manchester Ward 3,Secretary of State,,,Write-in,0,0,0,0,0
Delaware,Milo/Prairie,Secretary of State,,,Write-in,0,0,0,0,0
Delaware,Oneida/N Fork/Bremen,Secretary of State,,,Write-in,0,0,0,0,0
Delaware,Richland/Coffins Grove,Secretary of State,,,Write-in,0,0,0,0,0
Delaware,South Fork/Union,Secretary of State,,,Write-in,0,0,0,0,0
Delaware,Adams/Hazel Green,Auditor of State,,REP,Mary Mosiman,67,0,58,9,0
Delaware,Colony,Auditor of State,,REP,Mary Mosiman,27,0,24,3,0
Delaware,Delaware,Auditor of State,,REP,Mary Mosiman,57,0,55,2,0
Delaware,Delhi/Delaware Corp,Auditor of State,,REP,Mary Mosiman,46,0,34,12,0
Delaware,Honey Creek/Elk,Auditor of State,,REP,Mary Mosiman,45,0,40,5,0
Delaware,Manchester Ward 1,Auditor of State,,REP,Mary Mosiman,37,0,32,5,0
Delaware,Manchester Ward 2,Auditor of State,,REP,Mary Mosiman,83,0,58,25,0
Delaware,Manchester Ward 3,Auditor of State,,REP,Mary Mosiman,66,0,60,6,0
Delaware,Milo/Prairie,Auditor of State,,REP,Mary Mosiman,112,0,102,10,0
Delaware,Oneida/N Fork/Bremen,Auditor of State,,REP,Mary Mosiman,52,0,45,7,0
Delaware,Richland/Coffins Grove,Auditor of State,,REP,Mary Mosiman,30,0,29,1,0
Delaware,South Fork/Union,Auditor of State,,REP,Mary Mosiman,31,0,31,0,0
Delaware,Adams/Hazel Green,Auditor of State,,,Write-in,0,0,0,0,0
Delaware,Colony,Auditor of State,,,Write-in,0,0,0,0,0
Delaware,Delaware,Auditor of State,,,Write-in,0,0,0,0,0
Delaware,Delhi/Delaware Corp,Auditor of State,,,Write-in,0,0,0,0,0
Delaware,Honey Creek/Elk,Auditor of State,,,Write-in,0,0,0,0,0
Delaware,Manchester Ward 1,Auditor of State,,,Write-in,0,0,0,0,0
Delaware,Manchester Ward 2,Auditor of State,,,Write-in,0,0,0,0,0
Delaware,Manchester Ward 3,Auditor of State,,,Write-in,0,0,0,0,0
Delaware,Milo/Prairie,Auditor of State,,,Write-in,0,0,0,0,0
Delaware,Oneida/N Fork/Bremen,Auditor of State,,,Write-in,0,0,0,0,0
Delaware,Richland/Coffins Grove,Auditor of State,,,Write-in,0,0,0,0,0
Delaware,South Fork/Union,Auditor of State,,,Write-in,0,0,0,0,0
Delaware,Adams/Hazel Green,Treasurer of State,,,Write-in,0,0,0,0,0
Delaware,Colony,Treasurer of State,,,Write-in,0,0,0,0,0
Delaware,Delaware,Treasurer of State,,,Write-in,0,0,0,0,0
Delaware,Delhi/Delaware Corp,Treasurer of State,,,Write-in,0,0,0,0,0
Delaware,Honey Creek/Elk,Treasurer of State,,,Write-in,0,0,0,0,0
Delaware,Manchester Ward 1,Treasurer of State,,,Write-in,0,0,0,0,0
Delaware,Manchester Ward 2,Treasurer of State,,,Write-in,0,0,0,0,0
Delaware,Manchester Ward 3,Treasurer of State,,,Write-in,0,0,0,0,0
Delaware,Milo/Prairie,Treasurer of State,,,Write-in,0,0,0,0,0
Delaware,Oneida/N Fork/Bremen,Treasurer of State,,,Write-in,0,0,0,0,0
Delaware,Richland/Coffins Grove,Treasurer of State,,,Write-in,0,0,0,0,0
Delaware,South Fork/Union,Treasurer of State,,,Write-in,0,0,0,0,0
Delaware,Adams/Hazel Green,Secretary of Agriculture,,REP,Ray Gaesser,1,0,1,0,0
Delaware,Colony,Secretary of Agriculture,,REP,Ray Gaesser,1,0,1,0,0
Delaware,Delaware,Secretary of Agriculture,,REP,Ray Gaesser,1,0,1,0,0
Delaware,Delhi/Delaware Corp,Secretary of Agriculture,,REP,Ray Gaesser,1,0,0,1,0
Delaware,Honey Creek/Elk,Secretary of Agriculture,,REP,Ray Gaesser,3,0,3,0,0
Delaware,Manchester Ward 1,Secretary of Agriculture,,REP,Ray Gaesser,2,0,2,0,0
Delaware,Manchester Ward 2,Secretary of Agriculture,,REP,Ray Gaesser,3,0,3,0,0
Delaware,Manchester Ward 3,Secretary of Agriculture,,REP,Ray Gaesser,2,0,2,0,0
Delaware,Milo/Prairie,Secretary of Agriculture,,REP,Ray Gaesser,2,0,2,0,0
Delaware,Oneida/N Fork/Bremen,Secretary of Agriculture,,REP,Ray Gaesser,4,0,4,0,0
Delaware,Richland/Coffins Grove,Secretary of Agriculture,,REP,Ray Gaesser,2,0,2,0,0
Delaware,South Fork/Union,Secretary of Agriculture,,REP,Ray Gaesser,0,0,0,0,0
Delaware,Adams/Hazel Green,Secretary of Agriculture,,REP,Chad Ingels,3,0,3,0,0
Delaware,Colony,Secretary of Agriculture,,REP,Chad Ingels,0,0,0,0,0
Delaware,Delaware,Secretary of Agriculture,,REP,Chad Ingels,1,0,1,0,0
Delaware,Delhi/Delaware Corp,Secretary of Agriculture,,REP,Chad Ingels,1,0,0,1,0
Delaware,Honey Creek/Elk,Secretary of Agriculture,,REP,Chad Ingels,1,0,1,0,0
Delaware,Manchester Ward 1,Secretary of Agriculture,,REP,Chad Ingels,1,0,1,0,0
Delaware,Manchester Ward 2,Secretary of Agriculture,,REP,Chad Ingels,2,0,2,0,0
Delaware,Manchester Ward 3,Secretary of Agriculture,,REP,Chad Ingels,0,0,0,0,0
Delaware,Milo/Prairie,Secretary of Agriculture,,REP,Chad Ingels,1,0,1,0,0
Delaware,Oneida/N Fork/Bremen,Secretary of Agriculture,,REP,Chad Ingels,5,0,5,0,0
Delaware,Richland/Coffins Grove,Secretary of Agriculture,,REP,Chad Ingels,1,0,1,0,0
Delaware,South Fork/Union,Secretary of Agriculture,,REP,Chad Ingels,1,0,1,0,0
Delaware,Adams/Hazel Green,Secretary of Agriculture,,REP,Craig Lang,3,0,3,0,0
Delaware,Colony,Secretary of Agriculture,,REP,Craig Lang,3,0,3,0,0
Delaware,Delaware,Secretary of Agriculture,,REP,Craig Lang,2,0,2,0,0
Delaware,Delhi/Delaware Corp,Secretary of Agriculture,,REP,Craig Lang,1,0,0,1,0
Delaware,Honey Creek/Elk,Secretary of Agriculture,,REP,Craig Lang,2,0,2,0,0
Delaware,Manchester Ward 1,Secretary of Agriculture,,REP,Craig Lang,2,0,1,1,0
Delaware,Manchester Ward 2,Secretary of Agriculture,,REP,Craig Lang,7,0,5,2,0
Delaware,Manchester Ward 3,Secretary of Agriculture,,REP,Craig Lang,6,0,5,1,0
Delaware,Milo/Prairie,Secretary of Agriculture,,REP,Craig Lang,9,0,9,0,0
Delaware,Oneida/N Fork/Bremen,Secretary of Agriculture,,REP,Craig Lang,3,0,3,0,0
Delaware,Richland/Coffins Grove,Secretary of Agriculture,,REP,Craig Lang,1,0,1,0,0
Delaware,South Fork/Union,Secretary of Agriculture,,REP,Craig Lang,8,0,8,0,0
Delaware,Adams/Hazel Green,Secretary of Agriculture,,REP,Mike Naig,7,0,6,1,0
Delaware,Colony,Secretary of Agriculture,,REP,Mike Naig,4,0,2,2,0
Delaware,Delaware,Secretary of Agriculture,,REP,Mike Naig,4,0,4,0,0
Delaware,Delhi/Delaware Corp,Secretary of Agriculture,,REP,Mike Naig,2,0,0,2,0
Delaware,Honey Creek/Elk,Secretary of Agriculture,,REP,Mike Naig,5,0,4,1,0
Delaware,Manchester Ward 1,Secretary of Agriculture,,REP,Mike Naig,3,0,2,1,0
Delaware,Manchester Ward 2,Secretary of Agriculture,,REP,Mike Naig,8,0,6,2,0
Delaware,Manchester Ward 3,Secretary of Agriculture,,REP,Mike Naig,10,0,9,1,0
Delaware,Milo/Prairie,Secretary of Agriculture,,REP,Mike Naig,18,0,17,1,0
Delaware,Oneida/N Fork/Bremen,Secretary of Agriculture,,REP,Mike Naig,7,0,7,0,0
Delaware,Richland/Coffins Grove,Secretary of Agriculture,,REP,Mike Naig,8,0,8,0,0
Delaware,South Fork/Union,Secretary of Agriculture,,REP,Mike Naig,5,0,5,0,0
Delaware,Adams/Hazel Green,Secretary of Agriculture,,REP,Dan Zumbach,68,0,59,9,0
Delaware,Colony,Secretary of Agriculture,,REP,Dan Zumbach,21,0,20,1,0
Delaware,Delaware,Secretary of Agriculture,,REP,Dan Zumbach,64,0,59,5,0
Delaware,Delhi/Delaware Corp,Secretary of Agriculture,,REP,Dan Zumbach,46,0,39,7,0
Delaware,Honey Creek/Elk,Secretary of Agriculture,,REP,Dan Zumbach,46,0,40,6,0
Delaware,Manchester Ward 1,Secretary of Agriculture,,REP,Dan Zumbach,33,0,30,3,0
Delaware,Manchester Ward 2,Secretary of Agriculture,,REP,Dan Zumbach,76,0,53,23,0
Delaware,Manchester Ward 3,Secretary of Agriculture,,REP,Dan Zumbach,64,0,59,5,0
Delaware,Milo/Prairie,Secretary of Agriculture,,REP,Dan Zumbach,104,0,94,10,0
Delaware,Oneida/N Fork/Bremen,Secretary of Agriculture,,REP,Dan Zumbach,41,0,34,7,0
Delaware,Richland/Coffins Grove,Secretary of Agriculture,,REP,Dan Zumbach,25,0,24,1,0
Delaware,South Fork/Union,Secretary of Agriculture,,REP,Dan Zumbach,23,0,23,0,0
Delaware,Adams/Hazel Green,Secretary of Agriculture,,,Write-in,0,0,0,0,0
Delaware,Colony,Secretary of Agriculture,,,Write-in,0,0,0,0,0
Delaware,Delaware,Secretary of Agriculture,,,Write-in,0,0,0,0,0
Delaware,Delhi/Delaware Corp,Secretary of Agriculture,,,Write-in,0,0,0,0,0
Delaware,Honey Creek/Elk,Secretary of Agriculture,,,Write-in,0,0,0,0,0
Delaware,Manchester Ward 1,Secretary of Agriculture,,,Write-in,1,0,1,0,0
Delaware,Manchester Ward 2,Secretary of Agriculture,,,Write-in,0,0,0,0,0
Delaware,Manchester Ward 3,Secretary of Agriculture,,,Write-in,1,0,1,0,0
Delaware,Milo/Prairie,Secretary of Agriculture,,,Write-in,0,0,0,0,0
Delaware,Oneida/N Fork/Bremen,Secretary of Agriculture,,,Write-in,0,0,0,0,0
Delaware,Richland/Coffins Grove,Secretary of Agriculture,,,Write-in,0,0,0,0,0
Delaware,South Fork/Union,Secretary of Agriculture,,,Write-in,0,0,0,0,0
