county,precinct,office,district,party,candidate,votes,absentee,polling
Davis,BF1,U.S. House,2,REP,Christopher Peters,39,7,32
Davis,BF2,U.S. House,2,REP,Christopher Peters,33,7,26
Davis,BF3,U.S. House,2,REP,Christopher Peters,22,2,20
Davis,CENTRAL,U.S. House,2,REP,Christopher Peters,39,9,30
Davis,NORTHEAST,U.S. House,2,REP,Christopher Peters,36,1,35
Davis,NORTHWEST,U.S. House,2,REP,Christopher Peters,39,2,37
Davis,SOUTHEAST,U.S. House,2,REP,Christopher Peters,44,3,41
Davis,SOUTHWEST,U.S. House,2,REP,Christopher Peters,15,1,14
Davis,BF1,U.S. House,2,,Write-in,0,0,0
Davis,BF2,U.S. House,2,,Write-in,0,0,0
Davis,BF3,U.S. House,2,,Write-in,0,0,0
Davis,CENTRAL,U.S. House,2,,Write-in,0,0,0
Davis,NORTHEAST,U.S. House,2,,Write-in,0,0,0
Davis,NORTHWEST,U.S. House,2,,Write-in,0,0,0
Davis,SOUTHEAST,U.S. House,2,,Write-in,0,0,0
Davis,SOUTHWEST,U.S. House,2,,Write-in,0,0,0
Davis,BF1,Governor,,REP,Kim Reynolds,42,6,36
Davis,BF2,Governor,,REP,Kim Reynolds,37,8,29
Davis,BF3,Governor,,REP,Kim Reynolds,27,5,22
Davis,CENTRAL,Governor,,REP,Kim Reynolds,43,9,34
Davis,NORTHEAST,Governor,,REP,Kim Reynolds,43,1,42
Davis,NORTHWEST,Governor,,REP,Kim Reynolds,42,2,40
Davis,SOUTHEAST,Governor,,REP,Kim Reynolds,50,4,46
Davis,SOUTHWEST,Governor,,REP,Kim Reynolds,19,1,18
Davis,BF1,Governor,,,Write-in,0,0,0
Davis,BF2,Governor,,,Write-in,0,0,0
Davis,BF3,Governor,,,Write-in,0,0,0
Davis,CENTRAL,Governor,,,Write-in,0,0,0
Davis,NORTHEAST,Governor,,,Write-in,0,0,0
Davis,NORTHWEST,Governor,,,Write-in,0,0,0
Davis,SOUTHEAST,Governor,,,Write-in,0,0,0
Davis,SOUTHWEST,Governor,,,Write-in,0,0,0
Davis,BF1,Secretary of State,,REP,Paul D. Pate,42,7,35
Davis,BF2,Secretary of State,,REP,Paul D. Pate,34,7,27
Davis,BF3,Secretary of State,,REP,Paul D. Pate,25,3,22
Davis,CENTRAL,Secretary of State,,REP,Paul D. Pate,40,9,31
Davis,NORTHEAST,Secretary of State,,REP,Paul D. Pate,37,1,36
Davis,NORTHWEST,Secretary of State,,REP,Paul D. Pate,33,2,31
Davis,SOUTHEAST,Secretary of State,,REP,Paul D. Pate,50,4,46
Davis,SOUTHWEST,Secretary of State,,REP,Paul D. Pate,18,1,17
Davis,BF1,Secretary of State,,,Write-in,0,0,0
Davis,BF2,Secretary of State,,,Write-in,0,0,0
Davis,BF3,Secretary of State,,,Write-in,0,0,0
Davis,CENTRAL,Secretary of State,,,Write-in,0,0,0
Davis,NORTHEAST,Secretary of State,,,Write-in,0,0,0
Davis,NORTHWEST,Secretary of State,,,Write-in,0,0,0
Davis,SOUTHEAST,Secretary of State,,,Write-in,0,0,0
