county,precinct,office,district,party,candidate,votes,group3,group1,group2,group4
Woodbury,36 LAWTON/BANNER TWP,United States Representative District 4,,DEM,Leann Jacobsen,4,0,4,0,0
Woodbury,37 CLIMBING HILL/GRT-WES,United States Representative District 4,,DEM,Leann Jacobsen,1,0,1,0,0
Woodbury,38 SLOAN/SLOAN TWP,United States Representative District 4,,DEM,Leann Jacobsen,7,0,7,0,0
Woodbury,39 HORNICK/WILLOW TWP,United States Representative District 4,,DEM,Leann Jacobsen,2,0,2,0,0
Woodbury,40 ANTHON/MILLER TWP,United States Representative District 4,,DEM,Leann Jacobsen,3,0,3,0,0
Woodbury,41 DANBURY/LIS-MOR TWP,United States Representative District 4,,DEM,Leann Jacobsen,6,0,6,0,0
Woodbury,42 SMITHLAND/LITTLE SIOUX,United States Representative District 4,,DEM,Leann Jacobsen,1,0,1,0,0
Woodbury,43 OTO/OTO TWP,United States Representative District 4,,DEM,Leann Jacobsen,2,0,2,0,0
Woodbury,44 CUSHING/ROCK TWP,United States Representative District 4,,DEM,Leann Jacobsen,6,0,6,0,0
Woodbury,45 ABSENTEE PRECINCT,United States Representative District 4,,DEM,Leann Jacobsen,549,0,0,536,13
Woodbury,1 CHURCH OF JESUS CHRIST,United States Representative District 4,,DEM,John Paschen,8,0,8,0,0
Woodbury,2 CROSS POINTE CHURCH,United States Representative District 4,,DEM,John Paschen,4,0,4,0,0
Woodbury,3 CONCORDIA LUTHERAN,United States Representative District 4,,DEM,John Paschen,7,0,7,0,0
Woodbury,4 SIOUXLAND CENTER,United States Representative District 4,,DEM,John Paschen,6,0,6,0,0
Woodbury,5 RIVERSIDE LUTHERAN,United States Representative District 4,,DEM,John Paschen,9,0,9,0,0
Woodbury,6 FAITH LUTHERAN CHURCH,United States Representative District 4,,DEM,John Paschen,7,0,7,0,0
Woodbury,7 BRYANT/CRESCENT PARK,United States Representative District 4,,DEM,John Paschen,6,0,6,0,0
Woodbury,8 MT. ZION BAPTIST CHURCH,United States Representative District 4,,DEM,John Paschen,0,0,0,0,0
Woodbury,9 BOYS & GIRLS HOME,United States Representative District 4,,DEM,John Paschen,1,0,1,0,0
Woodbury,10 FIRST CONGREGATIONAL,United States Representative District 4,,DEM,John Paschen,8,0,8,0,0
Woodbury,11 GIRLS INC,United States Representative District 4,,DEM,John Paschen,6,0,6,0,0
Woodbury,12 ST JOHN LUTHERAN,United States Representative District 4,,DEM,John Paschen,7,0,7,0,0
Woodbury,13 SC TRANSIT SYSTEM,United States Representative District 4,,DEM,John Paschen,2,0,2,0,0
Woodbury,14 BOYS & GIRLS HOME,United States Representative District 4,,DEM,John Paschen,8,0,8,0,0
Woodbury,15 PEACE REFORMED/CONCORD,United States Representative District 4,,DEM,John Paschen,5,0,5,0,0
Woodbury,16 TRIMBLE UNITED METH CH,United States Representative District 4,,DEM,John Paschen,6,0,6,0,0
Woodbury,17 SC BAPTIST CHURCH,United States Representative District 4,,DEM,John Paschen,5,0,5,0,0
Woodbury,18 CALVARY LUTHERAN,United States Representative District 4,,DEM,John Paschen,5,0,5,0,0
Woodbury,19 CENTRAL BAPTIST CHURCH,United States Representative District 4,,DEM,John Paschen,9,0,9,0,0
Woodbury,20 AUGUSTANA LUTHERAN,United States Representative District 4,,DEM,John Paschen,2,0,2,0,0
Woodbury,21 M'SIDE LUTHERAN CHURCH,United States Representative District 4,,DEM,John Paschen,3,0,3,0,0
Woodbury,22 MORNINGSIDE LIBRARY,United States Representative District 4,,DEM,John Paschen,2,0,2,0,0
Woodbury,23 IGLESIA RESTAURACION,United States Representative District 4,,DEM,John Paschen,4,0,4,0,0
Woodbury,24 WASHINGTON HEIGHTS,United States Representative District 4,,DEM,John Paschen,5,0,5,0,0
Woodbury,25 M'SIDE COLLEGE EPPLEY,United States Representative District 4,,DEM,John Paschen,7,0,7,0,0
Woodbury,26 MSIDE BIBLE CHURCH,United States Representative District 4,,DEM,John Paschen,5,0,5,0,0
Woodbury,27 ST JAMES UNITED METH.,United States Representative District 4,,DEM,John Paschen,2,0,2,0,0
Woodbury,28 REDEEMER LUTHERAN,United States Representative District 4,,DEM,John Paschen,4,0,4,0,0
Woodbury,29 SGT BLUFF EAST/WDBY,United States Representative District 4,,DEM,John Paschen,5,0,5,0,0
Woodbury,30 SGT BLUFF WEST,United States Representative District 4,,DEM,John Paschen,3,0,3,0,0
Woodbury,31 SALIX/LIB-LAK TWP,United States Representative District 4,,DEM,John Paschen,1,0,1,0,0
Woodbury,32 BRONSON/FLO-GRG TWP,United States Representative District 4,,DEM,John Paschen,1,0,1,0,0
Woodbury,33 PIERSON/RUTLAND TWP,United States Representative District 4,,DEM,John Paschen,0,0,0,0,0
Woodbury,34 C'VILLE/KED-UNI TWP,United States Representative District 4,,DEM,John Paschen,1,0,1,0,0
Woodbury,35 MOVILLE/ARL-MOV-WOL TW,United States Representative District 4,,DEM,John Paschen,1,0,1,0,0
Woodbury,36 LAWTON/BANNER TWP,United States Representative District 4,,DEM,John Paschen,1,0,1,0,0
Woodbury,37 CLIMBING HILL/GRT-WES,United States Representative District 4,,DEM,John Paschen,0,0,0,0,0
Woodbury,38 SLOAN/SLOAN TWP,United States Representative District 4,,DEM,John Paschen,0,0,0,0,0
Woodbury,39 HORNICK/WILLOW TWP,United States Representative District 4,,DEM,John Paschen,0,0,0,0,0
Woodbury,40 ANTHON/MILLER TWP,United States Representative District 4,,DEM,John Paschen,3,0,3,0,0
Woodbury,41 DANBURY/LIS-MOR TWP,United States Representative District 4,,DEM,John Paschen,0,0,0,0,0
Woodbury,42 SMITHLAND/LITTLE SIOUX,United States Representative District 4,,DEM,John Paschen,1,0,1,0,0
Woodbury,43 OTO/OTO TWP,United States Representative District 4,,DEM,John Paschen,0,0,0,0,0
Woodbury,44 CUSHING/ROCK TWP,United States Representative District 4,,DEM,John Paschen,1,0,1,0,0
Woodbury,45 ABSENTEE PRECINCT,United States Representative District 4,,DEM,John Paschen,149,0,0,142,7
Woodbury,1 CHURCH OF JESUS CHRIST,United States Representative District 4,,DEM,J D Scholten,86,0,86,0,0
Woodbury,2 CROSS POINTE CHURCH,United States Representative District 4,,DEM,J D Scholten,51,0,51,0,0
Woodbury,3 CONCORDIA LUTHERAN,United States Representative District 4,,DEM,J D Scholten,63,0,63,0,0
Woodbury,4 SIOUXLAND CENTER,United States Representative District 4,,DEM,J D Scholten,18,0,18,0,0
Woodbury,5 RIVERSIDE LUTHERAN,United States Representative District 4,,DEM,J D Scholten,41,0,41,0,0
Woodbury,6 FAITH LUTHERAN CHURCH,United States Representative District 4,,DEM,J D Scholten,76,0,76,0,0
Woodbury,7 BRYANT/CRESCENT PARK,United States Representative District 4,,DEM,J D Scholten,37,0,37,0,0
Woodbury,8 MT. ZION BAPTIST CHURCH,United States Representative District 4,,DEM,J D Scholten,25,0,25,0,0
Woodbury,9 BOYS & GIRLS HOME,United States Representative District 4,,DEM,J D Scholten,3,0,3,0,0
Woodbury,10 FIRST CONGREGATIONAL,United States Representative District 4,,DEM,J D Scholten,74,0,74,0,0
Woodbury,11 GIRLS INC,United States Representative District 4,,DEM,J D Scholten,10,0,10,0,0
Woodbury,12 ST JOHN LUTHERAN,United States Representative District 4,,DEM,J D Scholten,84,0,84,0,0
Woodbury,13 SC TRANSIT SYSTEM,United States Representative District 4,,DEM,J D Scholten,24,0,24,0,0
Woodbury,14 BOYS & GIRLS HOME,United States Representative District 4,,DEM,J D Scholten,21,0,21,0,0
Woodbury,15 PEACE REFORMED/CONCORD,United States Representative District 4,,DEM,J D Scholten,39,0,39,0,0
Woodbury,16 TRIMBLE UNITED METH CH,United States Representative District 4,,DEM,J D Scholten,56,0,56,0,0
Woodbury,17 SC BAPTIST CHURCH,United States Representative District 4,,DEM,J D Scholten,82,0,82,0,0
Woodbury,18 CALVARY LUTHERAN,United States Representative District 4,,DEM,J D Scholten,52,0,52,0,0
Woodbury,19 CENTRAL BAPTIST CHURCH,United States Representative District 4,,DEM,J D Scholten,89,0,89,0,0
Woodbury,20 AUGUSTANA LUTHERAN,United States Representative District 4,,DEM,J D Scholten,14,0,14,0,0
Woodbury,21 M'SIDE LUTHERAN CHURCH,United States Representative District 4,,DEM,J D Scholten,34,0,34,0,0
Woodbury,22 MORNINGSIDE LIBRARY,United States Representative District 4,,DEM,J D Scholten,70,0,70,0,0
Woodbury,23 IGLESIA RESTAURACION,United States Representative District 4,,DEM,J D Scholten,52,0,52,0,0
Woodbury,24 WASHINGTON HEIGHTS,United States Representative District 4,,DEM,J D Scholten,53,0,53,0,0
Woodbury,25 M'SIDE COLLEGE EPPLEY,United States Representative District 4,,DEM,J D Scholten,56,0,56,0,0
Woodbury,26 MSIDE BIBLE CHURCH,United States Representative District 4,,DEM,J D Scholten,71,0,71,0,0
Woodbury,27 ST JAMES UNITED METH.,United States Representative District 4,,DEM,J D Scholten,69,0,69,0,0
Woodbury,28 REDEEMER LUTHERAN,United States Representative District 4,,DEM,J D Scholten,142,0,142,0,0
Woodbury,29 SGT BLUFF EAST/WDBY,United States Representative District 4,,DEM,J D Scholten,44,0,44,0,0
Woodbury,30 SGT BLUFF WEST,United States Representative District 4,,DEM,J D Scholten,44,0,44,0,0
Woodbury,31 SALIX/LIB-LAK TWP,United States Representative District 4,,DEM,J D Scholten,25,0,25,0,0
Woodbury,32 BRONSON/FLO-GRG TWP,United States Representative District 4,,DEM,J D Scholten,16,0,16,0,0
Woodbury,33 PIERSON/RUTLAND TWP,United States Representative District 4,,DEM,J D Scholten,10,0,10,0,0
Woodbury,34 C'VILLE/KED-UNI TWP,United States Representative District 4,,DEM,J D Scholten,15,0,15,0,0
Woodbury,35 MOVILLE/ARL-MOV-WOL TW,United States Representative District 4,,DEM,J D Scholten,34,0,34,0,0
Woodbury,36 LAWTON/BANNER TWP,United States Representative District 4,,DEM,J D Scholten,14,0,14,0,0
Woodbury,37 CLIMBING HILL/GRT-WES,United States Representative District 4,,DEM,J D Scholten,8,0,8,0,0
Woodbury,38 SLOAN/SLOAN TWP,United States Representative District 4,,DEM,J D Scholten,15,0,15,0,0
Woodbury,39 HORNICK/WILLOW TWP,United States Representative District 4,,DEM,J D Scholten,2,0,2,0,0
Woodbury,40 ANTHON/MILLER TWP,United States Representative District 4,,DEM,J D Scholten,10,0,10,0,0
Woodbury,41 DANBURY/LIS-MOR TWP,United States Representative District 4,,DEM,J D Scholten,5,0,5,0,0
Woodbury,42 SMITHLAND/LITTLE SIOUX,United States Representative District 4,,DEM,J D Scholten,4,0,4,0,0
Woodbury,43 OTO/OTO TWP,United States Representative District 4,,DEM,J D Scholten,0,0,0,0,0
Woodbury,44 CUSHING/ROCK TWP,United States Representative District 4,,DEM,J D Scholten,9,0,9,0,0
Woodbury,45 ABSENTEE PRECINCT,United States Representative District 4,,DEM,J D Scholten,999,4,0,974,21
Woodbury,1 CHURCH OF JESUS CHRIST,United States Representative District 4,,,Write-in,1,0,1,0,0
Woodbury,2 CROSS POINTE CHURCH,United States Representative District 4,,,Write-in,0,0,0,0,0
Woodbury,3 CONCORDIA LUTHERAN,United States Representative District 4,,,Write-in,0,0,0,0,0
Woodbury,4 SIOUXLAND CENTER,United States Representative District 4,,,Write-in,0,0,0,0,0
Woodbury,5 RIVERSIDE LUTHERAN,United States Representative District 4,,,Write-in,0,0,0,0,0
Woodbury,6 FAITH LUTHERAN CHURCH,United States Representative District 4,,,Write-in,0,0,0,0,0
Woodbury,7 BRYANT/CRESCENT PARK,United States Representative District 4,,,Write-in,0,0,0,0,0
Woodbury,8 MT. ZION BAPTIST CHURCH,United States Representative District 4,,,Write-in,0,0,0,0,0
Woodbury,9 BOYS & GIRLS HOME,United States Representative District 4,,,Write-in,0,0,0,0,0
Woodbury,10 FIRST CONGREGATIONAL,United States Representative District 4,,,Write-in,0,0,0,0,0
Woodbury,11 GIRLS INC,United States Representative District 4,,,Write-in,0,0,0,0,0
Woodbury,12 ST JOHN LUTHERAN,United States Representative District 4,,,Write-in,1,0,1,0,0
Woodbury,13 SC TRANSIT SYSTEM,United States Representative District 4,,,Write-in,0,0,0,0,0
Woodbury,14 BOYS & GIRLS HOME,United States Representative District 4,,,Write-in,0,0,0,0,0
Woodbury,15 PEACE REFORMED/CONCORD,United States Representative District 4,,,Write-in,0,0,0,0,0
Woodbury,16 TRIMBLE UNITED METH CH,United States Representative District 4,,,Write-in,0,0,0,0,0
Woodbury,17 SC BAPTIST CHURCH,United States Representative District 4,,,Write-in,1,0,1,0,0
Woodbury,18 CALVARY LUTHERAN,United States Representative District 4,,,Write-in,0,0,0,0,0
Woodbury,19 CENTRAL BAPTIST CHURCH,United States Representative District 4,,,Write-in,0,0,0,0,0
Woodbury,20 AUGUSTANA LUTHERAN,United States Representative District 4,,,Write-in,0,0,0,0,0
Woodbury,21 M'SIDE LUTHERAN CHURCH,United States Representative District 4,,,Write-in,0,0,0,0,0
Woodbury,22 MORNINGSIDE LIBRARY,United States Representative District 4,,,Write-in,0,0,0,0,0
Woodbury,23 IGLESIA RESTAURACION,United States Representative District 4,,,Write-in,0,0,0,0,0
Woodbury,24 WASHINGTON HEIGHTS,United States Representative District 4,,,Write-in,0,0,0,0,0
Woodbury,25 M'SIDE COLLEGE EPPLEY,United States Representative District 4,,,Write-in,0,0,0,0,0
Woodbury,26 MSIDE BIBLE CHURCH,United States Representative District 4,,,Write-in,0,0,0,0,0
Woodbury,27 ST JAMES UNITED METH.,United States Representative District 4,,,Write-in,0,0,0,0,0
Woodbury,28 REDEEMER LUTHERAN,United States Representative District 4,,,Write-in,0,0,0,0,0
Woodbury,29 SGT BLUFF EAST/WDBY,United States Representative District 4,,,Write-in,0,0,0,0,0
Woodbury,30 SGT BLUFF WEST,United States Representative District 4,,,Write-in,0,0,0,0,0
Woodbury,31 SALIX/LIB-LAK TWP,United States Representative District 4,,,Write-in,0,0,0,0,0
Woodbury,32 BRONSON/FLO-GRG TWP,United States Representative District 4,,,Write-in,0,0,0,0,0
Woodbury,33 PIERSON/RUTLAND TWP,United States Representative District 4,,,Write-in,0,0,0,0,0
Woodbury,34 C'VILLE/KED-UNI TWP,United States Representative District 4,,,Write-in,0,0,0,0,0
Woodbury,35 MOVILLE/ARL-MOV-WOL TW,United States Representative District 4,,,Write-in,0,0,0,0,0
Woodbury,36 LAWTON/BANNER TWP,United States Representative District 4,,,Write-in,0,0,0,0,0
Woodbury,37 CLIMBING HILL/GRT-WES,United States Representative District 4,,,Write-in,0,0,0,0,0
Woodbury,38 SLOAN/SLOAN TWP,United States Representative District 4,,,Write-in,0,0,0,0,0
Woodbury,39 HORNICK/WILLOW TWP,United States Representative District 4,,,Write-in,0,0,0,0,0
Woodbury,40 ANTHON/MILLER TWP,United States Representative District 4,,,Write-in,0,0,0,0,0
Woodbury,41 DANBURY/LIS-MOR TWP,United States Representative District 4,,,Write-in,0,0,0,0,0
Woodbury,42 SMITHLAND/LITTLE SIOUX,United States Representative District 4,,,Write-in,0,0,0,0,0
Woodbury,43 OTO/OTO TWP,United States Representative District 4,,,Write-in,0,0,0,0,0
Woodbury,44 CUSHING/ROCK TWP,United States Representative District 4,,,Write-in,0,0,0,0,0
Woodbury,45 ABSENTEE PRECINCT,United States Representative District 4,,,Write-in,4,0,0,3,1
Woodbury,1 CHURCH OF JESUS CHRIST,Governor,,DEM,Nate Boulton,4,0,4,0,0
Woodbury,2 CROSS POINTE CHURCH,Governor,,DEM,Nate Boulton,2,0,2,0,0
Woodbury,3 CONCORDIA LUTHERAN,Governor,,DEM,Nate Boulton,4,0,4,0,0
Woodbury,4 SIOUXLAND CENTER,Governor,,DEM,Nate Boulton,0,0,0,0,0
Woodbury,5 RIVERSIDE LUTHERAN,Governor,,DEM,Nate Boulton,5,0,5,0,0
Woodbury,6 FAITH LUTHERAN CHURCH,Governor,,DEM,Nate Boulton,2,0,2,0,0
Woodbury,7 BRYANT/CRESCENT PARK,Governor,,DEM,Nate Boulton,3,0,3,0,0
Woodbury,8 MT. ZION BAPTIST CHURCH,Governor,,DEM,Nate Boulton,1,0,1,0,0
Woodbury,9 BOYS & GIRLS HOME,Governor,,DEM,Nate Boulton,2,0,2,0,0
Woodbury,10 FIRST CONGREGATIONAL,Governor,,DEM,Nate Boulton,1,0,1,0,0
Woodbury,11 GIRLS INC,Governor,,DEM,Nate Boulton,0,0,0,0,0
Woodbury,12 ST JOHN LUTHERAN,Governor,,DEM,Nate Boulton,4,0,4,0,0
Woodbury,13 SC TRANSIT SYSTEM,Governor,,DEM,Nate Boulton,3,0,3,0,0
Woodbury,14 BOYS & GIRLS HOME,Governor,,DEM,Nate Boulton,3,0,3,0,0
Woodbury,15 PEACE REFORMED/CONCORD,Governor,,DEM,Nate Boulton,1,0,1,0,0
Woodbury,16 TRIMBLE UNITED METH CH,Governor,,DEM,Nate Boulton,2,0,2,0,0
Woodbury,17 SC BAPTIST CHURCH,Governor,,DEM,Nate Boulton,5,0,5,0,0
Woodbury,18 CALVARY LUTHERAN,Governor,,DEM,Nate Boulton,4,0,4,0,0
Woodbury,19 CENTRAL BAPTIST CHURCH,Governor,,DEM,Nate Boulton,8,0,8,0,0
Woodbury,20 AUGUSTANA LUTHERAN,Governor,,DEM,Nate Boulton,2,0,2,0,0
Woodbury,21 M'SIDE LUTHERAN CHURCH,Governor,,DEM,Nate Boulton,0,0,0,0,0
Woodbury,22 MORNINGSIDE LIBRARY,Governor,,DEM,Nate Boulton,4,0,4,0,0
Woodbury,23 IGLESIA RESTAURACION,Governor,,DEM,Nate Boulton,7,0,7,0,0
Woodbury,24 WASHINGTON HEIGHTS,Governor,,DEM,Nate Boulton,5,0,5,0,0
Woodbury,25 M'SIDE COLLEGE EPPLEY,Governor,,DEM,Nate Boulton,2,0,2,0,0
Woodbury,26 MSIDE BIBLE CHURCH,Governor,,DEM,Nate Boulton,4,0,4,0,0
Woodbury,27 ST JAMES UNITED METH.,Governor,,DEM,Nate Boulton,2,0,2,0,0
Woodbury,28 REDEEMER LUTHERAN,Governor,,DEM,Nate Boulton,5,0,5,0,0
Woodbury,29 SGT BLUFF EAST/WDBY,Governor,,DEM,Nate Boulton,1,0,1,0,0
Woodbury,30 SGT BLUFF WEST,Governor,,DEM,Nate Boulton,2,0,2,0,0
Woodbury,31 SALIX/LIB-LAK TWP,Governor,,DEM,Nate Boulton,1,0,1,0,0
Woodbury,32 BRONSON/FLO-GRG TWP,Governor,,DEM,Nate Boulton,1,0,1,0,0
Woodbury,33 PIERSON/RUTLAND TWP,Governor,,DEM,Nate Boulton,1,0,1,0,0
Woodbury,34 C'VILLE/KED-UNI TWP,Governor,,DEM,Nate Boulton,2,0,2,0,0
Woodbury,35 MOVILLE/ARL-MOV-WOL TW,Governor,,DEM,Nate Boulton,0,0,0,0,0
Woodbury,36 LAWTON/BANNER TWP,Governor,,DEM,Nate Boulton,2,0,2,0,0
Woodbury,37 CLIMBING HILL/GRT-WES,Governor,,DEM,Nate Boulton,1,0,1,0,0
Woodbury,38 SLOAN/SLOAN TWP,Governor,,DEM,Nate Boulton,1,0,1,0,0
Woodbury,39 HORNICK/WILLOW TWP,Governor,,DEM,Nate Boulton,0,0,0,0,0
Woodbury,40 ANTHON/MILLER TWP,Governor,,DEM,Nate Boulton,0,0,0,0,0
Woodbury,41 DANBURY/LIS-MOR TWP,Governor,,DEM,Nate Boulton,0,0,0,0,0
Woodbury,42 SMITHLAND/LITTLE SIOUX,Governor,,DEM,Nate Boulton,1,0,1,0,0
Woodbury,43 OTO/OTO TWP,Governor,,DEM,Nate Boulton,0,0,0,0,0
Woodbury,44 CUSHING/ROCK TWP,Governor,,DEM,Nate Boulton,0,0,0,0,0
Woodbury,45 ABSENTEE PRECINCT,Governor,,DEM,Nate Boulton,160,0,0,160,0
Woodbury,1 CHURCH OF JESUS CHRIST,Governor,,DEM,Cathy Glasson,16,0,16,0,0
Woodbury,2 CROSS POINTE CHURCH,Governor,,DEM,Cathy Glasson,12,0,12,0,0
Woodbury,3 CONCORDIA LUTHERAN,Governor,,DEM,Cathy Glasson,9,0,9,0,0
Woodbury,4 SIOUXLAND CENTER,Governor,,DEM,Cathy Glasson,6,0,6,0,0
Woodbury,5 RIVERSIDE LUTHERAN,Governor,,DEM,Cathy Glasson,9,0,9,0,0
Woodbury,6 FAITH LUTHERAN CHURCH,Governor,,DEM,Cathy Glasson,29,0,29,0,0
Woodbury,7 BRYANT/CRESCENT PARK,Governor,,DEM,Cathy Glasson,10,0,10,0,0
Woodbury,8 MT. ZION BAPTIST CHURCH,Governor,,DEM,Cathy Glasson,7,0,7,0,0
Woodbury,9 BOYS & GIRLS HOME,Governor,,DEM,Cathy Glasson,1,0,1,0,0
Woodbury,10 FIRST CONGREGATIONAL,Governor,,DEM,Cathy Glasson,18,0,18,0,0
Woodbury,11 GIRLS INC,Governor,,DEM,Cathy Glasson,5,0,5,0,0
Woodbury,12 ST JOHN LUTHERAN,Governor,,DEM,Cathy Glasson,27,0,27,0,0
Woodbury,13 SC TRANSIT SYSTEM,Governor,,DEM,Cathy Glasson,5,0,5,0,0
Woodbury,14 BOYS & GIRLS HOME,Governor,,DEM,Cathy Glasson,10,0,10,0,0
Woodbury,15 PEACE REFORMED/CONCORD,Governor,,DEM,Cathy Glasson,8,0,8,0,0
Woodbury,16 TRIMBLE UNITED METH CH,Governor,,DEM,Cathy Glasson,7,0,7,0,0
Woodbury,17 SC BAPTIST CHURCH,Governor,,DEM,Cathy Glasson,16,0,16,0,0
Woodbury,18 CALVARY LUTHERAN,Governor,,DEM,Cathy Glasson,15,0,15,0,0
Woodbury,19 CENTRAL BAPTIST CHURCH,Governor,,DEM,Cathy Glasson,23,0,23,0,0
Woodbury,20 AUGUSTANA LUTHERAN,Governor,,DEM,Cathy Glasson,8,0,8,0,0
Woodbury,21 M'SIDE LUTHERAN CHURCH,Governor,,DEM,Cathy Glasson,5,0,5,0,0
Woodbury,22 MORNINGSIDE LIBRARY,Governor,,DEM,Cathy Glasson,15,0,15,0,0
Woodbury,23 IGLESIA RESTAURACION,Governor,,DEM,Cathy Glasson,12,0,12,0,0
Woodbury,24 WASHINGTON HEIGHTS,Governor,,DEM,Cathy Glasson,13,0,13,0,0
Woodbury,25 M'SIDE COLLEGE EPPLEY,Governor,,DEM,Cathy Glasson,15,0,15,0,0
Woodbury,26 MSIDE BIBLE CHURCH,Governor,,DEM,Cathy Glasson,13,0,13,0,0
Woodbury,27 ST JAMES UNITED METH.,Governor,,DEM,Cathy Glasson,5,0,5,0,0
Woodbury,28 REDEEMER LUTHERAN,Governor,,DEM,Cathy Glasson,20,0,20,0,0
Woodbury,29 SGT BLUFF EAST/WDBY,Governor,,DEM,Cathy Glasson,5,0,5,0,0
Woodbury,30 SGT BLUFF WEST,Governor,,DEM,Cathy Glasson,7,0,7,0,0
Woodbury,31 SALIX/LIB-LAK TWP,Governor,,DEM,Cathy Glasson,1,0,1,0,0
Woodbury,32 BRONSON/FLO-GRG TWP,Governor,,DEM,Cathy Glasson,3,0,3,0,0
Woodbury,33 PIERSON/RUTLAND TWP,Governor,,DEM,Cathy Glasson,2,0,2,0,0
Woodbury,34 C'VILLE/KED-UNI TWP,Governor,,DEM,Cathy Glasson,1,0,1,0,0
Woodbury,35 MOVILLE/ARL-MOV-WOL TW,Governor,,DEM,Cathy Glasson,10,0,10,0,0
Woodbury,36 LAWTON/BANNER TWP,Governor,,DEM,Cathy Glasson,3,0,3,0,0
Woodbury,37 CLIMBING HILL/GRT-WES,Governor,,DEM,Cathy Glasson,1,0,1,0,0
Woodbury,38 SLOAN/SLOAN TWP,Governor,,DEM,Cathy Glasson,1,0,1,0,0
Woodbury,39 HORNICK/WILLOW TWP,Governor,,DEM,Cathy Glasson,2,0,2,0,0
