county,precinct,office,district,party,candidate,votes,election_day_total_votes
Appanoose,Centerville W2,State House,80,REP,Holly Brink,27,27
Appanoose,Centerville W3,State House,80,REP,Holly Brink,24,24
Appanoose,Caldwell,State House,80,REP,Holly Brink,17,17
Appanoose,Johns-Independence,State House,80,REP,Holly Brink,21,21
Appanoose,Pleasant-Franklin,State House,80,REP,Holly Brink,3,3
Appanoose,Taylor-Chariton,State House,80,REP,Holly Brink,18,18
Appanoose,Union-Udell,State House,80,REP,Holly Brink,12,12
Appanoose,Vermillion-Douglas-Sharon,State House,80,REP,Holly Brink,22,22
Appanoose,Walnut,State House,80,REP,Holly Brink,9,9
Appanoose,Washington-Wells,State House,80,REP,Holly Brink,24,24
Appanoose,Bellair-Lincoln,State House,80,REP,Richard Harold Keilig Jr.,16,16
Appanoose,Centerville W1,State House,80,REP,Richard Harold Keilig Jr.,68,68
Appanoose,Centerville W2,State House,80,REP,Richard Harold Keilig Jr.,60,60
Appanoose,Centerville W3,State House,80,REP,Richard Harold Keilig Jr.,65,65
Appanoose,Caldwell,State House,80,REP,Richard Harold Keilig Jr.,25,25
Appanoose,Johns-Independence,State House,80,REP,Richard Harold Keilig Jr.,22,22
Appanoose,Pleasant-Franklin,State House,80,REP,Richard Harold Keilig Jr.,23,23
Appanoose,Taylor-Chariton,State House,80,REP,Richard Harold Keilig Jr.,36,36
Appanoose,Union-Udell,State House,80,REP,Richard Harold Keilig Jr.,34,34
Appanoose,Vermillion-Douglas-Sharon,State House,80,REP,Richard Harold Keilig Jr.,43,43
Appanoose,Walnut,State House,80,REP,Richard Harold Keilig Jr.,33,33
Appanoose,Washington-Wells,State House,80,REP,Richard Harold Keilig Jr.,45,45
Appanoose,Bellair-Lincoln,State House,80,,Write-in,0,0
Appanoose,Centerville W1,State House,80,,Write-in,1,1
Appanoose,Centerville W2,State House,80,,Write-in,0,0
Appanoose,Centerville W3,State House,80,,Write-in,1,1
Appanoose,Caldwell,State House,80,,Write-in,0,0
Appanoose,Johns-Independence,State House,80,,Write-in,0,0
Appanoose,Pleasant-Franklin,State House,80,,Write-in,0,0
Appanoose,Taylor-Chariton,State House,80,,Write-in,0,0
Appanoose,Union-Udell,State House,80,,Write-in,0,0
Appanoose,Vermillion-Douglas-Sharon,State House,80,,Write-in,0,0
Appanoose,Walnut,State House,80,,Write-in,0,0
Appanoose,Washington-Wells,State House,80,,Write-in,0,0
Appanoose,Bellair-Lincoln,State House,80,DEM,Susan McDanel,37,37
Appanoose,Centerville W1,State House,80,DEM,Susan McDanel,81,81
Appanoose,Centerville W2,State House,80,DEM,Susan McDanel,63,63
Appanoose,Centerville W3,State House,80,DEM,Susan McDanel,62,62
Appanoose,Caldwell,State House,80,DEM,Susan McDanel,17,17
Appanoose,Johns-Independence,State House,80,DEM,Susan McDanel,27,27
Appanoose,Pleasant-Franklin,State House,80,DEM,Susan McDanel,26,26
Appanoose,Taylor-Chariton,State House,80,DEM,Susan McDanel,49,49
Appanoose,Union-Udell,State House,80,DEM,Susan McDanel,32,32
Appanoose,Vermillion-Douglas-Sharon,State House,80,DEM,Susan McDanel,35,35
Appanoose,Walnut,State House,80,DEM,Susan McDanel,35,35
Appanoose,Washington-Wells,State House,80,DEM,Susan McDanel,21,21
Appanoose,Bellair-Lincoln,County Board of Supervisors,,REP,Mark D. Waits,22,22
Appanoose,Centerville W1,County Board of Supervisors,,REP,Mark D. Waits,75,75
Appanoose,Centerville W2,County Board of Supervisors,,REP,Mark D. Waits,75,75
Appanoose,Centerville W3,County Board of Supervisors,,REP,Mark D. Waits,67,67
Appanoose,Caldwell,County Board of Supervisors,,REP,Mark D. Waits,29,29
Appanoose,Johns-Independence,County Board of Supervisors,,REP,Mark D. Waits,42,42
Appanoose,Pleasant-Franklin,County Board of Supervisors,,REP,Mark D. Waits,18,18
Appanoose,Taylor-Chariton,County Board of Supervisors,,REP,Mark D. Waits,46,46
Appanoose,Union-Udell,County Board of Supervisors,,REP,Mark D. Waits,41,41
Appanoose,Vermillion-Douglas-Sharon,County Board of Supervisors,,REP,Mark D. Waits,52,52
Appanoose,Walnut,County Board of Supervisors,,REP,Mark D. Waits,37,37
Appanoose,Washington-Wells,County Board of Supervisors,,REP,Mark D. Waits,56,56
Appanoose,Bellair-Lincoln,County Board of Supervisors,,,Write-in,0,0
Appanoose,Centerville W1,County Board of Supervisors,,,Write-in,0,0
Appanoose,Centerville W2,County Board of Supervisors,,,Write-in,0,0
Appanoose,Centerville W3,County Board of Supervisors,,,Write-in,0,0
Appanoose,Caldwell,County Board of Supervisors,,,Write-in,0,0
Appanoose,Johns-Independence,County Board of Supervisors,,,Write-in,0,0
Appanoose,Pleasant-Franklin,County Board of Supervisors,,,Write-in,0,0
Appanoose,Taylor-Chariton,County Board of Supervisors,,,Write-in,0,0
Appanoose,Union-Udell,County Board of Supervisors,,,Write-in,0,0
Appanoose,Vermillion-Douglas-Sharon,County Board of Supervisors,,,Write-in,0,0
Appanoose,Walnut,County Board of Supervisors,,,Write-in,0,0
Appanoose,Washington-Wells,County Board of Supervisors,,,Write-in,0,0
Appanoose,Bellair-Lincoln,County Board of Supervisors,,DEM,Dean Kaster,31,31
Appanoose,Centerville W1,County Board of Supervisors,,DEM,Dean Kaster,83,83
Appanoose,Centerville W2,County Board of Supervisors,,DEM,Dean Kaster,60,60
Appanoose,Centerville W3,County Board of Supervisors,,DEM,Dean Kaster,57,57
Appanoose,Caldwell,County Board of Supervisors,,DEM,Dean Kaster,16,16
Appanoose,Johns-Independence,County Board of Supervisors,,DEM,Dean Kaster,26,26
Appanoose,Pleasant-Franklin,County Board of Supervisors,,DEM,Dean Kaster,21,21
Appanoose,Taylor-Chariton,County Board of Supervisors,,DEM,Dean Kaster,48,48
Appanoose,Union-Udell,County Board of Supervisors,,DEM,Dean Kaster,35,35
Appanoose,Vermillion-Douglas-Sharon,County Board of Supervisors,,DEM,Dean Kaster,31,31
Appanoose,Walnut,County Board of Supervisors,,DEM,Dean Kaster,33,33
Appanoose,Washington-Wells,County Board of Supervisors,,DEM,Dean Kaster,17,17
Appanoose,Bellair-Lincoln,County Board of Supervisors,,LIB,Jonathan Levi Hart,0,0
Appanoose,Centerville W1,County Board of Supervisors,,LIB,Jonathan Levi Hart,0,0
Appanoose,Centerville W2,County Board of Supervisors,,LIB,Jonathan Levi Hart,1,1
Appanoose,Centerville W3,County Board of Supervisors,,LIB,Jonathan Levi Hart,1,1
Appanoose,Caldwell,County Board of Supervisors,,LIB,Jonathan Levi Hart,0,0
Appanoose,Johns-Independence,County Board of Supervisors,,LIB,Jonathan Levi Hart,0,0
Appanoose,Pleasant-Franklin,County Board of Supervisors,,LIB,Jonathan Levi Hart,0,0
Appanoose,Taylor-Chariton,County Board of Supervisors,,LIB,Jonathan Levi Hart,0,0
Appanoose,Union-Udell,County Board of Supervisors,,LIB,Jonathan Levi Hart,0,0
Appanoose,Vermillion-Douglas-Sharon,County Board of Supervisors,,LIB,Jonathan Levi Hart,1,1
Appanoose,Walnut,County Board of Supervisors,,LIB,Jonathan Levi Hart,1,1
Appanoose,Washington-Wells,County Board of Supervisors,,LIB,Jonathan Levi Hart,0,0
Appanoose,Bellair-Lincoln,County Treasurer,,REP,Janet Davis,28,28
Appanoose,Centerville W1,County Treasurer,,REP,Janet Davis,90,90
Appanoose,Centerville W2,County Treasurer,,REP,Janet Davis,80,80
Appanoose,Centerville W3,County Treasurer,,REP,Janet Davis,89,89
Appanoose,Caldwell,County Treasurer,,REP,Janet Davis,39,39
Appanoose,Johns-Independence,County Treasurer,,REP,Janet Davis,46,46
Appanoose,Pleasant-Franklin,County Treasurer,,REP,Janet Davis,20,20
Appanoose,Taylor-Chariton,County Treasurer,,REP,Janet Davis,52,52
Appanoose,Union-Udell,County Treasurer,,REP,Janet Davis,43,43
Appanoose,Vermillion-Douglas-Sharon,County Treasurer,,REP,Janet Davis,63,63
Appanoose,Walnut,County Treasurer,,REP,Janet Davis,39,39
Appanoose,Washington-Wells,County Treasurer,,REP,Janet Davis,67,67
Appanoose,Bellair-Lincoln,County Treasurer,,,Write-in,0,0
Appanoose,Centerville W1,County Treasurer,,,Write-in,0,0
Appanoose,Centerville W2,County Treasurer,,,Write-in,0,0
Appanoose,Centerville W3,County Treasurer,,,Write-in,0,0
Appanoose,Caldwell,County Treasurer,,,Write-in,0,0
Appanoose,Johns-Independence,County Treasurer,,,Write-in,0,0
Appanoose,Pleasant-Franklin,County Treasurer,,,Write-in,0,0
Appanoose,Taylor-Chariton,County Treasurer,,,Write-in,0,0
Appanoose,Union-Udell,County Treasurer,,,Write-in,0,0
Appanoose,Vermillion-Douglas-Sharon,County Treasurer,,,Write-in,0,0
Appanoose,Walnut,County Treasurer,,,Write-in,0,0
Appanoose,Washington-Wells,County Treasurer,,,Write-in,0,0
Appanoose,Bellair-Lincoln,County Recorder,,REP,Teddy Walker,29,29
Appanoose,Centerville W1,County Recorder,,REP,Teddy Walker,90,90
Appanoose,Centerville W2,County Recorder,,REP,Teddy Walker,83,83
Appanoose,Centerville W3,County Recorder,,REP,Teddy Walker,89,89
Appanoose,Caldwell,County Recorder,,REP,Teddy Walker,42,42
Appanoose,Johns-Independence,County Recorder,,REP,Teddy Walker,45,45
Appanoose,Pleasant-Franklin,County Recorder,,REP,Teddy Walker,19,19
Appanoose,Taylor-Chariton,County Recorder,,REP,Teddy Walker,52,52
Appanoose,Union-Udell,County Recorder,,REP,Teddy Walker,42,42
Appanoose,Vermillion-Douglas-Sharon,County Recorder,,REP,Teddy Walker,64,64
Appanoose,Walnut,County Recorder,,REP,Teddy Walker,41,41
Appanoose,Washington-Wells,County Recorder,,REP,Teddy Walker,65,65
Appanoose,Bellair-Lincoln,County Recorder,,,Write-in,0,0
Appanoose,Centerville W1,County Recorder,,,Write-in,0,0
Appanoose,Centerville W2,County Recorder,,,Write-in,0,0
Appanoose,Centerville W3,County Recorder,,,Write-in,0,0
Appanoose,Caldwell,County Recorder,,,Write-in,0,0
Appanoose,Johns-Independence,County Recorder,,,Write-in,0,0
Appanoose,Pleasant-Franklin,County Recorder,,,Write-in,0,0
Appanoose,Taylor-Chariton,County Recorder,,,Write-in,0,0
Appanoose,Union-Udell,County Recorder,,,Write-in,0,0
Appanoose,Vermillion-Douglas-Sharon,County Recorder,,,Write-in,0,0
Appanoose,Walnut,County Recorder,,,Write-in,0,0
Appanoose,Washington-Wells,County Recorder,,,Write-in,0,0
Appanoose,Bellair-Lincoln,County Attorney,,REP,Susan Claire Daniels,26,26
Appanoose,Centerville W1,County Attorney,,REP,Susan Claire Daniels,88,88
Appanoose,Centerville W2,County Attorney,,REP,Susan Claire Daniels,79,79
Appanoose,Centerville W3,County Attorney,,REP,Susan Claire Daniels,85,85
Appanoose,Caldwell,County Attorney,,REP,Susan Claire Daniels,36,36
Appanoose,Johns-Independence,County Attorney,,REP,Susan Claire Daniels,41,41
Appanoose,Pleasant-Franklin,County Attorney,,REP,Susan Claire Daniels,19,19
Appanoose,Taylor-Chariton,County Attorney,,REP,Susan Claire Daniels,46,46
Appanoose,Union-Udell,County Attorney,,REP,Susan Claire Daniels,37,37
Appanoose,Vermillion-Douglas-Sharon,County Attorney,,REP,Susan Claire Daniels,57,57
Appanoose,Walnut,County Attorney,,REP,Susan Claire Daniels,40,40
Appanoose,Washington-Wells,County Attorney,,REP,Susan Claire Daniels,59,59
Appanoose,Bellair-Lincoln,County Attorney,,,Write-in,0,0
Appanoose,Centerville W1,County Attorney,,,Write-in,0,0
Appanoose,Centerville W2,County Attorney,,,Write-in,0,0
Appanoose,Centerville W3,County Attorney,,,Write-in,0,0
Appanoose,Caldwell,County Attorney,,,Write-in,0,0
Appanoose,Johns-Independence,County Attorney,,,Write-in,0,0
Appanoose,Pleasant-Franklin,County Attorney,,,Write-in,0,0
Appanoose,Taylor-Chariton,County Attorney,,,Write-in,0,0
Appanoose,Union-Udell,County Attorney,,,Write-in,0,0
Appanoose,Vermillion-Douglas-Sharon,County Attorney,,,Write-in,0,0
Appanoose,Walnut,County Attorney,,,Write-in,0,0
Appanoose,Washington-Wells,County Attorney,,,Write-in,0,0
