county,precinct,office,district,party,candidate,votes,absentee,polling
Decatur,BL/FA/Lamoni,United States Representative District 2,,REP,Christopher Peters,72,3,69
Decatur,BU/HA/MO/NB/Davis City/Pleasanton,United States Representative District 2,,REP,Christopher Peters,21,4,17
Decatur,CE/ED/Leon,United States Representative District 2,,REP,Christopher Peters,66,14,52
Decatur,DE/Decatur City,United States Representative District 2,,REP,Christopher Peters,18,2,16
Decatur,GG/HP/WO/Garden Grove/LeRoy,United States Representative District 2,,REP,Christopher Peters,16,4,12
Decatur,GR/RL/Grand River,United States Representative District 2,,REP,Christopher Peters,17,3,14
Decatur,FR/LC/Van Wert/Weldon,United States Representative District 2,,REP,Christopher Peters,29,4,25
Decatur,BL/FA/Lamoni,United States Representative District 2,,REP,Ginny Caligiuri,16,0,16
Decatur,BU/HA/MO/NB/Davis City/Pleasanton,United States Representative District 2,,REP,Ginny Caligiuri,6,0,6
Decatur,CE/ED/Leon,United States Representative District 2,,REP,Ginny Caligiuri,9,0,9
Decatur,DE/Decatur City,United States Representative District 2,,REP,Ginny Caligiuri,0,0,0
Decatur,GG/HP/WO/Garden Grove/LeRoy,United States Representative District 2,,REP,Ginny Caligiuri,10,3,7
Decatur,GR/RL/Grand River,United States Representative District 2,,REP,Ginny Caligiuri,1,0,1
Decatur,FR/LC/Van Wert/Weldon,United States Representative District 2,,REP,Ginny Caligiuri,2,0,2
Decatur,BL/FA/Lamoni,United States Representative District 2,,,Write-in,0,0,0
Decatur,BU/HA/MO/NB/Davis City/Pleasanton,United States Representative District 2,,,Write-in,0,0,0
Decatur,CE/ED/Leon,United States Representative District 2,,,Write-in,0,0,0
Decatur,DE/Decatur City,United States Representative District 2,,,Write-in,0,0,0
Decatur,GG/HP/WO/Garden Grove/LeRoy,United States Representative District 2,,,Write-in,0,0,0
Decatur,GR/RL/Grand River,United States Representative District 2,,,Write-in,0,0,0
Decatur,FR/LC/Van Wert/Weldon,United States Representative District 2,,,Write-in,0,0,0
Decatur,BL/FA/Lamoni,Governor,,REP,Kim Reynolds,94,3,91
Decatur,BU/HA/MO/NB/Davis City/Pleasanton,Governor,,REP,Kim Reynolds,32,6,26
Decatur,CE/ED/Leon,Governor,,REP,Kim Reynolds,81,17,64
Decatur,DE/Decatur City,Governor,,REP,Kim Reynolds,20,3,17
Decatur,GG/HP/WO/Garden Grove/LeRoy,Governor,,REP,Kim Reynolds,28,8,20
Decatur,GR/RL/Grand River,Governor,,REP,Kim Reynolds,17,3,14
Decatur,FR/LC/Van Wert/Weldon,Governor,,REP,Kim Reynolds,35,6,29
Decatur,BL/FA/Lamoni,Governor,,,Write-in,0,0,0
Decatur,BU/HA/MO/NB/Davis City/Pleasanton,Governor,,,Write-in,0,0,0
Decatur,CE/ED/Leon,Governor,,,Write-in,0,0,0
Decatur,DE/Decatur City,Governor,,,Write-in,0,0,0
Decatur,GG/HP/WO/Garden Grove/LeRoy,Governor,,,Write-in,0,0,0
Decatur,GR/RL/Grand River,Governor,,,Write-in,0,0,0
Decatur,FR/LC/Van Wert/Weldon,Governor,,,Write-in,0,0,0
Decatur,BL/FA/Lamoni,Secretary of State,,REP,Paul D. Pate,95,3,92
Decatur,BU/HA/MO/NB/Davis City/Pleasanton,Secretary of State,,REP,Paul D. Pate,28,4,24
Decatur,CE/ED/Leon,Secretary of State,,REP,Paul D. Pate,75,16,59
Decatur,DE/Decatur City,Secretary of State,,REP,Paul D. Pate,16,1,15
Decatur,GG/HP/WO/Garden Grove/LeRoy,Secretary of State,,REP,Paul D. Pate,28,8,20
Decatur,GR/RL/Grand River,Secretary of State,,REP,Paul D. Pate,18,3,15
Decatur,FR/LC/Van Wert/Weldon,Secretary of State,,REP,Paul D. Pate,32,3,29
Decatur,BL/FA/Lamoni,Secretary of State,,,Write-in,0,0,0
Decatur,BU/HA/MO/NB/Davis City/Pleasanton,Secretary of State,,,Write-in,0,0,0
Decatur,CE/ED/Leon,Secretary of State,,,Write-in,0,0,0
Decatur,DE/Decatur City,Secretary of State,,,Write-in,0,0,0
Decatur,GG/HP/WO/Garden Grove/LeRoy,Secretary of State,,,Write-in,0,0,0
Decatur,GR/RL/Grand River,Secretary of State,,,Write-in,0,0,0
Decatur,FR/LC/Van Wert/Weldon,Secretary of State,,,Write-in,0,0,0
Decatur,BL/FA/Lamoni,Auditor of State,,REP,Mary Mosiman,92,3,89
Decatur,BU/HA/MO/NB/Davis City/Pleasanton,Auditor of State,,REP,Mary Mosiman,28,4,24
Decatur,CE/ED/Leon,Auditor of State,,REP,Mary Mosiman,69,13,56
Decatur,DE/Decatur City,Auditor of State,,REP,Mary Mosiman,15,0,15
Decatur,GG/HP/WO/Garden Grove/LeRoy,Auditor of State,,REP,Mary Mosiman,26,8,18
Decatur,GR/RL/Grand River,Auditor of State,,REP,Mary Mosiman,16,2,14
Decatur,FR/LC/Van Wert/Weldon,Auditor of State,,REP,Mary Mosiman,31,4,27
Decatur,BL/FA/Lamoni,Auditor of State,,,Write-in,0,0,0
Decatur,BU/HA/MO/NB/Davis City/Pleasanton,Auditor of State,,,Write-in,0,0,0
Decatur,CE/ED/Leon,Auditor of State,,,Write-in,0,0,0
Decatur,DE/Decatur City,Auditor of State,,,Write-in,0,0,0
Decatur,GG/HP/WO/Garden Grove/LeRoy,Auditor of State,,,Write-in,0,0,0
Decatur,GR/RL/Grand River,Auditor of State,,,Write-in,0,0,0
Decatur,FR/LC/Van Wert/Weldon,Auditor of State,,,Write-in,0,0,0
Decatur,BL/FA/Lamoni,Treasurer of State,,REP,Stan McKiernan,1,0,1
Decatur,BU/HA/MO/NB/Davis City/Pleasanton,Treasurer of State,,REP,Stan McKiernan,0,0,0
Decatur,CE/ED/Leon,Treasurer of State,,REP,Stan McKiernan,0,0,0
Decatur,DE/Decatur City,Treasurer of State,,REP,Stan McKiernan,0,0,0
Decatur,GG/HP/WO/Garden Grove/LeRoy,Treasurer of State,,REP,Stan McKiernan,0,0,0
Decatur,GR/RL/Grand River,Treasurer of State,,REP,Stan McKiernan,0,0,0
Decatur,FR/LC/Van Wert/Weldon,Treasurer of State,,REP,Stan McKiernan,0,0,0
Decatur,BL/FA/Lamoni,Treasurer of State,,REP,Andy Nielsen,1,0,1
Decatur,BU/HA/MO/NB/Davis City/Pleasanton,Treasurer of State,,REP,Andy Nielsen,0,0,0
Decatur,CE/ED/Leon,Treasurer of State,,REP,Andy Nielsen,0,0,0
Decatur,DE/Decatur City,Treasurer of State,,REP,Andy Nielsen,0,0,0
Decatur,GG/HP/WO/Garden Grove/LeRoy,Treasurer of State,,REP,Andy Nielsen,0,0,0
Decatur,GR/RL/Grand River,Treasurer of State,,REP,Andy Nielsen,0,0,0
Decatur,FR/LC/Van Wert/Weldon,Treasurer of State,,REP,Andy Nielsen,0,0,0
Decatur,BL/FA/Lamoni,Treasurer of State,,REP,Tony Funk,0,0,0
Decatur,BU/HA/MO/NB/Davis City/Pleasanton,Treasurer of State,,REP,Tony Funk,0,0,0
Decatur,CE/ED/Leon,Treasurer of State,,REP,Tony Funk,0,0,0
Decatur,DE/Decatur City,Treasurer of State,,REP,Tony Funk,0,0,0
Decatur,GG/HP/WO/Garden Grove/LeRoy,Treasurer of State,,REP,Tony Funk,1,0,1
Decatur,GR/RL/Grand River,Treasurer of State,,REP,Tony Funk,0,0,0
Decatur,FR/LC/Van Wert/Weldon,Treasurer of State,,REP,Tony Funk,0,0,0
Decatur,BL/FA/Lamoni,Treasurer of State,,REP,Teri Leahy,0,0,0
Decatur,BU/HA/MO/NB/Davis City/Pleasanton,Treasurer of State,,REP,Teri Leahy,0,0,0
Decatur,CE/ED/Leon,Treasurer of State,,REP,Teri Leahy,1,0,1
Decatur,DE/Decatur City,Treasurer of State,,REP,Teri Leahy,0,0,0
Decatur,GG/HP/WO/Garden Grove/LeRoy,Treasurer of State,,REP,Teri Leahy,0,0,0
Decatur,GR/RL/Grand River,Treasurer of State,,REP,Teri Leahy,0,0,0
Decatur,FR/LC/Van Wert/Weldon,Treasurer of State,,REP,Teri Leahy,0,0,0
Decatur,BL/FA/Lamoni,Treasurer of State,,REP,M Fitzgerald,0,0,0
Decatur,BU/HA/MO/NB/Davis City/Pleasanton,Treasurer of State,,REP,M Fitzgerald,0,0,0
Decatur,CE/ED/Leon,Treasurer of State,,REP,M Fitzgerald,1,0,1
Decatur,DE/Decatur City,Treasurer of State,,REP,M Fitzgerald,0,0,0
Decatur,GG/HP/WO/Garden Grove/LeRoy,Treasurer of State,,REP,M Fitzgerald,0,0,0
Decatur,GR/RL/Grand River,Treasurer of State,,REP,M Fitzgerald,0,0,0
Decatur,FR/LC/Van Wert/Weldon,Treasurer of State,,REP,M Fitzgerald,0,0,0
Decatur,BL/FA/Lamoni,Treasurer of State,,REP,Blank,0,0,0
Decatur,BU/HA/MO/NB/Davis City/Pleasanton,Treasurer of State,,REP,Blank,0,0,0
Decatur,CE/ED/Leon,Treasurer of State,,REP,Blank,1,0,1
Decatur,DE/Decatur City,Treasurer of State,,REP,Blank,0,0,0
Decatur,GG/HP/WO/Garden Grove/LeRoy,Treasurer of State,,REP,Blank,0,0,0
Decatur,GR/RL/Grand River,Treasurer of State,,REP,Blank,0,0,0
Decatur,FR/LC/Van Wert/Weldon,Treasurer of State,,REP,Blank,0,0,0
Decatur,BL/FA/Lamoni,Treasurer of State,,,Write-in,0,0,0
Decatur,BU/HA/MO/NB/Davis City/Pleasanton,Treasurer of State,,,Write-in,0,0,0
Decatur,CE/ED/Leon,Treasurer of State,,,Write-in,0,0,0
Decatur,DE/Decatur City,Treasurer of State,,,Write-in,0,0,0
Decatur,GG/HP/WO/Garden Grove/LeRoy,Treasurer of State,,,Write-in,0,0,0
Decatur,GR/RL/Grand River,Treasurer of State,,,Write-in,0,0,0
Decatur,FR/LC/Van Wert/Weldon,Treasurer of State,,,Write-in,0,0,0
Decatur,BL/FA/Lamoni,Secretary of Agriculture,,REP,Ray Gaesser,45,2,43
Decatur,BU/HA/MO/NB/Davis City/Pleasanton,Secretary of Agriculture,,REP,Ray Gaesser,6,1,5
Decatur,CE/ED/Leon,Secretary of Agriculture,,REP,Ray Gaesser,13,0,13
Decatur,DE/Decatur City,Secretary of Agriculture,,REP,Ray Gaesser,6,0,6
Decatur,GG/HP/WO/Garden Grove/LeRoy,Secretary of Agriculture,,REP,Ray Gaesser,4,1,3
Decatur,GR/RL/Grand River,Secretary of Agriculture,,REP,Ray Gaesser,11,2,9
Decatur,FR/LC/Van Wert/Weldon,Secretary of Agriculture,,REP,Ray Gaesser,9,1,8
Decatur,BL/FA/Lamoni,Secretary of Agriculture,,REP,Chad Ingels,8,0,8
Decatur,BU/HA/MO/NB/Davis City/Pleasanton,Secretary of Agriculture,,REP,Chad Ingels,3,0,3
Decatur,CE/ED/Leon,Secretary of Agriculture,,REP,Chad Ingels,8,0,8
Decatur,DE/Decatur City,Secretary of Agriculture,,REP,Chad Ingels,1,0,1
Decatur,GG/HP/WO/Garden Grove/LeRoy,Secretary of Agriculture,,REP,Chad Ingels,3,0,3
Decatur,GR/RL/Grand River,Secretary of Agriculture,,REP,Chad Ingels,2,2,0
Decatur,FR/LC/Van Wert/Weldon,Secretary of Agriculture,,REP,Chad Ingels,2,0,2
Decatur,BL/FA/Lamoni,Secretary of Agriculture,,REP,Craig Lang,18,0,18
Decatur,BU/HA/MO/NB/Davis City/Pleasanton,Secretary of Agriculture,,REP,Craig Lang,10,2,8
Decatur,CE/ED/Leon,Secretary of Agriculture,,REP,Craig Lang,19,7,12
