county,precinct,office,district,party,candidate,votes,absentee,polling
Louisa,Columbus Junction,U.S. House,2,REP,Christopher Peters,43,2,41
Louisa,Grandview-Port Louisa,U.S. House,2,REP,Christopher Peters,51,2,49
Louisa,Morning Sun-Marshall,U.S. House,2,REP,Christopher Peters,44,2,42
Louisa,Southeast Louisa,U.S. House,2,REP,Christopher Peters,119,15,104
Louisa,West Louisa,U.S. House,2,REP,Christopher Peters,72,9,63
Louisa,Columbus Junction,U.S. House,2,REP,Ginny Caligiuri,0,0,0
Louisa,Grandview-Port Louisa,U.S. House,2,REP,Ginny Caligiuri,18,3,15
Louisa,Morning Sun-Marshall,U.S. House,2,REP,Ginny Caligiuri,2,0,2
Louisa,Southeast Louisa,U.S. House,2,REP,Ginny Caligiuri,11,3,8
Louisa,West Louisa,U.S. House,2,REP,Ginny Caligiuri,3,0,3
Louisa,Columbus Junction,U.S. House,2,,Write-in,0,0,0
Louisa,Grandview-Port Louisa,U.S. House,2,,Write-in,0,0,0
Louisa,Morning Sun-Marshall,U.S. House,2,,Write-in,0,0,0
Louisa,Southeast Louisa,U.S. House,2,,Write-in,0,0,0
Louisa,West Louisa,U.S. House,2,,Write-in,0,0,0
Louisa,Columbus Junction,Governor,,REP,Kim Reynolds,44,4,40
Louisa,Grandview-Port Louisa,Governor,,REP,Kim Reynolds,75,5,70
Louisa,Morning Sun-Marshall,Governor,,REP,Kim Reynolds,46,2,44
Louisa,Southeast Louisa,Governor,,REP,Kim Reynolds,133,18,115
Louisa,West Louisa,Governor,,REP,Kim Reynolds,86,12,74
Louisa,Columbus Junction,Governor,,,Write-in,0,0,0
Louisa,Grandview-Port Louisa,Governor,,,Write-in,0,0,0
Louisa,Morning Sun-Marshall,Governor,,,Write-in,0,0,0
Louisa,Southeast Louisa,Governor,,,Write-in,0,0,0
Louisa,West Louisa,Governor,,,Write-in,0,0,0
Louisa,Columbus Junction,Secretary of State,,REP,Paul D. Pate,44,4,40
Louisa,Grandview-Port Louisa,Secretary of State,,REP,Paul D. Pate,73,6,67
Louisa,Morning Sun-Marshall,Secretary of State,,REP,Paul D. Pate,42,2,40
Louisa,Southeast Louisa,Secretary of State,,REP,Paul D. Pate,128,18,110
Louisa,West Louisa,Secretary of State,,REP,Paul D. Pate,78,8,70
Louisa,Columbus Junction,Secretary of State,,,Write-in,0,0,0
Louisa,Grandview-Port Louisa,Secretary of State,,,Write-in,0,0,0
Louisa,Morning Sun-Marshall,Secretary of State,,,Write-in,0,0,0
Louisa,Southeast Louisa,Secretary of State,,,Write-in,0,0,0
Louisa,West Louisa,Secretary of State,,,Write-in,0,0,0
Louisa,Columbus Junction,Auditor of State,,REP,Mary Mosiman,41,3,38
Louisa,Grandview-Port Louisa,Auditor of State,,REP,Mary Mosiman,71,5,66
Louisa,Morning Sun-Marshall,Auditor of State,,REP,Mary Mosiman,42,2,40
Louisa,Southeast Louisa,Auditor of State,,REP,Mary Mosiman,126,18,108
Louisa,West Louisa,Auditor of State,,REP,Mary Mosiman,71,8,63
Louisa,Columbus Junction,Auditor of State,,,Write-in,0,0,0
Louisa,Grandview-Port Louisa,Auditor of State,,,Write-in,0,0,0
Louisa,Morning Sun-Marshall,Auditor of State,,,Write-in,0,0,0
Louisa,Southeast Louisa,Auditor of State,,,Write-in,0,0,0
Louisa,West Louisa,Auditor of State,,,Write-in,0,0,0
Louisa,Columbus Junction,Treasurer of State,,REP,Blank,1,0,1
Louisa,Grandview-Port Louisa,Treasurer of State,,REP,Blank,1,0,1
Louisa,Morning Sun-Marshall,Treasurer of State,,REP,Blank,1,0,1
Louisa,Southeast Louisa,Treasurer of State,,REP,Blank,4,0,4
Louisa,West Louisa,Treasurer of State,,REP,Blank,4,0,4
Louisa,Columbus Junction,Treasurer of State,,REP,Bob Buckman,0,0,0
Louisa,Grandview-Port Louisa,Treasurer of State,,REP,Bob Buckman,0,0,0
Louisa,Morning Sun-Marshall,Treasurer of State,,REP,Bob Buckman,0,0,0
Louisa,Southeast Louisa,Treasurer of State,,REP,Bob Buckman,1,0,1
Louisa,West Louisa,Treasurer of State,,REP,Bob Buckman,0,0,0
Louisa,Columbus Junction,Treasurer of State,,REP,Kim Reynolds,0,0,0
Louisa,Grandview-Port Louisa,Treasurer of State,,REP,Kim Reynolds,0,0,0
Louisa,Morning Sun-Marshall,Treasurer of State,,REP,Kim Reynolds,0,0,0
Louisa,Southeast Louisa,Treasurer of State,,REP,Kim Reynolds,0,0,0
Louisa,West Louisa,Treasurer of State,,REP,Kim Reynolds,1,0,1
Louisa,Columbus Junction,Treasurer of State,,REP,Luann Benge,0,0,0
Louisa,Grandview-Port Louisa,Treasurer of State,,REP,Luann Benge,0,0,0
Louisa,Morning Sun-Marshall,Treasurer of State,,REP,Luann Benge,1,0,1
Louisa,Southeast Louisa,Treasurer of State,,REP,Luann Benge,0,0,0
Louisa,West Louisa,Treasurer of State,,REP,Luann Benge,0,0,0
Louisa,Columbus Junction,Treasurer of State,,REP,Michael Fitzgerald,0,0,0
Louisa,Grandview-Port Louisa,Treasurer of State,,REP,Michael Fitzgerald,1,0,1
Louisa,Morning Sun-Marshall,Treasurer of State,,REP,Michael Fitzgerald,0,0,0
Louisa,Southeast Louisa,Treasurer of State,,REP,Michael Fitzgerald,0,0,0
Louisa,West Louisa,Treasurer of State,,REP,Michael Fitzgerald,0,0,0
Louisa,Columbus Junction,Treasurer of State,,REP,Dan Zumbach,0,0,0
Louisa,Grandview-Port Louisa,Treasurer of State,,REP,Dan Zumbach,0,0,0
Louisa,Morning Sun-Marshall,Treasurer of State,,REP,Dan Zumbach,0,0,0
Louisa,Southeast Louisa,Treasurer of State,,REP,Dan Zumbach,1,1,0
Louisa,West Louisa,Treasurer of State,,REP,Dan Zumbach,0,0,0
Louisa,Columbus Junction,Treasurer of State,,REP,Vicki Frank,0,0,0
Louisa,Grandview-Port Louisa,Treasurer of State,,REP,Vicki Frank,0,0,0
Louisa,Morning Sun-Marshall,Treasurer of State,,REP,Vicki Frank,0,0,0
Louisa,Southeast Louisa,Treasurer of State,,REP,Vicki Frank,1,1,0
Louisa,West Louisa,Treasurer of State,,REP,Vicki Frank,0,0,0
Louisa,Columbus Junction,Treasurer of State,,,Write-in,0,0,0
Louisa,Grandview-Port Louisa,Treasurer of State,,,Write-in,0,0,0
Louisa,Morning Sun-Marshall,Treasurer of State,,,Write-in,0,0,0
Louisa,Southeast Louisa,Treasurer of State,,,Write-in,0,0,0
Louisa,West Louisa,Treasurer of State,,,Write-in,0,0,0
Louisa,Columbus Junction,Secretary of Agriculture,,REP,Ray Gaesser,11,1,10
Louisa,Grandview-Port Louisa,Secretary of Agriculture,,REP,Ray Gaesser,7,1,6
Louisa,Morning Sun-Marshall,Secretary of Agriculture,,REP,Ray Gaesser,3,0,3
Louisa,Southeast Louisa,Secretary of Agriculture,,REP,Ray Gaesser,24,5,19
Louisa,West Louisa,Secretary of Agriculture,,REP,Ray Gaesser,12,3,9
Louisa,Columbus Junction,Secretary of Agriculture,,REP,Chad Ingels,2,0,2
Louisa,Grandview-Port Louisa,Secretary of Agriculture,,REP,Chad Ingels,4,0,4
Louisa,Morning Sun-Marshall,Secretary of Agriculture,,REP,Chad Ingels,3,0,3
Louisa,Southeast Louisa,Secretary of Agriculture,,REP,Chad Ingels,7,1,6
Louisa,West Louisa,Secretary of Agriculture,,REP,Chad Ingels,7,1,6
Louisa,Columbus Junction,Secretary of Agriculture,,REP,Craig Lang,8,1,7
Louisa,Grandview-Port Louisa,Secretary of Agriculture,,REP,Craig Lang,13,1,12
Louisa,Morning Sun-Marshall,Secretary of Agriculture,,REP,Craig Lang,9,0,9
Louisa,Southeast Louisa,Secretary of Agriculture,,REP,Craig Lang,23,2,21
Louisa,West Louisa,Secretary of Agriculture,,REP,Craig Lang,17,1,16
Louisa,Columbus Junction,Secretary of Agriculture,,REP,Mike Naig,14,0,14
Louisa,Grandview-Port Louisa,Secretary of Agriculture,,REP,Mike Naig,42,4,38
Louisa,Morning Sun-Marshall,Secretary of Agriculture,,REP,Mike Naig,11,1,10
Louisa,Southeast Louisa,Secretary of Agriculture,,REP,Mike Naig,33,5,28
Louisa,West Louisa,Secretary of Agriculture,,REP,Mike Naig,36,5,31
Louisa,Columbus Junction,Secretary of Agriculture,,REP,Dan Zumbach,10,2,8
Louisa,Grandview-Port Louisa,Secretary of Agriculture,,REP,Dan Zumbach,7,0,7
Louisa,Morning Sun-Marshall,Secretary of Agriculture,,REP,Dan Zumbach,14,1,13
Louisa,Southeast Louisa,Secretary of Agriculture,,REP,Dan Zumbach,38,3,35
Louisa,West Louisa,Secretary of Agriculture,,REP,Dan Zumbach,14,1,13
Louisa,Columbus Junction,Secretary of Agriculture,,,Write-in,0,0,0
Louisa,Grandview-Port Louisa,Secretary of Agriculture,,,Write-in,0,0,0
Louisa,Morning Sun-Marshall,Secretary of Agriculture,,,Write-in,0,0,0
Louisa,Southeast Louisa,Secretary of Agriculture,,,Write-in,0,0,0
Louisa,West Louisa,Secretary of Agriculture,,,Write-in,0,0,0
Louisa,Columbus Junction,Attorney General,,REP,Blank,0,0,0
Louisa,Grandview-Port Louisa,Attorney General,,REP,Blank,0,0,0
Louisa,Morning Sun-Marshall,Attorney General,,REP,Blank,0,0,0
Louisa,Southeast Louisa,Attorney General,,REP,Blank,3,0,3
Louisa,West Louisa,Attorney General,,REP,Blank,2,0,2
Louisa,Columbus Junction,Attorney General,,REP,Raymond Fisher,0,0,0
Louisa,Grandview-Port Louisa,Attorney General,,REP,Raymond Fisher,0,0,0
Louisa,Morning Sun-Marshall,Attorney General,,REP,Raymond Fisher,0,0,0
Louisa,Southeast Louisa,Attorney General,,REP,Raymond Fisher,1,0,1
Louisa,West Louisa,Attorney General,,REP,Raymond Fisher,0,0,0
Louisa,Columbus Junction,Attorney General,,REP,Kim Reynolds,0,0,0
Louisa,Grandview-Port Louisa,Attorney General,,REP,Kim Reynolds,0,0,0
Louisa,Morning Sun-Marshall,Attorney General,,REP,Kim Reynolds,0,0,0
Louisa,Southeast Louisa,Attorney General,,REP,Kim Reynolds,0,0,0
Louisa,West Louisa,Attorney General,,REP,Kim Reynolds,1,0,1
Louisa,Columbus Junction,Attorney General,,REP,Ken Stocker,0,0,0
Louisa,Grandview-Port Louisa,Attorney General,,REP,Ken Stocker,0,0,0
Louisa,Morning Sun-Marshall,Attorney General,,REP,Ken Stocker,1,0,1
Louisa,Southeast Louisa,Attorney General,,REP,Ken Stocker,0,0,0
Louisa,West Louisa,Attorney General,,REP,Ken Stocker,0,0,0
Louisa,Columbus Junction,Attorney General,,REP,Tom Miller,0,0,0
Louisa,Grandview-Port Louisa,Attorney General,,REP,Tom Miller,1,0,1
Louisa,Morning Sun-Marshall,Attorney General,,REP,Tom Miller,0,0,0
Louisa,Southeast Louisa,Attorney General,,REP,Tom Miller,0,0,0
Louisa,West Louisa,Attorney General,,REP,Tom Miller,0,0,0
Louisa,Columbus Junction,Attorney General,,REP,Matt Schultz,0,0,0
Louisa,Grandview-Port Louisa,Attorney General,,REP,Matt Schultz,1,1,0
Louisa,Morning Sun-Marshall,Attorney General,,REP,Matt Schultz,0,0,0
Louisa,Southeast Louisa,Attorney General,,REP,Matt Schultz,0,0,0
Louisa,West Louisa,Attorney General,,REP,Matt Schultz,0,0,0
Louisa,Columbus Junction,Attorney General,,REP,Brad Quigley,0,0,0
Louisa,Grandview-Port Louisa,Attorney General,,REP,Brad Quigley,0,0,0
Louisa,Morning Sun-Marshall,Attorney General,,REP,Brad Quigley,0,0,0
Louisa,Southeast Louisa,Attorney General,,REP,Brad Quigley,1,1,0
Louisa,West Louisa,Attorney General,,REP,Brad Quigley,0,0,0
Louisa,Columbus Junction,Attorney General,,REP,David Matthews,0,0,0
Louisa,Grandview-Port Louisa,Attorney General,,REP,David Matthews,0,0,0
Louisa,Morning Sun-Marshall,Attorney General,,REP,David Matthews,0,0,0
Louisa,Southeast Louisa,Attorney General,,REP,David Matthews,1,1,0
Louisa,West Louisa,Attorney General,,REP,David Matthews,0,0,0
Louisa,Columbus Junction,Attorney General,,,Write-in,0,0,0
Louisa,Grandview-Port Louisa,Attorney General,,,Write-in,0,0,0
Louisa,Morning Sun-Marshall,Attorney General,,,Write-in,0,0,0
Louisa,Southeast Louisa,Attorney General,,,Write-in,0,0,0
Louisa,West Louisa,Attorney General,,,Write-in,0,0,0
Louisa,Columbus Junction,State House,88,REP,David Kerr,48,4,44
Louisa,Grandview-Port Louisa,State House,88,REP,David Kerr,74,5,69
Louisa,Morning Sun-Marshall,State House,88,REP,David Kerr,48,2,46
Louisa,Southeast Louisa,State House,88,REP,David Kerr,141,21,120
Louisa,West Louisa,State House,88,REP,David Kerr,82,11,71
Louisa,Columbus Junction,State House,88,,Write-in,0,0,0
Louisa,Grandview-Port Louisa,State House,88,,Write-in,0,0,0
Louisa,Morning Sun-Marshall,State House,88,,Write-in,0,0,0
Louisa,Southeast Louisa,State House,88,,Write-in,0,0,0
Louisa,West Louisa,State House,88,,Write-in,0,0,0
Louisa,Columbus Junction,County Board of Supervisors,,REP,Ronald Durbin,6,0,6
Louisa,Grandview-Port Louisa,County Board of Supervisors,,REP,Ronald Durbin,11,2,9
Louisa,Morning Sun-Marshall,County Board of Supervisors,,REP,Ronald Durbin,13,1,12
Louisa,Southeast Louisa,County Board of Supervisors,,REP,Ronald Durbin,44,7,37
Louisa,West Louisa,County Board of Supervisors,,REP,Ronald Durbin,16,1,15
Louisa,Columbus Junction,County Board of Supervisors,,REP,Randy Griffin,45,4,41
Louisa,Grandview-Port Louisa,County Board of Supervisors,,REP,Randy Griffin,70,5,65
Louisa,Morning Sun-Marshall,County Board of Supervisors,,REP,Randy Griffin,38,1,37
Louisa,Southeast Louisa,County Board of Supervisors,,REP,Randy Griffin,102,15,87
Louisa,West Louisa,County Board of Supervisors,,REP,Randy Griffin,75,10,65
Louisa,Columbus Junction,County Board of Supervisors,,,Write-in,0,0,0
Louisa,Grandview-Port Louisa,County Board of Supervisors,,,Write-in,0,0,0
Louisa,Morning Sun-Marshall,County Board of Supervisors,,,Write-in,0,0,0
Louisa,Southeast Louisa,County Board of Supervisors,,,Write-in,0,0,0
Louisa,West Louisa,County Board of Supervisors,,,Write-in,0,0,0
Louisa,Columbus Junction,County Treasurer,,REP,Vicki L. Frank,49,4,45
Louisa,Grandview-Port Louisa,County Treasurer,,REP,Vicki L. Frank,75,6,69
Louisa,Morning Sun-Marshall,County Treasurer,,REP,Vicki L. Frank,47,2,45
Louisa,Southeast Louisa,County Treasurer,,REP,Vicki L. Frank,144,20,124
Louisa,West Louisa,County Treasurer,,REP,Vicki L. Frank,87,11,76
Louisa,Columbus Junction,County Treasurer,,,Write-in,0,0,0
Louisa,Grandview-Port Louisa,County Treasurer,,,Write-in,0,0,0
Louisa,Morning Sun-Marshall,County Treasurer,,,Write-in,0,0,0
