county,precinct,office,district,party,candidate,votes,absentee,polling
Lyon,George Community Center,U.S. House,4,REP,Cyndi Hanson,56,10,46
Lyon,Doon City Hall,U.S. House,4,REP,Cyndi Hanson,23,5,18
Lyon,Inwood City Hall,U.S. House,4,REP,Cyndi Hanson,22,0,22
Lyon,Larchwood City Hall,U.S. House,4,REP,Cyndi Hanson,45,1,44
Lyon,Lester City Hall,U.S. House,4,REP,Cyndi Hanson,22,1,21
Lyon,Little Rock Town and Country Bldg,U.S. House,4,REP,Cyndi Hanson,32,2,30
Lyon,Rock Rapids Foster Bldg N,U.S. House,4,REP,Cyndi Hanson,102,19,83
Lyon,Rock Rapids Foster Bldg S,U.S. House,4,REP,Cyndi Hanson,149,25,124
Lyon,George Community Center,U.S. House,4,REP,Steve King,178,33,145
Lyon,Doon City Hall,U.S. House,4,REP,Steve King,145,25,120
Lyon,Inwood City Hall,U.S. House,4,REP,Steve King,74,6,68
Lyon,Larchwood City Hall,U.S. House,4,REP,Steve King,120,11,109
Lyon,Lester City Hall,U.S. House,4,REP,Steve King,94,10,84
Lyon,Little Rock Town and Country Bldg,U.S. House,4,REP,Steve King,115,4,111
Lyon,Rock Rapids Foster Bldg N,U.S. House,4,REP,Steve King,227,36,191
Lyon,Rock Rapids Foster Bldg S,U.S. House,4,REP,Steve King,372,71,301
Lyon,George Community Center,U.S. House,4,,Write-in,0,0,0
Lyon,Doon City Hall,U.S. House,4,,Write-in,0,0,0
Lyon,Inwood City Hall,U.S. House,4,,Write-in,0,0,0
Lyon,Larchwood City Hall,U.S. House,4,,Write-in,0,0,0
Lyon,Lester City Hall,U.S. House,4,,Write-in,0,0,0
Lyon,Little Rock Town and Country Bldg,U.S. House,4,,Write-in,0,0,0
Lyon,Rock Rapids Foster Bldg N,U.S. House,4,,Write-in,0,0,0
Lyon,Rock Rapids Foster Bldg S,U.S. House,4,,Write-in,0,0,0
Lyon,George Community Center,Governor,,REP,Kim Reynolds,216,44,172
Lyon,Doon City Hall,Governor,,REP,Kim Reynolds,152,29,123
Lyon,Inwood City Hall,Governor,,REP,Kim Reynolds,85,6,79
Lyon,Larchwood City Hall,Governor,,REP,Kim Reynolds,138,10,128
Lyon,Lester City Hall,Governor,,REP,Kim Reynolds,108,10,98
Lyon,Little Rock Town and Country Bldg,Governor,,REP,Kim Reynolds,130,6,124
Lyon,Rock Rapids Foster Bldg N,Governor,,REP,Kim Reynolds,276,45,231
Lyon,Rock Rapids Foster Bldg S,Governor,,REP,Kim Reynolds,451,87,364
Lyon,George Community Center,Governor,,,Write-in,0,0,0
Lyon,Doon City Hall,Governor,,,Write-in,0,0,0
Lyon,Inwood City Hall,Governor,,,Write-in,0,0,0
Lyon,Larchwood City Hall,Governor,,,Write-in,0,0,0
Lyon,Lester City Hall,Governor,,,Write-in,0,0,0
Lyon,Little Rock Town and Country Bldg,Governor,,,Write-in,0,0,0
Lyon,Rock Rapids Foster Bldg N,Governor,,,Write-in,0,0,0
Lyon,Rock Rapids Foster Bldg S,Governor,,,Write-in,0,0,0
Lyon,George Community Center,Secretary of State,,REP,Paul D. Pate,194,41,153
Lyon,Doon City Hall,Secretary of State,,REP,Paul D. Pate,135,26,109
Lyon,Inwood City Hall,Secretary of State,,REP,Paul D. Pate,77,6,71
Lyon,Larchwood City Hall,Secretary of State,,REP,Paul D. Pate,117,8,109
Lyon,Lester City Hall,Secretary of State,,REP,Paul D. Pate,97,9,88
Lyon,Little Rock Town and Country Bldg,Secretary of State,,REP,Paul D. Pate,121,6,115
Lyon,Rock Rapids Foster Bldg N,Secretary of State,,REP,Paul D. Pate,240,37,203
Lyon,Rock Rapids Foster Bldg S,Secretary of State,,REP,Paul D. Pate,381,71,310
Lyon,George Community Center,Secretary of State,,,Write-in,0,0,0
Lyon,Doon City Hall,Secretary of State,,,Write-in,0,0,0
Lyon,Inwood City Hall,Secretary of State,,,Write-in,0,0,0
Lyon,Larchwood City Hall,Secretary of State,,,Write-in,0,0,0
Lyon,Lester City Hall,Secretary of State,,,Write-in,0,0,0
Lyon,Little Rock Town and Country Bldg,Secretary of State,,,Write-in,0,0,0
Lyon,Rock Rapids Foster Bldg N,Secretary of State,,,Write-in,0,0,0
Lyon,Rock Rapids Foster Bldg S,Secretary of State,,,Write-in,0,0,0
Lyon,George Community Center,Auditor of State,,REP,Mary Mosiman,186,37,149
Lyon,Doon City Hall,Auditor of State,,REP,Mary Mosiman,128,25,103
Lyon,Inwood City Hall,Auditor of State,,REP,Mary Mosiman,79,6,73
Lyon,Larchwood City Hall,Auditor of State,,REP,Mary Mosiman,110,8,102
Lyon,Lester City Hall,Auditor of State,,REP,Mary Mosiman,92,9,83
Lyon,Little Rock Town and Country Bldg,Auditor of State,,REP,Mary Mosiman,117,6,111
Lyon,Rock Rapids Foster Bldg N,Auditor of State,,REP,Mary Mosiman,237,36,201
Lyon,Rock Rapids Foster Bldg S,Auditor of State,,REP,Mary Mosiman,360,68,292
Lyon,George Community Center,Auditor of State,,,Write-in,0,0,0
Lyon,Doon City Hall,Auditor of State,,,Write-in,0,0,0
Lyon,Inwood City Hall,Auditor of State,,,Write-in,0,0,0
Lyon,Larchwood City Hall,Auditor of State,,,Write-in,0,0,0
Lyon,Lester City Hall,Auditor of State,,,Write-in,0,0,0
Lyon,Little Rock Town and Country Bldg,Auditor of State,,,Write-in,0,0,0
Lyon,Rock Rapids Foster Bldg N,Auditor of State,,,Write-in,0,0,0
Lyon,Rock Rapids Foster Bldg S,Auditor of State,,,Write-in,0,0,0
Lyon,George Community Center,Treasurer of State,,REP,Blank,2,0,2
Lyon,Doon City Hall,Treasurer of State,,REP,Blank,1,0,1
Lyon,Inwood City Hall,Treasurer of State,,REP,Blank,1,0,1
Lyon,Larchwood City Hall,Treasurer of State,,REP,Blank,0,0,0
Lyon,Lester City Hall,Treasurer of State,,REP,Blank,1,0,1
Lyon,Little Rock Town and Country Bldg,Treasurer of State,,REP,Blank,3,0,3
Lyon,Rock Rapids Foster Bldg N,Treasurer of State,,REP,Blank,1,0,1
Lyon,Rock Rapids Foster Bldg S,Treasurer of State,,REP,Blank,3,1,2
Lyon,George Community Center,Treasurer of State,,,Write-in,0,0,0
Lyon,Doon City Hall,Treasurer of State,,,Write-in,0,0,0
Lyon,Inwood City Hall,Treasurer of State,,,Write-in,0,0,0
Lyon,Larchwood City Hall,Treasurer of State,,,Write-in,0,0,0
Lyon,Lester City Hall,Treasurer of State,,,Write-in,0,0,0
Lyon,Little Rock Town and Country Bldg,Treasurer of State,,,Write-in,0,0,0
Lyon,Rock Rapids Foster Bldg N,Treasurer of State,,,Write-in,0,0,0
Lyon,Rock Rapids Foster Bldg S,Treasurer of State,,,Write-in,0,0,0
Lyon,George Community Center,Secretary of Agriculture,,REP,Ray Gaesser,26,5,21
