county,precinct,office,district,party,candidate,votes,absentee,polling
Crawford,Charter Oak,U.S. House,4,REP,Cyndi Hanson,22,6,16
Crawford,DCAB,U.S. House,4,REP,Cyndi Hanson,15,0,15
Crawford,Denison 1st Ward,U.S. House,4,REP,Cyndi Hanson,16,1,15
Crawford,Denison 2nd Ward - Denison TWP,U.S. House,4,REP,Cyndi Hanson,6,4,2
Crawford,Denison 3rd Ward - Goodrich TWP,U.S. House,4,REP,Cyndi Hanson,21,5,16
Crawford,Northeast,U.S. House,4,REP,Cyndi Hanson,13,4,9
Crawford,Southeast,U.S. House,4,REP,Cyndi Hanson,5,3,2
Crawford,SRK,U.S. House,4,REP,Cyndi Hanson,11,2,9
Crawford,Charter Oak,U.S. House,4,REP,Steve King,65,8,57
Crawford,DCAB,U.S. House,4,REP,Steve King,40,4,36
Crawford,Denison 1st Ward,U.S. House,4,REP,Steve King,53,2,51
Crawford,Denison 2nd Ward - Denison TWP,U.S. House,4,REP,Steve King,51,7,44
Crawford,Denison 3rd Ward - Goodrich TWP,U.S. House,4,REP,Steve King,102,27,75
Crawford,Northeast,U.S. House,4,REP,Steve King,48,4,44
Crawford,Southeast,U.S. House,4,REP,Steve King,47,10,37
Crawford,SRK,U.S. House,4,REP,Steve King,58,7,51
Crawford,Charter Oak,U.S. House,4,,Write-in,0,0,0
Crawford,DCAB,U.S. House,4,,Write-in,0,0,0
Crawford,Denison 1st Ward,U.S. House,4,,Write-in,0,0,0
Crawford,Denison 2nd Ward - Denison TWP,U.S. House,4,,Write-in,0,0,0
Crawford,Denison 3rd Ward - Goodrich TWP,U.S. House,4,,Write-in,0,0,0
Crawford,Northeast,U.S. House,4,,Write-in,0,0,0
Crawford,Southeast,U.S. House,4,,Write-in,0,0,0
Crawford,SRK,U.S. House,4,,Write-in,0,0,0
Crawford,Charter Oak,Governor,,REP,Kim Reynolds,73,11,62
Crawford,DCAB,Governor,,REP,Kim Reynolds,45,3,42
Crawford,Denison 1st Ward,Governor,,REP,Kim Reynolds,65,3,62
Crawford,Denison 2nd Ward - Denison TWP,Governor,,REP,Kim Reynolds,52,9,43
Crawford,Denison 3rd Ward - Goodrich TWP,Governor,,REP,Kim Reynolds,108,25,83
Crawford,Northeast,Governor,,REP,Kim Reynolds,54,8,46
Crawford,Southeast,Governor,,REP,Kim Reynolds,51,12,39
Crawford,SRK,Governor,,REP,Kim Reynolds,63,9,54
Crawford,Charter Oak,Governor,,,Write-in,0,0,0
Crawford,DCAB,Governor,,,Write-in,0,0,0
Crawford,Denison 1st Ward,Governor,,,Write-in,0,0,0
Crawford,Denison 2nd Ward - Denison TWP,Governor,,,Write-in,0,0,0
Crawford,Denison 3rd Ward - Goodrich TWP,Governor,,,Write-in,0,0,0
Crawford,Northeast,Governor,,,Write-in,0,0,0
Crawford,Southeast,Governor,,,Write-in,0,0,0
Crawford,SRK,Governor,,,Write-in,0,0,0
Crawford,Charter Oak,Secretary of State,,REP,Paul D. Pate,54,7,47
Crawford,DCAB,Secretary of State,,REP,Paul D. Pate,38,3,35
Crawford,Denison 1st Ward,Secretary of State,,REP,Paul D. Pate,56,3,53
Crawford,Denison 2nd Ward - Denison TWP,Secretary of State,,REP,Paul D. Pate,44,9,35
Crawford,Denison 3rd Ward - Goodrich TWP,Secretary of State,,REP,Paul D. Pate,95,25,70
Crawford,Northeast,Secretary of State,,REP,Paul D. Pate,54,8,46
Crawford,Southeast,Secretary of State,,REP,Paul D. Pate,46,10,36
Crawford,SRK,Secretary of State,,REP,Paul D. Pate,54,7,47
Crawford,Charter Oak,Secretary of State,,,Write-in,0,0,0
Crawford,DCAB,Secretary of State,,,Write-in,0,0,0
Crawford,Denison 1st Ward,Secretary of State,,,Write-in,0,0,0
Crawford,Denison 2nd Ward - Denison TWP,Secretary of State,,,Write-in,0,0,0
Crawford,Denison 3rd Ward - Goodrich TWP,Secretary of State,,,Write-in,0,0,0
Crawford,Northeast,Secretary of State,,,Write-in,0,0,0
Crawford,Southeast,Secretary of State,,,Write-in,0,0,0
Crawford,SRK,Secretary of State,,,Write-in,0,0,0
Crawford,Charter Oak,Auditor of State,,REP,Mary Mosiman,54,9,45
Crawford,DCAB,Auditor of State,,REP,Mary Mosiman,39,3,36
Crawford,Denison 1st Ward,Auditor of State,,REP,Mary Mosiman,54,2,52
Crawford,Denison 2nd Ward - Denison TWP,Auditor of State,,REP,Mary Mosiman,41,9,32
Crawford,Denison 3rd Ward - Goodrich TWP,Auditor of State,,REP,Mary Mosiman,95,27,68
Crawford,Northeast,Auditor of State,,REP,Mary Mosiman,48,7,41
Crawford,Southeast,Auditor of State,,REP,Mary Mosiman,38,9,29
Crawford,SRK,Auditor of State,,REP,Mary Mosiman,49,7,42
Crawford,Charter Oak,Auditor of State,,,Write-in,0,0,0
Crawford,DCAB,Auditor of State,,,Write-in,0,0,0
Crawford,Denison 1st Ward,Auditor of State,,,Write-in,0,0,0
Crawford,Denison 2nd Ward - Denison TWP,Auditor of State,,,Write-in,0,0,0
Crawford,Denison 3rd Ward - Goodrich TWP,Auditor of State,,,Write-in,0,0,0
Crawford,Northeast,Auditor of State,,,Write-in,0,0,0
Crawford,Southeast,Auditor of State,,,Write-in,1,0,1
Crawford,SRK,Auditor of State,,,Write-in,0,0,0
Crawford,Charter Oak,Treasurer of State,,,Write-in,0,0,0
Crawford,DCAB,Treasurer of State,,,Write-in,0,0,0
Crawford,Denison 1st Ward,Treasurer of State,,,Write-in,0,0,0
Crawford,Denison 2nd Ward - Denison TWP,Treasurer of State,,,Write-in,0,0,0
Crawford,Denison 3rd Ward - Goodrich TWP,Treasurer of State,,,Write-in,0,0,0
Crawford,Northeast,Treasurer of State,,,Write-in,0,0,0
Crawford,Southeast,Treasurer of State,,,Write-in,0,0,0
Crawford,SRK,Treasurer of State,,,Write-in,0,0,0
Crawford,Charter Oak,Secretary of Agriculture,,REP,Ray Gaesser,15,3,12
Crawford,DCAB,Secretary of Agriculture,,REP,Ray Gaesser,4,0,4
Crawford,Denison 1st Ward,Secretary of Agriculture,,REP,Ray Gaesser,9,0,9
Crawford,Denison 2nd Ward - Denison TWP,Secretary of Agriculture,,REP,Ray Gaesser,9,1,8
Crawford,Denison 3rd Ward - Goodrich TWP,Secretary of Agriculture,,REP,Ray Gaesser,12,2,10
Crawford,Northeast,Secretary of Agriculture,,REP,Ray Gaesser,9,1,8
Crawford,Southeast,Secretary of Agriculture,,REP,Ray Gaesser,6,2,4
Crawford,SRK,Secretary of Agriculture,,REP,Ray Gaesser,6,0,6
Crawford,Charter Oak,Secretary of Agriculture,,REP,Chad Ingels,3,0,3
Crawford,DCAB,Secretary of Agriculture,,REP,Chad Ingels,3,0,3
Crawford,Denison 1st Ward,Secretary of Agriculture,,REP,Chad Ingels,4,1,3
Crawford,Denison 2nd Ward - Denison TWP,Secretary of Agriculture,,REP,Chad Ingels,5,3,2
Crawford,Denison 3rd Ward - Goodrich TWP,Secretary of Agriculture,,REP,Chad Ingels,12,3,9
Crawford,Northeast,Secretary of Agriculture,,REP,Chad Ingels,5,0,5
Crawford,Southeast,Secretary of Agriculture,,REP,Chad Ingels,7,3,4
Crawford,SRK,Secretary of Agriculture,,REP,Chad Ingels,1,0,1
Crawford,Charter Oak,Secretary of Agriculture,,REP,Craig Lang,10,2,8
Crawford,DCAB,Secretary of Agriculture,,REP,Craig Lang,11,3,8
Crawford,Denison 1st Ward,Secretary of Agriculture,,REP,Craig Lang,10,0,10
Crawford,Denison 2nd Ward - Denison TWP,Secretary of Agriculture,,REP,Craig Lang,1,0,1
Crawford,Denison 3rd Ward - Goodrich TWP,Secretary of Agriculture,,REP,Craig Lang,12,3,9
Crawford,Northeast,Secretary of Agriculture,,REP,Craig Lang,8,0,8
Crawford,Southeast,Secretary of Agriculture,,REP,Craig Lang,8,1,7
Crawford,SRK,Secretary of Agriculture,,REP,Craig Lang,8,2,6
Crawford,Charter Oak,Secretary of Agriculture,,REP,Mike Naig,17,3,14
Crawford,DCAB,Secretary of Agriculture,,REP,Mike Naig,12,1,11
Crawford,Denison 1st Ward,Secretary of Agriculture,,REP,Mike Naig,20,0,20
Crawford,Denison 2nd Ward - Denison TWP,Secretary of Agriculture,,REP,Mike Naig,19,6,13
Crawford,Denison 3rd Ward - Goodrich TWP,Secretary of Agriculture,,REP,Mike Naig,23,12,11
Crawford,Northeast,Secretary of Agriculture,,REP,Mike Naig,20,2,18
Crawford,Southeast,Secretary of Agriculture,,REP,Mike Naig,16,1,15
Crawford,SRK,Secretary of Agriculture,,REP,Mike Naig,19,3,16
Crawford,Charter Oak,Secretary of Agriculture,,REP,Dan Zumbach,15,2,13
Crawford,DCAB,Secretary of Agriculture,,REP,Dan Zumbach,11,0,11
Crawford,Denison 1st Ward,Secretary of Agriculture,,REP,Dan Zumbach,13,1,12
Crawford,Denison 2nd Ward - Denison TWP,Secretary of Agriculture,,REP,Dan Zumbach,11,0,11
Crawford,Denison 3rd Ward - Goodrich TWP,Secretary of Agriculture,,REP,Dan Zumbach,32,2,30
Crawford,Northeast,Secretary of Agriculture,,REP,Dan Zumbach,11,2,9
Crawford,Southeast,Secretary of Agriculture,,REP,Dan Zumbach,8,1,7
Crawford,SRK,Secretary of Agriculture,,REP,Dan Zumbach,24,1,23
Crawford,Charter Oak,Secretary of Agriculture,,,Write-in,0,0,0
Crawford,DCAB,Secretary of Agriculture,,,Write-in,0,0,0
Crawford,Denison 1st Ward,Secretary of Agriculture,,,Write-in,0,0,0
