county,precinct,office,district,party,candidate,votes,absentee,polling
Page,Clarinda Ward 1,United States Representative District 3,,REP,David Young,56,3,53
Page,Clarinda Ward 2,United States Representative District 3,,REP,David Young,94,12,82
Page,Essex City Hall,United States Representative District 3,,REP,David Young,50,2,48
Page,Shenandoah Fire Station,United States Representative District 3,,REP,David Young,42,5,37
Page,Page County Courthouse,United States Representative District 3,,REP,David Young,106,13,93
Page,Shenandoah Ward 1,United States Representative District 3,,REP,David Young,16,0,16
Page,Shenandoah Ward 2,United States Representative District 3,,REP,David Young,61,2,59
Page,Shenandoah Ward 3,United States Representative District 3,,REP,David Young,78,5,73
Page,Clarinda Ward 1,United States Representative District 3,,,Write-in,0,0,0
Page,Clarinda Ward 2,United States Representative District 3,,,Write-in,0,0,0
Page,Essex City Hall,United States Representative District 3,,,Write-in,0,0,0
Page,Shenandoah Fire Station,United States Representative District 3,,,Write-in,0,0,0
Page,Page County Courthouse,United States Representative District 3,,,Write-in,0,0,0
Page,Shenandoah Ward 1,United States Representative District 3,,,Write-in,0,0,0
Page,Shenandoah Ward 2,United States Representative District 3,,,Write-in,0,0,0
Page,Shenandoah Ward 3,United States Representative District 3,,,Write-in,0,0,0
Page,Clarinda Ward 1,Governor,,REP,Kim Reynolds,54,3,51
Page,Clarinda Ward 2,Governor,,REP,Kim Reynolds,92,13,79
Page,Essex City Hall,Governor,,REP,Kim Reynolds,50,2,48
Page,Shenandoah Fire Station,Governor,,REP,Kim Reynolds,44,5,39
Page,Page County Courthouse,Governor,,REP,Kim Reynolds,100,13,87
Page,Shenandoah Ward 1,Governor,,REP,Kim Reynolds,17,0,17
Page,Shenandoah Ward 2,Governor,,REP,Kim Reynolds,63,2,61
Page,Shenandoah Ward 3,Governor,,REP,Kim Reynolds,73,4,69
Page,Clarinda Ward 1,Governor,,,Write-in,0,0,0
Page,Clarinda Ward 2,Governor,,,Write-in,0,0,0
Page,Essex City Hall,Governor,,,Write-in,0,0,0
Page,Shenandoah Fire Station,Governor,,,Write-in,0,0,0
Page,Page County Courthouse,Governor,,,Write-in,0,0,0
Page,Shenandoah Ward 1,Governor,,,Write-in,0,0,0
Page,Shenandoah Ward 2,Governor,,,Write-in,0,0,0
Page,Shenandoah Ward 3,Governor,,,Write-in,0,0,0
Page,Clarinda Ward 1,Secretary of State,,REP,Paul D. Pate,57,2,55
Page,Clarinda Ward 2,Secretary of State,,REP,Paul D. Pate,97,11,86
Page,Essex City Hall,Secretary of State,,REP,Paul D. Pate,50,2,48
Page,Shenandoah Fire Station,Secretary of State,,REP,Paul D. Pate,39,5,34
Page,Page County Courthouse,Secretary of State,,REP,Paul D. Pate,102,13,89
Page,Shenandoah Ward 1,Secretary of State,,REP,Paul D. Pate,17,0,17
Page,Shenandoah Ward 2,Secretary of State,,REP,Paul D. Pate,61,2,59
Page,Shenandoah Ward 3,Secretary of State,,REP,Paul D. Pate,76,5,71
Page,Clarinda Ward 1,Secretary of State,,,Write-in,0,0,0
Page,Clarinda Ward 2,Secretary of State,,,Write-in,0,0,0
Page,Essex City Hall,Secretary of State,,,Write-in,0,0,0
Page,Shenandoah Fire Station,Secretary of State,,,Write-in,0,0,0
Page,Page County Courthouse,Secretary of State,,,Write-in,0,0,0
Page,Shenandoah Ward 1,Secretary of State,,,Write-in,0,0,0
Page,Shenandoah Ward 2,Secretary of State,,,Write-in,0,0,0
Page,Shenandoah Ward 3,Secretary of State,,,Write-in,0,0,0
Page,Clarinda Ward 1,Auditor of State,,REP,Mary Mosiman,58,2,56
Page,Clarinda Ward 2,Auditor of State,,REP,Mary Mosiman,94,12,82
