county,precinct,office,district,party,candidate,votes,absentee,polling
Mills,Deer Creek / White Cloud,United States Representative District 3,,REP,David Young,23,0,23
Mills,Emerson / Hastings / Indian Creek Twp,United States Representative District 3,,REP,David Young,45,4,41
Mills,Glenwood Ward 1,United States Representative District 3,,REP,David Young,54,15,39
Mills,Glenwood Ward 2,United States Representative District 3,,REP,David Young,63,1,62
Mills,Glenwood Ward 3,United States Representative District 3,,REP,David Young,131,27,104
Mills,Glenwood Township,United States Representative District 3,,REP,David Young,87,19,68
Mills,Henderson / Anderson Twp,United States Representative District 3,,REP,David Young,35,3,32
Mills,Malvern / Tabor / Sil Crk / Center / Rawles,United States Representative District 3,,REP,David Young,115,21,94
Mills,Oak / St. Mary Twp,United States Representative District 3,,REP,David Young,142,20,122
Mills,Pacific Junction / Lyons / Plattville,United States Representative District 3,,REP,David Young,46,11,35
Mills,Silver City / Ingraham Twp,United States Representative District 3,,REP,David Young,63,2,61
Mills,Deer Creek / White Cloud,United States Representative District 3,,,Write-in,0,0,0
Mills,Emerson / Hastings / Indian Creek Twp,United States Representative District 3,,,Write-in,0,0,0
Mills,Glenwood Ward 1,United States Representative District 3,,,Write-in,0,0,0
Mills,Glenwood Ward 2,United States Representative District 3,,,Write-in,0,0,0
Mills,Glenwood Ward 3,United States Representative District 3,,,Write-in,1,0,1
Mills,Glenwood Township,United States Representative District 3,,,Write-in,0,0,0
Mills,Henderson / Anderson Twp,United States Representative District 3,,,Write-in,0,0,0
Mills,Malvern / Tabor / Sil Crk / Center / Rawles,United States Representative District 3,,,Write-in,0,0,0
Mills,Oak / St. Mary Twp,United States Representative District 3,,,Write-in,0,0,0
Mills,Pacific Junction / Lyons / Plattville,United States Representative District 3,,,Write-in,0,0,0
Mills,Silver City / Ingraham Twp,United States Representative District 3,,,Write-in,0,0,0
Mills,Deer Creek / White Cloud,Governor,,REP,Kim Reynolds,22,0,22
Mills,Emerson / Hastings / Indian Creek Twp,Governor,,REP,Kim Reynolds,48,4,44
Mills,Glenwood Ward 1,Governor,,REP,Kim Reynolds,52,13,39
Mills,Glenwood Ward 2,Governor,,REP,Kim Reynolds,58,3,55
Mills,Glenwood Ward 3,Governor,,REP,Kim Reynolds,123,25,98
Mills,Glenwood Township,Governor,,REP,Kim Reynolds,82,18,64
Mills,Henderson / Anderson Twp,Governor,,REP,Kim Reynolds,37,3,34
Mills,Malvern / Tabor / Sil Crk / Center / Rawles,Governor,,REP,Kim Reynolds,115,19,96
Mills,Oak / St. Mary Twp,Governor,,REP,Kim Reynolds,142,18,124
Mills,Pacific Junction / Lyons / Plattville,Governor,,REP,Kim Reynolds,46,12,34
