county,precinct,office,district,party,candidate,votes,group3,group1,group2,group4
Van Buren,Birmingham,United States Representative District 2,,REP,Christopher Peters,62,0,62,0,0
Van Buren,Bonaparte,United States Representative District 2,,REP,Christopher Peters,37,0,37,0,0
Van Buren,Cantril,United States Representative District 2,,REP,Christopher Peters,17,0,17,0,0
Van Buren,Douds,United States Representative District 2,,REP,Christopher Peters,53,0,53,0,0
Van Buren,Farmington,United States Representative District 2,,REP,Christopher Peters,46,0,46,0,0
Van Buren,Keosauqua,United States Representative District 2,,REP,Christopher Peters,120,0,120,0,0
Van Buren,Milton,United States Representative District 2,,REP,Christopher Peters,26,0,26,0,0
Van Buren,Stockport,United States Representative District 2,,REP,Christopher Peters,17,0,17,0,0
Van Buren,Absentee,United States Representative District 2,,REP,Christopher Peters,29,0,29,0,0
Van Buren,Birmingham,United States Representative District 2,,,Write-in,0,0,0,0,0
Van Buren,Bonaparte,United States Representative District 2,,,Write-in,0,0,0,0,0
Van Buren,Cantril,United States Representative District 2,,,Write-in,0,0,0,0,0
Van Buren,Douds,United States Representative District 2,,,Write-in,0,0,0,0,0
Van Buren,Farmington,United States Representative District 2,,,Write-in,0,0,0,0,0
Van Buren,Keosauqua,United States Representative District 2,,,Write-in,0,0,0,0,0
Van Buren,Milton,United States Representative District 2,,,Write-in,1,0,1,0,0
Van Buren,Stockport,United States Representative District 2,,,Write-in,0,0,0,0,0
Van Buren,Absentee,United States Representative District 2,,,Write-in,0,0,0,0,0
Van Buren,Birmingham,Governor,,REP,Kim Reynolds,82,0,82,0,0
Van Buren,Bonaparte,Governor,,REP,Kim Reynolds,55,0,55,0,0
Van Buren,Cantril,Governor,,REP,Kim Reynolds,21,0,21,0,0
Van Buren,Douds,Governor,,REP,Kim Reynolds,73,0,73,0,0
Van Buren,Farmington,Governor,,REP,Kim Reynolds,57,0,57,0,0
Van Buren,Keosauqua,Governor,,REP,Kim Reynolds,161,0,161,0,0
Van Buren,Milton,Governor,,REP,Kim Reynolds,39,0,39,0,0
Van Buren,Stockport,Governor,,REP,Kim Reynolds,22,0,22,0,0
Van Buren,Absentee,Governor,,REP,Kim Reynolds,50,0,50,0,0
Van Buren,Birmingham,Governor,,,Write-in,0,0,0,0,0
Van Buren,Bonaparte,Governor,,,Write-in,0,0,0,0,0
Van Buren,Cantril,Governor,,,Write-in,0,0,0,0,0
Van Buren,Douds,Governor,,,Write-in,0,0,0,0,0
Van Buren,Farmington,Governor,,,Write-in,0,0,0,0,0
Van Buren,Keosauqua,Governor,,,Write-in,0,0,0,0,0
Van Buren,Milton,Governor,,,Write-in,0,0,0,0,0
Van Buren,Stockport,Governor,,,Write-in,0,0,0,0,0
Van Buren,Absentee,Governor,,,Write-in,0,0,0,0,0
Van Buren,Birmingham,Secretary of State,,REP,Paul D. Pate,81,0,81,0,0
Van Buren,Bonaparte,Secretary of State,,REP,Paul D. Pate,52,0,52,0,0
Van Buren,Cantril,Secretary of State,,REP,Paul D. Pate,21,0,21,0,0
Van Buren,Douds,Secretary of State,,REP,Paul D. Pate,64,0,64,0,0
Van Buren,Farmington,Secretary of State,,REP,Paul D. Pate,58,0,58,0,0
Van Buren,Keosauqua,Secretary of State,,REP,Paul D. Pate,149,0,149,0,0
Van Buren,Milton,Secretary of State,,REP,Paul D. Pate,31,0,31,0,0
Van Buren,Stockport,Secretary of State,,REP,Paul D. Pate,21,0,21,0,0
Van Buren,Absentee,Secretary of State,,REP,Paul D. Pate,49,0,49,0,0
Van Buren,Birmingham,Secretary of State,,,Write-in,0,0,0,0,0
Van Buren,Bonaparte,Secretary of State,,,Write-in,0,0,0,0,0
Van Buren,Cantril,Secretary of State,,,Write-in,0,0,0,0,0
