county,precinct,office,district,party,candidate,votes,absentee,polling
Adams,Adams 1,United States Representative District 3,,REP,David Young,61,6,55
Adams,Adams 2,United States Representative District 3,,REP,David Young,65,14,51
Adams,Adams 3,United States Representative District 3,,REP,David Young,97,19,78
Adams,Adams 4,United States Representative District 3,,REP,David Young,46,20,26
Adams,Adams 5,United States Representative District 3,,REP,David Young,54,9,45
Adams,Adams 1,United States Representative District 3,,,Write-in,0,0,0
Adams,Adams 2,United States Representative District 3,,,Write-in,0,0,0
Adams,Adams 3,United States Representative District 3,,,Write-in,0,0,0
Adams,Adams 4,United States Representative District 3,,,Write-in,0,0,0
Adams,Adams 5,United States Representative District 3,,,Write-in,0,0,0
Adams,Adams 1,Governor,,REP,Kim Reynolds,57,7,50
Adams,Adams 2,Governor,,REP,Kim Reynolds,61,14,47
Adams,Adams 3,Governor,,REP,Kim Reynolds,98,17,81
Adams,Adams 4,Governor,,REP,Kim Reynolds,45,17,28
Adams,Adams 5,Governor,,REP,Kim Reynolds,54,9,45
Adams,Adams 1,Governor,,,Write-in,0,0,0
Adams,Adams 2,Governor,,,Write-in,0,0,0
Adams,Adams 3,Governor,,,Write-in,0,0,0
Adams,Adams 4,Governor,,,Write-in,0,0,0
Adams,Adams 5,Governor,,,Write-in,0,0,0
Adams,Adams 1,Secretary of State,,REP,Paul D. Pate,54,6,48
Adams,Adams 2,Secretary of State,,REP,Paul D. Pate,58,11,47
Adams,Adams 3,Secretary of State,,REP,Paul D. Pate,88,17,71
Adams,Adams 4,Secretary of State,,REP,Paul D. Pate,40,16,24
Adams,Adams 5,Secretary of State,,REP,Paul D. Pate,49,7,42
Adams,Adams 1,Secretary of State,,,Write-in,0,0,0
Adams,Adams 2,Secretary of State,,,Write-in,0,0,0
Adams,Adams 3,Secretary of State,,,Write-in,0,0,0
Adams,Adams 4,Secretary of State,,,Write-in,0,0,0
Adams,Adams 5,Secretary of State,,,Write-in,0,0,0
Adams,Adams 1,Auditor of State,,REP,Mary Mosiman,53,6,47
Adams,Adams 2,Auditor of State,,REP,Mary Mosiman,58,11,47
Adams,Adams 3,Auditor of State,,REP,Mary Mosiman,86,18,68
Adams,Adams 4,Auditor of State,,REP,Mary Mosiman,37,14,23
Adams,Adams 5,Auditor of State,,REP,Mary Mosiman,44,8,36
Adams,Adams 1,Auditor of State,,,Write-in,0,0,0
Adams,Adams 2,Auditor of State,,,Write-in,0,0,0
Adams,Adams 3,Auditor of State,,,Write-in,0,0,0
Adams,Adams 4,Auditor of State,,,Write-in,0,0,0
Adams,Adams 5,Auditor of State,,,Write-in,0,0,0
Adams,Adams 1,Treasurer of State,,REP,Vicki Mullin,1,0,1
Adams,Adams 2,Treasurer of State,,REP,Vicki Mullin,0,0,0
Adams,Adams 3,Treasurer of State,,REP,Vicki Mullin,0,0,0
Adams,Adams 4,Treasurer of State,,REP,Vicki Mullin,0,0,0
Adams,Adams 5,Treasurer of State,,REP,Vicki Mullin,0,0,0
Adams,Adams 1,Treasurer of State,,REP,Popeye,1,0,1
Adams,Adams 2,Treasurer of State,,REP,Popeye,0,0,0
Adams,Adams 3,Treasurer of State,,REP,Popeye,0,0,0
Adams,Adams 4,Treasurer of State,,REP,Popeye,0,0,0
Adams,Adams 5,Treasurer of State,,REP,Popeye,0,0,0
Adams,Adams 1,Treasurer of State,,,Write-in,0,0,0
Adams,Adams 2,Treasurer of State,,,Write-in,0,0,0
Adams,Adams 3,Treasurer of State,,,Write-in,0,0,0
Adams,Adams 4,Treasurer of State,,,Write-in,0,0,0
Adams,Adams 5,Treasurer of State,,,Write-in,0,0,0
Adams,Adams 1,Secretary of Agriculture,,REP,Ray Gaesser,67,7,60
Adams,Adams 2,Secretary of Agriculture,,REP,Ray Gaesser,56,12,44
Adams,Adams 3,Secretary of Agriculture,,REP,Ray Gaesser,91,16,75
Adams,Adams 4,Secretary of Agriculture,,REP,Ray Gaesser,42,19,23
Adams,Adams 5,Secretary of Agriculture,,REP,Ray Gaesser,39,6,33
Adams,Adams 1,Secretary of Agriculture,,REP,Chad Ingels,1,0,1
Adams,Adams 2,Secretary of Agriculture,,REP,Chad Ingels,5,0,5
