county,precinct,office,district,party,candidate,votes,group3,group1,group2,group4
Clinton,BLOOMFIELD BROOKFIELD DELMAR,United States Representative District 2,,REP,Christopher Peters,31,0,30,1,0
Clinton,CAMANCHE 1,United States Representative District 2,,REP,Christopher Peters,59,0,54,5,0
Clinton,CAMANCHE 2,United States Representative District 2,,REP,Christopher Peters,43,0,37,6,0
Clinton,CENTER TWP,United States Representative District 2,,REP,Christopher Peters,25,0,24,1,0
Clinton,CLINTON 1-1,United States Representative District 2,,REP,Christopher Peters,26,0,24,2,0
Clinton,CLINTON 1-2,United States Representative District 2,,REP,Christopher Peters,41,0,33,8,0
Clinton,CLINTON 2-1,United States Representative District 2,,REP,Christopher Peters,28,0,23,5,0
Clinton,CLINTON 2-2,United States Representative District 2,,REP,Christopher Peters,91,0,74,17,0
Clinton,CLINTON 3-1,United States Representative District 2,,REP,Christopher Peters,61,0,49,12,0
Clinton,CLINTON 3-2,United States Representative District 2,,REP,Christopher Peters,80,0,65,15,0
Clinton,CLINTON 4-1,United States Representative District 2,,REP,Christopher Peters,89,0,61,28,0
Clinton,CLINTON 4-2,United States Representative District 2,,REP,Christopher Peters,57,0,47,10,0
Clinton,DEEP CREEK GOOSE LAKE,United States Representative District 2,,REP,Christopher Peters,27,0,27,0,0
Clinton,DEWITT 1,United States Representative District 2,,REP,Christopher Peters,75,0,75,0,0
Clinton,DEWITT 2,United States Representative District 2,,REP,Christopher Peters,137,0,124,13,0
Clinton,DEWITT TWP,United States Representative District 2,,REP,Christopher Peters,94,0,83,11,0
Clinton,EDEN CAMANCHE TWP,United States Representative District 2,,REP,Christopher Peters,36,0,34,2,0
Clinton,ELK RIVER HAMPSHIRE ANDOVER,United States Representative District 2,,REP,Christopher Peters,73,0,69,4,0
Clinton,LIBERTY TORONTO,United States Representative District 2,,REP,Christopher Peters,22,0,20,2,0
Clinton,LOW MOOR,United States Representative District 2,,REP,Christopher Peters,11,0,9,2,0
Clinton,OLIVE GRANT CALAMUS,United States Representative District 2,,REP,Christopher Peters,89,0,82,7,0
Clinton,ORANGE GRAND MOUND,United States Representative District 2,,REP,Christopher Peters,46,0,44,2,0
Clinton,SHARON LOST NATION,United States Representative District 2,,REP,Christopher Peters,27,0,27,0,0
Clinton,SPRING ROCK WHEATLAND,United States Representative District 2,,REP,Christopher Peters,33,0,33,0,0
Clinton,WATERFORD CHARLOTTE,United States Representative District 2,,REP,Christopher Peters,28,0,28,0,0
Clinton,WELTON WASHINGTON WELTON,United States Representative District 2,,REP,Christopher Peters,52,0,51,1,0
Clinton,BLOOMFIELD BROOKFIELD DELMAR,United States Representative District 2,,,Write-in,0,0,0,0,0
Clinton,CAMANCHE 1,United States Representative District 2,,,Write-in,0,0,0,0,0
Clinton,CAMANCHE 2,United States Representative District 2,,,Write-in,0,0,0,0,0
Clinton,CENTER TWP,United States Representative District 2,,,Write-in,0,0,0,0,0
Clinton,CLINTON 1-1,United States Representative District 2,,,Write-in,0,0,0,0,0
Clinton,CLINTON 1-2,United States Representative District 2,,,Write-in,2,0,2,0,0
Clinton,CLINTON 2-1,United States Representative District 2,,,Write-in,0,0,0,0,0
