county,precinct,office,district,party,candidate,votes,absentee,polling
Franklin,Geneva / Ingham / East Mott,United States Representative District 4,,REP,Cyndi Hanson,7,0,7
Franklin,Grant / Osceola,United States Representative District 4,,REP,Cyndi Hanson,3,0,3
Franklin,Hamilton / Lee / Reeve,United States Representative District 4,,REP,Cyndi Hanson,6,2,4
Franklin,Hampton 1,United States Representative District 4,,REP,Cyndi Hanson,13,2,11
Franklin,Hampton 2,United States Representative District 4,,REP,Cyndi Hanson,13,4,9
Franklin,Hampton 3,United States Representative District 4,,REP,Cyndi Hanson,11,3,8
Franklin,Hampton 4,United States Representative District 4,,REP,Cyndi Hanson,12,1,11
Franklin,Marion,United States Representative District 4,,REP,Cyndi Hanson,10,0,10
Franklin,Oakland / Morgan,United States Representative District 4,,REP,Cyndi Hanson,4,0,4
Franklin,Richland / Ross / West Fork,United States Representative District 4,,REP,Cyndi Hanson,17,3,14
Franklin,West Mott,United States Representative District 4,,REP,Cyndi Hanson,6,2,4
Franklin,Wisner / Scott,United States Representative District 4,,REP,Cyndi Hanson,11,1,10
Franklin,Geneva / Ingham / East Mott,United States Representative District 4,,REP,Steve King,21,0,21
Franklin,Grant / Osceola,United States Representative District 4,,REP,Steve King,21,2,19
Franklin,Hamilton / Lee / Reeve,United States Representative District 4,,REP,Steve King,28,3,25
Franklin,Hampton 1,United States Representative District 4,,REP,Steve King,15,1,14
Franklin,Hampton 2,United States Representative District 4,,REP,Steve King,29,6,23
Franklin,Hampton 3,United States Representative District 4,,REP,Steve King,27,5,22
Franklin,Hampton 4,United States Representative District 4,,REP,Steve King,22,4,18
Franklin,Marion,United States Representative District 4,,REP,Steve King,35,1,34
Franklin,Oakland / Morgan,United States Representative District 4,,REP,Steve King,16,0,16
Franklin,Richland / Ross / West Fork,United States Representative District 4,,REP,Steve King,48,2,46
Franklin,West Mott,United States Representative District 4,,REP,Steve King,5,1,4
Franklin,Wisner / Scott,United States Representative District 4,,REP,Steve King,11,0,11
Franklin,Geneva / Ingham / East Mott,United States Representative District 4,,,Write-in,0,0,0
Franklin,Grant / Osceola,United States Representative District 4,,,Write-in,0,0,0
Franklin,Hamilton / Lee / Reeve,United States Representative District 4,,,Write-in,0,0,0
Franklin,Hampton 1,United States Representative District 4,,,Write-in,0,0,0
Franklin,Hampton 2,United States Representative District 4,,,Write-in,1,0,1
Franklin,Hampton 3,United States Representative District 4,,,Write-in,0,0,0
