county,precinct,office,district,party,candidate,votes,group3,group1,group2,group4
Pottawattamie,CB 01,United States Representative District 3,,REP,David Young,43,0,41,2,0
Pottawattamie,CB 02,United States Representative District 3,,REP,David Young,61,0,45,16,0
Pottawattamie,CB 03,United States Representative District 3,,REP,David Young,48,0,43,5,0
Pottawattamie,CB 04,United States Representative District 3,,REP,David Young,58,0,44,14,0
Pottawattamie,CB 05,United States Representative District 3,,REP,David Young,39,0,29,10,0
Pottawattamie,CB 06,United States Representative District 3,,REP,David Young,77,0,74,3,0
Pottawattamie,CB 07,United States Representative District 3,,REP,David Young,83,0,80,3,0
Pottawattamie,CB 08,United States Representative District 3,,REP,David Young,112,0,102,10,0
Pottawattamie,CB 09,United States Representative District 3,,REP,David Young,71,0,63,8,0
Pottawattamie,CB 10A,United States Representative District 3,,REP,David Young,118,0,109,9,0
Pottawattamie,CB 10B,United States Representative District 3,,REP,David Young,118,0,104,14,0
Pottawattamie,CB 11,United States Representative District 3,,REP,David Young,61,0,54,7,0
Pottawattamie,CB 12,United States Representative District 3,,REP,David Young,94,0,89,5,0
Pottawattamie,CB 13,United States Representative District 3,,REP,David Young,44,0,41,3,0
Pottawattamie,CB 14,United States Representative District 3,,REP,David Young,29,0,28,1,0
Pottawattamie,CB 15,United States Representative District 3,,REP,David Young,40,0,27,13,0
Pottawattamie,CB 16,United States Representative District 3,,REP,David Young,35,0,30,5,0
Pottawattamie,CB 17,United States Representative District 3,,REP,David Young,55,0,50,5,0
Pottawattamie,CB 18,United States Representative District 3,,REP,David Young,43,0,39,4,0
Pottawattamie,CB 19,United States Representative District 3,,REP,David Young,36,0,36,0,0
Pottawattamie,CB 20,United States Representative District 3,,REP,David Young,76,0,71,5,0
Pottawattamie,CB 21,United States Representative District 3,,REP,David Young,36,0,32,4,0
Pottawattamie,Carter Lake 1,United States Representative District 3,,REP,David Young,70,0,69,1,0
Pottawattamie,Carter Lake 2,United States Representative District 3,,REP,David Young,38,0,37,1,0
Pottawattamie,Avoca,United States Representative District 3,,REP,David Young,69,0,65,4,0
Pottawattamie,Carson,United States Representative District 3,,REP,David Young,72,0,69,3,0
Pottawattamie,Crescent,United States Representative District 3,,REP,David Young,117,0,110,7,0
Pottawattamie,Garner,United States Representative District 3,,REP,David Young,125,0,107,18,0
Pottawattamie,GLWCW,United States Representative District 3,,REP,David Young,60,0,50,10,0
Pottawattamie,Hancock,United States Representative District 3,,REP,David Young,54,0,52,2,0
Pottawattamie,Lewis 1,United States Representative District 3,,REP,David Young,80,0,72,8,0
Pottawattamie,Lewis 2,United States Representative District 3,,REP,David Young,113,0,99,14,0
Pottawattamie,Macedonia,United States Representative District 3,,REP,David Young,28,0,28,0,0
Pottawattamie,McClelland,United States Representative District 3,,REP,David Young,51,0,51,0,0
Pottawattamie,Minden,United States Representative District 3,,REP,David Young,59,0,59,0,0
Pottawattamie,Neola,United States Representative District 3,,REP,David Young,55,0,51,4,0
Pottawattamie,Oakland,United States Representative District 3,,REP,David Young,162,0,153,9,0
Pottawattamie,Treynor,United States Representative District 3,,REP,David Young,119,0,114,5,0
Pottawattamie,Underwood,United States Representative District 3,,REP,David Young,83,0,79,4,0
Pottawattamie,Walnut,United States Representative District 3,,REP,David Young,31,0,31,0,0
Pottawattamie,CB 01,United States Representative District 3,,,Write-in,0,0,0,0,0
Pottawattamie,CB 02,United States Representative District 3,,,Write-in,0,0,0,0,0
Pottawattamie,CB 03,United States Representative District 3,,,Write-in,0,0,0,0,0
Pottawattamie,CB 04,United States Representative District 3,,,Write-in,0,0,0,0,0
Pottawattamie,CB 05,United States Representative District 3,,,Write-in,0,0,0,0,0
Pottawattamie,CB 06,United States Representative District 3,,,Write-in,0,0,0,0,0
Pottawattamie,CB 07,United States Representative District 3,,,Write-in,0,0,0,0,0
