county,precinct,office,district,party,candidate,votes,group3,group1,group2,group4
Jones,ANAMOSA NORTH,U.S. House,1,REP,Rod Blum,67,0,62,5,0
Jones,ANAMOSA SOUTH,U.S. House,1,REP,Rod Blum,112,0,83,29,0
Jones,CASTLE GROVE LOVELL WAYNE,U.S. House,1,REP,Rod Blum,186,0,143,43,0
Jones,FAIRVIEW,U.S. House,1,REP,Rod Blum,70,0,57,13,0
Jones,GREENFIELD,U.S. House,1,REP,Rod Blum,22,0,18,4,0
Jones,MONTICELLO 1,U.S. House,1,REP,Rod Blum,53,0,43,10,0
Jones,MONTICELLO 2,U.S. House,1,REP,Rod Blum,60,0,55,5,0
Jones,MONTICELLO 3,U.S. House,1,REP,Rod Blum,38,0,35,3,0
Jones,MONTICELLO 4,U.S. House,1,REP,Rod Blum,77,0,64,13,0
Jones,OXFORD,U.S. House,1,REP,Rod Blum,34,0,34,0,0
Jones,RICHLAND WASHINGTON,U.S. House,1,REP,Rod Blum,58,0,39,19,0
Jones,ROME HALE,U.S. House,1,REP,Rod Blum,37,0,29,8,0
Jones,SCOTCH GROVE MADISON CLAY,U.S. House,1,REP,Rod Blum,124,0,87,37,0
Jones,WYOMING,U.S. House,1,REP,Rod Blum,30,0,27,3,0
Jones,ANAMOSA NORTH,U.S. House,1,,Write-in,0,0,0,0,0
Jones,ANAMOSA SOUTH,U.S. House,1,,Write-in,0,0,0,0,0
Jones,CASTLE GROVE LOVELL WAYNE,U.S. House,1,,Write-in,0,0,0,0,0
Jones,FAIRVIEW,U.S. House,1,,Write-in,1,0,1,0,0
Jones,GREENFIELD,U.S. House,1,,Write-in,0,0,0,0,0
Jones,MONTICELLO 1,U.S. House,1,,Write-in,0,0,0,0,0
Jones,MONTICELLO 2,U.S. House,1,,Write-in,0,0,0,0,0
Jones,MONTICELLO 3,U.S. House,1,,Write-in,0,0,0,0,0
Jones,MONTICELLO 4,U.S. House,1,,Write-in,0,0,0,0,0
Jones,OXFORD,U.S. House,1,,Write-in,0,0,0,0,0
Jones,RICHLAND WASHINGTON,U.S. House,1,,Write-in,0,0,0,0,0
