county,precinct,office,district,party,candidate,votes,absentee,polling
Chickasaw,BRADFORD,United States Representative District 4,,REP,Cyndi Hanson,13,0,13
Chickasaw,CHICKASAW,United States Representative District 4,,REP,Cyndi Hanson,3,1,2
Chickasaw,DAYTON - RICHLAND,United States Representative District 4,,REP,Cyndi Hanson,6,1,5
Chickasaw,DEERFIELD - WASHINGTON 2,United States Representative District 4,,REP,Cyndi Hanson,6,1,5
Chickasaw,DRESDEN - FREDERICKSBURG,United States Representative District 4,,REP,Cyndi Hanson,8,0,8
Chickasaw,JACKSONVILLE - UTICA,United States Representative District 4,,REP,Cyndi Hanson,0,0,0
Chickasaw,NEW HAMPTON RURAL,United States Representative District 4,,REP,Cyndi Hanson,3,2,1
Chickasaw,STAPLETON,United States Representative District 4,,REP,Cyndi Hanson,4,0,4
Chickasaw,WASHINGTON 1,United States Representative District 4,,REP,Cyndi Hanson,2,0,2
Chickasaw,CITY OF NEW HAMPTON - WARD 1,United States Representative District 4,,REP,Cyndi Hanson,4,1,3
Chickasaw,CITY OF NEW HAMPTON - WARD 2,United States Representative District 4,,REP,Cyndi Hanson,5,1,4
Chickasaw,CITY OF NEW HAMPTON - WARD 3,United States Representative District 4,,REP,Cyndi Hanson,6,0,6
Chickasaw,CITY OF NEW HAMPTON - WARD 4,United States Representative District 4,,REP,Cyndi Hanson,7,2,5
Chickasaw,BRADFORD,United States Representative District 4,,REP,Steve King,34,1,33
Chickasaw,CHICKASAW,United States Representative District 4,,REP,Steve King,4,1,3
Chickasaw,DAYTON - RICHLAND,United States Representative District 4,,REP,Steve King,19,11,8
Chickasaw,DEERFIELD - WASHINGTON 2,United States Representative District 4,,REP,Steve King,16,0,16
Chickasaw,DRESDEN - FREDERICKSBURG,United States Representative District 4,,REP,Steve King,27,2,25
Chickasaw,JACKSONVILLE - UTICA,United States Representative District 4,,REP,Steve King,12,2,10
Chickasaw,NEW HAMPTON RURAL,United States Representative District 4,,REP,Steve King,15,2,13
Chickasaw,STAPLETON,United States Representative District 4,,REP,Steve King,17,0,17
Chickasaw,WASHINGTON 1,United States Representative District 4,,REP,Steve King,4,0,4
Chickasaw,CITY OF NEW HAMPTON - WARD 1,United States Representative District 4,,REP,Steve King,9,0,9
Chickasaw,CITY OF NEW HAMPTON - WARD 2,United States Representative District 4,,REP,Steve King,13,1,12
Chickasaw,CITY OF NEW HAMPTON - WARD 3,United States Representative District 4,,REP,Steve King,15,1,14
Chickasaw,CITY OF NEW HAMPTON - WARD 4,United States Representative District 4,,REP,Steve King,15,5,10
Chickasaw,BRADFORD,United States Representative District 4,,,Write-in,0,0,0
Chickasaw,CHICKASAW,United States Representative District 4,,,Write-in,0,0,0
Chickasaw,DAYTON - RICHLAND,United States Representative District 4,,,Write-in,0,0,0
Chickasaw,DEERFIELD - WASHINGTON 2,United States Representative District 4,,,Write-in,0,0,0
Chickasaw,DRESDEN - FREDERICKSBURG,United States Representative District 4,,,Write-in,0,0,0
Chickasaw,JACKSONVILLE - UTICA,United States Representative District 4,,,Write-in,0,0,0
Chickasaw,NEW HAMPTON RURAL,United States Representative District 4,,,Write-in,0,0,0
Chickasaw,STAPLETON,United States Representative District 4,,,Write-in,0,0,0
Chickasaw,WASHINGTON 1,United States Representative District 4,,,Write-in,0,0,0
Chickasaw,CITY OF NEW HAMPTON - WARD 1,United States Representative District 4,,,Write-in,0,0,0
Chickasaw,CITY OF NEW HAMPTON - WARD 2,United States Representative District 4,,,Write-in,0,0,0
Chickasaw,CITY OF NEW HAMPTON - WARD 3,United States Representative District 4,,,Write-in,0,0,0
Chickasaw,CITY OF NEW HAMPTON - WARD 4,United States Representative District 4,,,Write-in,0,0,0
Chickasaw,BRADFORD,Governor,,REP,Kim Reynolds,46,1,45
Chickasaw,CHICKASAW,Governor,,REP,Kim Reynolds,6,2,4
Chickasaw,DAYTON - RICHLAND,Governor,,REP,Kim Reynolds,22,12,10
Chickasaw,DEERFIELD - WASHINGTON 2,Governor,,REP,Kim Reynolds,20,1,19
Chickasaw,DRESDEN - FREDERICKSBURG,Governor,,REP,Kim Reynolds,32,2,30
Chickasaw,JACKSONVILLE - UTICA,Governor,,REP,Kim Reynolds,12,2,10
Chickasaw,NEW HAMPTON RURAL,Governor,,REP,Kim Reynolds,18,4,14
Chickasaw,STAPLETON,Governor,,REP,Kim Reynolds,21,0,21
Chickasaw,WASHINGTON 1,Governor,,REP,Kim Reynolds,5,0,5
Chickasaw,CITY OF NEW HAMPTON - WARD 1,Governor,,REP,Kim Reynolds,13,1,12
Chickasaw,CITY OF NEW HAMPTON - WARD 2,Governor,,REP,Kim Reynolds,17,2,15
Chickasaw,CITY OF NEW HAMPTON - WARD 3,Governor,,REP,Kim Reynolds,20,1,19
Chickasaw,CITY OF NEW HAMPTON - WARD 4,Governor,,REP,Kim Reynolds,21,5,16
Chickasaw,BRADFORD,Governor,,,Write-in,0,0,0
Chickasaw,CHICKASAW,Governor,,,Write-in,0,0,0
Chickasaw,DAYTON - RICHLAND,Governor,,,Write-in,0,0,0
Chickasaw,DEERFIELD - WASHINGTON 2,Governor,,,Write-in,0,0,0
Chickasaw,DRESDEN - FREDERICKSBURG,Governor,,,Write-in,0,0,0
Chickasaw,JACKSONVILLE - UTICA,Governor,,,Write-in,0,0,0
Chickasaw,NEW HAMPTON RURAL,Governor,,,Write-in,0,0,0
Chickasaw,STAPLETON,Governor,,,Write-in,0,0,0
Chickasaw,WASHINGTON 1,Governor,,,Write-in,0,0,0
Chickasaw,CITY OF NEW HAMPTON - WARD 1,Governor,,,Write-in,0,0,0
Chickasaw,CITY OF NEW HAMPTON - WARD 2,Governor,,,Write-in,0,0,0
Chickasaw,CITY OF NEW HAMPTON - WARD 3,Governor,,,Write-in,0,0,0
Chickasaw,CITY OF NEW HAMPTON - WARD 4,Governor,,,Write-in,0,0,0
Chickasaw,BRADFORD,Secretary of State,,REP,Paul D. Pate,40,1,39
Chickasaw,CHICKASAW,Secretary of State,,REP,Paul D. Pate,7,2,5
Chickasaw,DAYTON - RICHLAND,Secretary of State,,REP,Paul D. Pate,22,11,11
Chickasaw,DEERFIELD - WASHINGTON 2,Secretary of State,,REP,Paul D. Pate,19,1,18
Chickasaw,DRESDEN - FREDERICKSBURG,Secretary of State,,REP,Paul D. Pate,32,2,30
Chickasaw,JACKSONVILLE - UTICA,Secretary of State,,REP,Paul D. Pate,10,1,9
Chickasaw,NEW HAMPTON RURAL,Secretary of State,,REP,Paul D. Pate,16,2,14
Chickasaw,STAPLETON,Secretary of State,,REP,Paul D. Pate,19,0,19
Chickasaw,WASHINGTON 1,Secretary of State,,REP,Paul D. Pate,5,0,5
Chickasaw,CITY OF NEW HAMPTON - WARD 1,Secretary of State,,REP,Paul D. Pate,12,1,11
Chickasaw,CITY OF NEW HAMPTON - WARD 2,Secretary of State,,REP,Paul D. Pate,15,2,13
Chickasaw,CITY OF NEW HAMPTON - WARD 3,Secretary of State,,REP,Paul D. Pate,20,1,19
Chickasaw,CITY OF NEW HAMPTON - WARD 4,Secretary of State,,REP,Paul D. Pate,20,6,14
Chickasaw,BRADFORD,Secretary of State,,,Write-in,0,0,0
Chickasaw,CHICKASAW,Secretary of State,,,Write-in,0,0,0
Chickasaw,DAYTON - RICHLAND,Secretary of State,,,Write-in,0,0,0
Chickasaw,DEERFIELD - WASHINGTON 2,Secretary of State,,,Write-in,0,0,0
Chickasaw,DRESDEN - FREDERICKSBURG,Secretary of State,,,Write-in,0,0,0
Chickasaw,JACKSONVILLE - UTICA,Secretary of State,,,Write-in,0,0,0
Chickasaw,NEW HAMPTON RURAL,Secretary of State,,,Write-in,0,0,0
Chickasaw,STAPLETON,Secretary of State,,,Write-in,0,0,0
Chickasaw,WASHINGTON 1,Secretary of State,,,Write-in,0,0,0
Chickasaw,CITY OF NEW HAMPTON - WARD 1,Secretary of State,,,Write-in,0,0,0
Chickasaw,CITY OF NEW HAMPTON - WARD 2,Secretary of State,,,Write-in,0,0,0
Chickasaw,CITY OF NEW HAMPTON - WARD 3,Secretary of State,,,Write-in,0,0,0
Chickasaw,CITY OF NEW HAMPTON - WARD 4,Secretary of State,,,Write-in,0,0,0
Chickasaw,BRADFORD,Auditor of State,,REP,Mary Mosiman,40,1,39
Chickasaw,CHICKASAW,Auditor of State,,REP,Mary Mosiman,7,2,5
Chickasaw,DAYTON - RICHLAND,Auditor of State,,REP,Mary Mosiman,21,11,10
Chickasaw,DEERFIELD - WASHINGTON 2,Auditor of State,,REP,Mary Mosiman,19,1,18
Chickasaw,DRESDEN - FREDERICKSBURG,Auditor of State,,REP,Mary Mosiman,32,2,30
Chickasaw,JACKSONVILLE - UTICA,Auditor of State,,REP,Mary Mosiman,9,2,7
Chickasaw,NEW HAMPTON RURAL,Auditor of State,,REP,Mary Mosiman,16,2,14
Chickasaw,STAPLETON,Auditor of State,,REP,Mary Mosiman,18,0,18
Chickasaw,WASHINGTON 1,Auditor of State,,REP,Mary Mosiman,5,0,5
Chickasaw,CITY OF NEW HAMPTON - WARD 1,Auditor of State,,REP,Mary Mosiman,12,1,11
Chickasaw,CITY OF NEW HAMPTON - WARD 2,Auditor of State,,REP,Mary Mosiman,15,2,13
Chickasaw,CITY OF NEW HAMPTON - WARD 3,Auditor of State,,REP,Mary Mosiman,20,1,19
Chickasaw,CITY OF NEW HAMPTON - WARD 4,Auditor of State,,REP,Mary Mosiman,21,7,14
Chickasaw,BRADFORD,Auditor of State,,,Write-in,0,0,0
Chickasaw,CHICKASAW,Auditor of State,,,Write-in,0,0,0
Chickasaw,DAYTON - RICHLAND,Auditor of State,,,Write-in,0,0,0
Chickasaw,DEERFIELD - WASHINGTON 2,Auditor of State,,,Write-in,0,0,0
Chickasaw,DRESDEN - FREDERICKSBURG,Auditor of State,,,Write-in,0,0,0
Chickasaw,JACKSONVILLE - UTICA,Auditor of State,,,Write-in,0,0,0
Chickasaw,NEW HAMPTON RURAL,Auditor of State,,,Write-in,0,0,0
Chickasaw,STAPLETON,Auditor of State,,,Write-in,0,0,0
Chickasaw,WASHINGTON 1,Auditor of State,,,Write-in,0,0,0
Chickasaw,CITY OF NEW HAMPTON - WARD 1,Auditor of State,,,Write-in,0,0,0
Chickasaw,CITY OF NEW HAMPTON - WARD 2,Auditor of State,,,Write-in,0,0,0
Chickasaw,CITY OF NEW HAMPTON - WARD 3,Auditor of State,,,Write-in,0,0,0
Chickasaw,CITY OF NEW HAMPTON - WARD 4,Auditor of State,,,Write-in,0,0,0
Chickasaw,BRADFORD,Treasurer of State,,,Write-in,0,0,0
Chickasaw,CHICKASAW,Treasurer of State,,,Write-in,0,0,0
Chickasaw,DAYTON - RICHLAND,Treasurer of State,,,Write-in,0,0,0
Chickasaw,DEERFIELD - WASHINGTON 2,Treasurer of State,,,Write-in,0,0,0
Chickasaw,DRESDEN - FREDERICKSBURG,Treasurer of State,,,Write-in,0,0,0
Chickasaw,JACKSONVILLE - UTICA,Treasurer of State,,,Write-in,0,0,0
Chickasaw,NEW HAMPTON RURAL,Treasurer of State,,,Write-in,0,0,0
Chickasaw,STAPLETON,Treasurer of State,,,Write-in,0,0,0
Chickasaw,WASHINGTON 1,Treasurer of State,,,Write-in,0,0,0
Chickasaw,CITY OF NEW HAMPTON - WARD 1,Treasurer of State,,,Write-in,0,0,0
Chickasaw,CITY OF NEW HAMPTON - WARD 2,Treasurer of State,,,Write-in,0,0,0
Chickasaw,CITY OF NEW HAMPTON - WARD 3,Treasurer of State,,,Write-in,0,0,0
Chickasaw,CITY OF NEW HAMPTON - WARD 4,Treasurer of State,,,Write-in,0,0,0
Chickasaw,BRADFORD,Secretary of Agriculture,,REP,Ray Gaesser,11,1,10
Chickasaw,CHICKASAW,Secretary of Agriculture,,REP,Ray Gaesser,1,0,1
Chickasaw,DAYTON - RICHLAND,Secretary of Agriculture,,REP,Ray Gaesser,3,0,3
Chickasaw,DEERFIELD - WASHINGTON 2,Secretary of Agriculture,,REP,Ray Gaesser,4,0,4
