county,precinct,office,district,party,candidate,votes,absentee,polling
Audubon,Precinct #1 - North 1/2,United States Representative District 4,,REP,Cyndi Hanson,44,12,32
Audubon,Precinct #2 - South 1/2,United States Representative District 4,,REP,Cyndi Hanson,38,6,32
Audubon,Precinct #1 - North 1/2,United States Representative District 4,,REP,Steve King,156,30,126
Audubon,Precinct #2 - South 1/2,United States Representative District 4,,REP,Steve King,102,20,82
Audubon,Precinct #1 - North 1/2,United States Representative District 4,,,Write-in,0,0,0
Audubon,Precinct #2 - South 1/2,United States Representative District 4,,,Write-in,0,0,0
Audubon,Precinct #1 - North 1/2,Governor,,REP,Kim Reynolds,174,33,141
Audubon,Precinct #2 - South 1/2,Governor,,REP,Kim Reynolds,118,25,93
Audubon,Precinct #1 - North 1/2,Governor,,,Write-in,0,0,0
Audubon,Precinct #2 - South 1/2,Governor,,,Write-in,0,0,0
Audubon,Precinct #1 - North 1/2,Secretary of State,,REP,Paul D. Pate,146,26,120
Audubon,Precinct #2 - South 1/2,Secretary of State,,REP,Paul D. Pate,108,19,89
Audubon,Precinct #1 - North 1/2,Secretary of State,,,Write-in,0,0,0
Audubon,Precinct #2 - South 1/2,Secretary of State,,,Write-in,0,0,0
Audubon,Precinct #1 - North 1/2,Auditor of State,,REP,Mary Mosiman,137,24,113
Audubon,Precinct #2 - South 1/2,Auditor of State,,REP,Mary Mosiman,101,19,82
Audubon,Precinct #1 - North 1/2,Auditor of State,,,Write-in,0,0,0
Audubon,Precinct #2 - South 1/2,Auditor of State,,,Write-in,0,0,0
Audubon,Precinct #1 - North 1/2,Treasurer of State,,REP,Mike Fitzgerald,0,0,0
Audubon,Precinct #2 - South 1/2,Treasurer of State,,REP,Mike Fitzgerald,3,1,2
Audubon,Precinct #1 - North 1/2,Treasurer of State,,REP,Sam Clovis,0,0,0
Audubon,Precinct #2 - South 1/2,Treasurer of State,,REP,Sam Clovis,1,0,1
Audubon,Precinct #1 - North 1/2,Treasurer of State,,REP,No Name,1,0,1
Audubon,Precinct #2 - South 1/2,Treasurer of State,,REP,No Name,0,0,0
Audubon,Precinct #1 - North 1/2,Treasurer of State,,,Write-in,0,0,0
Audubon,Precinct #2 - South 1/2,Treasurer of State,,,Write-in,0,0,0
Audubon,Precinct #1 - North 1/2,Secretary of Agriculture,,REP,Ray Gaesser,27,6,21
Audubon,Precinct #2 - South 1/2,Secretary of Agriculture,,REP,Ray Gaesser,20,2,18
Audubon,Precinct #1 - North 1/2,Secretary of Agriculture,,REP,Chad Ingels,11,6,5
Audubon,Precinct #2 - South 1/2,Secretary of Agriculture,,REP,Chad Ingels,7,2,5
Audubon,Precinct #1 - North 1/2,Secretary of Agriculture,,REP,Craig Lang,45,6,39
Audubon,Precinct #2 - South 1/2,Secretary of Agriculture,,REP,Craig Lang,41,7,34
