county,precinct,office,district,party,candidate,votes,group3,group1,group2,group4
Muscatine,Muscatine First,United States Representative District 2,,REP,Christopher Peters,75,0,75,0,0
Muscatine,Muscatine Second,United States Representative District 2,,REP,Christopher Peters,36,0,36,0,0
Muscatine,Muscatine Third,United States Representative District 2,,REP,Christopher Peters,31,0,31,0,0
Muscatine,Muscatine Fourth,United States Representative District 2,,REP,Christopher Peters,27,0,27,0,0
Muscatine,Muscatine Fifth,United States Representative District 2,,REP,Christopher Peters,19,0,19,0,0
Muscatine,Muscatine Sixth,United States Representative District 2,,REP,Christopher Peters,63,0,63,0,0
Muscatine,Muscatine Seventh,United States Representative District 2,,REP,Christopher Peters,31,0,31,0,0
Muscatine,Muscatine Eighth,United States Representative District 2,,REP,Christopher Peters,15,0,15,0,0
Muscatine,Muscatine Ninth,United States Representative District 2,,REP,Christopher Peters,26,0,26,0,0
Muscatine,Muscatine Tenth,United States Representative District 2,,REP,Christopher Peters,25,0,25,0,0
Muscatine,Bloomington,United States Representative District 2,,REP,Christopher Peters,50,0,50,0,0
Muscatine,Fruitland One,United States Representative District 2,,REP,Christopher Peters,21,0,21,0,0
Muscatine,Fruitland Two/Lake,United States Representative District 2,,REP,Christopher Peters,32,0,32,0,0
Muscatine,Fulton/Montpelier,United States Representative District 2,,REP,Christopher Peters,34,0,34,0,0
Muscatine,Goshen,United States Representative District 2,,REP,Christopher Peters,13,0,13,0,0
Muscatine,Orono,United States Representative District 2,,REP,Christopher Peters,7,0,7,0,0
Muscatine,Pike,United States Representative District 2,,REP,Christopher Peters,21,0,21,0,0
Muscatine,Seventy-Six/Cedar,United States Representative District 2,,REP,Christopher Peters,20,0,20,0,0
Muscatine,Sweetland,United States Representative District 2,,REP,Christopher Peters,34,0,34,0,0
Muscatine,West Liberty 1/Wapsie,United States Representative District 2,,REP,Christopher Peters,26,0,26,0,0
Muscatine,West Liberty 2,United States Representative District 2,,REP,Christopher Peters,7,0,7,0,0
Muscatine,Wilton City,United States Representative District 2,,REP,Christopher Peters,36,0,36,0,0
Muscatine,Wilton/Moscow,United States Representative District 2,,REP,Christopher Peters,24,0,24,0,0
Muscatine,Absentee,United States Representative District 2,,REP,Christopher Peters,92,0,0,92,0
Muscatine,Muscatine First,United States Representative District 2,,,Write-in,1,0,1,0,0
Muscatine,Muscatine Second,United States Representative District 2,,,Write-in,0,0,0,0,0
Muscatine,Muscatine Third,United States Representative District 2,,,Write-in,0,0,0,0,0
Muscatine,Muscatine Fourth,United States Representative District 2,,,Write-in,0,0,0,0,0
Muscatine,Muscatine Fifth,United States Representative District 2,,,Write-in,0,0,0,0,0
Muscatine,Muscatine Sixth,United States Representative District 2,,,Write-in,0,0,0,0,0
Muscatine,Muscatine Seventh,United States Representative District 2,,,Write-in,0,0,0,0,0
Muscatine,Muscatine Eighth,United States Representative District 2,,,Write-in,0,0,0,0,0
Muscatine,Muscatine Ninth,United States Representative District 2,,,Write-in,0,0,0,0,0
Muscatine,Muscatine Tenth,United States Representative District 2,,,Write-in,0,0,0,0,0
Muscatine,Bloomington,United States Representative District 2,,,Write-in,0,0,0,0,0
Muscatine,Fruitland One,United States Representative District 2,,,Write-in,0,0,0,0,0
Muscatine,Fruitland Two/Lake,United States Representative District 2,,,Write-in,0,0,0,0,0
Muscatine,Fulton/Montpelier,United States Representative District 2,,,Write-in,0,0,0,0,0
Muscatine,Goshen,United States Representative District 2,,,Write-in,2,0,2,0,0
Muscatine,Orono,United States Representative District 2,,,Write-in,0,0,0,0,0
Muscatine,Pike,United States Representative District 2,,,Write-in,0,0,0,0,0
Muscatine,Seventy-Six/Cedar,United States Representative District 2,,,Write-in,0,0,0,0,0
Muscatine,Sweetland,United States Representative District 2,,,Write-in,0,0,0,0,0
Muscatine,West Liberty 1/Wapsie,United States Representative District 2,,,Write-in,0,0,0,0,0
Muscatine,West Liberty 2,United States Representative District 2,,,Write-in,0,0,0,0,0
Muscatine,Wilton City,United States Representative District 2,,,Write-in,1,0,1,0,0
Muscatine,Wilton/Moscow,United States Representative District 2,,,Write-in,0,0,0,0,0
Muscatine,Absentee,United States Representative District 2,,,Write-in,1,0,0,1,0
Muscatine,Muscatine First,Governor,,REP,Kim Reynolds,80,0,80,0,0
Muscatine,Muscatine Second,Governor,,REP,Kim Reynolds,37,0,37,0,0
Muscatine,Muscatine Third,Governor,,REP,Kim Reynolds,33,0,33,0,0
Muscatine,Muscatine Fourth,Governor,,REP,Kim Reynolds,28,0,28,0,0
Muscatine,Muscatine Fifth,Governor,,REP,Kim Reynolds,20,0,20,0,0
Muscatine,Muscatine Sixth,Governor,,REP,Kim Reynolds,69,0,69,0,0
Muscatine,Muscatine Seventh,Governor,,REP,Kim Reynolds,34,0,34,0,0
Muscatine,Muscatine Eighth,Governor,,REP,Kim Reynolds,15,0,15,0,0
Muscatine,Muscatine Ninth,Governor,,REP,Kim Reynolds,32,0,32,0,0
Muscatine,Muscatine Tenth,Governor,,REP,Kim Reynolds,26,0,26,0,0
Muscatine,Bloomington,Governor,,REP,Kim Reynolds,64,0,64,0,0
Muscatine,Fruitland One,Governor,,REP,Kim Reynolds,27,0,27,0,0
Muscatine,Fruitland Two/Lake,Governor,,REP,Kim Reynolds,33,0,33,0,0
Muscatine,Fulton/Montpelier,Governor,,REP,Kim Reynolds,34,0,34,0,0
Muscatine,Goshen,Governor,,REP,Kim Reynolds,16,0,16,0,0
Muscatine,Orono,Governor,,REP,Kim Reynolds,8,0,8,0,0
Muscatine,Pike,Governor,,REP,Kim Reynolds,22,0,22,0,0
Muscatine,Seventy-Six/Cedar,Governor,,REP,Kim Reynolds,22,0,22,0,0
Muscatine,Sweetland,Governor,,REP,Kim Reynolds,40,0,40,0,0
Muscatine,West Liberty 1/Wapsie,Governor,,REP,Kim Reynolds,27,0,27,0,0
Muscatine,West Liberty 2,Governor,,REP,Kim Reynolds,7,0,7,0,0
Muscatine,Wilton City,Governor,,REP,Kim Reynolds,33,0,33,0,0
Muscatine,Wilton/Moscow,Governor,,REP,Kim Reynolds,26,0,26,0,0
Muscatine,Absentee,Governor,,REP,Kim Reynolds,106,0,0,106,0
Muscatine,Muscatine First,Governor,,,Write-in,0,0,0,0,0
Muscatine,Muscatine Second,Governor,,,Write-in,0,0,0,0,0
Muscatine,Muscatine Third,Governor,,,Write-in,0,0,0,0,0
Muscatine,Muscatine Fourth,Governor,,,Write-in,0,0,0,0,0
Muscatine,Muscatine Fifth,Governor,,,Write-in,0,0,0,0,0
Muscatine,Muscatine Sixth,Governor,,,Write-in,0,0,0,0,0
Muscatine,Muscatine Seventh,Governor,,,Write-in,0,0,0,0,0
Muscatine,Muscatine Eighth,Governor,,,Write-in,0,0,0,0,0
Muscatine,Muscatine Ninth,Governor,,,Write-in,0,0,0,0,0
Muscatine,Muscatine Tenth,Governor,,,Write-in,0,0,0,0,0
Muscatine,Bloomington,Governor,,,Write-in,0,0,0,0,0
Muscatine,Fruitland One,Governor,,,Write-in,0,0,0,0,0
Muscatine,Fruitland Two/Lake,Governor,,,Write-in,0,0,0,0,0
