county,precinct,office,district,party,candidate,votes,absentee,polling
Keokuk,ADAMS,U.S. House,2,REP,Christopher Peters,10,0,10
Keokuk,BENTON / STEADY RUN,U.S. House,2,REP,Christopher Peters,34,0,34
Keokuk,ENGLISH RIVER / LIBERTY,U.S. House,2,REP,Christopher Peters,15,1,14
Keokuk,JACKSON,U.S. House,2,REP,Christopher Peters,20,0,20
Keokuk,LAFAYETTE / CLEAR CREEK,U.S. House,2,REP,Christopher Peters,31,5,26
Keokuk,EAST / WEST LANCASTER,U.S. House,2,REP,Christopher Peters,14,1,13
Keokuk,PRAIRIE,U.S. House,2,REP,Christopher Peters,9,0,9
Keokuk,RICHLAND,U.S. House,2,REP,Christopher Peters,27,2,25
Keokuk,SIGOURNEY / PLANK / VAN BUREN,U.S. House,2,REP,Christopher Peters,28,0,28
Keokuk,SIGOURNEY 1ST WARD,U.S. House,2,REP,Christopher Peters,18,1,17
Keokuk,SIGOURNEY 2ND WARD,U.S. House,2,REP,Christopher Peters,15,2,13
Keokuk,SIGOURNEY 3RD WARD,U.S. House,2,REP,Christopher Peters,16,2,14
Keokuk,SIGOURNEY 4TH WARD,U.S. House,2,REP,Christopher Peters,14,1,13
Keokuk,WARREN,U.S. House,2,REP,Christopher Peters,9,2,7
Keokuk,WHAT CHEER / WASHINGTON,U.S. House,2,REP,Christopher Peters,26,4,22
Keokuk,ADAMS,U.S. House,2,REP,Ginny Caligiuri,0,0,0
Keokuk,BENTON / STEADY RUN,U.S. House,2,REP,Ginny Caligiuri,0,0,0
Keokuk,ENGLISH RIVER / LIBERTY,U.S. House,2,REP,Ginny Caligiuri,4,0,4
Keokuk,JACKSON,U.S. House,2,REP,Ginny Caligiuri,2,2,0
Keokuk,LAFAYETTE / CLEAR CREEK,U.S. House,2,REP,Ginny Caligiuri,0,0,0
Keokuk,EAST / WEST LANCASTER,U.S. House,2,REP,Ginny Caligiuri,0,0,0
Keokuk,PRAIRIE,U.S. House,2,REP,Ginny Caligiuri,1,0,1
Keokuk,RICHLAND,U.S. House,2,REP,Ginny Caligiuri,1,0,1
