county,precinct,office,district,party,candidate,votes,absentee,polling
Floyd,Charles City Corp / CC1,U.S. House,4,REP,Cyndi Hanson,12,0,12
Floyd,Charles City Corp / CC2,U.S. House,4,REP,Cyndi Hanson,13,0,13
Floyd,Charles City Corp / CC3,U.S. House,4,REP,Cyndi Hanson,6,0,6
Floyd,Floyd - Cedar - Niles,U.S. House,4,REP,Cyndi Hanson,8,0,8
Floyd,Rock Grove - Rudd,U.S. House,4,REP,Cyndi Hanson,5,0,5
Floyd,Rockford - Ulster,U.S. House,4,REP,Cyndi Hanson,9,0,9
Floyd,Scott - Union - Pleasant Grove,U.S. House,4,REP,Cyndi Hanson,3,0,3
Floyd,St. Charles - Riverton,U.S. House,4,REP,Cyndi Hanson,8,0,8
Floyd,ABSENTEE,U.S. House,4,REP,Cyndi Hanson,7,7,0
Floyd,Charles City Corp / CC1,U.S. House,4,REP,Steve King,24,0,24
Floyd,Charles City Corp / CC2,U.S. House,4,REP,Steve King,30,0,30
Floyd,Charles City Corp / CC3,U.S. House,4,REP,Steve King,27,0,27
Floyd,Floyd - Cedar - Niles,U.S. House,4,REP,Steve King,33,0,33
Floyd,Rock Grove - Rudd,U.S. House,4,REP,Steve King,17,0,17
Floyd,Rockford - Ulster,U.S. House,4,REP,Steve King,22,0,22
Floyd,Scott - Union - Pleasant Grove,U.S. House,4,REP,Steve King,17,0,17
Floyd,St. Charles - Riverton,U.S. House,4,REP,Steve King,25,0,25
Floyd,ABSENTEE,U.S. House,4,REP,Steve King,11,11,0
Floyd,Charles City Corp / CC1,U.S. House,4,,Write-in,0,0,0
Floyd,Charles City Corp / CC2,U.S. House,4,,Write-in,0,0,0
Floyd,Charles City Corp / CC3,U.S. House,4,,Write-in,0,0,0
Floyd,Floyd - Cedar - Niles,U.S. House,4,,Write-in,0,0,0
Floyd,Rock Grove - Rudd,U.S. House,4,,Write-in,0,0,0
Floyd,Rockford - Ulster,U.S. House,4,,Write-in,0,0,0
Floyd,Scott - Union - Pleasant Grove,U.S. House,4,,Write-in,0,0,0
Floyd,St. Charles - Riverton,U.S. House,4,,Write-in,0,0,0
Floyd,ABSENTEE,U.S. House,4,,Write-in,0,0,0
Floyd,Charles City Corp / CC1,Governor,,REP,Kim Reynolds,33,0,33
Floyd,Charles City Corp / CC2,Governor,,REP,Kim Reynolds,38,0,38
Floyd,Charles City Corp / CC3,Governor,,REP,Kim Reynolds,33,0,33
Floyd,Floyd - Cedar - Niles,Governor,,REP,Kim Reynolds,40,0,40
Floyd,Rock Grove - Rudd,Governor,,REP,Kim Reynolds,20,0,20
Floyd,Rockford - Ulster,Governor,,REP,Kim Reynolds,28,0,28
Floyd,Scott - Union - Pleasant Grove,Governor,,REP,Kim Reynolds,21,0,21
Floyd,St. Charles - Riverton,Governor,,REP,Kim Reynolds,31,0,31
Floyd,ABSENTEE,Governor,,REP,Kim Reynolds,15,15,0
Floyd,Charles City Corp / CC1,Governor,,,Write-in,0,0,0
Floyd,Charles City Corp / CC2,Governor,,,Write-in,0,0,0
Floyd,Charles City Corp / CC3,Governor,,,Write-in,0,0,0
Floyd,Floyd - Cedar - Niles,Governor,,,Write-in,0,0,0
Floyd,Rock Grove - Rudd,Governor,,,Write-in,0,0,0
Floyd,Rockford - Ulster,Governor,,,Write-in,0,0,0
Floyd,Scott - Union - Pleasant Grove,Governor,,,Write-in,1,0,1
Floyd,St. Charles - Riverton,Governor,,,Write-in,0,0,0
Floyd,ABSENTEE,Governor,,,Write-in,0,0,0
Floyd,Charles City Corp / CC1,Secretary of State,,REP,Paul D. Pate,35,0,35
Floyd,Charles City Corp / CC2,Secretary of State,,REP,Paul D. Pate,39,0,39
Floyd,Charles City Corp / CC3,Secretary of State,,REP,Paul D. Pate,32,0,32
Floyd,Floyd - Cedar - Niles,Secretary of State,,REP,Paul D. Pate,35,0,35
Floyd,Rock Grove - Rudd,Secretary of State,,REP,Paul D. Pate,21,0,21
Floyd,Rockford - Ulster,Secretary of State,,REP,Paul D. Pate,28,0,28
Floyd,Scott - Union - Pleasant Grove,Secretary of State,,REP,Paul D. Pate,20,0,20
Floyd,St. Charles - Riverton,Secretary of State,,REP,Paul D. Pate,28,0,28
Floyd,ABSENTEE,Secretary of State,,REP,Paul D. Pate,15,15,0
Floyd,Charles City Corp / CC1,Secretary of State,,,Write-in,0,0,0
Floyd,Charles City Corp / CC2,Secretary of State,,,Write-in,1,0,1
Floyd,Charles City Corp / CC3,Secretary of State,,,Write-in,0,0,0
Floyd,Floyd - Cedar - Niles,Secretary of State,,,Write-in,0,0,0
Floyd,Rock Grove - Rudd,Secretary of State,,,Write-in,0,0,0
Floyd,Rockford - Ulster,Secretary of State,,,Write-in,0,0,0
Floyd,Scott - Union - Pleasant Grove,Secretary of State,,,Write-in,0,0,0
Floyd,St. Charles - Riverton,Secretary of State,,,Write-in,0,0,0
Floyd,ABSENTEE,Secretary of State,,,Write-in,0,0,0
Floyd,Charles City Corp / CC1,Auditor of State,,REP,Mary Mosiman,30,0,30
Floyd,Charles City Corp / CC2,Auditor of State,,REP,Mary Mosiman,38,0,38
Floyd,Charles City Corp / CC3,Auditor of State,,REP,Mary Mosiman,31,0,31
Floyd,Floyd - Cedar - Niles,Auditor of State,,REP,Mary Mosiman,34,0,34
Floyd,Rock Grove - Rudd,Auditor of State,,REP,Mary Mosiman,21,0,21
Floyd,Rockford - Ulster,Auditor of State,,REP,Mary Mosiman,27,0,27
Floyd,Scott - Union - Pleasant Grove,Auditor of State,,REP,Mary Mosiman,19,0,19
Floyd,St. Charles - Riverton,Auditor of State,,REP,Mary Mosiman,27,0,27
Floyd,ABSENTEE,Auditor of State,,REP,Mary Mosiman,14,14,0
Floyd,Charles City Corp / CC1,Auditor of State,,,Write-in,0,0,0
Floyd,Charles City Corp / CC2,Auditor of State,,,Write-in,1,0,1
Floyd,Charles City Corp / CC3,Auditor of State,,,Write-in,0,0,0
Floyd,Floyd - Cedar - Niles,Auditor of State,,,Write-in,0,0,0
Floyd,Rock Grove - Rudd,Auditor of State,,,Write-in,0,0,0
Floyd,Rockford - Ulster,Auditor of State,,,Write-in,0,0,0
Floyd,Scott - Union - Pleasant Grove,Auditor of State,,,Write-in,0,0,0
Floyd,St. Charles - Riverton,Auditor of State,,,Write-in,0,0,0
Floyd,ABSENTEE,Auditor of State,,,Write-in,0,0,0
Floyd,Charles City Corp / CC1,Treasurer of State,,,Write-in,0,0,0
Floyd,Charles City Corp / CC2,Treasurer of State,,,Write-in,1,0,1
Floyd,Charles City Corp / CC3,Treasurer of State,,,Write-in,0,0,0
Floyd,Floyd - Cedar - Niles,Treasurer of State,,,Write-in,0,0,0
Floyd,Rock Grove - Rudd,Treasurer of State,,,Write-in,0,0,0
Floyd,Rockford - Ulster,Treasurer of State,,,Write-in,0,0,0
Floyd,Scott - Union - Pleasant Grove,Treasurer of State,,,Write-in,0,0,0
