county,precinct,office,district,party,candidate,votes,group3,group1,group2,group4
Black Hawk,Barclay Lester Dunkerton,U.S. House,1,DEM,Abby Finkenauer,30,0,30,0,0
Black Hawk,Bennington,U.S. House,1,DEM,Abby Finkenauer,5,0,5,0,0
Black Hawk,Big Creek La Porte City,U.S. House,1,DEM,Abby Finkenauer,45,0,45,0,0
Black Hawk,Black Hawk Hudson Lincoln,U.S. House,1,DEM,Abby Finkenauer,48,0,48,0,0
Black Hawk,Cedar Orange,U.S. House,1,DEM,Abby Finkenauer,28,0,28,0,0
Black Hawk,CF W1 P1,U.S. House,1,DEM,Abby Finkenauer,57,0,57,0,0
Black Hawk,CF W1 P2,U.S. House,1,DEM,Abby Finkenauer,142,0,142,0,0
Black Hawk,CF W1 P3,U.S. House,1,DEM,Abby Finkenauer,124,0,124,0,0
Black Hawk,CF W2 P1,U.S. House,1,DEM,Abby Finkenauer,9,0,9,0,0
Black Hawk,CF W2 P2 CF Twp,U.S. House,1,DEM,Abby Finkenauer,69,0,69,0,0
Black Hawk,CF W2 P3,U.S. House,1,DEM,Abby Finkenauer,104,0,104,0,0
Black Hawk,CF W3 P1,U.S. House,1,DEM,Abby Finkenauer,68,0,68,0,0
Black Hawk,CF W3 P2,U.S. House,1,DEM,Abby Finkenauer,103,0,103,0,0
Black Hawk,CF W3 P3,U.S. House,1,DEM,Abby Finkenauer,21,0,21,0,0
Black Hawk,CF W4 P1,U.S. House,1,DEM,Abby Finkenauer,154,0,154,0,0
Black Hawk,CF W4 P2,U.S. House,1,DEM,Abby Finkenauer,78,0,78,0,0
Black Hawk,CF W4 P3,U.S. House,1,DEM,Abby Finkenauer,10,0,10,0,0
Black Hawk,CF W5 P1,U.S. House,1,DEM,Abby Finkenauer,126,0,126,0,0
Black Hawk,CF W5 P2,U.S. House,1,DEM,Abby Finkenauer,86,0,86,0,0
Black Hawk,CF W5 P3,U.S. House,1,DEM,Abby Finkenauer,83,0,83,0,0
Black Hawk,Eagle,U.S. House,1,DEM,Abby Finkenauer,9,0,9,0,0
Black Hawk,Elk Run Heights Raymond,U.S. House,1,DEM,Abby Finkenauer,46,0,46,0,0
Black Hawk,Evansdale W1,U.S. House,1,DEM,Abby Finkenauer,22,0,22,0,0
Black Hawk,Evansdale W2,U.S. House,1,DEM,Abby Finkenauer,30,0,30,0,0
Black Hawk,Evansdale W3,U.S. House,1,DEM,Abby Finkenauer,16,0,16,0,0
Black Hawk,Evansdale W4,U.S. House,1,DEM,Abby Finkenauer,30,0,30,0,0
Black Hawk,Mt Vernon,U.S. House,1,DEM,Abby Finkenauer,17,0,17,0,0
