county,precinct,office,district,party,candidate,votes,absentee,polling
Greene,Central Precinct,U.S. House,4,REP,Cyndi Hanson,14,4,10
Greene,East Precinct,U.S. House,4,REP,Cyndi Hanson,10,0,10
Greene,Jefferson 1 Precinct,U.S. House,4,REP,Cyndi Hanson,15,2,13
Greene,Jefferson 2 Precinct,U.S. House,4,REP,Cyndi Hanson,14,3,11
Greene,Jefferson 3 Precinct,U.S. House,4,REP,Cyndi Hanson,19,3,16
Greene,North Precinct,U.S. House,4,REP,Cyndi Hanson,9,2,7
Greene,West Precinct,U.S. House,4,REP,Cyndi Hanson,7,0,7
Greene,Central Precinct,U.S. House,4,REP,Steve King,73,16,57
Greene,East Precinct,U.S. House,4,REP,Steve King,53,2,51
Greene,Jefferson 1 Precinct,U.S. House,4,REP,Steve King,45,7,38
Greene,Jefferson 2 Precinct,U.S. House,4,REP,Steve King,48,11,37
Greene,Jefferson 3 Precinct,U.S. House,4,REP,Steve King,61,8,53
Greene,North Precinct,U.S. House,4,REP,Steve King,40,7,33
Greene,West Precinct,U.S. House,4,REP,Steve King,43,1,42
Greene,Central Precinct,U.S. House,4,,Write-in,0,0,0
Greene,East Precinct,U.S. House,4,,Write-in,1,0,1
Greene,Jefferson 1 Precinct,U.S. House,4,,Write-in,0,0,0
Greene,Jefferson 2 Precinct,U.S. House,4,,Write-in,0,0,0
Greene,Jefferson 3 Precinct,U.S. House,4,,Write-in,0,0,0
Greene,North Precinct,U.S. House,4,,Write-in,0,0,0
Greene,West Precinct,U.S. House,4,,Write-in,0,0,0
Greene,Central Precinct,Governor,,REP,Kim Reynolds,81,20,61
Greene,East Precinct,Governor,,REP,Kim Reynolds,57,2,55
Greene,Jefferson 1 Precinct,Governor,,REP,Kim Reynolds,51,8,43
Greene,Jefferson 2 Precinct,Governor,,REP,Kim Reynolds,58,15,43
Greene,Jefferson 3 Precinct,Governor,,REP,Kim Reynolds,70,11,59
Greene,North Precinct,Governor,,REP,Kim Reynolds,47,9,38
Greene,West Precinct,Governor,,REP,Kim Reynolds,50,2,48
Greene,Central Precinct,Governor,,,Write-in,1,0,1
Greene,East Precinct,Governor,,,Write-in,0,0,0
Greene,Jefferson 1 Precinct,Governor,,,Write-in,0,0,0
Greene,Jefferson 2 Precinct,Governor,,,Write-in,0,0,0
Greene,Jefferson 3 Precinct,Governor,,,Write-in,0,0,0
Greene,North Precinct,Governor,,,Write-in,0,0,0
Greene,West Precinct,Governor,,,Write-in,0,0,0
Greene,Central Precinct,Secretary of State,,REP,Paul D. Pate,75,19,56
Greene,East Precinct,Secretary of State,,REP,Paul D. Pate,49,2,47
Greene,Jefferson 1 Precinct,Secretary of State,,REP,Paul D. Pate,45,7,38
Greene,Jefferson 2 Precinct,Secretary of State,,REP,Paul D. Pate,50,14,36
Greene,Jefferson 3 Precinct,Secretary of State,,REP,Paul D. Pate,67,11,56
Greene,North Precinct,Secretary of State,,REP,Paul D. Pate,47,9,38
Greene,West Precinct,Secretary of State,,REP,Paul D. Pate,43,1,42
Greene,Central Precinct,Secretary of State,,,Write-in,0,0,0
Greene,East Precinct,Secretary of State,,,Write-in,0,0,0
Greene,Jefferson 1 Precinct,Secretary of State,,,Write-in,0,0,0
Greene,Jefferson 2 Precinct,Secretary of State,,,Write-in,0,0,0
Greene,Jefferson 3 Precinct,Secretary of State,,,Write-in,0,0,0
Greene,North Precinct,Secretary of State,,,Write-in,0,0,0
Greene,West Precinct,Secretary of State,,,Write-in,0,0,0
Greene,Central Precinct,Auditor of State,,REP,Mary Mosiman,77,21,56
Greene,East Precinct,Auditor of State,,REP,Mary Mosiman,46,2,44
Greene,Jefferson 1 Precinct,Auditor of State,,REP,Mary Mosiman,42,6,36
Greene,Jefferson 2 Precinct,Auditor of State,,REP,Mary Mosiman,44,11,33
Greene,Jefferson 3 Precinct,Auditor of State,,REP,Mary Mosiman,65,11,54
Greene,North Precinct,Auditor of State,,REP,Mary Mosiman,43,9,34
Greene,West Precinct,Auditor of State,,REP,Mary Mosiman,41,1,40
Greene,Central Precinct,Auditor of State,,,Write-in,0,0,0
Greene,East Precinct,Auditor of State,,,Write-in,0,0,0
Greene,Jefferson 1 Precinct,Auditor of State,,,Write-in,0,0,0
Greene,Jefferson 2 Precinct,Auditor of State,,,Write-in,0,0,0
Greene,Jefferson 3 Precinct,Auditor of State,,,Write-in,0,0,0
Greene,North Precinct,Auditor of State,,,Write-in,0,0,0
Greene,West Precinct,Auditor of State,,,Write-in,0,0,0
Greene,Central Precinct,Treasurer of State,,,Write-in,0,0,0
Greene,East Precinct,Treasurer of State,,,Write-in,0,0,0
Greene,Jefferson 1 Precinct,Treasurer of State,,,Write-in,0,0,0
Greene,Jefferson 2 Precinct,Treasurer of State,,,Write-in,0,0,0
Greene,Jefferson 3 Precinct,Treasurer of State,,,Write-in,0,0,0
Greene,North Precinct,Treasurer of State,,,Write-in,0,0,0
Greene,West Precinct,Treasurer of State,,,Write-in,0,0,0
Greene,Central Precinct,Secretary of Agriculture,,REP,Ray Gaesser,9,1,8
Greene,East Precinct,Secretary of Agriculture,,REP,Ray Gaesser,6,0,6
Greene,Jefferson 1 Precinct,Secretary of Agriculture,,REP,Ray Gaesser,9,1,8
Greene,Jefferson 2 Precinct,Secretary of Agriculture,,REP,Ray Gaesser,2,1,1
Greene,Jefferson 3 Precinct,Secretary of Agriculture,,REP,Ray Gaesser,2,0,2
Greene,North Precinct,Secretary of Agriculture,,REP,Ray Gaesser,3,0,3
Greene,West Precinct,Secretary of Agriculture,,REP,Ray Gaesser,1,0,1
Greene,Central Precinct,Secretary of Agriculture,,REP,Chad Ingels,2,2,0
Greene,East Precinct,Secretary of Agriculture,,REP,Chad Ingels,6,0,6
Greene,Jefferson 1 Precinct,Secretary of Agriculture,,REP,Chad Ingels,4,1,3
Greene,Jefferson 2 Precinct,Secretary of Agriculture,,REP,Chad Ingels,5,2,3
Greene,Jefferson 3 Precinct,Secretary of Agriculture,,REP,Chad Ingels,5,0,5
Greene,North Precinct,Secretary of Agriculture,,REP,Chad Ingels,1,1,0
Greene,West Precinct,Secretary of Agriculture,,REP,Chad Ingels,2,0,2
Greene,Central Precinct,Secretary of Agriculture,,REP,Craig Lang,32,12,20
Greene,East Precinct,Secretary of Agriculture,,REP,Craig Lang,13,0,13
