county,precinct,office,district,party,candidate,votes,absentee,polling
Clarke,OSCEOLA 3RD WARD PRECINCT,Secretary of State,,,Write-in,0,0,0
Clarke,WOODBURN PRECINCT,Secretary of State,,,Write-in,0,0,0
Clarke,MIDDLE PRECINCT,Auditor of State,,REP,Mary Mosiman,105,23,82
Clarke,MURRAY PRECINCT,Auditor of State,,REP,Mary Mosiman,126,5,121
Clarke,NORTH EAST PRECINCT,Auditor of State,,REP,Mary Mosiman,76,8,68
Clarke,OSCEOLA 1ST WARD PRECINCT,Auditor of State,,REP,Mary Mosiman,45,3,42
Clarke,OSCEOLA 2ND WARD PRECINCT,Auditor of State,,REP,Mary Mosiman,43,6,37
Clarke,OSCEOLA 3RD WARD PRECINCT,Auditor of State,,REP,Mary Mosiman,74,14,60
Clarke,WOODBURN PRECINCT,Auditor of State,,REP,Mary Mosiman,31,2,29
Clarke,MIDDLE PRECINCT,Auditor of State,,,Write-in,0,0,0
Clarke,MURRAY PRECINCT,Auditor of State,,,Write-in,0,0,0
Clarke,NORTH EAST PRECINCT,Auditor of State,,,Write-in,0,0,0
Clarke,OSCEOLA 1ST WARD PRECINCT,Auditor of State,,,Write-in,0,0,0
Clarke,OSCEOLA 2ND WARD PRECINCT,Auditor of State,,,Write-in,0,0,0
Clarke,OSCEOLA 3RD WARD PRECINCT,Auditor of State,,,Write-in,0,0,0
Clarke,WOODBURN PRECINCT,Auditor of State,,,Write-in,0,0,0
Clarke,MIDDLE PRECINCT,Treasurer of State,,REP,James Bair,1,1,0
Clarke,MURRAY PRECINCT,Treasurer of State,,REP,James Bair,0,0,0
Clarke,NORTH EAST PRECINCT,Treasurer of State,,REP,James Bair,0,0,0
Clarke,OSCEOLA 1ST WARD PRECINCT,Treasurer of State,,REP,James Bair,0,0,0
Clarke,OSCEOLA 2ND WARD PRECINCT,Treasurer of State,,REP,James Bair,0,0,0
Clarke,OSCEOLA 3RD WARD PRECINCT,Treasurer of State,,REP,James Bair,0,0,0
Clarke,WOODBURN PRECINCT,Treasurer of State,,REP,James Bair,0,0,0
Clarke,MIDDLE PRECINCT,Treasurer of State,,REP,Stacia Watkins,0,0,0
Clarke,MURRAY PRECINCT,Treasurer of State,,REP,Stacia Watkins,0,0,0
Clarke,NORTH EAST PRECINCT,Treasurer of State,,REP,Stacia Watkins,0,0,0
Clarke,OSCEOLA 1ST WARD PRECINCT,Treasurer of State,,REP,Stacia Watkins,0,0,0
Clarke,OSCEOLA 2ND WARD PRECINCT,Treasurer of State,,REP,Stacia Watkins,1,1,0
Clarke,OSCEOLA 3RD WARD PRECINCT,Treasurer of State,,REP,Stacia Watkins,0,0,0
Clarke,WOODBURN PRECINCT,Treasurer of State,,REP,Stacia Watkins,0,0,0
Clarke,MIDDLE PRECINCT,Treasurer of State,,REP,Mike Fitzgerald,0,0,0
Clarke,MURRAY PRECINCT,Treasurer of State,,REP,Mike Fitzgerald,0,0,0
Clarke,NORTH EAST PRECINCT,Treasurer of State,,REP,Mike Fitzgerald,0,0,0
Clarke,OSCEOLA 1ST WARD PRECINCT,Treasurer of State,,REP,Mike Fitzgerald,1,0,1
Clarke,OSCEOLA 2ND WARD PRECINCT,Treasurer of State,,REP,Mike Fitzgerald,0,0,0
Clarke,OSCEOLA 3RD WARD PRECINCT,Treasurer of State,,REP,Mike Fitzgerald,0,0,0
Clarke,WOODBURN PRECINCT,Treasurer of State,,REP,Mike Fitzgerald,0,0,0
Clarke,MIDDLE PRECINCT,Treasurer of State,,REP,No Name,2,0,2
Clarke,MURRAY PRECINCT,Treasurer of State,,REP,No Name,1,0,1
Clarke,NORTH EAST PRECINCT,Treasurer of State,,REP,No Name,2,0,2
Clarke,OSCEOLA 1ST WARD PRECINCT,Treasurer of State,,REP,No Name,0,0,0
Clarke,OSCEOLA 2ND WARD PRECINCT,Treasurer of State,,REP,No Name,1,0,1
Clarke,OSCEOLA 3RD WARD PRECINCT,Treasurer of State,,REP,No Name,2,0,2
Clarke,WOODBURN PRECINCT,Treasurer of State,,REP,No Name,0,0,0
Clarke,MIDDLE PRECINCT,Treasurer of State,,REP,James Schipper,0,0,0
Clarke,MURRAY PRECINCT,Treasurer of State,,REP,James Schipper,0,0,0
Clarke,NORTH EAST PRECINCT,Treasurer of State,,REP,James Schipper,0,0,0
Clarke,OSCEOLA 1ST WARD PRECINCT,Treasurer of State,,REP,James Schipper,0,0,0
Clarke,OSCEOLA 2ND WARD PRECINCT,Treasurer of State,,REP,James Schipper,0,0,0
Clarke,OSCEOLA 3RD WARD PRECINCT,Treasurer of State,,REP,James Schipper,1,0,1
Clarke,WOODBURN PRECINCT,Treasurer of State,,REP,James Schipper,0,0,0
Clarke,MIDDLE PRECINCT,Treasurer of State,,REP,Robert Reasoner,0,0,0
Clarke,MURRAY PRECINCT,Treasurer of State,,REP,Robert Reasoner,0,0,0
Clarke,NORTH EAST PRECINCT,Treasurer of State,,REP,Robert Reasoner,0,0,0
Clarke,OSCEOLA 1ST WARD PRECINCT,Treasurer of State,,REP,Robert Reasoner,0,0,0
Clarke,OSCEOLA 2ND WARD PRECINCT,Treasurer of State,,REP,Robert Reasoner,0,0,0
Clarke,OSCEOLA 3RD WARD PRECINCT,Treasurer of State,,REP,Robert Reasoner,1,0,1
Clarke,WOODBURN PRECINCT,Treasurer of State,,REP,Robert Reasoner,0,0,0
Clarke,MIDDLE PRECINCT,Treasurer of State,,REP,Dan Zumbach,0,0,0
Clarke,MURRAY PRECINCT,Treasurer of State,,REP,Dan Zumbach,0,0,0
Clarke,NORTH EAST PRECINCT,Treasurer of State,,REP,Dan Zumbach,1,0,1
Clarke,OSCEOLA 1ST WARD PRECINCT,Treasurer of State,,REP,Dan Zumbach,0,0,0
Clarke,OSCEOLA 2ND WARD PRECINCT,Treasurer of State,,REP,Dan Zumbach,0,0,0
Clarke,OSCEOLA 3RD WARD PRECINCT,Treasurer of State,,REP,Dan Zumbach,0,0,0
Clarke,WOODBURN PRECINCT,Treasurer of State,,REP,Dan Zumbach,0,0,0
Clarke,MIDDLE PRECINCT,Treasurer of State,,,Write-in,0,0,0
Clarke,MURRAY PRECINCT,Treasurer of State,,,Write-in,0,0,0
Clarke,NORTH EAST PRECINCT,Treasurer of State,,,Write-in,0,0,0
Clarke,OSCEOLA 1ST WARD PRECINCT,Treasurer of State,,,Write-in,0,0,0
Clarke,OSCEOLA 2ND WARD PRECINCT,Treasurer of State,,,Write-in,0,0,0
Clarke,OSCEOLA 3RD WARD PRECINCT,Treasurer of State,,,Write-in,0,0,0
Clarke,WOODBURN PRECINCT,Treasurer of State,,,Write-in,0,0,0
Clarke,MIDDLE PRECINCT,Secretary of Agriculture,,REP,Ray Gaesser,32,4,28
Clarke,MURRAY PRECINCT,Secretary of Agriculture,,REP,Ray Gaesser,72,5,67
Clarke,NORTH EAST PRECINCT,Secretary of Agriculture,,REP,Ray Gaesser,21,1,20
Clarke,OSCEOLA 1ST WARD PRECINCT,Secretary of Agriculture,,REP,Ray Gaesser,8,1,7
Clarke,OSCEOLA 2ND WARD PRECINCT,Secretary of Agriculture,,REP,Ray Gaesser,8,2,6
Clarke,OSCEOLA 3RD WARD PRECINCT,Secretary of Agriculture,,REP,Ray Gaesser,15,2,13
Clarke,WOODBURN PRECINCT,Secretary of Agriculture,,REP,Ray Gaesser,13,1,12
Clarke,MIDDLE PRECINCT,Secretary of Agriculture,,REP,Chad Ingels,6,1,5
Clarke,MURRAY PRECINCT,Secretary of Agriculture,,REP,Chad Ingels,12,0,12
Clarke,NORTH EAST PRECINCT,Secretary of Agriculture,,REP,Chad Ingels,5,1,4
Clarke,OSCEOLA 1ST WARD PRECINCT,Secretary of Agriculture,,REP,Chad Ingels,6,0,6
Clarke,OSCEOLA 2ND WARD PRECINCT,Secretary of Agriculture,,REP,Chad Ingels,1,0,1
Clarke,OSCEOLA 3RD WARD PRECINCT,Secretary of Agriculture,,REP,Chad Ingels,8,0,8
Clarke,WOODBURN PRECINCT,Secretary of Agriculture,,REP,Chad Ingels,4,1,3
Clarke,MIDDLE PRECINCT,Secretary of Agriculture,,REP,Craig Lang,32,6,26
Clarke,MURRAY PRECINCT,Secretary of Agriculture,,REP,Craig Lang,33,1,32
Clarke,NORTH EAST PRECINCT,Secretary of Agriculture,,REP,Craig Lang,17,2,15
Clarke,OSCEOLA 1ST WARD PRECINCT,Secretary of Agriculture,,REP,Craig Lang,5,1,4
Clarke,OSCEOLA 2ND WARD PRECINCT,Secretary of Agriculture,,REP,Craig Lang,9,0,9
Clarke,OSCEOLA 3RD WARD PRECINCT,Secretary of Agriculture,,REP,Craig Lang,12,2,10
Clarke,WOODBURN PRECINCT,Secretary of Agriculture,,REP,Craig Lang,10,0,10
Clarke,MIDDLE PRECINCT,Secretary of Agriculture,,REP,Mike Naig,29,10,19
Clarke,MURRAY PRECINCT,Secretary of Agriculture,,REP,Mike Naig,24,2,22
Clarke,NORTH EAST PRECINCT,Secretary of Agriculture,,REP,Mike Naig,20,3,17
Clarke,OSCEOLA 1ST WARD PRECINCT,Secretary of Agriculture,,REP,Mike Naig,16,2,14
Clarke,OSCEOLA 2ND WARD PRECINCT,Secretary of Agriculture,,REP,Mike Naig,14,1,13
Clarke,OSCEOLA 3RD WARD PRECINCT,Secretary of Agriculture,,REP,Mike Naig,18,2,16
Clarke,WOODBURN PRECINCT,Secretary of Agriculture,,REP,Mike Naig,9,0,9
Clarke,MIDDLE PRECINCT,Secretary of Agriculture,,REP,Dan Zumbach,12,2,10
Clarke,MURRAY PRECINCT,Secretary of Agriculture,,REP,Dan Zumbach,11,1,10
Clarke,NORTH EAST PRECINCT,Secretary of Agriculture,,REP,Dan Zumbach,15,2,13
Clarke,OSCEOLA 1ST WARD PRECINCT,Secretary of Agriculture,,REP,Dan Zumbach,5,0,5
Clarke,OSCEOLA 2ND WARD PRECINCT,Secretary of Agriculture,,REP,Dan Zumbach,9,3,6
Clarke,OSCEOLA 3RD WARD PRECINCT,Secretary of Agriculture,,REP,Dan Zumbach,21,7,14
Clarke,WOODBURN PRECINCT,Secretary of Agriculture,,REP,Dan Zumbach,4,0,4
Clarke,MIDDLE PRECINCT,Secretary of Agriculture,,,Write-in,0,0,0
Clarke,MURRAY PRECINCT,Secretary of Agriculture,,,Write-in,0,0,0
Clarke,NORTH EAST PRECINCT,Secretary of Agriculture,,,Write-in,0,0,0
Clarke,OSCEOLA 1ST WARD PRECINCT,Secretary of Agriculture,,,Write-in,0,0,0
Clarke,OSCEOLA 2ND WARD PRECINCT,Secretary of Agriculture,,,Write-in,0,0,0
Clarke,OSCEOLA 3RD WARD PRECINCT,Secretary of Agriculture,,,Write-in,0,0,0
Clarke,WOODBURN PRECINCT,Secretary of Agriculture,,,Write-in,0,0,0
Clarke,MIDDLE PRECINCT,Attorney General,,REP,Chip Baltimore,3,3,0
Clarke,MURRAY PRECINCT,Attorney General,,REP,Chip Baltimore,0,0,0
Clarke,NORTH EAST PRECINCT,Attorney General,,REP,Chip Baltimore,0,0,0
Clarke,OSCEOLA 1ST WARD PRECINCT,Attorney General,,REP,Chip Baltimore,0,0,0
Clarke,OSCEOLA 2ND WARD PRECINCT,Attorney General,,REP,Chip Baltimore,0,0,0
Clarke,OSCEOLA 3RD WARD PRECINCT,Attorney General,,REP,Chip Baltimore,0,0,0
Clarke,WOODBURN PRECINCT,Attorney General,,REP,Chip Baltimore,0,0,0
Clarke,MIDDLE PRECINCT,Attorney General,,REP,Richard Ramsey,0,0,0
Clarke,MURRAY PRECINCT,Attorney General,,REP,Richard Ramsey,1,1,0
Clarke,NORTH EAST PRECINCT,Attorney General,,REP,Richard Ramsey,0,0,0
Clarke,OSCEOLA 1ST WARD PRECINCT,Attorney General,,REP,Richard Ramsey,0,0,0
Clarke,OSCEOLA 2ND WARD PRECINCT,Attorney General,,REP,Richard Ramsey,0,0,0
Clarke,OSCEOLA 3RD WARD PRECINCT,Attorney General,,REP,Richard Ramsey,0,0,0
Clarke,WOODBURN PRECINCT,Attorney General,,REP,Richard Ramsey,0,0,0
Clarke,MIDDLE PRECINCT,Attorney General,,REP,Matt Schultz,0,0,0
Clarke,MURRAY PRECINCT,Attorney General,,REP,Matt Schultz,0,0,0
Clarke,NORTH EAST PRECINCT,Attorney General,,REP,Matt Schultz,0,0,0
Clarke,OSCEOLA 1ST WARD PRECINCT,Attorney General,,REP,Matt Schultz,0,0,0
Clarke,OSCEOLA 2ND WARD PRECINCT,Attorney General,,REP,Matt Schultz,1,1,0
Clarke,OSCEOLA 3RD WARD PRECINCT,Attorney General,,REP,Matt Schultz,0,0,0
Clarke,WOODBURN PRECINCT,Attorney General,,REP,Matt Schultz,0,0,0
Clarke,MIDDLE PRECINCT,Attorney General,,REP,Tom Miller,0,0,0
Clarke,MURRAY PRECINCT,Attorney General,,REP,Tom Miller,0,0,0
Clarke,NORTH EAST PRECINCT,Attorney General,,REP,Tom Miller,0,0,0
Clarke,OSCEOLA 1ST WARD PRECINCT,Attorney General,,REP,Tom Miller,1,0,1
Clarke,OSCEOLA 2ND WARD PRECINCT,Attorney General,,REP,Tom Miller,0,0,0
Clarke,OSCEOLA 3RD WARD PRECINCT,Attorney General,,REP,Tom Miller,1,0,1
Clarke,WOODBURN PRECINCT,Attorney General,,REP,Tom Miller,0,0,0
Clarke,MIDDLE PRECINCT,Attorney General,,REP,Elizabeth Reynoldson,0,0,0
Clarke,MURRAY PRECINCT,Attorney General,,REP,Elizabeth Reynoldson,0,0,0
Clarke,NORTH EAST PRECINCT,Attorney General,,REP,Elizabeth Reynoldson,0,0,0
Clarke,OSCEOLA 1ST WARD PRECINCT,Attorney General,,REP,Elizabeth Reynoldson,0,0,0
Clarke,OSCEOLA 2ND WARD PRECINCT,Attorney General,,REP,Elizabeth Reynoldson,0,0,0
Clarke,OSCEOLA 3RD WARD PRECINCT,Attorney General,,REP,Elizabeth Reynoldson,1,0,1
Clarke,WOODBURN PRECINCT,Attorney General,,REP,Elizabeth Reynoldson,0,0,0
Clarke,MIDDLE PRECINCT,Attorney General,,REP,Rob Taylor,0,0,0
Clarke,MURRAY PRECINCT,Attorney General,,REP,Rob Taylor,0,0,0
Clarke,NORTH EAST PRECINCT,Attorney General,,REP,Rob Taylor,0,0,0
Clarke,OSCEOLA 1ST WARD PRECINCT,Attorney General,,REP,Rob Taylor,0,0,0
Clarke,OSCEOLA 2ND WARD PRECINCT,Attorney General,,REP,Rob Taylor,0,0,0
Clarke,OSCEOLA 3RD WARD PRECINCT,Attorney General,,REP,Rob Taylor,1,0,1
Clarke,WOODBURN PRECINCT,Attorney General,,REP,Rob Taylor,0,0,0
Clarke,MIDDLE PRECINCT,Attorney General,,REP,Adam Ramsey,1,0,1
Clarke,MURRAY PRECINCT,Attorney General,,REP,Adam Ramsey,0,0,0
Clarke,NORTH EAST PRECINCT,Attorney General,,REP,Adam Ramsey,0,0,0
Clarke,OSCEOLA 1ST WARD PRECINCT,Attorney General,,REP,Adam Ramsey,0,0,0
Clarke,OSCEOLA 2ND WARD PRECINCT,Attorney General,,REP,Adam Ramsey,0,0,0
Clarke,OSCEOLA 3RD WARD PRECINCT,Attorney General,,REP,Adam Ramsey,0,0,0
Clarke,WOODBURN PRECINCT,Attorney General,,REP,Adam Ramsey,0,0,0
Clarke,MIDDLE PRECINCT,Attorney General,,REP,No Name,1,0,1
Clarke,MURRAY PRECINCT,Attorney General,,REP,No Name,0,0,0
Clarke,NORTH EAST PRECINCT,Attorney General,,REP,No Name,0,0,0
Clarke,OSCEOLA 1ST WARD PRECINCT,Attorney General,,REP,No Name,0,0,0
Clarke,OSCEOLA 2ND WARD PRECINCT,Attorney General,,REP,No Name,0,0,0
Clarke,OSCEOLA 3RD WARD PRECINCT,Attorney General,,REP,No Name,0,0,0
Clarke,WOODBURN PRECINCT,Attorney General,,REP,No Name,0,0,0
Clarke,MIDDLE PRECINCT,Attorney General,,,Write-in,0,0,0
Clarke,MURRAY PRECINCT,Attorney General,,,Write-in,0,0,0
Clarke,NORTH EAST PRECINCT,Attorney General,,,Write-in,0,0,0
Clarke,OSCEOLA 1ST WARD PRECINCT,Attorney General,,,Write-in,0,0,0
Clarke,OSCEOLA 2ND WARD PRECINCT,Attorney General,,,Write-in,0,0,0
Clarke,OSCEOLA 3RD WARD PRECINCT,Attorney General,,,Write-in,0,0,0
Clarke,WOODBURN PRECINCT,Attorney General,,,Write-in,0,0,0
Clarke,MIDDLE PRECINCT,State Representative District  27,,REP,Joel Fry,118,26,92
Clarke,MURRAY PRECINCT,State Representative District  27,,REP,Joel Fry,165,10,155
Clarke,NORTH EAST PRECINCT,State Representative District  27,,REP,Joel Fry,71,8,63
Clarke,OSCEOLA 1ST WARD PRECINCT,State Representative District  27,,REP,Joel Fry,42,3,39
Clarke,OSCEOLA 2ND WARD PRECINCT,State Representative District  27,,REP,Joel Fry,47,8,39
Clarke,OSCEOLA 3RD WARD PRECINCT,State Representative District  27,,REP,Joel Fry,64,13,51
Clarke,WOODBURN PRECINCT,State Representative District  27,,REP,Joel Fry,34,2,32
Clarke,MIDDLE PRECINCT,State Representative District  27,,,Write-in,0,0,0
Clarke,MURRAY PRECINCT,State Representative District  27,,,Write-in,0,0,0
Clarke,NORTH EAST PRECINCT,State Representative District  27,,,Write-in,0,0,0
Clarke,OSCEOLA 1ST WARD PRECINCT,State Representative District  27,,,Write-in,0,0,0
Clarke,OSCEOLA 2ND WARD PRECINCT,State Representative District  27,,,Write-in,0,0,0
Clarke,OSCEOLA 3RD WARD PRECINCT,State Representative District  27,,,Write-in,0,0,0
Clarke,WOODBURN PRECINCT,State Representative District  27,,,Write-in,0,0,0
Clarke,MIDDLE PRECINCT,County Board of Supervisors District 1,,REP,Tom Patterson,67,21,46
Clarke,MURRAY PRECINCT,County Board of Supervisors District 1,,REP,Tom Patterson,28,3,25
Clarke,WOODBURN PRECINCT,County Board of Supervisors District 1,,REP,Tom Patterson,19,3,16
Clarke,MIDDLE PRECINCT,County Board of Supervisors District 1,,REP,Dean K. Robins,76,15,61
Clarke,MURRAY PRECINCT,County Board of Supervisors District 1,,REP,Dean K. Robins,169,8,161
Clarke,WOODBURN PRECINCT,County Board of Supervisors District 1,,REP,Dean K. Robins,30,1,29
Clarke,MIDDLE PRECINCT,County Board of Supervisors District 1,,,Write-in,0,0,0
Clarke,MURRAY PRECINCT,County Board of Supervisors District 1,,,Write-in,0,0,0
Clarke,WOODBURN PRECINCT,County Board of Supervisors District 1,,,Write-in,0,0,0
Clarke,MIDDLE PRECINCT,County Treasurer,,REP,Debbie Lynn,131,30,101
Clarke,MURRAY PRECINCT,County Treasurer,,REP,Debbie Lynn,178,10,168
Clarke,NORTH EAST PRECINCT,County Treasurer,,REP,Debbie Lynn,82,9,73
Clarke,OSCEOLA 1ST WARD PRECINCT,County Treasurer,,REP,Debbie Lynn,50,4,46
Clarke,OSCEOLA 2ND WARD PRECINCT,County Treasurer,,REP,Debbie Lynn,50,9,41
Clarke,OSCEOLA 3RD WARD PRECINCT,County Treasurer,,REP,Debbie Lynn,85,16,69
Clarke,WOODBURN PRECINCT,County Treasurer,,REP,Debbie Lynn,41,4,37
Clarke,MIDDLE PRECINCT,County Treasurer,,,Write-in,0,0,0
Clarke,MURRAY PRECINCT,County Treasurer,,,Write-in,0,0,0
Clarke,NORTH EAST PRECINCT,County Treasurer,,,Write-in,0,0,0
Clarke,OSCEOLA 1ST WARD PRECINCT,County Treasurer,,,Write-in,0,0,0
Clarke,OSCEOLA 2ND WARD PRECINCT,County Treasurer,,,Write-in,0,0,0
Clarke,OSCEOLA 3RD WARD PRECINCT,County Treasurer,,,Write-in,0,0,0
Clarke,WOODBURN PRECINCT,County Treasurer,,,Write-in,0,0,0
Clarke,MIDDLE PRECINCT,County Recorder,,REP,Peg Cummings,1,0,1
Clarke,MURRAY PRECINCT,County Recorder,,REP,Peg Cummings,0,0,0
Clarke,NORTH EAST PRECINCT,County Recorder,,REP,Peg Cummings,0,0,0
Clarke,OSCEOLA 1ST WARD PRECINCT,County Recorder,,REP,Peg Cummings,0,0,0
Clarke,OSCEOLA 2ND WARD PRECINCT,County Recorder,,REP,Peg Cummings,0,0,0
Clarke,OSCEOLA 3RD WARD PRECINCT,County Recorder,,REP,Peg Cummings,0,0,0
Clarke,WOODBURN PRECINCT,County Recorder,,REP,Peg Cummings,1,1,0
Clarke,MIDDLE PRECINCT,County Recorder,,REP,Ginny Caligiuri,0,0,0
Clarke,MURRAY PRECINCT,County Recorder,,REP,Ginny Caligiuri,2,1,1
Clarke,NORTH EAST PRECINCT,County Recorder,,REP,Ginny Caligiuri,0,0,0
Clarke,OSCEOLA 1ST WARD PRECINCT,County Recorder,,REP,Ginny Caligiuri,0,0,0
Clarke,OSCEOLA 2ND WARD PRECINCT,County Recorder,,REP,Ginny Caligiuri,0,0,0
Clarke,OSCEOLA 3RD WARD PRECINCT,County Recorder,,REP,Ginny Caligiuri,0,0,0
Clarke,WOODBURN PRECINCT,County Recorder,,REP,Ginny Caligiuri,0,0,0
Clarke,MIDDLE PRECINCT,County Recorder,,REP,Jodi Bair,0,0,0
Clarke,MURRAY PRECINCT,County Recorder,,REP,Jodi Bair,0,0,0
Clarke,NORTH EAST PRECINCT,County Recorder,,REP,Jodi Bair,0,0,0
Clarke,OSCEOLA 1ST WARD PRECINCT,County Recorder,,REP,Jodi Bair,0,0,0
Clarke,OSCEOLA 2ND WARD PRECINCT,County Recorder,,REP,Jodi Bair,1,1,0
Clarke,OSCEOLA 3RD WARD PRECINCT,County Recorder,,REP,Jodi Bair,0,0,0
Clarke,WOODBURN PRECINCT,County Recorder,,REP,Jodi Bair,0,0,0
Clarke,MIDDLE PRECINCT,County Recorder,,REP,Joyce Neal,0,0,0
Clarke,MURRAY PRECINCT,County Recorder,,REP,Joyce Neal,0,0,0
Clarke,NORTH EAST PRECINCT,County Recorder,,REP,Joyce Neal,0,0,0
Clarke,OSCEOLA 1ST WARD PRECINCT,County Recorder,,REP,Joyce Neal,0,0,0
Clarke,OSCEOLA 2ND WARD PRECINCT,County Recorder,,REP,Joyce Neal,0,0,0
Clarke,OSCEOLA 3RD WARD PRECINCT,County Recorder,,REP,Joyce Neal,1,1,0
Clarke,WOODBURN PRECINCT,County Recorder,,REP,Joyce Neal,0,0,0
Clarke,MIDDLE PRECINCT,County Recorder,,REP,Kelly Utley,0,0,0
Clarke,MURRAY PRECINCT,County Recorder,,REP,Kelly Utley,0,0,0
Clarke,NORTH EAST PRECINCT,County Recorder,,REP,Kelly Utley,0,0,0
Clarke,OSCEOLA 1ST WARD PRECINCT,County Recorder,,REP,Kelly Utley,0,0,0
Clarke,OSCEOLA 2ND WARD PRECINCT,County Recorder,,REP,Kelly Utley,0,0,0
Clarke,OSCEOLA 3RD WARD PRECINCT,County Recorder,,REP,Kelly Utley,1,0,1
Clarke,WOODBURN PRECINCT,County Recorder,,REP,Kelly Utley,0,0,0
Clarke,MIDDLE PRECINCT,County Recorder,,REP,Tawny Waske,0,0,0
Clarke,MURRAY PRECINCT,County Recorder,,REP,Tawny Waske,0,0,0
Clarke,NORTH EAST PRECINCT,County Recorder,,REP,Tawny Waske,0,0,0
Clarke,OSCEOLA 1ST WARD PRECINCT,County Recorder,,REP,Tawny Waske,0,0,0
Clarke,OSCEOLA 2ND WARD PRECINCT,County Recorder,,REP,Tawny Waske,0,0,0
Clarke,OSCEOLA 3RD WARD PRECINCT,County Recorder,,REP,Tawny Waske,1,0,1
