county,precinct,office,district,party,candidate,votes,absentee,polling
Worth,Barton Deer Creek Union Grafton,United States Representative District 1,,REP,Rod Blum,12,1,11
Worth,Lincoln Manly,United States Representative District 1,,REP,Rod Blum,23,1,22
Worth,Bristol Silver Lake Joice,United States Representative District 1,,REP,Rod Blum,15,0,15
Worth,Brookfield Kensett,United States Representative District 1,,REP,Rod Blum,27,2,25
Worth,Danville Hanlontown,United States Representative District 1,,REP,Rod Blum,19,0,19
Worth,Fertile,United States Representative District 1,,REP,Rod Blum,29,0,29
Worth,Deer Creek Grove Hartland Northwood,United States Representative District 1,,REP,Rod Blum,61,3,58
Worth,Barton Deer Creek Union Grafton,United States Representative District 1,,,Write-in,0,0,0
Worth,Lincoln Manly,United States Representative District 1,,,Write-in,0,0,0
Worth,Bristol Silver Lake Joice,United States Representative District 1,,,Write-in,0,0,0
Worth,Brookfield Kensett,United States Representative District 1,,,Write-in,0,0,0
Worth,Danville Hanlontown,United States Representative District 1,,,Write-in,0,0,0
Worth,Fertile,United States Representative District 1,,,Write-in,0,0,0
Worth,Deer Creek Grove Hartland Northwood,United States Representative District 1,,,Write-in,0,0,0
Worth,Barton Deer Creek Union Grafton,Governor,,REP,Kim Reynolds,12,1,11
Worth,Lincoln Manly,Governor,,REP,Kim Reynolds,22,1,21
Worth,Bristol Silver Lake Joice,Governor,,REP,Kim Reynolds,14,0,14
Worth,Brookfield Kensett,Governor,,REP,Kim Reynolds,28,2,26
Worth,Danville Hanlontown,Governor,,REP,Kim Reynolds,18,0,18
Worth,Fertile,Governor,,REP,Kim Reynolds,26,0,26
Worth,Deer Creek Grove Hartland Northwood,Governor,,REP,Kim Reynolds,65,5,60
Worth,Barton Deer Creek Union Grafton,Governor,,,Write-in,0,0,0
Worth,Lincoln Manly,Governor,,,Write-in,0,0,0
Worth,Bristol Silver Lake Joice,Governor,,,Write-in,0,0,0
Worth,Brookfield Kensett,Governor,,,Write-in,0,0,0
Worth,Danville Hanlontown,Governor,,,Write-in,0,0,0
Worth,Fertile,Governor,,,Write-in,0,0,0
Worth,Deer Creek Grove Hartland Northwood,Governor,,,Write-in,0,0,0
Worth,Barton Deer Creek Union Grafton,Secretary of State,,REP,Paul D. Pate,12,1,11
Worth,Lincoln Manly,Secretary of State,,REP,Paul D. Pate,23,1,22
Worth,Bristol Silver Lake Joice,Secretary of State,,REP,Paul D. Pate,15,0,15
Worth,Brookfield Kensett,Secretary of State,,REP,Paul D. Pate,28,2,26
Worth,Danville Hanlontown,Secretary of State,,REP,Paul D. Pate,19,0,19
Worth,Fertile,Secretary of State,,REP,Paul D. Pate,26,0,26
Worth,Deer Creek Grove Hartland Northwood,Secretary of State,,REP,Paul D. Pate,62,4,58
Worth,Barton Deer Creek Union Grafton,Secretary of State,,,Write-in,0,0,0
Worth,Lincoln Manly,Secretary of State,,,Write-in,0,0,0
Worth,Bristol Silver Lake Joice,Secretary of State,,,Write-in,0,0,0
Worth,Brookfield Kensett,Secretary of State,,,Write-in,0,0,0
Worth,Danville Hanlontown,Secretary of State,,,Write-in,0,0,0
Worth,Fertile,Secretary of State,,,Write-in,0,0,0
Worth,Deer Creek Grove Hartland Northwood,Secretary of State,,,Write-in,0,0,0
Worth,Barton Deer Creek Union Grafton,Auditor of State,,REP,Mary Mosiman,12,1,11
Worth,Lincoln Manly,Auditor of State,,REP,Mary Mosiman,22,0,22
Worth,Bristol Silver Lake Joice,Auditor of State,,REP,Mary Mosiman,15,0,15
Worth,Brookfield Kensett,Auditor of State,,REP,Mary Mosiman,28,2,26
Worth,Danville Hanlontown,Auditor of State,,REP,Mary Mosiman,19,0,19
Worth,Fertile,Auditor of State,,REP,Mary Mosiman,26,0,26
Worth,Deer Creek Grove Hartland Northwood,Auditor of State,,REP,Mary Mosiman,62,3,59
Worth,Barton Deer Creek Union Grafton,Auditor of State,,,Write-in,0,0,0
Worth,Lincoln Manly,Auditor of State,,,Write-in,0,0,0
Worth,Bristol Silver Lake Joice,Auditor of State,,,Write-in,0,0,0
Worth,Brookfield Kensett,Auditor of State,,,Write-in,0,0,0
Worth,Danville Hanlontown,Auditor of State,,,Write-in,0,0,0
Worth,Fertile,Auditor of State,,,Write-in,0,0,0
Worth,Deer Creek Grove Hartland Northwood,Auditor of State,,,Write-in,0,0,0
Worth,Barton Deer Creek Union Grafton,Treasurer of State,,REP,Blank,0,0,0
Worth,Lincoln Manly,Treasurer of State,,REP,Blank,1,0,1
Worth,Bristol Silver Lake Joice,Treasurer of State,,REP,Blank,0,0,0
Worth,Brookfield Kensett,Treasurer of State,,REP,Blank,0,0,0
Worth,Danville Hanlontown,Treasurer of State,,REP,Blank,0,0,0
Worth,Fertile,Treasurer of State,,REP,Blank,0,0,0
Worth,Deer Creek Grove Hartland Northwood,Treasurer of State,,REP,Blank,1,0,1
Worth,Barton Deer Creek Union Grafton,Treasurer of State,,REP,Adam Hines,0,0,0
Worth,Lincoln Manly,Treasurer of State,,REP,Adam Hines,1,0,1
Worth,Bristol Silver Lake Joice,Treasurer of State,,REP,Adam Hines,0,0,0
Worth,Brookfield Kensett,Treasurer of State,,REP,Adam Hines,0,0,0
Worth,Danville Hanlontown,Treasurer of State,,REP,Adam Hines,0,0,0
Worth,Fertile,Treasurer of State,,REP,Adam Hines,0,0,0
Worth,Deer Creek Grove Hartland Northwood,Treasurer of State,,REP,Adam Hines,0,0,0
Worth,Barton Deer Creek Union Grafton,Treasurer of State,,REP,Aaron Pals,0,0,0
Worth,Lincoln Manly,Treasurer of State,,REP,Aaron Pals,1,0,1
Worth,Bristol Silver Lake Joice,Treasurer of State,,REP,Aaron Pals,0,0,0
Worth,Brookfield Kensett,Treasurer of State,,REP,Aaron Pals,0,0,0
Worth,Danville Hanlontown,Treasurer of State,,REP,Aaron Pals,0,0,0
Worth,Fertile,Treasurer of State,,REP,Aaron Pals,0,0,0
Worth,Deer Creek Grove Hartland Northwood,Treasurer of State,,REP,Aaron Pals,0,0,0
Worth,Barton Deer Creek Union Grafton,Treasurer of State,,,Write-in,0,0,0
Worth,Lincoln Manly,Treasurer of State,,,Write-in,0,0,0
Worth,Bristol Silver Lake Joice,Treasurer of State,,,Write-in,0,0,0
