county,precinct,office,district,party,candidate,votes,absentee,polling
Henry,Northwest Precinct,United States Representative District 2,,REP,Christopher Peters,104,14,90
Henry,Northeast Precinct,United States Representative District 2,,REP,Christopher Peters,89,12,77
Henry,Southeast Precinct,United States Representative District 2,,REP,Christopher Peters,118,14,104
Henry,Southwest Precinct,United States Representative District 2,,REP,Christopher Peters,89,11,78
Henry,Mt Pleasant Ward 1,United States Representative District 2,,REP,Christopher Peters,95,26,69
Henry,Mt Pleasant Ward 2,United States Representative District 2,,REP,Christopher Peters,72,10,62
Henry,Mt Pleasant Ward 3,United States Representative District 2,,REP,Christopher Peters,86,25,61
Henry,Mt Pleasant Ward 4,United States Representative District 2,,REP,Christopher Peters,99,27,72
Henry,Central Precinct,United States Representative District 2,,REP,Christopher Peters,147,38,109
Henry,Northwest Precinct,United States Representative District 2,,REP,Ginny Caligiuri,35,0,35
Henry,Northeast Precinct,United States Representative District 2,,REP,Ginny Caligiuri,4,0,4
Henry,Southeast Precinct,United States Representative District 2,,REP,Ginny Caligiuri,7,0,7
Henry,Southwest Precinct,United States Representative District 2,,REP,Ginny Caligiuri,3,0,3
Henry,Mt Pleasant Ward 1,United States Representative District 2,,REP,Ginny Caligiuri,15,0,15
Henry,Mt Pleasant Ward 2,United States Representative District 2,,REP,Ginny Caligiuri,8,0,8
Henry,Mt Pleasant Ward 3,United States Representative District 2,,REP,Ginny Caligiuri,9,0,9
Henry,Mt Pleasant Ward 4,United States Representative District 2,,REP,Ginny Caligiuri,11,0,11
Henry,Central Precinct,United States Representative District 2,,REP,Ginny Caligiuri,16,0,16
Henry,Northwest Precinct,United States Representative District 2,,,Write-in,0,0,0
Henry,Northeast Precinct,United States Representative District 2,,,Write-in,0,0,0
Henry,Southeast Precinct,United States Representative District 2,,,Write-in,0,0,0
Henry,Southwest Precinct,United States Representative District 2,,,Write-in,0,0,0
Henry,Mt Pleasant Ward 1,United States Representative District 2,,,Write-in,0,0,0
Henry,Mt Pleasant Ward 2,United States Representative District 2,,,Write-in,0,0,0
Henry,Mt Pleasant Ward 3,United States Representative District 2,,,Write-in,0,0,0
