county,precinct,office,district,party,candidate,votes,absentee,polling
Madison,Grand River - Monroe - Webster - Macksburg,United States Representative District 3,,REP,David Young,27,5,22
Madison,Jackson - Douglas - Lincoln,United States Representative District 3,,REP,David Young,57,9,48
Madison,Jefferson - Lee,United States Representative District 3,,REP,David Young,52,7,45
Madison,Penn - Madison - Earlham,United States Representative District 3,,REP,David Young,77,10,67
Madison,South - St. Charles,United States Representative District 3,,REP,David Young,57,5,52
Madison,Union - Crawford - Scott - Bevington - Patterson,United States Representative District 3,,REP,David Young,45,15,30
Madison,Walnut - Ohio - East Peru - Truro,United States Representative District 3,,REP,David Young,42,5,37
Madison,Winterset 1 - North Ward,United States Representative District 3,,REP,David Young,82,15,67
Madison,Winterset 2 - South Ward,United States Representative District 3,,REP,David Young,83,24,59
Madison,Grand River - Monroe - Webster - Macksburg,United States Representative District 3,,,Write-in,0,0,0
Madison,Jackson - Douglas - Lincoln,United States Representative District 3,,,Write-in,0,0,0
Madison,Jefferson - Lee,United States Representative District 3,,,Write-in,0,0,0
Madison,Penn - Madison - Earlham,United States Representative District 3,,,Write-in,0,0,0
Madison,South - St. Charles,United States Representative District 3,,,Write-in,0,0,0
Madison,Union - Crawford - Scott - Bevington - Patterson,United States Representative District 3,,,Write-in,0,0,0
Madison,Walnut - Ohio - East Peru - Truro,United States Representative District 3,,,Write-in,0,0,0
Madison,Winterset 1 - North Ward,United States Representative District 3,,,Write-in,0,0,0
Madison,Winterset 2 - South Ward,United States Representative District 3,,,Write-in,0,0,0
Madison,Grand River - Monroe - Webster - Macksburg,Governor,,REP,Kim Reynolds,28,5,23
Madison,Jackson - Douglas - Lincoln,Governor,,REP,Kim Reynolds,58,8,50
Madison,Jefferson - Lee,Governor,,REP,Kim Reynolds,54,7,47
Madison,Penn - Madison - Earlham,Governor,,REP,Kim Reynolds,78,9,69
Madison,South - St. Charles,Governor,,REP,Kim Reynolds,62,5,57
Madison,Union - Crawford - Scott - Bevington - Patterson,Governor,,REP,Kim Reynolds,44,14,30
Madison,Walnut - Ohio - East Peru - Truro,Governor,,REP,Kim Reynolds,45,5,40
Madison,Winterset 1 - North Ward,Governor,,REP,Kim Reynolds,84,15,69
Madison,Winterset 2 - South Ward,Governor,,REP,Kim Reynolds,82,23,59
Madison,Grand River - Monroe - Webster - Macksburg,Governor,,,Write-in,0,0,0
Madison,Jackson - Douglas - Lincoln,Governor,,,Write-in,0,0,0
Madison,Jefferson - Lee,Governor,,,Write-in,0,0,0
Madison,Penn - Madison - Earlham,Governor,,,Write-in,0,0,0
Madison,South - St. Charles,Governor,,,Write-in,0,0,0
Madison,Union - Crawford - Scott - Bevington - Patterson,Governor,,,Write-in,0,0,0
Madison,Walnut - Ohio - East Peru - Truro,Governor,,,Write-in,0,0,0
Madison,Winterset 1 - North Ward,Governor,,,Write-in,0,0,0
Madison,Winterset 2 - South Ward,Governor,,,Write-in,0,0,0
Madison,Grand River - Monroe - Webster - Macksburg,Secretary of State,,REP,Paul D. Pate,26,5,21
Madison,Jackson - Douglas - Lincoln,Secretary of State,,REP,Paul D. Pate,56,8,48
Madison,Jefferson - Lee,Secretary of State,,REP,Paul D. Pate,51,5,46
Madison,Penn - Madison - Earlham,Secretary of State,,REP,Paul D. Pate,72,10,62
Madison,South - St. Charles,Secretary of State,,REP,Paul D. Pate,53,5,48
Madison,Union - Crawford - Scott - Bevington - Patterson,Secretary of State,,REP,Paul D. Pate,41,13,28
Madison,Walnut - Ohio - East Peru - Truro,Secretary of State,,REP,Paul D. Pate,42,4,38
Madison,Winterset 1 - North Ward,Secretary of State,,REP,Paul D. Pate,78,15,63
Madison,Winterset 2 - South Ward,Secretary of State,,REP,Paul D. Pate,84,23,61
Madison,Grand River - Monroe - Webster - Macksburg,Secretary of State,,,Write-in,0,0,0
Madison,Jackson - Douglas - Lincoln,Secretary of State,,,Write-in,0,0,0
Madison,Jefferson - Lee,Secretary of State,,,Write-in,1,0,1
Madison,Penn - Madison - Earlham,Secretary of State,,,Write-in,1,0,1
Madison,South - St. Charles,Secretary of State,,,Write-in,0,0,0
Madison,Union - Crawford - Scott - Bevington - Patterson,Secretary of State,,,Write-in,0,0,0
Madison,Walnut - Ohio - East Peru - Truro,Secretary of State,,,Write-in,0,0,0
Madison,Winterset 1 - North Ward,Secretary of State,,,Write-in,0,0,0
Madison,Winterset 2 - South Ward,Secretary of State,,,Write-in,0,0,0
Madison,Grand River - Monroe - Webster - Macksburg,Auditor of State,,REP,Mary Mosiman,25,6,19
Madison,Jackson - Douglas - Lincoln,Auditor of State,,REP,Mary Mosiman,55,9,46
Madison,Jefferson - Lee,Auditor of State,,REP,Mary Mosiman,53,7,46
Madison,Penn - Madison - Earlham,Auditor of State,,REP,Mary Mosiman,75,10,65
Madison,South - St. Charles,Auditor of State,,REP,Mary Mosiman,52,5,47
Madison,Union - Crawford - Scott - Bevington - Patterson,Auditor of State,,REP,Mary Mosiman,42,14,28
