county,precinct,office,district,party,candidate,votes,absentee,polling
Cass,Atlantic 1,U.S. House,3,REP,David Young,30,6,24
Cass,Atlantic 2,U.S. House,3,REP,David Young,72,11,61
Cass,Atlantic 3,U.S. House,3,REP,David Young,167,36,131
Cass,Atlantic 4,U.S. House,3,REP,David Young,172,27,145
Cass,Atlantic 5,U.S. House,3,REP,David Young,182,29,153
Cass,Bear Grove/Cass Twp/Lewis,U.S. House,3,REP,David Young,57,1,56
Cass,Benton/Franklin Twp/Wiota,U.S. House,3,REP,David Young,29,4,25
Cass,Brighton/Grove/Pymosa/Washington Twp/Marne,U.S. House,3,REP,David Young,71,13,58
Cass,Edna/Victoria Twp,U.S. House,3,REP,David Young,6,0,6
Cass,Grant/Lincoln Twp/Anita,U.S. House,3,REP,David Young,66,2,64
Cass,Noble/Pleasant Twp/Griswold,U.S. House,3,REP,David Young,86,6,80
Cass,Massena Twp/Massena City,U.S. House,3,REP,David Young,39,2,37
Cass,Union Twp/Cumberland,U.S. House,3,REP,David Young,20,0,20
Cass,Atlantic 1,U.S. House,3,,Write-in,0,0,0
Cass,Atlantic 2,U.S. House,3,,Write-in,0,0,0
Cass,Atlantic 3,U.S. House,3,,Write-in,0,0,0
Cass,Atlantic 4,U.S. House,3,,Write-in,0,0,0
Cass,Atlantic 5,U.S. House,3,,Write-in,0,0,0
Cass,Bear Grove/Cass Twp/Lewis,U.S. House,3,,Write-in,0,0,0
Cass,Benton/Franklin Twp/Wiota,U.S. House,3,,Write-in,0,0,0
Cass,Brighton/Grove/Pymosa/Washington Twp/Marne,U.S. House,3,,Write-in,0,0,0
Cass,Edna/Victoria Twp,U.S. House,3,,Write-in,0,0,0
Cass,Grant/Lincoln Twp/Anita,U.S. House,3,,Write-in,0,0,0
Cass,Noble/Pleasant Twp/Griswold,U.S. House,3,,Write-in,0,0,0
Cass,Massena Twp/Massena City,U.S. House,3,,Write-in,0,0,0
Cass,Union Twp/Cumberland,U.S. House,3,,Write-in,0,0,0
Cass,Atlantic 1,Governor,,REP,Kim Reynolds,31,6,25
Cass,Atlantic 2,Governor,,REP,Kim Reynolds,70,11,59
Cass,Atlantic 3,Governor,,REP,Kim Reynolds,168,35,133
Cass,Atlantic 4,Governor,,REP,Kim Reynolds,168,32,136
Cass,Atlantic 5,Governor,,REP,Kim Reynolds,178,27,151
Cass,Bear Grove/Cass Twp/Lewis,Governor,,REP,Kim Reynolds,56,2,54
Cass,Benton/Franklin Twp/Wiota,Governor,,REP,Kim Reynolds,30,4,26
Cass,Brighton/Grove/Pymosa/Washington Twp/Marne,Governor,,REP,Kim Reynolds,70,13,57
Cass,Edna/Victoria Twp,Governor,,REP,Kim Reynolds,5,0,5
Cass,Grant/Lincoln Twp/Anita,Governor,,REP,Kim Reynolds,68,3,65
Cass,Noble/Pleasant Twp/Griswold,Governor,,REP,Kim Reynolds,84,6,78
Cass,Massena Twp/Massena City,Governor,,REP,Kim Reynolds,35,1,34
Cass,Union Twp/Cumberland,Governor,,REP,Kim Reynolds,21,1,20
Cass,Atlantic 1,Governor,,,Write-in,0,0,0
Cass,Atlantic 2,Governor,,,Write-in,0,0,0
Cass,Atlantic 3,Governor,,,Write-in,0,0,0
Cass,Atlantic 4,Governor,,,Write-in,0,0,0
Cass,Atlantic 5,Governor,,,Write-in,0,0,0
Cass,Bear Grove/Cass Twp/Lewis,Governor,,,Write-in,0,0,0
Cass,Benton/Franklin Twp/Wiota,Governor,,,Write-in,0,0,0
Cass,Brighton/Grove/Pymosa/Washington Twp/Marne,Governor,,,Write-in,0,0,0
Cass,Edna/Victoria Twp,Governor,,,Write-in,0,0,0
Cass,Grant/Lincoln Twp/Anita,Governor,,,Write-in,0,0,0
Cass,Noble/Pleasant Twp/Griswold,Governor,,,Write-in,0,0,0
Cass,Massena Twp/Massena City,Governor,,,Write-in,0,0,0
Cass,Union Twp/Cumberland,Governor,,,Write-in,0,0,0
Cass,Atlantic 1,Secretary of State,,REP,Paul D. Pate,31,6,25
Cass,Atlantic 2,Secretary of State,,REP,Paul D. Pate,62,9,53
Cass,Atlantic 3,Secretary of State,,REP,Paul D. Pate,148,28,120
Cass,Atlantic 4,Secretary of State,,REP,Paul D. Pate,156,25,131
Cass,Atlantic 5,Secretary of State,,REP,Paul D. Pate,166,23,143
Cass,Bear Grove/Cass Twp/Lewis,Secretary of State,,REP,Paul D. Pate,52,1,51
Cass,Benton/Franklin Twp/Wiota,Secretary of State,,REP,Paul D. Pate,29,4,25
Cass,Brighton/Grove/Pymosa/Washington Twp/Marne,Secretary of State,,REP,Paul D. Pate,65,13,52
Cass,Edna/Victoria Twp,Secretary of State,,REP,Paul D. Pate,2,0,2
Cass,Grant/Lincoln Twp/Anita,Secretary of State,,REP,Paul D. Pate,62,1,61
Cass,Noble/Pleasant Twp/Griswold,Secretary of State,,REP,Paul D. Pate,83,6,77
Cass,Massena Twp/Massena City,Secretary of State,,REP,Paul D. Pate,31,1,30
Cass,Union Twp/Cumberland,Secretary of State,,REP,Paul D. Pate,19,0,19
Cass,Atlantic 1,Secretary of State,,,Write-in,0,0,0
Cass,Atlantic 2,Secretary of State,,,Write-in,0,0,0
Cass,Atlantic 3,Secretary of State,,,Write-in,0,0,0
Cass,Atlantic 4,Secretary of State,,,Write-in,0,0,0
Cass,Atlantic 5,Secretary of State,,,Write-in,0,0,0
Cass,Bear Grove/Cass Twp/Lewis,Secretary of State,,,Write-in,0,0,0
Cass,Benton/Franklin Twp/Wiota,Secretary of State,,,Write-in,0,0,0
Cass,Brighton/Grove/Pymosa/Washington Twp/Marne,Secretary of State,,,Write-in,0,0,0
Cass,Edna/Victoria Twp,Secretary of State,,,Write-in,0,0,0
Cass,Grant/Lincoln Twp/Anita,Secretary of State,,,Write-in,0,0,0
Cass,Noble/Pleasant Twp/Griswold,Secretary of State,,,Write-in,0,0,0
Cass,Massena Twp/Massena City,Secretary of State,,,Write-in,0,0,0
Cass,Union Twp/Cumberland,Secretary of State,,,Write-in,0,0,0
Cass,Atlantic 1,Auditor of State,,REP,Mary Mosiman,30,6,24
Cass,Atlantic 2,Auditor of State,,REP,Mary Mosiman,61,10,51
Cass,Atlantic 3,Auditor of State,,REP,Mary Mosiman,142,26,116
Cass,Atlantic 4,Auditor of State,,REP,Mary Mosiman,149,22,127
Cass,Atlantic 5,Auditor of State,,REP,Mary Mosiman,162,24,138
Cass,Bear Grove/Cass Twp/Lewis,Auditor of State,,REP,Mary Mosiman,50,1,49
Cass,Benton/Franklin Twp/Wiota,Auditor of State,,REP,Mary Mosiman,25,3,22
Cass,Brighton/Grove/Pymosa/Washington Twp/Marne,Auditor of State,,REP,Mary Mosiman,62,13,49
Cass,Edna/Victoria Twp,Auditor of State,,REP,Mary Mosiman,3,0,3
Cass,Grant/Lincoln Twp/Anita,Auditor of State,,REP,Mary Mosiman,59,1,58
Cass,Noble/Pleasant Twp/Griswold,Auditor of State,,REP,Mary Mosiman,77,5,72
Cass,Massena Twp/Massena City,Auditor of State,,REP,Mary Mosiman,27,1,26
Cass,Union Twp/Cumberland,Auditor of State,,REP,Mary Mosiman,17,1,16
Cass,Atlantic 1,Auditor of State,,,Write-in,0,0,0
Cass,Atlantic 2,Auditor of State,,,Write-in,0,0,0
Cass,Atlantic 3,Auditor of State,,,Write-in,0,0,0
Cass,Atlantic 4,Auditor of State,,,Write-in,0,0,0
Cass,Atlantic 5,Auditor of State,,,Write-in,0,0,0
Cass,Bear Grove/Cass Twp/Lewis,Auditor of State,,,Write-in,0,0,0
Cass,Benton/Franklin Twp/Wiota,Auditor of State,,,Write-in,0,0,0
Cass,Brighton/Grove/Pymosa/Washington Twp/Marne,Auditor of State,,,Write-in,0,0,0
Cass,Edna/Victoria Twp,Auditor of State,,,Write-in,0,0,0
Cass,Grant/Lincoln Twp/Anita,Auditor of State,,,Write-in,0,0,0
Cass,Noble/Pleasant Twp/Griswold,Auditor of State,,,Write-in,0,0,0
Cass,Massena Twp/Massena City,Auditor of State,,,Write-in,0,0,0
Cass,Union Twp/Cumberland,Auditor of State,,,Write-in,0,0,0
Cass,Atlantic 1,Treasurer of State,,,Write-in,0,0,0
Cass,Atlantic 2,Treasurer of State,,,Write-in,0,0,0
Cass,Atlantic 3,Treasurer of State,,,Write-in,0,0,0
Cass,Atlantic 4,Treasurer of State,,,Write-in,0,0,0
Cass,Atlantic 5,Treasurer of State,,,Write-in,0,0,0
Cass,Bear Grove/Cass Twp/Lewis,Treasurer of State,,,Write-in,0,0,0
Cass,Benton/Franklin Twp/Wiota,Treasurer of State,,,Write-in,0,0,0
Cass,Brighton/Grove/Pymosa/Washington Twp/Marne,Treasurer of State,,,Write-in,0,0,0
Cass,Edna/Victoria Twp,Treasurer of State,,,Write-in,0,0,0
Cass,Grant/Lincoln Twp/Anita,Treasurer of State,,,Write-in,0,0,0
Cass,Noble/Pleasant Twp/Griswold,Treasurer of State,,,Write-in,0,0,0
Cass,Massena Twp/Massena City,Treasurer of State,,,Write-in,0,0,0
Cass,Union Twp/Cumberland,Treasurer of State,,,Write-in,0,0,0
Cass,Atlantic 1,Secretary of Agriculture,,REP,Ray Gaesser,18,4,14
Cass,Atlantic 2,Secretary of Agriculture,,REP,Ray Gaesser,31,5,26
Cass,Atlantic 3,Secretary of Agriculture,,REP,Ray Gaesser,71,18,53
Cass,Atlantic 4,Secretary of Agriculture,,REP,Ray Gaesser,73,9,64
Cass,Atlantic 5,Secretary of Agriculture,,REP,Ray Gaesser,71,10,61
Cass,Bear Grove/Cass Twp/Lewis,Secretary of Agriculture,,REP,Ray Gaesser,26,1,25
Cass,Benton/Franklin Twp/Wiota,Secretary of Agriculture,,REP,Ray Gaesser,18,3,15
Cass,Brighton/Grove/Pymosa/Washington Twp/Marne,Secretary of Agriculture,,REP,Ray Gaesser,32,4,28
Cass,Edna/Victoria Twp,Secretary of Agriculture,,REP,Ray Gaesser,5,0,5
Cass,Grant/Lincoln Twp/Anita,Secretary of Agriculture,,REP,Ray Gaesser,18,0,18
Cass,Noble/Pleasant Twp/Griswold,Secretary of Agriculture,,REP,Ray Gaesser,31,0,31
Cass,Massena Twp/Massena City,Secretary of Agriculture,,REP,Ray Gaesser,14,0,14
Cass,Union Twp/Cumberland,Secretary of Agriculture,,REP,Ray Gaesser,13,0,13
Cass,Atlantic 1,Secretary of Agriculture,,REP,Chad Ingels,1,0,1
Cass,Atlantic 2,Secretary of Agriculture,,REP,Chad Ingels,4,0,4
Cass,Atlantic 3,Secretary of Agriculture,,REP,Chad Ingels,13,1,12
Cass,Atlantic 4,Secretary of Agriculture,,REP,Chad Ingels,8,1,7
Cass,Atlantic 5,Secretary of Agriculture,,REP,Chad Ingels,8,2,6
Cass,Bear Grove/Cass Twp/Lewis,Secretary of Agriculture,,REP,Chad Ingels,6,0,6
Cass,Benton/Franklin Twp/Wiota,Secretary of Agriculture,,REP,Chad Ingels,1,1,0
Cass,Brighton/Grove/Pymosa/Washington Twp/Marne,Secretary of Agriculture,,REP,Chad Ingels,3,1,2
Cass,Edna/Victoria Twp,Secretary of Agriculture,,REP,Chad Ingels,0,0,0
Cass,Grant/Lincoln Twp/Anita,Secretary of Agriculture,,REP,Chad Ingels,2,0,2
Cass,Noble/Pleasant Twp/Griswold,Secretary of Agriculture,,REP,Chad Ingels,6,0,6
Cass,Massena Twp/Massena City,Secretary of Agriculture,,REP,Chad Ingels,4,0,4
Cass,Union Twp/Cumberland,Secretary of Agriculture,,REP,Chad Ingels,0,0,0
Cass,Atlantic 1,Secretary of Agriculture,,REP,Craig Lang,5,2,3
Cass,Atlantic 2,Secretary of Agriculture,,REP,Craig Lang,10,4,6
Cass,Atlantic 3,Secretary of Agriculture,,REP,Craig Lang,28,5,23
Cass,Atlantic 4,Secretary of Agriculture,,REP,Craig Lang,17,3,14
Cass,Atlantic 5,Secretary of Agriculture,,REP,Craig Lang,27,3,24
Cass,Bear Grove/Cass Twp/Lewis,Secretary of Agriculture,,REP,Craig Lang,9,0,9
Cass,Benton/Franklin Twp/Wiota,Secretary of Agriculture,,REP,Craig Lang,2,0,2
Cass,Brighton/Grove/Pymosa/Washington Twp/Marne,Secretary of Agriculture,,REP,Craig Lang,11,1,10
Cass,Edna/Victoria Twp,Secretary of Agriculture,,REP,Craig Lang,0,0,0
Cass,Grant/Lincoln Twp/Anita,Secretary of Agriculture,,REP,Craig Lang,14,1,13
Cass,Noble/Pleasant Twp/Griswold,Secretary of Agriculture,,REP,Craig Lang,18,3,15
Cass,Massena Twp/Massena City,Secretary of Agriculture,,REP,Craig Lang,3,1,2
Cass,Union Twp/Cumberland,Secretary of Agriculture,,REP,Craig Lang,4,1,3
Cass,Atlantic 1,Secretary of Agriculture,,REP,Mike Naig,4,0,4
Cass,Atlantic 2,Secretary of Agriculture,,REP,Mike Naig,10,1,9
Cass,Atlantic 3,Secretary of Agriculture,,REP,Mike Naig,26,4,22
Cass,Atlantic 4,Secretary of Agriculture,,REP,Mike Naig,43,7,36
Cass,Atlantic 5,Secretary of Agriculture,,REP,Mike Naig,33,4,29
Cass,Bear Grove/Cass Twp/Lewis,Secretary of Agriculture,,REP,Mike Naig,14,0,14
Cass,Benton/Franklin Twp/Wiota,Secretary of Agriculture,,REP,Mike Naig,6,2,4
Cass,Brighton/Grove/Pymosa/Washington Twp/Marne,Secretary of Agriculture,,REP,Mike Naig,21,6,15
Cass,Edna/Victoria Twp,Secretary of Agriculture,,REP,Mike Naig,0,0,0
Cass,Grant/Lincoln Twp/Anita,Secretary of Agriculture,,REP,Mike Naig,21,0,21
Cass,Noble/Pleasant Twp/Griswold,Secretary of Agriculture,,REP,Mike Naig,22,2,20
Cass,Massena Twp/Massena City,Secretary of Agriculture,,REP,Mike Naig,8,0,8
Cass,Union Twp/Cumberland,Secretary of Agriculture,,REP,Mike Naig,3,0,3
Cass,Atlantic 1,Secretary of Agriculture,,REP,Dan Zumbach,2,0,2
Cass,Atlantic 2,Secretary of Agriculture,,REP,Dan Zumbach,12,0,12
Cass,Atlantic 3,Secretary of Agriculture,,REP,Dan Zumbach,17,4,13
Cass,Atlantic 4,Secretary of Agriculture,,REP,Dan Zumbach,39,10,29
Cass,Atlantic 5,Secretary of Agriculture,,REP,Dan Zumbach,34,7,27
Cass,Bear Grove/Cass Twp/Lewis,Secretary of Agriculture,,REP,Dan Zumbach,2,0,2
