county,precinct,office,district,party,candidate,votes,absentee,polling
Cerro Gordo,Clear Lake Ward 1,U.S. House,4,DEM,Leann Jacobsen,34,4,30
Cerro Gordo,Clear Lake Ward 2,U.S. House,4,DEM,Leann Jacobsen,33,3,30
Cerro Gordo,Clear Lake Ward 3,U.S. House,4,DEM,Leann Jacobsen,18,4,14
Cerro Gordo,Clear Lake / Grant / Union Twps Pct,U.S. House,4,DEM,Leann Jacobsen,20,7,13
Cerro Gordo,Falls Twp - Plymouth Pct,U.S. House,4,DEM,Leann Jacobsen,7,0,7
Cerro Gordo,Falls Twp - Rock Falls Pct,U.S. House,4,DEM,Leann Jacobsen,3,0,3
Cerro Gordo,Geneseo Twp Pct,U.S. House,4,DEM,Leann Jacobsen,9,3,6
Cerro Gordo,Grimes Twp - Meservey Pct,U.S. House,4,DEM,Leann Jacobsen,3,1,2
Cerro Gordo,Grimes Twp - Thornton Pct,U.S. House,4,DEM,Leann Jacobsen,4,0,4
Cerro Gordo,Lake / Lincoln Twps Pct,U.S. House,4,DEM,Leann Jacobsen,5,0,5
Cerro Gordo,Lime Creek / Mason North Twps Pct,U.S. House,4,DEM,Leann Jacobsen,2,2,0
Cerro Gordo,Mason City W-1 P-1,U.S. House,4,DEM,Leann Jacobsen,20,3,17
Cerro Gordo,Mason City W-1 P-2,U.S. House,4,DEM,Leann Jacobsen,19,2,17
Cerro Gordo,Mason City W-1 P-3,U.S. House,4,DEM,Leann Jacobsen,38,11,27
Cerro Gordo,Mason City W-2 P-1,U.S. House,4,DEM,Leann Jacobsen,24,5,19
Cerro Gordo,Mason City W-2 P-2,U.S. House,4,DEM,Leann Jacobsen,49,12,37
Cerro Gordo,Mason City W-2 P-3,U.S. House,4,DEM,Leann Jacobsen,22,4,18
Cerro Gordo,Mason City W-3 P-1,U.S. House,4,DEM,Leann Jacobsen,25,7,18
Cerro Gordo,Mason City W-3 P-2,U.S. House,4,DEM,Leann Jacobsen,22,2,20
Cerro Gordo,Mason City W-3 P-3,U.S. House,4,DEM,Leann Jacobsen,31,5,26
Cerro Gordo,Mason City W-4 P-1,U.S. House,4,DEM,Leann Jacobsen,22,5,17
Cerro Gordo,Mason City W-4 P-2,U.S. House,4,DEM,Leann Jacobsen,21,2,19
Cerro Gordo,Mason City W-4 P-3,U.S. House,4,DEM,Leann Jacobsen,28,7,21
Cerro Gordo,Mason South / Bath Twps Pct,U.S. House,4,DEM,Leann Jacobsen,7,3,4
Cerro Gordo,Mt Vernon / Pleasant Valley Twps Pct,U.S. House,4,DEM,Leann Jacobsen,4,1,3
Cerro Gordo,Portland / Owen / Dougherty Twps Pct,U.S. House,4,DEM,Leann Jacobsen,3,2,1
Cerro Gordo,Clear Lake Ward 1,U.S. House,4,DEM,John Paschen,3,0,3
Cerro Gordo,Clear Lake Ward 2,U.S. House,4,DEM,John Paschen,10,1,9
Cerro Gordo,Clear Lake Ward 3,U.S. House,4,DEM,John Paschen,2,1,1
Cerro Gordo,Clear Lake / Grant / Union Twps Pct,U.S. House,4,DEM,John Paschen,6,0,6
Cerro Gordo,Falls Twp - Plymouth Pct,U.S. House,4,DEM,John Paschen,2,0,2
Cerro Gordo,Falls Twp - Rock Falls Pct,U.S. House,4,DEM,John Paschen,0,0,0
Cerro Gordo,Geneseo Twp Pct,U.S. House,4,DEM,John Paschen,4,0,4
Cerro Gordo,Grimes Twp - Meservey Pct,U.S. House,4,DEM,John Paschen,2,0,2
Cerro Gordo,Grimes Twp - Thornton Pct,U.S. House,4,DEM,John Paschen,1,0,1
Cerro Gordo,Lake / Lincoln Twps Pct,U.S. House,4,DEM,John Paschen,0,0,0
Cerro Gordo,Lime Creek / Mason North Twps Pct,U.S. House,4,DEM,John Paschen,1,0,1
Cerro Gordo,Mason City W-1 P-1,U.S. House,4,DEM,John Paschen,9,0,9
Cerro Gordo,Mason City W-1 P-2,U.S. House,4,DEM,John Paschen,7,2,5
Cerro Gordo,Mason City W-1 P-3,U.S. House,4,DEM,John Paschen,13,3,10
Cerro Gordo,Mason City W-2 P-1,U.S. House,4,DEM,John Paschen,4,1,3
Cerro Gordo,Mason City W-2 P-2,U.S. House,4,DEM,John Paschen,12,2,10
Cerro Gordo,Mason City W-2 P-3,U.S. House,4,DEM,John Paschen,2,0,2
Cerro Gordo,Mason City W-3 P-1,U.S. House,4,DEM,John Paschen,15,3,12
Cerro Gordo,Mason City W-3 P-2,U.S. House,4,DEM,John Paschen,6,2,4
Cerro Gordo,Mason City W-3 P-3,U.S. House,4,DEM,John Paschen,16,3,13
Cerro Gordo,Mason City W-4 P-1,U.S. House,4,DEM,John Paschen,3,1,2
Cerro Gordo,Mason City W-4 P-2,U.S. House,4,DEM,John Paschen,10,6,4
Cerro Gordo,Mason City W-4 P-3,U.S. House,4,DEM,John Paschen,15,3,12
Cerro Gordo,Mason South / Bath Twps Pct,U.S. House,4,DEM,John Paschen,1,0,1
Cerro Gordo,Mt Vernon / Pleasant Valley Twps Pct,U.S. House,4,DEM,John Paschen,1,0,1
Cerro Gordo,Portland / Owen / Dougherty Twps Pct,U.S. House,4,DEM,John Paschen,2,0,2
Cerro Gordo,Clear Lake Ward 1,U.S. House,4,DEM,J.D. Scholten,50,5,45
Cerro Gordo,Clear Lake Ward 2,U.S. House,4,DEM,J.D. Scholten,65,4,61
Cerro Gordo,Clear Lake Ward 3,U.S. House,4,DEM,J.D. Scholten,34,5,29
Cerro Gordo,Clear Lake / Grant / Union Twps Pct,U.S. House,4,DEM,J.D. Scholten,43,4,39
Cerro Gordo,Falls Twp - Plymouth Pct,U.S. House,4,DEM,J.D. Scholten,10,0,10
Cerro Gordo,Falls Twp - Rock Falls Pct,U.S. House,4,DEM,J.D. Scholten,14,2,12
Cerro Gordo,Geneseo Twp Pct,U.S. House,4,DEM,J.D. Scholten,27,2,25
Cerro Gordo,Grimes Twp - Meservey Pct,U.S. House,4,DEM,J.D. Scholten,5,1,4
Cerro Gordo,Grimes Twp - Thornton Pct,U.S. House,4,DEM,J.D. Scholten,12,0,12
Cerro Gordo,Lake / Lincoln Twps Pct,U.S. House,4,DEM,J.D. Scholten,5,2,3
