county,precinct,office,district,party,candidate,votes,election_day,absentee
Mills,Deer Creek/ White Cloud,State Representative,23,Republican,David Sieck,25,21,4
Mills,Deer Creek/ White Cloud,State Representative,23,Democrat,Steve L. Adams,3,3,0
Mills,Deer Creek/ White Cloud,State Representative,23,,Write-In,1,1,0
Mills,Emerson/ Hastings/ Indian Creek,State Representative,23,Republican,David Sieck,53,49,4
Mills,Emerson/ Hastings/ Indian Creek,State Representative,23,Democrat,Steve L. Adams,8,6,2
Mills,Emerson/ Hastings/ Indian Creek,State Representative,23,,Write-In,0,0,0
Mills,Glenwood Ward 1,State Representative,23,Republican,David Sieck,40,31,9
Mills,Glenwood Ward 1,State Representative,23,Democrat,Steve L. Adams,10,8,2
Mills,Glenwood Ward 1,State Representative,23,,Write-In,0,0,0
Mills,Glenwood Ward 2,State Representative,23,Republican,David Sieck,57,53,4
Mills,Glenwood Ward 2,State Representative,23,Democrat,Steve L. Adams,11,10,1
Mills,Glenwood Ward 2,State Representative,23,,Write-In,1,1,0
Mills,Glenwood Ward 3,State Representative,23,Republican,David Sieck,94,72,22
Mills,Glenwood Ward 3,State Representative,23,Democrat,Steve L. Adams,19,13,6
Mills,Glenwood Ward 3,State Representative,23,,Write-In,0,0,0
Mills,Glenwood Township,State Representative,23,Republican,David Sieck,76,61,15
Mills,Glenwood Township,State Representative,23,Democrat,Steve L. Adams,4,3,1
Mills,Glenwood Township,State Representative,23,,Write-In,0,0,0
Mills,Henderson/ Anderson,State Representative,23,Republican,David Sieck,33,32,1
Mills,Henderson/ Anderson,State Representative,23,Democrat,Steve L. Adams,9,9,0
Mills,Henderson/ Anderson,State Representative,23,,Write-In,0,0,0
Mills,Malvern/ Tabor/ Center/ Rawles/ Silver Creek,State Representative,23,Republican,David Sieck,82,55,27
Mills,Malvern/ Tabor/ Center/ Rawles/ Silver Creek,State Representative,23,Democrat,Steve L. Adams,16,12,4
Mills,Malvern/ Tabor/ Center/ Rawles/ Silver Creek,State Representative,23,,Write-In,1,1,0
Mills,Oak/ St. Mary,State Representative,23,Republican,David Sieck,81,67,14
Mills,Oak/ St. Mary,State Representative,23,Democrat,Steve L. Adams,18,17,1
Mills,Oak/ St. Mary,State Representative,23,,Write-In,0,0,0
Mills,Pacific Jct./ Lyons/ Plattville,State Representative,23,Republican,David Sieck,46,32,14
Mills,Pacific Jct./ Lyons/ Plattville,State Representative,23,Democrat,Steve L. Adams,7,7,0
Mills,Pacific Jct./ Lyons/ Plattville,State Representative,23,,Write-In,0,0,0
Mills,Silver City/ Ingraham,State Representative,23,Republican,David Sieck,27,24,3
Mills,Silver City/ Ingraham,State Representative,23,Democrat,Steve L. Adams,5,4,1
Mills,Silver City/ Ingraham,State Representative,23,,Write-In,0,0,0
