office,district,candidate,party,reporting_level,jurisdiction,votes
State Representative,4,John Kooiker,Republican,County,Sioux,2064
State Representative,4,John Buntsma,Democrat,County,Sioux,456
State Representative,4,Dennis Wright,(write-in candidate),County,Sioux,840
State Representative,4,Write-In,,County,Sioux,11
State Representative,4,Under Votes,,County,Sioux,0
State Representative,4,Over Votes,,County,Sioux,0
