office,district,candidate,party,reporting_level,jurisdiction,votes
State Representative,5,Charles Holz,Republican,County,Plymouth,1315
State Representative,5,Write-In,,County,Plymouth,11
State Representative,5,Under Votes,,County,Plymouth,0
State Representative,5,Over Votes,,County,Plymouth,0
State Representative,5,Charles Holz,Republican,County,Woodbury,221
State Representative,5,Write-In,,County,Woodbury,3
State Representative,5,Under Votes,,County,Woodbury,0
State Representative,5,Over Votes,,County,Woodbury,0
